"time","y_0","y_1","y_2"
3.41,-1.2626626898365872E+002,-2.8947879999996200E+000,2.6855156000000434E+001
3.42,-1.3562165075095453E+002,-2.8947879999996200E+000,2.6855156000000434E+001
3.43,-1.4524065230360173E+002,-3.1715389999995960E+000,2.6855156000000434E+001
3.44,-1.5511348627558058E+002,-3.1715389999995960E+000,2.6855156000000434E+001
3.45,-1.6523018692207791E+002,-3.4597029999995712E+000,2.6206990000000491E+001
3.46,-1.7558048094338869E+002,-3.4597029999995712E+000,2.6206990000000491E+001
3.47,-1.8615386199446812E+002,-3.7599679999995494E+000,2.6206990000000491E+001
3.48,-1.9693958194662699E+002,-3.7599679999995494E+000,2.6206990000000491E+001
3.49,-2.0792665064056538E+002,-4.0729979999995258E+000,2.5498577000000548E+001
3.5,-2.1910388188599731E+002,-4.0729979999995258E+000,2.5498577000000548E+001
3.51,-2.3045987504481676E+002,-4.3994289999994933E+000,2.5498577000000548E+001
3.52,-2.4198302838568924E+002,-4.3994289999994933E+000,2.5498577000000548E+001
3.53,-2.5366154352074730E+002,-4.7398649999994671E+000,2.4724765000000616E+001
3.54,-2.6548344822959479E+002,-4.7398649999994671E+000,2.4724765000000616E+001
3.55,-2.7743660226005187E+002,-5.0948809999994324E+000,2.4724765000000616E+001
3.56,-2.8950871690440954E+002,-5.0948809999994324E+000,2.4724765000000616E+001
3.57,-3.0168736580048568E+002,-5.4650199999994005E+000,2.3880878000000699E+001
3.58,-3.1395999188726034E+002,-5.4650199999994005E+000,2.3880878000000699E+001
3.59,-3.2631389536584157E+002,-5.8507889999993683E+000,2.3880878000000699E+001
3.6,-3.3873627501871135E+002,-5.8507889999993683E+000,2.3880878000000699E+001
3.61,-3.5121424619581262E+002,-6.2526649999993307E+000,2.2962764000000782E+001
3.62,-3.6373483420097455E+002,-6.2526649999993307E+000,2.2962764000000782E+001
3.63,-3.7628496459070971E+002,-6.6710839999992970E+000,2.2962764000000782E+001
3.64,-3.8885149194571187E+002,-6.6710839999992970E+000,2.2962764000000782E+001
3.65,-4.0142131927282526E+002,-7.1064479999992578E+000,2.1966826000000864E+001
3.66,-4.1398117504698126E+002,-7.1064479999992578E+000,2.1966826000000864E+001
3.67,-4.2651790143696888E+002,-7.5591209999992159E+000,2.1966826000000864E+001
3.68,-4.3901815605693588E+002,-7.5591209999992159E+000,2.1966826000000864E+001
3.69,-4.5146875572355651E+002,-8.0294249999991791E+000,2.0890065000000956E+001
3.7,-4.6385647043035686E+002,-8.0294249999991791E+000,2.0890065000000956E+001
3.71,-4.7616803069069061E+002,-8.5176449999991348E+000,2.0890065000000956E+001
3.72,-4.8839027087230687E+002,-8.5176449999991348E+000,2.0890065000000956E+001
3.73,-5.0051010709796458E+002,-9.0240229999990937E+000,1.9730115000001060E+001
3.74,-5.1251440373307116E+002,-9.0240229999990937E+000,1.9730115000001060E+001
3.75,-5.2439018290544914E+002,-9.5487609999990504E+000,1.9730115000001060E+001
3.76,-5.3612451815995757E+002,-9.5487609999990504E+000,1.9730115000001060E+001
3.77,-5.4770456285058810E+002,-1.0092016999999018E+001,1.8485269000001143E+001
3.78,-5.5911758938089815E+002,-1.0092016999999018E+001,1.8485269000001143E+001
3.79,-5.7035103044821381E+002,-1.0653905999998969E+001,1.8485269000001143E+001
3.8,-5.8139238244915907E+002,-1.0653905999998969E+001,1.8485269000001143E+001
3.81,-5.9222928441769488E+002,-1.1234501999998919E+001,1.7154501000001257E+001
3.82,-6.0284959985995818E+002,-1.1234501999998919E+001,1.7154501000001257E+001
3.83,-6.1324129416029416E+002,-1.1833827999998867E+001,1.7154501000001257E+001
3.84,-6.2339252005574167E+002,-1.1833827999998867E+001,1.7154501000001257E+001
3.85,-6.3329161307174149E+002,-1.2451869999998820E+001,1.5737494000001373E+001
3.86,-6.4292710599976795E+002,-1.2451869999998820E+001,1.5737494000001373E+001
3.87,-6.5228774694755634E+002,-1.3088565999998771E+001,1.5737494000001373E+001
3.88,-6.6136243619994275E+002,-1.3088565999998771E+001,1.5737494000001373E+001
3.89,-6.7014050142174608E+002,-1.3743806999998721E+001,1.4234643000001483E+001
3.9,-6.7861119535934290E+002,-1.3743806999998721E+001,1.4234643000001483E+001
3.91,-6.8676432542300404E+002,-1.4417440999998675E+001,1.4234643000001483E+001
3.92,-6.9458976170721519E+002,-1.4417440999998675E+001,1.4234643000001483E+001
3.93,-7.0207764520110049E+002,-1.5109268999998626E+001,1.2647077000001598E+001
3.94,-7.0921856291163158E+002,-1.5109268999998626E+001,1.2647077000001598E+001
3.95,-7.1600314669019110E+002,-1.5819046999998569E+001,1.2647077000001598E+001
3.96,-7.2242251689673583E+002,-1.5819046999998569E+001,1.2647077000001598E+001
3.97,-7.2846800086855171E+002,-1.6546485999998524E+001,1.0976653000001715E+001
3.98,-7.3413122379009678E+002,-1.6546485999998524E+001,1.0976653000001715E+001
3.99,-7.3940416620262056E+002,-1.7291250999998468E+001,1.0976653000001715E+001
4,-7.4427915946804364E+002,-1.7291250999998468E+001,1.0976653000001715E+001
