"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6","Out7","Out8","Out9"
2.381,2.3801499671138728E+000,4.3801499671138728E+000,8.8014996711387283E-001,1.1731274720467919E+000,1,3.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.401,2.3509263611023021E+000,4.3509263611023021E+000,8.5092636110230191E-001,1.1482874069369566E+000,1,2.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.421,2.3211624025584014E+000,4.3211624025584019E+000,8.2116240255840145E-001,1.1229880421746412E+000,1,2.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.441,2.2908699966687416E+000,4.2908699966687411E+000,7.9086999666874158E-001,1.0972394971684303E+000,1,2.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.461,2.2600612599917844E+000,4.2600612599917849E+000,7.6006125999178442E-001,1.0710520709930167E+000,1,2.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.481,2.2287485156114233E+000,4.2287485156114233E+000,7.2874851561142351E-001,1.0444362382697099E+000,1,2.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.501,2.1969442882079129E+000,4.1969442882079129E+000,6.9694428820791310E-001,1.0174026449767262E+000,1,2.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.521,2.1646612990481637E+000,4.1646612990481637E+000,6.6466129904816373E-001,9.8996210419093922E-001,1,2.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.541,2.1319124608974054E+000,4.1319124608974054E+000,6.3191246089740560E-001,9.6212559176279477E-001,1,2.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.561,2.0987108728542534E+000,4.0987108728542534E+000,5.9871087285425317E-001,9.3390424192611521E-001,1,2.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.581,2.0650698151112423E+000,4.0650698151112419E+000,5.6506981511124232E-001,9.0530934284455600E-001,1,2.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.601,2.0310027436429285E+000,4.0310027436429285E+000,5.3100274364292832E-001,8.7635233209648911E-001,1,2.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.621,1.9965232848236771E+000,3.9965232848236774E+000,4.9652328482367714E-001,8.4704479210012562E-001,1,2.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.641,1.9616452299772966E+000,3.9616452299772966E+000,4.6164522997729651E-001,8.1739844548070206E-001,1,2.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.661,1.9263825298606903E+000,3.9263825298606903E+000,4.2638252986069036E-001,7.8742515038158678E-001,1,2.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.681,1.8907492890837423E+000,3.8907492890837423E+000,3.9074928908374229E-001,7.5713689572118092E-001,1,2.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.701,1.8547597604676596E+000,3.8547597604676596E+000,3.5475976046765956E-001,7.2654579639751060E-001,1,1.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.721,1.8184283393440346E+000,3.8184283393440346E+000,3.1842833934403458E-001,6.9566408844242944E-001,1,1.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
2.741,1.7817695577969044E+000,3.7817695577969044E+000,2.8176955779690438E-001,6.6450412412736870E-001,1,1.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,2.9158745096856440E+000
2.761,1.7447980788501107E+000,3.7447980788501107E+000,2.4479807885011062E-001,6.3307836702259401E-001,1,1.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,2.7381884237147536E+000
2.781,1.7075286906022855E+000,3.7075286906022855E+000,2.0752869060228540E-001,6.0139938701194262E-001,1,1.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,2.5496959589947590E+000
2.801,1.6699763003118093E+000,3.6699763003118093E+000,1.6997630031180933E-001,5.6947985526503797E-001,1,1.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,2.3511410091698934E+000
2.821,1.6321559284341076E+000,3.6321559284341074E+000,1.3215592843410762E-001,5.3733253916899149E-001,1,1.5000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,2.1433071799159888E+000
2.841,1.5940827026136648E+000,3.5940827026136648E+000,9.4082702613664804E-002,5.0497029722161513E-001,1,1.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,1.9270146964068648E+000
2.861,1.5557718516331736E+000,3.5557718516331738E+000,5.5771851633173553E-002,4.7240607388819755E-001,1,1.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,1.7031171662602957E+000
2.881,1.5172386993222218E+000,3.5172386993222218E+000,1.7238699322221662E-002,4.3965289442388844E-001,1,1.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,1.4724982107387119E+000
2.901,1.4784986584279649E+000,3.4784986584279647E+000,0.0000000000000000E+000,4.0672385966377012E-001,1,1.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,1.2360679774997911E+000
2.921,1.4395672244502338E+000,3.4395672244502338E+000,0.0000000000000000E+000,3.7363214078269880E-001,1,1.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,9.9475954865942195E-001
2.941,1.4004599694435411E+000,3.4004599694435411E+000,0.0000000000000000E+000,3.4039097402700991E-001,1,1.0000000000000000E+000,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,7.4952525834290273E-001
2.961,1.3611925357884658E+000,3.3611925357884660E+000,0.0000000000000000E+000,3.0701365542019599E-001,1,5.0000000000000000E-001,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,5.0133293425721559E-001
2.981,1.3217806299349115E+000,3.3217806299349117E+000,0.0000000000000000E+000,2.7351353544467477E-001,1,5.0000000000000000E-001,1.2000000000000000E+001,5.0000000000000000E-001,1.0000000000000001E-001,2.5116207811725355E-001
3.001,1.2822400161197345E+000,3.2822400161197343E+000,0.0000000000000000E+000,2.3990401370177428E-001,1,5.0000000000000000E-001,1.2000000000000000E+001,5.0000000000000000E-001,1.4695761589768238E-015,1.4695761589768238E-015
3.021,1.2425865100612594E+000,3.2425865100612596E+000,0.0000000000000000E+000,2.0619853355207057E-001,1,5.0000000000000000E-001,1.2000000000000000E+001,4.8517302012251901E-001,-1.0000000000000001E-001,-2.5116207811725061E-001
3.041,1.2028359726332036E+000,3.2028359726332036E+000,0.0000000000000000E+000,1.7241057673822316E-001,1,5.0000000000000000E-001,1.2000000000000000E+001,4.0567194526640743E-001,-1.0000000000000001E-001,-5.0133293425721270E-001
3.061,1.1630043035205382E+000,3.1630043035205384E+000,0.0000000000000000E+000,1.3855365799245750E-001,1,5.0000000000000000E-001,1.2000000000000000E+001,3.2600860704107648E-001,-1.0000000000000001E-001,-7.4952525834289985E-001
3.081,1.1231074348598262E+000,3.1231074348598264E+000,0.0000000000000000E+000,1.0464131963085235E-001,1,0.0000000000000000E+000,1.2000000000000000E+001,2.4621486971965259E-001,-1.0000000000000001E-001,-9.9475954865941907E-001
3.101,1.0831613248665810E+000,3.0831613248665808E+000,0.0000000000000000E+000,7.0687126136593836E-002,1,0.0000000000000000E+000,1.2000000000000000E+001,1.6632264973316196E-001,-1.0000000000000001E-001,-1.2360679774997883E+000
3.121,1.0431819514521918E+000,3.0431819514521918E+000,0.0000000000000000E+000,3.6704658734363134E-002,1,0.0000000000000000E+000,1.2000000000000000E+001,8.6363902904383838E-002,-1.0000000000000001E-001,-1.4724982107387090E+000
3.141,1.0031853058329736E+000,3.0031853058329738E+000,0.0000000000000000E+000,2.7075099580276081E-003,1,0.0000000000000000E+000,1.2000000000000000E+001,6.3706116659473129E-003,-1.0000000000000001E-001,-1.7031171662602931E+000
3.161,-1.0368126138661076E+000,-3.0368126138661076E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-0.0000000000000000E+000,1.2000000000000000E+001,-7.3625227732215234E-002,-1.0000000000000001E-001,-1.9270146964068622E+000
3.181,-1.0767958090104708E+000,-3.0767958090104708E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-0.0000000000000000E+000,1.2000000000000000E+001,-1.5359161802094151E-001,-1.0000000000000001E-001,-2.1433071799159862E+000
3.201,-1.1167482868551601E+000,-3.1167482868551604E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-0.0000000000000000E+000,1.2000000000000000E+001,-2.3349657371032034E-001,-1.0000000000000001E-001,-2.3511410091698912E+000
3.221,-1.1566540669417307E+000,-3.1566540669417305E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-5.0000000000000000E-001,1.2000000000000000E+001,-3.1330813388346118E-001,-1.0000000000000001E-001,-2.5496959589947621E+000
3.241,-1.1964971874902173E+000,-3.1964971874902175E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-5.0000000000000000E-001,1.2000000000000000E+001,-3.9299437498043471E-001,-1.0000000000000001E-001,-2.7381884237147567E+000
3.261,-1.2362617117836356E+000,-3.2362617117836354E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-5.0000000000000000E-001,1.2000000000000000E+001,-4.7252342356727123E-001,-1.0000000000000001E-001,-2.9158745096856471E+000
3.281,-1.2759317345424546E+000,-3.2759317345424543E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-5.0000000000000000E-001,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.0820529711031566E+000
3.301,-1.3154913882864974E+000,-3.3154913882864974E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-5.0000000000000000E-001,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.2360679774997889E+000
3.321,-1.3549248496817212E+000,-3.3549248496817210E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-5.0000000000000000E-001,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.3773117020080625E+000
3.341,-1.3942163458693397E+000,-3.3942163458693395E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-1.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.5052267201754521E+000
3.361,-1.4333501607747592E+000,-3.4333501607747592E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-1.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.6193082098640756E+000
3.381,-1.4723106413937939E+000,-3.4723106413937939E+000,0.0000000000000000E+000,0.0000000000000000E+000,1,-1.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.7191059435530054E+000
3.401,-1.5110822040536624E+000,-3.5110822040536624E+000,-1.1082204053662448E-002,0.0000000000000000E+000,1,-1.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.8042260651806137E+000
3.421,-1.5496493406462482E+000,-3.5496493406462482E+000,-4.9649340646248041E-002,0.0000000000000000E+000,1,-1.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.8743326445145239E+000
3.441,-1.5879966248311352E+000,-3.5879966248311352E+000,-8.7996624831135239E-002,0.0000000000000000E+000,1,-1.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.9291490029147540E+000
3.461,-1.6261087182059404E+000,-3.6261087182059404E+000,-1.2610871820594038E-001,0.0000000000000000E+000,1,-1.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.9684588052579115E+000
3.481,-1.6639703764414682E+000,-3.6639703764414682E+000,-1.6397037644146817E-001,0.0000000000000000E+000,1,-1.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.9921069137130862E+000
3.501,-1.7015664553792398E+000,-3.7015664553792398E+000,-2.0156645537923967E-001,-1.5664553792397173E-003,1,-1.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-4.0000000000000000E+000
3.521,-1.7388819170889542E+000,-3.7388819170889542E+000,-2.3888191708895423E-001,-4.0263207189164207E-002,1,-1.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.9921069137130862E+000
3.541,-1.7759018358834606E+000,-3.7759018358834604E+000,-2.7590183588346062E-001,-8.1421544963326098E-002,1,-1.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.9684588052579119E+000
3.561,-1.8126114042888335E+000,-3.8126114042888335E+000,-3.1261140428883361E-001,-1.2501032877875162E-001,1,-1.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.9291490029147544E+000
3.581,-1.8489959389671653E+000,-3.8489959389671653E+000,-3.4899593896716519E-001,-1.7098772617712343E-001,1,-1.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.8743326445145247E+000
3.601,-1.8850408865897048E+000,-3.8850408865897048E+000,-3.8504088658970492E-001,-2.1930132518309731E-001,1,-2.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.8042260651806150E+000
3.621,-1.9207318296579965E+000,-3.9207318296579965E+000,-4.2073182965799660E-001,-2.6988828953622046E-001,1,-2.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.7191059435530067E+000
3.641,-1.9560544922706857E+000,-3.9560544922706855E+000,-4.5605449227068573E-001,-3.2267555554447225E-001,1,-2.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.6193082098640770E+000
3.661,-1.9909947458336898E+000,-3.9909947458336896E+000,-4.9099474583368985E-001,-3.7758006980298542E-001,1,-2.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.5052267201754539E+000
3.681,-2.0255386147114476E+000,-4.0255386147114471E+000,-5.2553861471144758E-001,-4.3450906686003699E-001,1,-2.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.3773117020080607E+000
3.701,-2.0596722818169866E+000,-4.0596722818169866E+000,-5.5967228181698681E-001,-4.9336038575452346E-001,1,-2.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.2360679774997907E+000
3.721,-2.0933820941385743E+000,-4.0933820941385743E+000,-5.9338209413857435E-001,-5.5402282419552240E-001,1,-2.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-3.0820529711031543E+000
3.741,-2.1266545682007401E+000,-4.1266545682007401E+000,-6.2665456820074006E-001,-6.1637652900575235E-001,1,-2.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-2.9158745096856444E+000
3.761,-2.1594763954574860E+000,-4.1594763954574860E+000,-6.5947639545748626E-001,-6.8029342130740433E-001,1,-2.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-2.7381884237147540E+000
3.781,-2.1918344476155287E+000,-4.1918344476155287E+000,-6.9183444761552848E-001,-7.4563765479144561E-001,1,-2.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-2.5496959589947590E+000
3.801,-2.2237157818854385E+000,-4.2237157818854385E+000,-7.2371578188543850E-001,-8.1226610528070708E-001,1,-2.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-2.3511410091698939E+000
3.821,-2.2551076461585873E+000,-4.2551076461585868E+000,-7.5510764615858728E-001,-8.8002888967329018E-001,1,-2.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-2.1433071799159831E+000
3.841,-2.2859974841078179E+000,-4.2859974841078179E+000,-7.8599748410781767E-001,-9.4876991223661622E-001,1,-2.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-1.9270146964068653E+000
3.861,-2.3163729402098099E+000,-4.3163729402098099E+000,-8.1637294020980988E-001,-1.0183274361142580E+000,1,-2.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-1.7031171662602962E+000
3.881,-2.3462218646871236E+000,-4.3462218646871236E+000,-8.4622186468712335E-001,-1.0885346778078486E+000,1,-2.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-1.4724982107387123E+000
3.901,-2.3755323183679478E+000,-4.3755323183679478E+000,-8.7553231836794754E-001,-1.1592204223054841E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-1.2360679774997916E+000
3.921,-2.4042925774616108E+000,-4.4042925774616108E+000,-9.0429257746161085E-001,-1.2302096564462119E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-9.9475954865942240E-001
3.941,-2.4324911382479408E+000,-4.4324911382479408E+000,-9.3249113824794105E-001,-1.3013242180379330E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-7.4952525834290318E-001
3.961,-2.4601167216785989E+000,-4.4601167216785989E+000,-9.6011672167859907E-001,-1.3723834581835863E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-5.0133293425721603E-001
3.981,-2.4871582778885495E+000,-4.4871582778885495E+000,-9.8715827788854926E-001,-1.4432049142180299E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.0000000000000001E-001,-2.5116207811725405E-001
4.001,-2.5136049906158564E+000,-4.5136049906158568E+000,-1.0136049906158564E+000,-1.5136049906158560E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,-1.9594348786357651E-015,-1.9594348786357651E-015
4.021,-2.5394462815280487E+000,-4.5394462815280487E+000,-1.0394462815280487E+000,-1.5833996451985688E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,2.5116207811725721E-001
4.041,-2.5646718144533054E+000,-4.5646718144533054E+000,-1.0646718144533056E+000,-1.6524050779483177E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,5.0133293425721215E-001
4.061,-2.5892714995147950E+000,-4.5892714995147950E+000,-1.0892714995147947E+000,-1.7204384197248022E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,7.4952525834289940E-001
4.081,-2.6132354971664808E+000,-4.6132354971664808E+000,-1.1132354971664811E+000,-1.7873184181818793E+000,1,-3.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,9.9475954865941862E-001
4.101,-2.6365542221288205E+000,-4.6365542221288205E+000,-1.1365542221288205E+000,-1.8528661181912822E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,1.2360679774997809E+000
4.121,-2.6592183472227418E+000,-4.6592183472227422E+000,-1.1592183472227418E+000,-1.9169055341020158E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,1.4724982107387086E+000
4.141,-2.6812188071003891E+000,-4.6812188071003895E+000,-1.1812188071003891E+000,-1.9792643111959392E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,1.7031171662602862E+000
4.161,-2.7025468018711489E+000,-4.7025468018711489E+000,-1.2025468018711489E+000,-2.0397743737423495E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,1.9270146964068617E+000
4.181,-2.7231938006214813E+000,-4.7231938006214813E+000,-1.2231938006214811E+000,-2.0982725571067777E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,2.1433071799159800E+000
4.201,-2.7431515448271764E+000,-4.7431515448271764E+000,-1.2431515448271764E+000,-2.1546012214319070E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,2.3511410091698908E+000
4.221,-2.7624120516566508E+000,-4.7624120516566508E+000,-1.2624120516566506E+000,-2.2086088444807328E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,2.5496959589947563E+000
4.241,-2.7809676171639772E+000,-4.7809676171639772E+000,-1.2809676171639770E+000,-2.2601505913140594E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,2.7381884237147562E+000
4.261,-2.7988108193703551E+000,-4.7988108193703551E+000,-1.2988108193703554E+000,-2.3090888585653424E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,2.9158745096856418E+000
4.281,-2.8159345212328111E+000,-4.8159345212328111E+000,-1.3159345212328108E+000,-2.3552937911758631E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.301,-2.8323318734989096E+000,-4.8323318734989096E+000,-1.3323318734989098E+000,-2.3986437695613727E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.321,-2.8479963174463760E+000,-4.8479963174463760E+000,-1.3479963174463758E+000,-2.4390258652977868E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.341,-2.8629215875064853E+000,-4.8629215875064853E+000,-1.3629215875064851E+000,-2.4763362635371893E+000,1,-3.5000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.361,-2.8771017137702160E+000,-4.8771017137702160E+000,-1.3771017137702157E+000,-2.5104806504964294E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.381,-2.8905310243761266E+000,-4.8905310243761271E+000,-1.3905310243761266E+000,-2.5413745644979024E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.401,-2.9032041477790322E+000,-4.9032041477790322E+000,-1.4032041477790322E+000,-2.5689437091856400E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.421,-2.9151160148985422E+000,-4.9151160148985422E+000,-1.4151160148985422E+000,-2.5931242276885840E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.441,-2.9262618611466333E+000,-4.9262618611466333E+000,-1.4262618611466333E+000,-2.6138629366567154E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.461,-2.9366372283334146E+000,-4.9366372283334146E+000,-1.4366372283334143E+000,-2.6311175192535488E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.481,-2.9462379664503477E+000,-4.9462379664503473E+000,-1.4462379664503477E+000,-2.6448566763501380E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.501,-2.9550602353301940E+000,-4.9550602353301940E+000,-1.4550602353301940E+000,-2.6550602353301942E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.521,-2.9631005061830313E+000,-4.9631005061830313E+000,-1.4631005061830311E+000,-2.6617192160828211E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.541,-2.9703555630077192E+000,-4.9703555630077192E+000,-1.4703555630077190E+000,-2.6648358539278534E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.561,-2.9768225038782612E+000,-4.9768225038782612E+000,-1.4768225038782612E+000,-2.6644235793883433E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.581,-2.9824987421045339E+000,-4.9824987421045339E+000,-1.4824987421045339E+000,-2.6605069548945757E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.601,-2.9873820072669290E+000,-4.9873820072669286E+000,-1.4873820072669290E+000,-2.6531215686735363E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.621,-2.9914703461244905E+000,-4.9914703461244905E+000,-1.4914703461244907E+000,-2.6423138862462672E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.641,-2.9947621233961863E+000,-4.9947621233961863E+000,-1.4947621233961865E+000,-2.6281410601224007E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.661,-2.9972560224149980E+000,-4.9972560224149980E+000,-1.4972560224149978E+000,-2.6106706984457020E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.681,-2.9989510456545680E+000,-4.9989510456545680E+000,-1.4989510456545680E+000,-2.5899805935059792E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
4.701,-2.9998465151282017E+000,-4.9998465151282012E+000,-1.4998465151282017E+000,-2.5661584111906652E+000,1,-4.0000000000000000E+000,-1.2000000000000000E+001,-5.0000000000000000E-001,1.0000000000000001E-001,0.0000000000000000E+000
