"time","part5_displacement_output"
2.083,6.2926500272029521E+001
2.084,6.3299064695440421E+001
2.085,6.3671575808325912E+001
2.086,6.4044032594149371E+001
2.087,6.4416434038802237E+001
2.088,6.4788780253345323E+001
2.089,6.5161070227990137E+001
2.09,6.5533302955338854E+001
2.091,6.5905478552613459E+001
2.092,6.6277596016649071E+001
2.093,6.6649654346639366E+001
2.094,6.7021653665827714E+001
2.095,6.7393592977556025E+001
2.096,6.7765471287490570E+001
2.097,6.8137288724762655E+001
2.098,6.8509044299103991E+001
2.099,6.8880737022539819E+001
2.1,6.9252367029957455E+001
2.101,6.9623933337368157E+001
2.102,6.9995434963041845E+001
2.103,7.0366872047498887E+001
2.104,7.0738243612916150E+001
2.105,7.1109548683704233E+001
2.106,7.1480787405889174E+001
2.107,7.1851958807709380E+001
2.108,7.2223061919608412E+001
2.109,7.2594096892998309E+001
2.11,7.2965062762078190E+001
2.111,7.3335958563219108E+001
2.112,7.3706784453103381E+001
2.113,7.4077539471787759E+001
2.114,7.4448222661473196E+001
2.115,7.4818834183997481E+001
2.116,7.5189373085177067E+001
2.117,7.5559838412946903E+001
2.118,7.5930230334186447E+001
2.119,7.6300547900377708E+001
2.12,7.6670790165096165E+001
2.121,7.7040957300153536E+001
2.122,7.7411048362604944E+001
2.123,7.7781062411574041E+001
2.124,7.8150999623699903E+001
2.125,7.8520859061520554E+001
2.126,7.8890639789617907E+001
2.127,7.9260341989354899E+001
2.128,7.9629964728666096E+001
2.129,7.9999507077504106E+001
2.13,8.0368969221855295E+001
2.131,8.0738350234963292E+001
2.132,8.1107649563245275E+001
2.133,8.1476866283686874E+001
2.134,8.1846000588283033E+001
2.135,8.2215051557232158E+001
2.136,8.2584018272698003E+001
2.137,8.2952900931073032E+001
2.138,8.3321698617675182E+001
2.139,8.3690410419769108E+001
2.14,8.4059036538050265E+001
2.141,8.4427576062878529E+001
2.142,8.4796028086544126E+001
2.143,8.5164392813951778E+001
2.144,8.5532669340432903E+001
2.145,8.5900856763222222E+001
2.146,8.6268955291351133E+001
2.147,8.6636964025042431E+001
2.148,8.7004882066408555E+001
2.149,8.7372709628515523E+001
2.15,8.7740445816411906E+001
2.151,8.8108089737012548E+001
2.152,8.8475641607336854E+001
2.153,8.8843100537185947E+001
2.154,8.9210465638210891E+001
2.155,8.9577737131300623E+001
2.156,8.9944914130942081E+001
2.157,9.0311995753454710E+001
2.158,9.0678982223516158E+001
2.159,9.1045872660233101E+001
2.16,9.1412666184529115E+001
2.161,9.1779363024791408E+001
2.162,9.2145962304682371E+001
2.163,9.2512463149664455E+001
2.164,9.2878865791759793E+001
2.165,9.3245169359123906E+001
2.166,9.3611372981695411E+001
2.167,9.3977476895055389E+001
2.168,9.4343480231792014E+001
2.169,9.4709382126261630E+001
2.17,9.5075182817529566E+001
2.171,9.5440881442557085E+001
2.172,9.5806477140060153E+001
2.173,9.6171970152515755E+001
2.174,9.6537359621203237E+001
2.175,9.6902644689136892E+001
2.176,9.7267825602139808E+001
2.177,9.7632901505748492E+001
2.178,9.7997871914035315E+001
2.179,9.8362735975665416E+001
2.18,9.8727493940812309E+001
2.181,9.9092144960607001E+001
2.182,9.9456688187888176E+001
2.183,9.9821123876015974E+001
2.184,1.0018545118025560E+002
2.185,1.0054966925756683E+002
2.186,1.0091377836443058E+002
2.187,1.0127777766019497E+002
2.188,1.0164166630589031E+002
2.189,1.0200544456105536E+002
2.19,1.0236911158907134E+002
2.191,1.0273266655498770E+002
2.192,1.0309610972134087E+002
2.193,1.0345944025549522E+002
2.194,1.0382265732647164E+002
2.195,1.0418576119974281E+002
2.196,1.0454875104660888E+002
2.197,1.0491162604001677E+002
2.198,1.0527438644831383E+002
2.199,1.0563703144669103E+002
2.2,1.0599956021197561E+002
2.201,1.0636197301533059E+002
2.202,1.0672426903579313E+002
2.203,1.0708644745402476E+002
2.204,1.0744850854395018E+002
2.205,1.0781045148840779E+002
2.206,1.0817227547184881E+002
2.207,1.0853398077090502E+002
2.208,1.0889556657217234E+002
2.209,1.0925703206385043E+002
2.21,1.0961837752522273E+002
2.211,1.0997960214660174E+002
2.212,1.1034070511989427E+002
2.213,1.1070168672698230E+002
2.214,1.1106254616185373E+002
2.215,1.1142328262008297E+002
2.216,1.1178389638609703E+002
2.217,1.1214438665752154E+002
2.218,1.1250475263355726E+002
2.219,1.1286499460112738E+002
2.22,1.1322511176145504E+002
2.221,1.1358510331733082E+002
2.222,1.1394496955812274E+002
2.223,1.1430470968861428E+002
2.224,1.1466432291514766E+002
2.225,1.1502380952948876E+002
2.226,1.1538316873994407E+002
2.227,1.1574240011740191E+002
2.228,1.1610150287288494E+002
2.229,1.1646047730127989E+002
2.23,1.1681932261553655E+002
2.231,1.1717803803014401E+002
2.232,1.1753662384227823E+002
2.233,1.1789507926832890E+002
2.234,1.1825340352622143E+002
2.235,1.1861159691537094E+002
2.236,1.1896965865557688E+002
2.237,1.1932758796816431E+002
2.238,1.1968538515474651E+002
2.239,1.2004304943849741E+002
2.24,1.2040058004411067E+002
2.241,1.2075797727535192E+002
2.242,1.2111524035874037E+002
2.243,1.2147236852230471E+002
2.244,1.2182936207192262E+002
2.245,1.2218622023742283E+002
2.246,1.2254294225014306E+002
2.247,1.2289952841802732E+002
2.248,1.2325597797418796E+002
2.249,1.2361229015323576E+002
2.25,1.2396846526514507E+002
2.251,1.2432450254627909E+002
2.252,1.2468040123449516E+002
2.253,1.2503616164175486E+002
2.254,1.2539178300764512E+002
2.255,1.2574726457323987E+002
2.256,1.2610260665245039E+002
2.257,1.2645780848805730E+002
2.258,1.2681286932432594E+002
2.259,1.2716778947707502E+002
2.26,1.2752256819225450E+002
2.261,1.2787720471729089E+002
2.262,1.2823169936987603E+002
2.263,1.2858605139909960E+002
2.264,1.2894026005552445E+002
2.265,1.2929432565867759E+002
2.266,1.2964824746076252E+002
2.267,1.3000202471545299E+002
2.268,1.3035565774407303E+002
2.269,1.3070914580191800E+002
2.27,1.3106248814574306E+002
2.271,1.3141568509863799E+002
2.272,1.3176873591896072E+002
2.273,1.3212164022118901E+002
2.274,1.3247439726615468E+002
2.275,1.3282700737924279E+002
2.276,1.3317946982285932E+002
2.277,1.3353178386086392E+002
2.278,1.3388394982032386E+002
2.279,1.3423596696665564E+002
2.28,1.3458783456672236E+002
2.281,1.3493955294924098E+002
2.282,1.3529112138261388E+002
2.283,1.3564253913668668E+002
2.284,1.3599380654179197E+002
2.285,1.3634492286929682E+002
2.286,1.3669588739200668E+002
2.287,1.3704670044183908E+002
2.288,1.3739736129310199E+002
2.289,1.3774786922154004E+002
2.29,1.3809822456062352E+002
2.291,1.3844842658758091E+002
2.292,1.3879847458107639E+002
2.293,1.3914836887609960E+002
2.294,1.3949810875278092E+002
2.295,1.3984769349268049E+002
2.296,1.4019712343228034E+002
2.297,1.4054639785459216E+002
2.298,1.4089551604405082E+002
2.299,1.4124447833860162E+002
2.3,1.4159328402411612E+002
2.301,1.4194193238788708E+002
2.302,1.4229042376929300E+002
2.303,1.4263875745704607E+002
2.304,1.4298693274127862E+002
2.305,1.4333494996277236E+002
2.306,1.4368280841306213E+002
2.307,1.4403050738510049E+002
2.308,1.4437804722104548E+002
2.309,1.4472542721523641E+002
2.31,1.4507264666342749E+002
2.311,1.4541970590912393E+002
2.312,1.4576660424945422E+002
2.313,1.4611334098295566E+002
2.314,1.4645991645445477E+002
2.315,1.4680632996384901E+002
2.316,1.4715258081244295E+002
2.317,1.4749866934635889E+002
2.318,1.4784459486824491E+002
2.319,1.4819035668215764E+002
2.32,1.4853595513548657E+002
2.321,1.4888138953361752E+002
2.322,1.4922665953031830E+002
2.323,1.4957176443328592E+002
2.324,1.4991670459156202E+002
2.325,1.5026147931415525E+002
2.326,1.5060608791147504E+002
2.327,1.5095053073377275E+002
2.328,1.5129480709275688E+002
2.329,1.5163891630153418E+002
2.33,1.5198285871154005E+002
2.331,1.5232663363716725E+002
2.332,1.5267024039420471E+002
2.333,1.5301367933524904E+002
2.334,1.5335694977736136E+002
2.335,1.5370005103899928E+002
2.336,1.5404298347389576E+002
2.337,1.5438574640176688E+002
2.338,1.5472833914372382E+002
2.339,1.5507076205461277E+002
2.34,1.5541301445679130E+002
2.341,1.5575509567400857E+002
2.342,1.5609700606220284E+002
2.343,1.5643874494635853E+002
2.344,1.5678031165285063E+002
2.345,1.5712170653868492E+002
2.346,1.5746292893146003E+002
2.347,1.5780397816016330E+002
2.348,1.5814485458284713E+002
2.349,1.5848555752971023E+002
2.35,1.5882608633234025E+002
2.351,1.5916644134981300E+002
2.352,1.5950662191491637E+002
2.353,1.5984662736182429E+002
2.354,1.6018645805061530E+002
2.355,1.6052611331665352E+002
2.356,1.6086559249668687E+002
2.357,1.6120489595177725E+002
2.358,1.6154402301985112E+002
2.359,1.6188297304021955E+002
2.36,1.6222174637490576E+002
2.361,1.6256034236438785E+002
2.362,1.6289876035052762E+002
2.363,1.6323700069629038E+002
2.364,1.6357506274469409E+002
2.365,1.6391294584014011E+002
2.366,1.6425065034651456E+002
2.367,1.6458817560936538E+002
2.368,1.6492552097562171E+002
2.369,1.6526268681007164E+002
2.37,1.6559967246078088E+002
2.371,1.6593647761565856E+002
2.372,1.6627310162498972E+002
2.373,1.6660954485473269E+002
2.374,1.6694580665629564E+002
2.375,1.6728188638246633E+002
2.376,1.6761778440006128E+002
2.377,1.6795350006298227E+002
2.378,1.6828903272651019E+002
2.379,1.6862438275830021E+002
2.38,1.6895954951473760E+002
2.381,1.6929453235358724E+002
2.382,1.6962933164332557E+002
2.383,1.6996394674281083E+002
2.384,1.7029837701228152E+002
2.385,1.7063262282101715E+002
2.386,1.7096668353034030E+002
2.387,1.7130055850295457E+002
2.388,1.7163424810892275E+002
2.389,1.7196775171202526E+002
2.39,1.7230106867741850E+002
2.391,1.7263419937593400E+002
2.392,1.7296714317379804E+002
2.393,1.7329989943861258E+002
2.394,1.7363246854196117E+002
2.395,1.7396484985250652E+002
2.396,1.7429704274028879E+002
2.397,1.7462904757762527E+002
2.398,1.7496086373560726E+002
2.399,1.7529249058670308E+002
2.4,1.7562392850394889E+002
2.401,1.7595517686085535E+002
2.402,1.7628623503231216E+002
2.403,1.7661710339205561E+002
2.404,1.7694778131601046E+002
2.405,1.7727826818147776E+002
2.406,1.7760856436287926E+002
2.407,1.7793866923854381E+002
2.408,1.7826858218817728E+002
2.409,1.7859830358687196E+002
2.41,1.7892783281535230E+002
2.411,1.7925716925572149E+002
2.412,1.7958631328372576E+002
2.413,1.7991526428248005E+002
2.414,1.8024402163647534E+002
2.415,1.8057258572209739E+002
2.416,1.8090095592484315E+002
2.417,1.8122913196136702E+002
2.418,1.8155711321933606E+002
2.419,1.8188490007596414E+002
2.42,1.8221249191991328E+002
2.421,1.8253988814122133E+002
2.422,1.8286708911770890E+002
2.423,1.8319409424040128E+002
2.424,1.8352090290170418E+002
2.425,1.8384751548002771E+002
2.426,1.8417393136875677E+002
2.427,1.8450014996265449E+002
2.428,1.8482617164070876E+002
2.429,1.8515199579865615E+002
2.43,1.8547762183361303E+002
2.431,1.8580305012512801E+002
2.432,1.8612828007128550E+002
2.433,1.8645331107154763E+002
2.434,1.8677814350601182E+002
2.435,1.8710277677510084E+002
2.436,1.8742721028061899E+002
2.437,1.8775144440319778E+002
2.438,1.8807547854559465E+002
2.439,1.8839931211194656E+002
2.44,1.8872294548340798E+002
2.441,1.8904637806506423E+002
2.442,1.8936960926338094E+002
2.443,1.8969263946002098E+002
2.444,1.9001546806239216E+002
2.445,1.9033809447928238E+002
2.446,1.9066051909285119E+002
2.447,1.9098274131282298E+002
2.448,1.9130476055030283E+002
2.449,1.9162657718793400E+002
2.45,1.9194819063775131E+002
2.451,1.9226960031317304E+002
2.452,1.9259080659731200E+002
2.453,1.9291180890450991E+002
2.454,1.9323260665049179E+002
2.455,1.9355320021882966E+002
2.456,1.9387358902616552E+002
2.457,1.9419377249052624E+002
2.458,1.9451375099593020E+002
2.459,1.9483352396131625E+002
2.46,1.9515309080700766E+002
2.461,1.9547245191745739E+002
2.462,1.9579160671389604E+002
2.463,1.9611055461893815E+002
2.464,1.9642929601746093E+002
2.465,1.9674783033298058E+002
2.466,1.9706615731027452E+002
2.467,1.9738427637500681E+002
2.468,1.9770218791260035E+002
2.469,1.9801989134961352E+002
2.47,1.9833738611399212E+002
2.471,1.9865467259155483E+002
2.472,1.9897175021113691E+002
2.473,1.9928861840296182E+002
2.474,1.9960527755323295E+002
2.475,1.9992172709305754E+002
2.476,2.0023796645493209E+002
2.477,2.0055399602543494E+002
2.478,2.0086981523794094E+002
2.479,2.0118542352721593E+002
2.48,2.0150082128020159E+002
2.481,2.0181600793253696E+002
2.482,2.0213098292125267E+002
2.483,2.0244574663364369E+002
2.484,2.0276029850760875E+002
2.485,2.0307463798244112E+002
2.486,2.0338876544577661E+002
2.487,2.0370268033777191E+002
2.488,2.0401638209997671E+002
2.489,2.0432987112036020E+002
2.49,2.0464314684133117E+002
2.491,2.0495620870669316E+002
2.492,2.0526905710473829E+002
2.493,2.0558169148012419E+002
2.494,2.0589411127890568E+002
2.495,2.0620631688968558E+002
2.496,2.0651830775936892E+002
2.497,2.0683008333625708E+002
2.498,2.0714164400925546E+002
2.499,2.0745298922751198E+002
2.5,2.0776411844157121E+002
2.501,2.0807503204063238E+002
2.502,2.0838572947608208E+002
2.503,2.0869621020070645E+002
2.504,2.0900647460398676E+002
2.505,2.0931652213954720E+002
2.506,2.0962635226241139E+002
2.507,2.0993596536233420E+002
2.508,2.1024536089517338E+002
2.509,2.1055453831818735E+002
2.51,2.1086349802139583E+002
2.511,2.1117223946288723E+002
2.512,2.1148076241216560E+002
2.513,2.1178906632946448E+002
2.514,2.1209715160514222E+002
2.515,2.1240501770025710E+002
2.516,2.1271266407727140E+002
2.517,2.1302009112678695E+002
2.518,2.1332729831208650E+002
2.519,2.1363428509785788E+002
2.52,2.1394105187493741E+002
2.521,2.1424759810883069E+002
2.522,2.1455392326644809E+002
2.523,2.1486002773885207E+002
2.524,2.1516591099376774E+002
2.525,2.1547157250032637E+002
2.526,2.1577701264980811E+002
2.527,2.1608223091215478E+002
2.528,2.1638722675871588E+002
2.529,2.1669200058098181E+002
2.53,2.1699655185110888E+002
2.531,2.1730088004266238E+002
2.532,2.1760498554733402E+002
2.533,2.1790886783949242E+002
2.534,2.1821252639491743E+002
2.535,2.1851596160549326E+002
2.536,2.1881917294779862E+002
2.537,2.1912215989982647E+002
2.538,2.1942492285364486E+002
2.539,2.1972746128804184E+002
2.54,2.2002977468321964E+002
2.541,2.2033186343142361E+002
2.542,2.2063372701364855E+002
2.543,2.2093536491230432E+002
2.544,2.2123677751980557E+002
2.545,2.2153796431935228E+002
2.546,2.2183892479555982E+002
2.547,2.2213965934100531E+002
2.548,2.2244016744109098E+002
2.549,2.2274044858263713E+002
2.55,2.2304050315837438E+002
2.551,2.2334033065590674E+002
2.552,2.2363993056425682E+002
2.553,2.2393930327630218E+002
2.554,2.2423844828184656E+002
2.555,2.2453736507211349E+002
2.556,2.2483605404012016E+002
2.557,2.2513451467786811E+002
2.558,2.2543274647878044E+002
2.559,2.2573074983600679E+002
2.56,2.2602852424374524E+002
2.561,2.2632606949659095E+002
2.562,2.2662338509089685E+002
2.563,2.2692047141997838E+002
2.564,2.2721732798095982E+002
2.565,2.2751395427239092E+002
2.566,2.2781035068770345E+002
2.567,2.2810651672621495E+002
2.568,2.2840245188866962E+002
2.569,2.2869815656860843E+002
2.57,2.2899363026754131E+002
2.571,2.2928887248840664E+002
2.572,2.2958388362484683E+002
2.573,2.2987866318056342E+002
2.574,2.3017321066068638E+002
2.575,2.3046752645895552E+002
2.576,2.3076161008126104E+002
2.577,2.3105546103492520E+002
2.578,2.3134907971377621E+002
2.579,2.3164246562589378E+002
2.58,2.3193561828078975E+002
2.581,2.3222853807237590E+002
2.582,2.3252122451091995E+002
2.583,2.3281367710812242E+002
2.584,2.3310589625797220E+002
2.585,2.3339788147292396E+002
2.586,2.3368963226686643E+002
2.587,2.3398114903385886E+002
2.588,2.3427243128854212E+002
2.589,2.3456347854699243E+002
2.59,2.3485429120333359E+002
2.591,2.3514486877439160E+002
2.592,2.3543521077842880E+002
2.593,2.3572531760962841E+002
2.594,2.3601518878700031E+002
2.595,2.3630482383099277E+002
2.596,2.3659422313584216E+002
2.597,2.3688338622274139E+002
2.598,2.3717231261432400E+002
2.599,2.3746100270487332E+002
2.6,2.3774945601776534E+002
2.601,2.3803767207781831E+002
2.602,2.3832565127935652E+002
2.603,2.3861339314793864E+002
2.604,2.3890089721056643E+002
2.605,2.3918816386160023E+002
2.606,2.3947519262877998E+002
2.607,2.3976198304129164E+002
2.608,2.4004853549352478E+002
2.609,2.4033484951540180E+002
2.61,2.4062092492573018E+002
2.611,2.4090676125660545E+002
2.612,2.4119235890245054E+002
2.613,2.4147771739609411E+002
2.614,2.4176283627181439E+002
2.615,2.4204771592405149E+002
2.616,2.4233235588781488E+002
2.617,2.4261675569956481E+002
2.618,2.4290091575375325E+002
2.619,2.4318483558757066E+002
2.62,2.4346851473965765E+002
2.621,2.4375195360447475E+002
2.622,2.4403515172139137E+002
2.623,2.4431810863123022E+002
2.624,2.4460082472845332E+002
2.625,2.4488329955461043E+002
2.626,2.4516553265270477E+002
2.627,2.4544752441719615E+002
2.628,2.4572927439181339E+002
2.629,2.4601078212174042E+002
2.63,2.4629204800143040E+002
2.631,2.4657307157679071E+002
2.632,2.4685385239518638E+002
2.633,2.4713439085105782E+002
2.634,2.4741468649249214E+002
2.635,2.4769473886903481E+002
2.636,2.4797454837510935E+002
2.637,2.4825411456098169E+002
2.638,2.4853343697837852E+002
2.639,2.4881251602170127E+002
2.64,2.4909135124339528E+002
2.641,2.4936994219736738E+002
2.642,2.4964828927799363E+002
2.643,2.4992639203989808E+002
2.644,2.5020425003916804E+002
2.645,2.5048186367014952E+002
2.646,2.5075923248964548E+002
2.647,2.5103635605592444E+002
2.648,2.5131323476329672E+002
2.649,2.5158986817074504E+002
2.65,2.5186625583871830E+002
2.651,2.5214239816148827E+002
2.652,2.5241829470021710E+002
2.653,2.5269394501753450E+002
2.654,2.5296934950766919E+002
2.655,2.5324450773396214E+002
2.656,2.5351941953743960E+002
2.657,2.5379408448363873E+002
2.658,2.5406850296672459E+002
2.659,2.5434267455294528E+002
2.66,2.5461659881001978E+002
2.661,2.5489027613206034E+002
2.662,2.5516370608749494E+002
2.663,2.5543688824622510E+002
2.664,2.5570982300230557E+002
2.665,2.5598250992634524E+002
2.666,2.5625494859042709E+002
2.667,2.5652713938854623E+002
2.668,2.5679908189349186E+002
2.669,2.5707077567952962E+002
2.67,2.5734222114058952E+002
2.671,2.5761341785164308E+002
2.672,2.5788436538913834E+002
2.673,2.5815506414693709E+002
2.674,2.5842551370219229E+002
2.675,2.5869571363353549E+002
2.676,2.5896566433475698E+002
2.677,2.5923536538519141E+002
2.678,2.5950481636565439E+002
2.679,2.5977401766986048E+002
2.68,2.6004296887932747E+002
2.681,2.6031166957705449E+002
2.682,2.6058012015667782E+002
2.683,2.6084832020189810E+002
2.684,2.6111626929789946E+002
2.685,2.6138396783823583E+002
2.686,2.6165141540879108E+002
2.687,2.6191861159693519E+002
2.688,2.6218555679613644E+002
2.689,2.6245225059446284E+002
2.69,2.6271869258147041E+002
2.691,2.6298488315053760E+002
2.692,2.6325082189191846E+002
2.693,2.6351650839735498E+002
2.694,2.6378194306013359E+002
2.695,2.6404712547269412E+002
2.696,2.6431205522896522E+002
2.697,2.6457673272213833E+002
2.698,2.6484115754683944E+002
2.699,2.6510532929918480E+002
2.7,2.6536924837226792E+002
2.701,2.6563291436290143E+002
2.702,2.6589632686939035E+002
2.703,2.6615948628472660E+002
2.704,2.6642239220791055E+002
2.705,2.6668504450332387E+002
2.706,2.6694744277219138E+002
2.707,2.6720958740736501E+002
2.708,2.6747147801076329E+002
2.709,2.6773311418580084E+002
2.71,2.6799449632522118E+002
2.711,2.6825562403313273E+002
2.712,2.6851649691514092E+002
2.713,2.6877711536387864E+002
2.714,2.6903747898564461E+002
2.715,2.6929758738823637E+002
2.716,2.6955744096417260E+002
2.717,2.6981703932194347E+002
2.718,2.7007638207153951E+002
2.719,2.7033546960536307E+002
2.72,2.7059430153409625E+002
2.721,2.7085287746992299E+002
2.722,2.7111119780512712E+002
2.723,2.7136926215258347E+002
2.724,2.7162707012667130E+002
2.725,2.7188462211955175E+002
2.726,2.7214191774629455E+002
2.727,2.7239895662347391E+002
2.728,2.7265573914312751E+002
2.729,2.7291226492251957E+002
2.73,2.7316853358042096E+002
2.731,2.7342454550874317E+002
2.732,2.7368030032694651E+002
2.733,2.7393579765599878E+002
2.734,2.7419103788768297E+002
2.735,2.7444602064365654E+002
2.736,2.7470074554708549E+002
2.737,2.7495521298962166E+002
2.738,2.7520942259512083E+002
2.739,2.7546337398894917E+002
2.74,2.7571706756262404E+002
2.741,2.7597050294220082E+002
2.742,2.7622367975524605E+002
2.743,2.7647659839314241E+002
2.744,2.7672925848414496E+002
2.745,2.7698165965802156E+002
2.746,2.7723380230601799E+002
2.747,2.7748568605858998E+002
2.748,2.7773731054770889E+002
2.749,2.7798867616448018E+002
2.75,2.7823978254156322E+002
2.751,2.7849062956514985E+002
2.752,2.7874121687015077E+002
2.753,2.7899154484748232E+002
2.754,2.7924161313274146E+002
2.755,2.7949142136304351E+002
2.756,2.7974096992916117E+002
2.757,2.7999025846889612E+002
2.758,2.8023928662157033E+002
2.759,2.8048805477781093E+002
2.76,2.8073656257762616E+002
2.761,2.8098480966254550E+002
2.762,2.8123279642304783E+002
2.763,2.8148052250134981E+002
2.764,2.8172798754118975E+002
2.765,2.8197519193289713E+002
2.766,2.8222213532089700E+002
2.767,2.8246881735113868E+002
2.768,2.8271523841379997E+002
2.769,2.8296139815551686E+002
2.77,2.8320729622444901E+002
2.771,2.8345293301062270E+002
2.772,2.8369830816288442E+002
2.773,2.8394342133160723E+002
2.774,2.8418827290666286E+002
2.775,2.8443286253911089E+002
2.776,2.8467718988153831E+002
2.777,2.8492125532366128E+002
2.778,2.8516505851875297E+002
2.779,2.8540859912161625E+002
2.78,2.8565187752181009E+002
2.781,2.8589489337482314E+002
2.782,2.8613764633767454E+002
2.783,2.8638013679976535E+002
2.784,2.8662236441880100E+002
2.785,2.8686432885401882E+002
2.786,2.8710603049465914E+002
2.787,2.8734746900064641E+002
2.788,2.8758864403343699E+002
2.789,2.8782955598211112E+002
2.79,2.8807020450881168E+002
2.791,2.8831058927721637E+002
2.792,2.8855071067624334E+002
2.793,2.8879056837025615E+002
2.794,2.8903016202515505E+002
2.795,2.8926949202969456E+002
2.796,2.8950855805046081E+002
2.797,2.8974735975557769E+002
2.798,2.8998589753363530E+002
2.799,2.9022417105344402E+002
2.8,2.9046218022446374E+002
2.801,2.9069992471778551E+002
2.802,2.9093740492177830E+002
2.803,2.9117462050821990E+002
2.804,2.9141157115042841E+002
2.805,2.9164825723660653E+002
2.806,2.9188467844075888E+002
2.807,2.9212083443843221E+002
2.808,2.9235672561766148E+002
2.809,2.9259235165468039E+002
2.81,2.9282771222726535E+002
2.811,2.9306280772328347E+002
2.812,2.9329763782119863E+002
2.813,2.9353220220101861E+002
2.814,2.9376650125044114E+002
2.815,2.9400053465016197E+002
2.816,2.9423430208242286E+002
2.817,2.9446780393475098E+002
2.818,2.9470103989007509E+002
2.819,2.9493400963287235E+002
2.82,2.9516671355049846E+002
2.821,2.9539915132811831E+002
2.822,2.9563132265244400E+002
2.823,2.9586322791066135E+002
2.824,2.9609486679017095E+002
2.825,2.9632623897992323E+002
2.826,2.9655734486693149E+002
2.827,2.9678818414083514E+002
2.828,2.9701875649282340E+002
2.829,2.9724906230973801E+002
2.83,2.9747910128345751E+002
2.831,2.9770887310741296E+002
2.832,2.9793837816827261E+002
2.833,2.9816761616015668E+002
2.834,2.9839658677873848E+002
2.835,2.9862529041051357E+002
2.836,2.9885372675184544E+002
2.837,2.9908189550065106E+002
2.838,2.9930979704325273E+002
2.839,2.9953743107825846E+002
2.84,2.9976479730583236E+002
2.841,2.9999189611212108E+002
2.842,3.0021872719798006E+002
2.843,3.0044529026582063E+002
2.844,3.0067158570161627E+002
2.845,3.0089761320846964E+002
2.846,3.0112337249104127E+002
2.847,3.0134886393513079E+002
2.848,3.0157408724609047E+002
2.849,3.0179904235681965E+002
2.85,3.0202372897498037E+002
2.851,3.0224814748613977E+002
2.852,3.0247229759865246E+002
2.853,3.0269617902243425E+002
2.854,3.0291979214287710E+002
2.855,3.0314313667059025E+002
2.856,3.0336621231774404E+002
2.857,3.0358901946955626E+002
2.858,3.0381155783889102E+002
2.859,3.0403382714017602E+002
2.86,3.0425582775845425E+002
2.861,3.0447755940884764E+002
2.862,3.0469902180804178E+002
2.863,3.0492021534090543E+002
2.864,3.0514113972481977E+002
2.865,3.0536179467873058E+002
2.866,3.0558218058733218E+002
2.867,3.0580229717026702E+002
2.868,3.0602214414874283E+002
2.869,3.0624172190727978E+002
2.87,3.0646103016778267E+002
2.871,3.0668006865372342E+002
2.872,3.0689883774944866E+002
2.873,3.0711733717912716E+002
2.874,3.0733556666849665E+002
2.875,3.0755352660173031E+002
2.876,3.0777121670526338E+002
2.877,3.0798863670710097E+002
2.878,3.0820578699124263E+002
2.879,3.0842266728639214E+002
2.88,3.0863927732282372E+002
2.881,3.0885561748436470E+002
2.882,3.0907168750198815E+002
2.883,3.0928748710823987E+002
2.884,3.0950301668677469E+002
2.885,3.0971827597083745E+002
2.886,3.0993326469524743E+002
2.887,3.1014798324348703E+002
2.888,3.1036243135107509E+002
2.889,3.1057660875510584E+002
2.89,3.1079051583888980E+002
2.891,3.1100415234022245E+002
2.892,3.1121751799847408E+002
2.893,3.1143061319678463E+002
2.894,3.1164343767522729E+002
2.895,3.1185599138897101E+002
2.896,3.1206827408042483E+002
2.897,3.1228028613250245E+002
2.898,3.1249202728831631E+002
2.899,3.1270349729255622E+002
2.9,3.1291469652796724E+002
2.901,3.1312562473994331E+002
2.902,3.1333628167545811E+002
2.903,3.1354666771708708E+002
2.904,3.1375678261250971E+002
2.905,3.1396662611098333E+002
2.906,3.1417619859491703E+002
2.907,3.1438549981427508E+002
2.908,3.1459452952060258E+002
2.909,3.1480328809614178E+002
2.91,3.1501177529314452E+002
2.911,3.1521999086544514E+002
2.912,3.1542793519511980E+002
2.913,3.1563560803671083E+002
2.914,3.1584300914634304E+002
2.915,3.1605013890592767E+002
2.916,3.1625699707229927E+002
2.917,3.1646358340387502E+002
2.918,3.1666989828240327E+002
2.919,3.1687594146701127E+002
2.92,3.1708171271841201E+002
2.921,3.1728721241819051E+002
2.922,3.1749244032777051E+002
2.923,3.1769739621016078E+002
2.924,3.1790208044678604E+002
2.925,3.1810649280136698E+002
2.926,3.1831063303921184E+002
2.927,3.1851450154158425E+002
2.928,3.1871809807450546E+002
2.929,3.1892142240558451E+002
2.93,3.1912447491592553E+002
2.931,3.1932725537385193E+002
2.932,3.1952976354927534E+002
2.933,3.1973199982314242E+002
2.934,3.1993396396608028E+002
2.935,3.2013565575030566E+002
2.936,3.2033707555660845E+002
2.937,3.2053822315792223E+002
2.938,3.2073909832877007E+002
2.939,3.2093970144978726E+002
2.94,3.2114003229621511E+002
2.941,3.2134009064488600E+002
2.942,3.2153987687628120E+002
2.943,3.2173939076795233E+002
2.944,3.2193863229918139E+002
2.945,3.2213760124988210E+002
2.946,3.2233629800033373E+002
2.947,3.2253472233117105E+002
2.948,3.2273287402462216E+002
2.949,3.2293075346081577E+002
2.95,3.2312836042270214E+002
2.951,3.2332569469482451E+002
2.952,3.2352275665716405E+002
2.953,3.2371954609498744E+002
2.954,3.2391606279515651E+002
2.955,3.2411230713750490E+002
2.956,3.2430827890961893E+002
