"time","outputs[1]","outputs[2]","outputs[3]","outputs[4]"
0.31,7.6050240693594446E+000,3.0263510821080541E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.32,7.4815844357459627E+000,3.1188890162840410E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.33,7.3307515888272725E+000,3.2109433379734837E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.34,7.1582937166314009E+000,3.3024995107318600E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.35,6.9721444989556067E+000,3.3935430767781387E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.36,6.7816279164559150E+000,3.4840596592778303E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.37,6.5965469594909729E+000,3.5740349646132570E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.38,6.4262254400260561E+000,3.6634547846406789E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.39,6.2785967005035612E+000,3.7523049989339268E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.4,6.1594284229858145E+000,3.8405715770141793E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.41,6.0717594194344553E+000,3.9282405805655385E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.42,6.0156035338014364E+000,4.0152981656360529E+000,0.0000000000000000E+000,0.0000000000000000E+000
0.43,5.9879496398429009E+000,4.0017305848238358E+000,1.0000000000000009E-001,0.0000000000000000E+000
0.44,5.9830577346562901E+000,3.9875241894479414E+000,2.0000000000000018E-001,0.0000000000000000E+000
0.45,5.9930221440300988E+000,3.9726654317036485E+000,3.0000000000000027E-001,0.0000000000000000E+000
0.46,6.0085467089319309E+000,3.9571408668018160E+000,4.0000000000000036E-001,0.0000000000000000E+000
0.47,6.0198560722712902E+000,3.9409371550919721E+000,5.0000000000000044E-001,0.0000000000000000E+000
0.48,6.0176538626319589E+000,3.9240410641687982E+000,6.0000000000000053E-001,0.0000000000000000E+000
0.49,5.9940339810683234E+000,3.9064394709616796E+000,7.0000000000000062E-001,0.0000000000000000E+000
0.5,5.9432557876605054E+000,3.8881193638069917E+000,8.0000000000000016E-001,0.0000000000000000E+000
0.51,5.8623073069647056E+000,3.8690678445027906E+000,9.0000000000000024E-001,0.0000000000000000E+000
0.52,5.7512013216844107E+000,3.8492721303455899E+000,1.0000000000000004E+000,0.0000000000000000E+000
0.53,5.6129753706518555E+000,3.8287195561488971E+000,1.1000000000000005E+000,0.0000000000000000E+000
0.54,5.4533956511200623E+000,3.8073975762431944E+000,1.2000000000000006E+000,0.0000000000000000E+000
0.55,5.2803938092766964E+000,3.7852937664570447E+000,1.3000000000000007E+000,0.0000000000000000E+000
0.56,5.1032917496547299E+000,3.7623958260790116E+000,1.4000000000000008E+000,0.0000000000000000E+000
0.57,4.9318903443041409E+000,3.7386915798000850E+000,1.5000000000000009E+000,0.0000000000000000E+000
0.58,4.7755112450304269E+000,3.7141689796363044E+000,1.6000000000000010E+000,0.0000000000000000E+000
0.59,4.6420855926062110E+000,3.6888161068312737E+000,1.7000000000000011E+000,0.0000000000000000E+000
0.6,4.5373788262617190E+000,3.6626211737382719E+000,1.8000000000000012E+000,0.0000000000000000E+000
0.61,4.4644274743183328E+000,3.6355725256816589E+000,1.9000000000000012E+000,0.0000000000000000E+000
0.62,4.4232430566402030E+000,3.6076586427972841E+000,2.0000000000000013E+000,0.0000000000000000E+000
0.63,4.4108120828151289E+000,3.5788681418516060E+000,2.1000000000000014E+000,0.0000000000000000E+000
0.64,4.4213921460649930E+000,3.5491897780392372E+000,2.2000000000000015E+000,0.0000000000000000E+000
0.65,4.4470751289751167E+000,3.5186124467586297E+000,2.3000000000000016E+000,0.0000000000000000E+000
0.66,4.4785623903681273E+000,3.4871251853656191E+000,2.4000000000000017E+000,0.0000000000000000E+000
0.67,4.5060760524587069E+000,3.4547171749045549E+000,2.5000000000000018E+000,0.0000000000000000E+000
0.68,4.5203171849840187E+000,3.4213777418167375E+000,2.6000000000000019E+000,0.0000000000000000E+000
0.69,4.5133770924041050E+000,3.3870963596258976E+000,2.7000000000000020E+000,0.0000000000000000E+000
0.7,4.4795125008670471E+000,3.3518626506004492E+000,2.8000000000000020E+000,0.0000000000000000E+000
0.71,4.4157087640752426E+000,3.3156663873922523E+000,2.9000000000000021E+000,0.0000000000000000E+000
0.72,4.3219759573783678E+000,3.2784974946516310E+000,3.0000000000000022E+000,0.0000000000000000E+000
0.73,4.2013488761823625E+000,3.2403460506183879E+000,3.1000000000000023E+000,0.0000000000000000E+000
0.74,4.0595909386746900E+000,3.2012022886885649E+000,3.2000000000000024E+000,0.0000000000000000E+000
0.75,3.9046309767770366E+000,3.1610565989567028E+000,3.3000000000000025E+000,0.0000000000000000E+000
0.76,3.7457880460003827E+000,3.1904780643450299E+000,3.3294214653883296E+000,0.0000000000000000E+000
0.77,3.5928601350665961E+000,3.2193891939971655E+000,3.3583325950404657E+000,0.0000000000000000E+000
0.78,3.4551659786022539E+000,3.2477854225105895E+000,3.3867288235538897E+000,0.0000000000000000E+000
0.79,3.3406337668109063E+000,3.2756622657916403E+000,3.4146056668349405E+000,0.0000000000000000E+000
0.8,3.2550259554294838E+000,3.3030153217636049E+000,3.4419587228069051E+000,0.0000000000000000E+000
0.81,3.2550259554294843E+000,3.3030153217636053E+000,3.4419587228069055E+000,0.0000000000000000E+000
0.82,3.2653265219086496E+000,3.3133158882427707E+000,3.4522592892860708E+000,0.0000000000000000E+000
0.83,3.2849193636517322E+000,3.3329087299858533E+000,3.4718521310291535E+000,0.0000000000000000E+000
0.84,3.3118865967975641E+000,3.3598759631316852E+000,3.4988193641749854E+000,0.0000000000000000E+000
0.85,3.3435884806740694E+000,3.3915778470081905E+000,3.5305212480514907E+000,0.0000000000000000E+000
0.86,3.3953433458971620E+000,3.4157004143966443E+000,3.5546438154399445E+000,0.0000000000000000E+000
0.87,3.4433083600276415E+000,3.4392707331461621E+000,3.5782141341894622E+000,0.0000000000000000E+000
0.88,3.4781813632971046E+000,3.4622850812301778E+000,3.6012284822734779E+000,0.0000000000000000E+000
0.89,3.4920504021540304E+000,3.4847398244163377E+000,3.6236832254596378E+000,0.0000000000000000E+000
0.9,3.4791689167434199E+000,3.5066314168403894E+000,3.6455748178836895E+000,0.0000000000000000E+000
0.91,3.4791689167434194E+000,3.5066314168403889E+000,3.6455748178836891E+000,0.0000000000000000E+000
0.92,3.4355350169309204E+000,3.4629975170278899E+000,3.6019409180711901E+000,1.0000000000000009E-001
0.93,3.3826088418545042E+000,3.4100713419514737E+000,3.5490147429947738E+000,2.0000000000000018E-001
0.94,3.3223082753753390E+000,3.3497707754723085E+000,3.4887141765156087E+000,3.0000000000000027E-001
0.95,3.2572730581655005E+000,3.2847355582624700E+000,3.4236789593057702E+000,4.0000000000000036E-001
0.96,3.1906063914988336E+000,3.2180688915958031E+000,3.3570122926391033E+000,5.0000000000000044E-001
0.97,3.1255711742889956E+000,3.1530336743859646E+000,3.2919770754292648E+000,6.0000000000000053E-001
0.98,3.0652706078098308E+000,3.0927331079067999E+000,3.2316765089501001E+000,7.0000000000000062E-001
0.99,3.0123444327334155E+000,3.0398069328303845E+000,3.1787503338736847E+000,8.0000000000000071E-001
1,2.9687105329209178E+000,2.9961730330178868E+000,3.1351164340611870E+000,9.0000000000000080E-001
1.01,2.9353771995875850E+000,2.9628396996845541E+000,3.1017831007278542E+000,1.0000000000000009E+000
1.02,2.9123444327334171E+000,2.9398069328303862E+000,3.0787503338736864E+000,1.1000000000000010E+000
1.03,2.9425447111023808E+000,2.9040960562605287E+000,3.0430394573038289E+000,1.2000000000000011E+000
1.04,2.9960746168094463E+000,2.8677819531257440E+000,3.0067253541690442E+000,1.3000000000000012E+000
1.05,3.0650192501619209E+000,2.8308624622642644E+000,2.9698058633075646E+000,1.4000000000000012E+000
1.06,3.1400731384663230E+000,2.7933355181120634E+000,2.9322789191553635E+000,1.5000000000000013E+000
1.07,3.2114515242619039E+000,2.7551991510290303E+000,2.8941425520723305E+000,1.6000000000000014E+000
1.08,3.2698485505374588E+000,2.7164514876099997E+000,2.8553948886532998E+000,1.7000000000000015E+000
1.09,3.3073485490255350E+000,2.6770907509805841E+000,2.8160341520238843E+000,1.8000000000000016E+000
1.1,3.3182012282686686E+000,2.6371152610777635E+000,2.7760586621210637E+000,1.9000000000000017E+000
1.11,3.2993848805938222E+000,2.5965234349151856E+000,2.7354668359584857E+000,2.0000000000000018E+000
1.12,3.2509024773204196E+000,2.5553137868331381E+000,2.6942571878764383E+000,2.1000000000000019E+000
1.13,3.1757816682911413E+000,2.5134849287331527E+000,2.6524283297764528E+000,2.2000000000000020E+000
1.14,3.0797786857255498E+000,2.4710355702972002E+000,2.6099789713405004E+000,2.3000000000000020E+000
1.15,2.9708151363075381E+000,2.4279645191914478E+000,2.5669079202347480E+000,2.4000000000000021E+000
1.16,2.8582028121813488E+000,2.3842706812545424E+000,2.5232140822978426E+000,2.5000000000000022E+000
1.17,2.7517324017201372E+000,2.3399530606703909E+000,2.4788964617136910E+000,2.6000000000000023E+000
1.18,2.6607153033726036E+000,2.3433248603070709E+000,2.4822682613503710E+000,2.6033717996366823E+000
1.19,2.5930723364937238E+000,2.3462796741902823E+000,2.4852230752335824E+000,2.6063266135198937E+000
1.2,2.5545585524650991E+000,2.3488170357206597E+000,2.4877604367639599E+000,2.6088639750502711E+000
1.21,2.5482000269688707E+000,2.3509365442194032E+000,2.4898799452627034E+000,2.6109834835490147E+000
1.22,2.5739977640899245E+000,2.3526378649915509E+000,2.4915812660348511E+000,2.6126848043211623E+000
1.23,2.6289276961573345E+000,2.3539207293788307E+000,2.4928641304221308E+000,2.6139676687084421E+000
1.24,2.7072367793250702E+000,2.3547849348020842E+000,2.4937283358453843E+000,2.6148318741316956E+000
1.25,2.8010062009810679E+000,2.3552303447932568E+000,2.4941737458365569E+000,2.6152772841228682E+000
1.26,2.9009265683099947E+000,2.3552568890169479E+000,2.4942002900602480E+000,2.6153038283465593E+000
1.27,2.9972091971458035E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.28,3.0781108965832966E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.29,3.1368894218125418E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.3,3.1677911212500338E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.31,3.1677911212500307E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.32,3.1368894218125334E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.33,3.0781108965832837E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.34,2.9972091971457870E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.35,2.9021035455162707E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.36,2.8021035455162706E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.37,2.7069978938867560E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.38,2.6260961944492629E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.39,2.5673176692200181E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.4,2.5364159697825266E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.41,2.5364159697825301E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.42,2.5673176692200275E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.43,2.6260961944492771E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.44,2.7069978938867738E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.45,2.8021035455162902E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.46,2.9021035455162902E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.47,2.9972091971458048E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.48,3.0781108965832980E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.49,3.1368894218125427E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
1.5,3.1677911212500307E+000,2.3548645632815166E+000,2.4938079643248168E+000,2.6149115026111280E+000
