"time","y1","y2"
1.121,1,3.0000000000000000E+000
1.141,1,3.0000000000000000E+000
1.161,1,3.0000000000000000E+000
1.181,1,3.0000000000000000E+000
1.2,1,3.0000000000000000E+000
1.221,1,3.0000000000000000E+000
1.241,1,3.0000000000000000E+000
1.261,1,3.0000000000000000E+000
1.281,1,3.0000000000000000E+000
1.3,1,3.0000000000000000E+000
1.321,1,3.0000000000000000E+000
1.341,1,3.0000000000000000E+000
1.361,1,3.0000000000000000E+000
1.381,1,3.0000000000000000E+000
1.4,1,3.0000000000000000E+000
1.421,1,3.0000000000000000E+000
1.441,1,3.0000000000000000E+000
1.461,1,3.0000000000000000E+000
1.481,1,3.0000000000000000E+000
1.5,0,3.0000000000000000E+000
1.521,0,3.0000000000000000E+000
1.541,0,3.0000000000000000E+000
1.561,0,3.0000000000000000E+000
1.581,0,3.0000000000000000E+000
1.6,0,0.0000000000000000E+000
1.621,0,0.0000000000000000E+000
1.641,0,0.0000000000000000E+000
1.661,0,0.0000000000000000E+000
1.681,0,0.0000000000000000E+000
1.7,0,0.0000000000000000E+000
1.721,0,0.0000000000000000E+000
1.741,0,0.0000000000000000E+000
1.761,0,0.0000000000000000E+000
1.781,0,0.0000000000000000E+000
1.8,0,0.0000000000000000E+000
1.821,0,0.0000000000000000E+000
1.841,0,0.0000000000000000E+000
1.861,0,0.0000000000000000E+000
1.881,0,0.0000000000000000E+000
1.9,0,0.0000000000000000E+000
1.921,0,0.0000000000000000E+000
1.941,0,0.0000000000000000E+000
1.961,0,0.0000000000000000E+000
1.981,0,0.0000000000000000E+000
2,1,0.0000000000000000E+000
2.021,1,0.0000000000000000E+000
2.041,1,0.0000000000000000E+000
2.061,1,0.0000000000000000E+000
2.081,1,0.0000000000000000E+000
2.1,1,3.0000000000000000E+000
2.121,1,3.0000000000000000E+000
2.141,1,3.0000000000000000E+000
2.161,1,3.0000000000000000E+000
2.181,1,3.0000000000000000E+000
2.2,1,3.0000000000000000E+000
2.221,1,3.0000000000000000E+000
2.241,1,3.0000000000000000E+000
2.261,1,3.0000000000000000E+000
2.281,1,3.0000000000000000E+000
2.3,1,3.0000000000000000E+000
2.321,1,3.0000000000000000E+000
2.341,1,3.0000000000000000E+000
2.361,1,3.0000000000000000E+000
2.381,1,3.0000000000000000E+000
2.4,1,3.0000000000000000E+000
2.421,1,3.0000000000000000E+000
2.441,1,3.0000000000000000E+000
2.461,1,3.0000000000000000E+000
2.481,1,3.0000000000000000E+000
2.5,0,3.0000000000000000E+000
2.521,0,3.0000000000000000E+000
2.541,0,3.0000000000000000E+000
2.561,0,3.0000000000000000E+000
2.581,0,3.0000000000000000E+000
2.6,0,0.0000000000000000E+000
2.621,0,0.0000000000000000E+000
2.641,0,0.0000000000000000E+000
2.661,0,0.0000000000000000E+000
2.681,0,0.0000000000000000E+000
2.7,0,0.0000000000000000E+000
2.721,0,0.0000000000000000E+000
2.741,0,0.0000000000000000E+000
2.761,0,0.0000000000000000E+000
2.781,0,0.0000000000000000E+000
2.8,0,0.0000000000000000E+000
2.821,0,0.0000000000000000E+000
2.841,0,0.0000000000000000E+000
2.861,0,0.0000000000000000E+000
2.881,0,0.0000000000000000E+000
2.9,0,0.0000000000000000E+000
2.921,0,0.0000000000000000E+000
2.941,0,0.0000000000000000E+000
2.961,0,0.0000000000000000E+000
2.981,0,0.0000000000000000E+000
3,1,0.0000000000000000E+000
3.021,1,0.0000000000000000E+000
3.041,1,0.0000000000000000E+000
3.061,1,0.0000000000000000E+000
3.081,1,0.0000000000000000E+000
3.1,1,3.0000000000000000E+000
3.121,1,3.0000000000000000E+000
3.141,1,3.0000000000000000E+000
3.161,1,3.0000000000000000E+000
3.181,1,3.0000000000000000E+000
3.2,1,3.0000000000000000E+000
3.221,1,3.0000000000000000E+000
3.241,1,3.0000000000000000E+000
3.261,1,3.0000000000000000E+000
3.281,1,3.0000000000000000E+000
3.3,1,3.0000000000000000E+000
3.321,1,3.0000000000000000E+000
3.341,1,3.0000000000000000E+000
3.361,1,3.0000000000000000E+000
3.381,1,3.0000000000000000E+000
3.4,1,3.0000000000000000E+000
3.421,1,3.0000000000000000E+000
3.441,1,3.0000000000000000E+000
3.461,1,3.0000000000000000E+000
3.481,1,3.0000000000000000E+000
3.5,0,3.0000000000000000E+000
3.521,0,3.0000000000000000E+000
3.541,0,3.0000000000000000E+000
3.561,0,3.0000000000000000E+000
3.581,0,3.0000000000000000E+000
3.6,0,0.0000000000000000E+000
3.621,0,0.0000000000000000E+000
3.641,0,0.0000000000000000E+000
3.661,0,0.0000000000000000E+000
3.681,0,0.0000000000000000E+000
3.7,0,0.0000000000000000E+000
3.721,0,0.0000000000000000E+000
3.741,0,0.0000000000000000E+000
3.761,0,0.0000000000000000E+000
3.781,0,0.0000000000000000E+000
3.8,0,0.0000000000000000E+000
3.821,0,0.0000000000000000E+000
3.841,0,0.0000000000000000E+000
3.861,0,0.0000000000000000E+000
3.881,0,0.0000000000000000E+000
3.9,0,0.0000000000000000E+000
3.921,0,0.0000000000000000E+000
3.941,0,0.0000000000000000E+000
3.961,0,0.0000000000000000E+000
3.981,0,0.0000000000000000E+000
4,1,0.0000000000000000E+000
4.02,1,0.0000000000000000E+000
4.04,1,0.0000000000000000E+000
4.06,1,0.0000000000000000E+000
4.08,1,0.0000000000000000E+000
4.1,1,3.0000000000000000E+000
4.12,1,3.0000000000000000E+000
4.14,1,3.0000000000000000E+000
4.16,1,3.0000000000000000E+000
4.18,1,3.0000000000000000E+000
4.2,1,3.0000000000000000E+000
4.22,1,3.0000000000000000E+000
4.24,1,3.0000000000000000E+000
4.26,1,3.0000000000000000E+000
4.28,1,3.0000000000000000E+000
4.3,1,3.0000000000000000E+000
4.32,1,3.0000000000000000E+000
4.34,1,3.0000000000000000E+000
4.36,1,3.0000000000000000E+000
4.38,1,3.0000000000000000E+000
4.4,1,3.0000000000000000E+000
4.42,1,3.0000000000000000E+000
4.44,1,3.0000000000000000E+000
4.46,1,3.0000000000000000E+000
4.48,1,3.0000000000000000E+000
4.5,0,3.0000000000000000E+000
4.52,0,3.0000000000000000E+000
4.54,0,3.0000000000000000E+000
4.56,0,3.0000000000000000E+000
4.58,0,3.0000000000000000E+000
4.6,0,0.0000000000000000E+000
4.62,0,0.0000000000000000E+000
4.64,0,0.0000000000000000E+000
4.66,0,0.0000000000000000E+000
4.68,0,0.0000000000000000E+000
4.7,0,0.0000000000000000E+000
4.72,0,0.0000000000000000E+000
4.74,0,0.0000000000000000E+000
4.76,0,0.0000000000000000E+000
4.78,0,0.0000000000000000E+000
4.8,0,0.0000000000000000E+000
4.82,0,0.0000000000000000E+000
4.84,0,0.0000000000000000E+000
4.86,0,0.0000000000000000E+000
4.88,0,0.0000000000000000E+000
4.9,0,0.0000000000000000E+000
4.92,0,0.0000000000000000E+000
4.94,0,0.0000000000000000E+000
4.96,0,0.0000000000000000E+000
4.98,0,0.0000000000000000E+000
5,0,0.0000000000000000E+000
5.02,0,0.0000000000000000E+000
5.04,0,0.0000000000000000E+000
5.06,0,0.0000000000000000E+000
5.08,0,0.0000000000000000E+000
5.1,0,0.0000000000000000E+000
5.12,0,0.0000000000000000E+000
5.14,0,0.0000000000000000E+000
5.16,0,0.0000000000000000E+000
5.18,0,0.0000000000000000E+000
5.2,0,0.0000000000000000E+000
5.22,0,0.0000000000000000E+000
5.24,0,0.0000000000000000E+000
5.26,0,0.0000000000000000E+000
5.28,0,0.0000000000000000E+000
5.3,0,0.0000000000000000E+000
5.32,0,0.0000000000000000E+000
5.34,0,0.0000000000000000E+000
5.36,0,0.0000000000000000E+000
5.38,0,0.0000000000000000E+000
5.4,0,0.0000000000000000E+000
5.42,0,0.0000000000000000E+000
5.44,0,0.0000000000000000E+000
5.46,0,0.0000000000000000E+000
5.48,0,0.0000000000000000E+000
5.5,0,0.0000000000000000E+000
5.52,0,0.0000000000000000E+000
5.54,0,0.0000000000000000E+000
5.56,0,0.0000000000000000E+000
5.58,0,0.0000000000000000E+000
5.6,0,0.0000000000000000E+000
5.62,0,0.0000000000000000E+000
5.64,0,0.0000000000000000E+000
5.66,0,0.0000000000000000E+000
5.68,0,0.0000000000000000E+000
5.7,0,0.0000000000000000E+000
5.72,0,0.0000000000000000E+000
5.74,0,0.0000000000000000E+000
5.76,0,0.0000000000000000E+000
5.78,0,0.0000000000000000E+000
5.8,0,0.0000000000000000E+000
5.82,0,0.0000000000000000E+000
5.84,0,0.0000000000000000E+000
5.86,0,0.0000000000000000E+000
5.88,0,0.0000000000000000E+000
5.9,0,0.0000000000000000E+000
5.92,0,0.0000000000000000E+000
5.94,0,0.0000000000000000E+000
5.96,0,0.0000000000000000E+000
5.98,0,0.0000000000000000E+000
6,0,0.0000000000000000E+000
6.02,0,0.0000000000000000E+000
6.04,0,0.0000000000000000E+000
6.06,0,0.0000000000000000E+000
6.08,0,0.0000000000000000E+000
6.1,0,0.0000000000000000E+000
6.12,0,0.0000000000000000E+000
6.14,0,0.0000000000000000E+000
6.16,0,0.0000000000000000E+000
6.18,0,0.0000000000000000E+000
6.2,0,0.0000000000000000E+000
6.22,0,0.0000000000000000E+000
6.24,0,0.0000000000000000E+000
6.26,0,0.0000000000000000E+000
6.28,0,0.0000000000000000E+000
6.3,0,0.0000000000000000E+000
6.32,0,0.0000000000000000E+000
6.34,0,0.0000000000000000E+000
6.36,0,0.0000000000000000E+000
6.38,0,0.0000000000000000E+000
6.4,0,0.0000000000000000E+000
6.42,0,0.0000000000000000E+000
6.44,0,0.0000000000000000E+000
6.46,0,0.0000000000000000E+000
6.48,0,0.0000000000000000E+000
6.5,0,0.0000000000000000E+000
6.52,0,0.0000000000000000E+000
6.54,0,0.0000000000000000E+000
6.56,0,0.0000000000000000E+000
6.58,0,0.0000000000000000E+000
6.6,0,0.0000000000000000E+000
6.62,0,0.0000000000000000E+000
6.64,0,0.0000000000000000E+000
6.66,0,0.0000000000000000E+000
6.68,0,0.0000000000000000E+000
6.7,0,0.0000000000000000E+000
6.72,0,0.0000000000000000E+000
6.74,0,0.0000000000000000E+000
6.76,0,0.0000000000000000E+000
6.78,0,0.0000000000000000E+000
6.8,0,0.0000000000000000E+000
6.82,0,0.0000000000000000E+000
6.84,0,0.0000000000000000E+000
6.86,0,0.0000000000000000E+000
6.88,0,0.0000000000000000E+000
6.9,0,0.0000000000000000E+000
6.92,0,0.0000000000000000E+000
6.94,0,0.0000000000000000E+000
6.96,0,0.0000000000000000E+000
6.98,0,0.0000000000000000E+000
7,0,0.0000000000000000E+000
7.02,0,0.0000000000000000E+000
7.04,0,0.0000000000000000E+000
7.06,0,0.0000000000000000E+000
7.08,0,0.0000000000000000E+000
7.1,0,0.0000000000000000E+000
7.12,0,0.0000000000000000E+000
7.14,0,0.0000000000000000E+000
7.16,0,0.0000000000000000E+000
7.18,0,0.0000000000000000E+000
7.2,0,0.0000000000000000E+000
7.22,0,0.0000000000000000E+000
7.24,0,0.0000000000000000E+000
7.26,0,0.0000000000000000E+000
7.28,0,0.0000000000000000E+000
7.3,0,0.0000000000000000E+000
7.32,0,0.0000000000000000E+000
7.34,0,0.0000000000000000E+000
7.36,0,0.0000000000000000E+000
7.38,0,0.0000000000000000E+000
7.4,0,0.0000000000000000E+000
7.42,0,0.0000000000000000E+000
7.44,0,0.0000000000000000E+000
7.46,0,0.0000000000000000E+000
7.48,0,0.0000000000000000E+000
7.5,0,0.0000000000000000E+000
7.52,0,0.0000000000000000E+000
7.54,0,0.0000000000000000E+000
7.56,0,0.0000000000000000E+000
7.58,0,0.0000000000000000E+000
7.6,0,0.0000000000000000E+000
7.62,0,0.0000000000000000E+000
7.64,0,0.0000000000000000E+000
7.66,0,0.0000000000000000E+000
7.68,0,0.0000000000000000E+000
7.7,0,0.0000000000000000E+000
7.72,0,0.0000000000000000E+000
7.74,0,0.0000000000000000E+000
7.76,0,0.0000000000000000E+000
7.78,0,0.0000000000000000E+000
7.8,0,0.0000000000000000E+000
7.82,0,0.0000000000000000E+000
7.84,0,0.0000000000000000E+000
7.86,0,0.0000000000000000E+000
7.88,0,0.0000000000000000E+000
7.9,0,0.0000000000000000E+000
7.92,0,0.0000000000000000E+000
7.94,0,0.0000000000000000E+000
7.96,0,0.0000000000000000E+000
7.98,0,0.0000000000000000E+000
8,0,0.0000000000000000E+000
8.021,0,0.0000000000000000E+000
8.041,0,0.0000000000000000E+000
8.061,0,0.0000000000000000E+000
8.081,0,0.0000000000000000E+000
8.1,0,0.0000000000000000E+000
8.121,0,0.0000000000000000E+000
8.141,0,0.0000000000000000E+000
8.161,0,0.0000000000000000E+000
8.181,0,0.0000000000000000E+000
8.2,0,0.0000000000000000E+000
8.221,0,0.0000000000000000E+000
8.241,0,0.0000000000000000E+000
8.261,0,0.0000000000000000E+000
8.281,0,0.0000000000000000E+000
8.3,0,0.0000000000000000E+000
8.321,0,0.0000000000000000E+000
8.341,0,0.0000000000000000E+000
8.361,0,0.0000000000000000E+000
8.381,0,0.0000000000000000E+000
8.4,0,0.0000000000000000E+000
8.421,0,0.0000000000000000E+000
8.441,0,0.0000000000000000E+000
8.461,0,0.0000000000000000E+000
8.481,0,0.0000000000000000E+000
8.5,0,0.0000000000000000E+000
8.521,0,0.0000000000000000E+000
8.541,0,0.0000000000000000E+000
8.561,0,0.0000000000000000E+000
8.581,0,0.0000000000000000E+000
8.6,0,0.0000000000000000E+000
8.621,0,0.0000000000000000E+000
8.641,0,0.0000000000000000E+000
8.661,0,0.0000000000000000E+000
8.681,0,0.0000000000000000E+000
8.7,0,0.0000000000000000E+000
8.721,0,0.0000000000000000E+000
8.741,0,0.0000000000000000E+000
8.761,0,0.0000000000000000E+000
8.781,0,0.0000000000000000E+000
8.8,0,0.0000000000000000E+000
8.821,0,0.0000000000000000E+000
8.841,0,0.0000000000000000E+000
8.861,0,0.0000000000000000E+000
8.881,0,0.0000000000000000E+000
8.9,0,0.0000000000000000E+000
8.921,0,0.0000000000000000E+000
8.941,0,0.0000000000000000E+000
8.961,0,0.0000000000000000E+000
8.981,0,0.0000000000000000E+000
9,0,0.0000000000000000E+000
9.021,0,0.0000000000000000E+000
9.041,0,0.0000000000000000E+000
9.061,0,0.0000000000000000E+000
9.081,0,0.0000000000000000E+000
9.1,0,0.0000000000000000E+000
9.121,0,0.0000000000000000E+000
9.141,0,0.0000000000000000E+000
9.161,0,0.0000000000000000E+000
9.181,0,0.0000000000000000E+000
9.2,0,0.0000000000000000E+000
9.221,0,0.0000000000000000E+000
9.241,0,0.0000000000000000E+000
9.261,0,0.0000000000000000E+000
9.281,0,0.0000000000000000E+000
9.3,0,0.0000000000000000E+000
9.321,0,0.0000000000000000E+000
9.341,0,0.0000000000000000E+000
9.361,0,0.0000000000000000E+000
9.381,0,0.0000000000000000E+000
9.4,0,0.0000000000000000E+000
9.421,0,0.0000000000000000E+000
9.441,0,0.0000000000000000E+000
9.461,0,0.0000000000000000E+000
9.481,0,0.0000000000000000E+000
9.5,0,0.0000000000000000E+000
9.521,0,0.0000000000000000E+000
9.541,0,0.0000000000000000E+000
9.561,0,0.0000000000000000E+000
9.581,0,0.0000000000000000E+000
9.6,0,0.0000000000000000E+000
9.621,0,0.0000000000000000E+000
9.641,0,0.0000000000000000E+000
9.661,0,0.0000000000000000E+000
9.681,0,0.0000000000000000E+000
9.7,0,0.0000000000000000E+000
9.721,0,0.0000000000000000E+000
9.741,0,0.0000000000000000E+000
9.761,0,0.0000000000000000E+000
9.781,0,0.0000000000000000E+000
9.8,0,0.0000000000000000E+000
9.821,0,0.0000000000000000E+000
9.841,0,0.0000000000000000E+000
9.861,0,0.0000000000000000E+000
9.881,0,0.0000000000000000E+000
9.9,0,0.0000000000000000E+000
9.921,0,0.0000000000000000E+000
9.941,0,0.0000000000000000E+000
9.961,0,0.0000000000000000E+000
9.981,0,0.0000000000000000E+000
10,0,0.0000000000000000E+000
