"time","J1_w","J2_w","J3_w","J4_w"
0.495,5.9798379644580164E+000,3.6880520704129283E+000,9.5000000000000551E-001,1.3322676295501878E-015
0.498,5.9589615480972986E+000,3.6824138523506811E+000,9.8000000000000664E-001,2.4424906541753444E-015
0.501,5.9353366780222396E+000,3.6767094589015366E+000,1.0100000000000051E+000,1.3322676295501878E-015
0.504,5.9091075632620376E+000,3.6709385554593110E+000,1.0400000000000049E+000,1.1102230246251565E-015
0.507,5.8800799601560252E+000,3.6651007834922424E+000,1.0700000000000047E+000,8.8817841970012523E-016
0.51,5.8482027508212910E+000,3.6591957945862807E+000,1.1000000000000054E+000,1.5543122344752192E-015
0.513,5.8139278384242923E+000,3.6532232666253082E+000,1.1300000000000057E+000,1.7763568394002505E-015
0.516,5.7771126843248872E+000,3.6471828464158000E+000,1.1600000000000059E+000,1.9984014443252818E-015
0.519,5.7377783983755437E+000,3.6410741893197698E+000,1.1900000000000062E+000,2.2204460492503131E-015
0.522,5.6961406082660506E+000,3.6348969595360954E+000,1.2200000000000069E+000,2.8865798640254070E-015
0.525,5.6525363775721820E+000,3.6286508267050666E+000,1.2500000000000067E+000,2.6645352591003757E-015
0.528,5.6069365613051056E+000,3.6223354440575530E+000,1.2800000000000060E+000,1.9984014443252818E-015
0.531,5.5594615264633287E+000,3.6159504715239015E+000,1.3100000000000067E+000,2.6645352591003757E-015
0.534,5.5106056456914718E+000,3.6094955874757062E+000,1.3400000000000056E+000,1.5543122344752192E-015
0.537,5.4604461441039449E+000,3.6029704497161004E+000,1.3700000000000063E+000,2.2204460492503131E-015
0.54,5.4091497080398581E+000,3.5963747204593139E+000,1.4000000000000066E+000,2.4424906541753444E-015
0.543,5.3569997746661233E+000,3.5897080696615751E+000,1.4300000000000077E+000,3.5527136788005009E-015
0.546,5.3043742410799801E+000,3.5829701739385271E+000,1.4600000000000066E+000,2.4424906541753444E-015
0.549,5.2514198623827149E+000,3.5761606936103241E+000,1.4900000000000069E+000,2.6645352591003757E-015
0.552,5.1983749703973308E+000,3.5692792954532688E+000,1.5200000000000071E+000,2.8865798640254070E-015
0.555,5.1455932440276815E+000,3.5623256641439154E+000,1.5500000000000069E+000,2.6645352591003757E-015
0.558,5.0933080188877256E+000,3.5552994656832260E+000,1.5800000000000074E+000,3.1086244689504383E-015
0.561,5.0417694647055340E+000,3.5482003686845802E+000,1.6100000000000068E+000,2.4424906541753444E-015
0.564,4.9912287038654881E+000,3.5410280496180828E+000,1.6400000000000070E+000,2.6645352591003757E-015
0.567,4.9419230200467501E+000,3.5337821936388862E+000,1.6700000000000068E+000,2.4424906541753444E-015
0.57,4.8941189319164113E+000,3.5264624675545218E+000,1.7000000000000071E+000,2.6645352591003757E-015
0.573,4.8480716728392004E+000,3.5190685452550765E+000,1.7300000000000073E+000,2.8865798640254070E-015
0.576,4.8038754382670632E+000,3.5116001182774230E+000,1.7600000000000071E+000,2.6645352591003757E-015
0.579,4.7617798035675092E+000,3.5040568611316614E+000,1.7900000000000069E+000,2.4424906541753444E-015
0.582,4.7220271613369604E+000,3.4964384491149909E+000,1.8200000000000067E+000,2.2204460492503131E-015
0.585,4.6847522097561622E+000,3.4887445654233709E+000,1.8500000000000065E+000,1.9984014443252818E-015
0.588,4.6499245979539694E+000,3.4809749039383204E+000,1.8800000000000063E+000,1.7763568394002505E-015
0.591,4.6178262575393152E+000,3.4731291383236549E+000,1.9100000000000068E+000,2.2204460492503131E-015
0.594,4.5886212909436557E+000,3.4652069498716509E+000,1.9400000000000066E+000,1.9984014443252818E-015
0.597,4.5621322512526525E+000,3.4572080370090044E+000,1.9700000000000066E+000,1.9984014443252818E-015
0.6,4.5384819433089207E+000,3.4491320830997596E+000,2.0000000000000075E+000,2.6645352591003757E-015
0.603,4.5178157047728087E+000,3.4409787703775594E+000,2.0300000000000065E+000,1.7763568394002505E-015
0.606,4.5001107034089829E+000,3.4327477889516471E+000,2.0600000000000080E+000,3.1086244689504383E-015
0.609,4.4850632177281060E+000,3.4244388416088500E+000,2.0900000000000070E+000,1.7763568394002505E-015
0.612,4.4728570186366392E+000,3.4160516091336333E+000,2.1200000000000081E+000,3.1086244689504383E-015
0.615,4.4634956192966921E+000,3.4075857804461664E+000,2.1500000000000079E+000,2.6645352591003757E-015
0.618,4.4566193882707665E+000,3.3990410610203625E+000,2.1800000000000077E+000,2.2204460492503131E-015
0.621,4.4521537193588117E+000,3.3904171433374204E+000,2.2100000000000080E+000,2.6645352591003757E-015
0.624,4.4500919735659465E+000,3.3817137167802933E+000,2.2400000000000073E+000,1.7763568394002505E-015
0.627,4.4502669587734980E+000,3.3729304785662180E+000,2.2700000000000080E+000,2.2204460492503131E-015
0.63,4.4522268166628818E+000,3.3640671406103824E+000,2.3000000000000083E+000,2.6645352591003757E-015
0.633,4.4559804183688918E+000,3.3551233910394842E+000,2.3300000000000090E+000,3.1086244689504383E-015
0.636,4.4613693270822719E+000,3.3460989266187022E+000,2.3600000000000083E+000,2.6645352591003757E-015
0.639,4.4679995227379248E+000,3.3369934600451696E+000,2.3900000000000081E+000,2.6645352591003757E-015
0.642,4.4756373969839665E+000,3.3278066931677452E+000,2.4200000000000079E+000,2.2204460492503131E-015
0.645,4.4841248789430654E+000,3.3185383227268614E+000,2.4500000000000082E+000,2.6645352591003757E-015
0.648,4.4932115688227290E+000,3.3091880532414848E+000,2.4800000000000093E+000,3.5527136788005009E-015
0.651,4.5025008096594821E+000,3.2997556059697226E+000,2.5100000000000096E+000,3.5527136788005009E-015
0.654,4.5118193558150752E+000,3.2902406766002419E+000,2.5400000000000089E+000,3.1086244689504383E-015
0.657,4.5209141462518874E+000,3.2806429699565887E+000,2.5700000000000092E+000,3.1086244689504383E-015
0.66,4.5295030576393884E+000,3.2709622061305135E+000,2.6000000000000099E+000,3.5527136788005009E-015
0.663,4.5373204029503791E+000,3.2611980965787675E+000,2.6300000000000097E+000,3.5527136788005009E-015
0.666,4.5441141093544060E+000,3.2513503456057298E+000,2.6600000000000095E+000,3.1086244689504383E-015
0.669,4.5496385949871208E+000,3.2414186652232706E+000,2.6900000000000093E+000,2.6645352591003757E-015
0.672,4.5537415847603979E+000,3.2314027862345918E+000,2.7200000000000091E+000,2.6645352591003757E-015
0.675,4.5561350726294512E+000,3.2213024121076308E+000,2.7500000000000098E+000,3.1086244689504383E-015
0.678,4.5565788289703093E+000,3.2111172559321588E+000,2.7800000000000096E+000,3.1086244689504383E-015
