"time","PistonPosition","PressureExtend","PressureRetract","TemperatureExtend","TemperatureRetract","FlowExtend","FlowRetract"
6,8.6676061070229637E-001,2.0647484152888808E+001,1.6559182362310011E+001,8.9197009575751238E+001,8.7068328558330819E+001,1.7578515423259490E-004,-2.1244960266686939E-005
6.01,8.6967486989861464E-001,2.0660921524631085E+001,1.6564183586577901E+001,8.9132346039482158E+001,8.7044356967960610E+001,1.7204474253219935E-004,-2.0820461754988437E-005
6.02,8.7252459310264563E-001,2.0674055966705414E+001,1.6569068865693687E+001,8.9068880181027595E+001,8.7020918590227382E+001,1.6838242435456406E-004,-2.0403674153424126E-005
6.03,8.7531119318959294E-001,2.0686894812741919E+001,1.6573840855478981E+001,8.9006597740567429E+001,8.6998002184427321E+001,1.6479682884202362E-004,-1.9994522195434987E-005
6.04,8.7803606022900271E-001,2.0699445198153363E+001,1.6578502181025819E+001,8.8945484029532423E+001,8.6975596963316775E+001,1.6128655634925788E-004,-1.9592922724922035E-005
6.05,8.8070056011583719E-001,2.0711714057125505E+001,1.6583055431907692E+001,8.8885523945636095E+001,8.6953692539682450E+001,1.5785018602506847E-004,-1.9198785795167072E-005
6.06,8.8330603398078333E-001,2.0723708127120414E+001,1.6587503158357265E+001,8.8826702013013460E+001,8.6932278862267765E+001,1.5448628408357861E-004,-1.8812015635902321E-005
6.07,8.8585379762879457E-001,2.0735433952954061E+001,1.6591847867982143E+001,8.8769002420575958E+001,8.6911346163937452E+001,1.5119341096308237E-004,-1.8432511877980452E-005
6.08,8.8834514115208885E-001,2.0746897891991072E+001,1.6596092022966705E+001,8.8712409065488032E+001,8.6890884916740688E+001,1.4797012776869255E-004,-1.8060170339774817E-005
6.09,8.9078132876309069E-001,2.0758106120453654E+001,1.6600238037958608E+001,8.8656905598666484E+001,8.6870885793789810E+001,1.4481500185651176E-004,-1.7694883965361504E-005
6.1,8.9316359840519666E-001,2.0769064637672500E+001,1.6604288277710172E+001,8.8602475467017271E+001,8.6851339640321314E+001,1.4172661176790313E-004,-1.7336543512401557E-005
6.11,8.9549316215336350E-001,2.0779779275146179E+001,1.6608245056974052E+001,8.8549101961563522E+001,8.6832237447711591E+001,1.3870355104611320E-004,-1.6985038386128414E-005
6.12,8.9777120558325019E-001,2.0790255698359537E+001,1.6612110637523436E+001,8.8496768254578797E+001,8.6813570335746604E+001,1.3574443222012621E-004,-1.6640256916920640E-005
6.13,8.9999888840501119E-001,2.0800499416247767E+001,1.6615887228925448E+001,8.8445457444827241E+001,8.6795329536439681E+001,1.3284788929423833E-004,-1.6302087228467211E-005
6.14,9.0217734446491993E-001,2.0810515786013589E+001,1.6619576987944075E+001,8.8395152593694803E+001,8.6777506384680578E+001,1.3001258017653067E-004,-1.5970417351077506E-005
6.15,9.0430768185913768E-001,2.0820310018518366E+001,1.6623182017258728E+001,8.8345836768138739E+001,8.6760092308350522E+001,1.2723718874968525E-004,-1.5645135890464442E-005
6.16,9.0639098355380876E-001,2.0829887185493984E+001,1.6626704367712243E+001,8.8297493065181513E+001,8.6743078827530042E+001,1.2452042580171231E-004,-1.5326132213523169E-005
6.17,9.0842830740724934E-001,2.0839252223627017E+001,1.6630146036907128E+001,8.8250104653332997E+001,8.6726457549706538E+001,1.2186103045851523E-004,-1.5013296580762085E-005
6.18,9.1042068695360534E-001,2.0848409941476273E+001,1.6633508971330770E+001,8.8203654784660401E+001,8.6710220170764600E+001,1.1925777026214881E-004,-1.4706520645564303E-005
6.19,9.1236913161875199E-001,2.0857365024134083E+001,1.6636795066047195E+001,8.8158126841365075E+001,8.6694358474817491E+001,1.1670944187039120E-004,-1.4405697356219723E-005
6.2,9.1427462729668596E-001,2.0866122038149676E+001,1.6640006166248302E+001,8.8113504343402255E+001,8.6678864338054211E+001,1.1421487084939778E-004,-1.4110721194817364E-005
6.21,9.1613812173540343E-001,2.0874685300555026E+001,1.6643144041515985E+001,8.8069770800087056E+001,8.6663729851026034E+001,1.1177207679324884E-004,-1.3821489855254770E-005
6.22,9.1796059952451592E-001,2.0883059228142823E+001,1.6646210512136957E+001,8.8026908134799712E+001,8.6648946601480390E+001,1.0938056917933722E-004,-1.3537893742435583E-005
6.23,9.1974293797385376E-001,2.0891247914337239E+001,1.6649207197894160E+001,8.7984901446894042E+001,8.6634506991435529E+001,1.0703962319831410E-004,-1.3259840179327946E-005
6.24,9.2148602661616219E-001,2.0899255508950642E+001,1.6652135736153017E+001,8.7943735437953762E+001,8.6620403289830847E+001,1.0474818380130349E-004,-1.2987233095012308E-005
6.25,9.2319075662394889E-001,2.0907086162204852E+001,1.6654997763895615E+001,8.7903394601268431E+001,8.6606627721308087E+001,1.0250519257177069E-004,-1.2719974467626203E-005
6.26,9.2485797952210846E-001,2.0914743833338918E+001,1.6657794841597223E+001,8.7863863942815158E+001,8.6593172824498311E+001,1.0030963760795109E-004,-1.2457970239644386E-005
6.27,9.2648853093274108E-001,2.0922232402968049E+001,1.6660528497136269E+001,8.7825128597200774E+001,8.6580031248411544E+001,9.8160525388617861E-005,-1.2201127138210832E-005
6.28,9.2808322718979452E-001,2.0929555658402041E+001,1.6663200219573543E+001,8.7787173897533009E+001,8.6567195783257901E+001,9.6056885008377716E-005,-1.1949353239824681E-005
6.29,9.2964286616149627E-001,2.0936717298549894E+001,1.6665811460833289E+001,8.7749985377302195E+001,8.6554659356262349E+001,9.3997767319579893E-005,-1.1702557955525197E-005
6.3,9.3116822737345606E-001,2.0943720935274470E+001,1.6668363636017336E+001,8.7713548778456442E+001,8.6542415033025733E+001,9.1982244819259945E-005,-1.1460652089724373E-005
6.31,9.3266007260378414E-001,2.0950570096903419E+001,1.6670858124694245E+001,8.7677850053851216E+001,8.6530456015759910E+001,9.0009410955825208E-005,-1.1223547814466516E-005
6.32,9.3411914629498105E-001,2.0957268230705164E+001,1.6673296271832605E+001,8.7642875370318436E+001,8.6518775642921042E+001,8.8078379585768545E-005,-1.0991158685229691E-005
6.33,9.3554617593113865E-001,2.0963818705067652E+001,1.6675679388670513E+001,8.7608611110855676E+001,8.6507367389004003E+001,8.6188284442262355E-005,-1.0763399609014871E-005
6.34,9.3694187247637584E-001,2.0970224811898039E+001,1.6678008753721691E+001,8.7575043875778718E+001,8.6496224864017364E+001,8.4338278520563849E-005,-1.0540186870927116E-005
6.35,9.3830693076439842E-001,2.0976489768670330E+001,1.6680285613701116E+001,8.7542160483009624E+001,8.6485341813086151E+001,8.2527533537921056E-005,-1.0321438063544635E-005
6.36,9.3964202990208723E-001,2.0982616720482756E+001,1.6682511184429579E+001,8.7509947967848490E+001,8.6474712115666293E+001,8.0755239274995944E-005,-1.0107072098283530E-005
6.37,9.4094783366893675E-001,2.0988608742026933E+001,1.6684686651777621E+001,8.7478393582132824E+001,8.6464329784840032E+001,7.9020603026111466E-005,-9.8970091833144062E-006
6.38,9.4222499087568001E-001,2.0994468839264663E+001,1.6686813172559365E+001,8.7447484792197912E+001,8.6454188966693877E+001,7.7322849082713958E-005,-9.6911707679579926E-006
6.39,9.4347413574588079E-001,2.1000199951275466E+001,1.6688891875315623E+001,8.7417209278161181E+001,8.6444283938720602E+001,7.5661218091907062E-005,-9.4894795479114006E-006
6.4,9.4469588827275552E-001,2.1005804951835273E+001,1.6690923861213012E+001,8.7387554930912117E+001,8.6434609108939867E+001,7.4034966600136645E-005,-9.2918594158587192E-006
6.41,9.4589085456408684E-001,2.1011286650973361E+001,1.6692910204820244E+001,8.7358509849839777E+001,8.6425159014383553E+001,7.2443366535395457E-005,-9.0982354611576330E-006
6.42,9.4705962717992931E-001,2.1016647796461850E+001,1.6694851954881237E+001,8.7330062340109478E+001,8.6415928319511309E+001,7.0885704726057969E-005,-8.9085339219512528E-006
6.43,9.4820278542205383E-001,2.1021891075066460E+001,1.6696750134995284E+001,8.7302200910356660E+001,8.6406911814869147E+001,6.9361282498094323E-005,-8.7226821675281747E-006
6.44,9.4932089576515311E-001,2.1027019114441419E+001,1.6698605744513291E+001,8.7274914267874536E+001,8.6398104413947337E+001,6.7869415110985174E-005,-8.5406086804772753E-006
6.45,9.5041451194379134E-001,2.1032034483427520E+001,1.6700419758858690E+001,8.7248191318894513E+001,8.6389501153520925E+001,6.6409431605968990E-005,-8.3622430475995470E-006
6.46,9.5148417574298250E-001,2.1036939695608329E+001,1.6702193131074448E+001,8.7222021157654822E+001,8.6381097186546768E+001,6.4980673909043971E-005,-8.1875158780362998E-006
6.47,9.5253041656355097E-001,2.1041737207195624E+001,1.6703926791107232E+001,8.7196393074556212E+001,8.6372887786997708E+001,6.3582497247408642E-005,-8.0163588897788886E-006
6.48,9.5355375222664995E-001,2.1046429420644614E+001,1.6705621647396576E+001,8.7171296544672984E+001,8.6364868342436964E+001,6.2214269250772351E-005,-7.8487048130659630E-006
6.49,9.5455468904346186E-001,2.1051018684883505E+001,1.6707278587077592E+001,8.7146721227733437E+001,8.6357034353573098E+001,6.0875369875916098E-005,-7.6844874060382488E-006
6.5,9.5553372215876020E-001,2.1055507296817115E+001,1.6708898476686290E+001,8.7122656963667652E+001,8.6349381431009647E+001,5.9565191019090543E-005,-7.5236414349998585E-006
6.51,9.5649133576629164E-001,2.1059897502244439E+001,1.6710482162624896E+001,8.7099093770091798E+001,8.6341905293164658E+001,5.8283136300029847E-005,-7.3661026613800585E-006
6.52,9.5742800336396039E-001,2.1064191496970871E+001,1.6712030471678322E+001,8.7076021839195008E+001,8.6334601763625201E+001,5.7028620791902378E-005,-7.2118078284875566E-006
6.53,9.5834418799117738E-001,2.1068391427845548E+001,1.6713544211508587E+001,8.7053431534767029E+001,8.6327466768684957E+001,5.5801070809118202E-005,-7.0606946503845918E-006
6.54,9.5924034244061229E-001,2.1072499393690556E+001,1.6715024171069388E+001,8.7031313389682609E+001,8.6320496334942732E+001,5.4599923688058790E-005,-6.9127018265076704E-006
6.55,9.6011690945046380E-001,2.1076517446142244E+001,1.6716471121068327E+001,8.7009658103612153E+001,8.6313686587422779E+001,5.3424627611218714E-005,-6.7677689970102524E-006
6.56,9.6097432191928622E-001,2.1080447590620206E+001,1.6717885814290781E+001,8.6988456540512900E+001,8.6307033746635881E+001,5.2274641458125028E-005,-6.6258367805870330E-006
6.57,9.6181300383037072E-001,2.1084291790633472E+001,1.6719268987380005E+001,8.6967699713932092E+001,8.6300534119606311E+001,5.1149433789641307E-005,-6.4868466378086395E-006
6.58,9.6263336907722785E-001,2.1088051962237849E+001,1.6720621358719683E+001,8.6947378807718991E+001,8.6294184110766224E+001,5.0048484206245025E-005,-6.3507410658233408E-006
6.59,9.6343582259599814E-001,2.1091729979324079E+001,1.6721943630515046E+001,8.6927485157962963E+001,8.6287980210550401E+001,4.8971282156598944E-005,-6.2174634520531955E-006
6.6,9.6422076030730064E-001,2.1095327673333731E+001,1.6723236488711208E+001,8.6908010254922189E+001,8.6281918995542142E+001,4.7917327075371990E-005,-6.0869581323906919E-006
6.61,9.6498856965600710E-001,2.1098846835795467E+001,1.6724500603987568E+001,8.6888945734720593E+001,8.6275997122910127E+001,4.6886127808145758E-005,-5.9591703007297374E-006
6.62,9.6573962921737677E-001,2.1102289216469469E+001,1.6725736631067662E+001,8.6870283387113489E+001,8.6270211333722443E+001,4.5877203115124242E-005,-5.8340461139144113E-006
6.63,9.6647430932956169E-001,2.1105656526325546E+001,1.6726945209877123E+001,8.6852015145570064E+001,8.6264558446533243E+001,4.4890081038141989E-005,-5.7115326010356392E-006
6.64,9.6719297209354382E-001,2.1108950437550824E+001,1.6728126965563209E+001,8.6834133088209668E+001,8.6259035357004677E+001,4.3924298939450839E-005,-5.5915776903498120E-006
6.65,9.6789597159591356E-001,2.1112172584617873E+001,1.6729282508895384E+001,8.6816629435057806E+001,8.6253639035361871E+001,4.2979403278893078E-005,-5.4741302007494760E-006
6.66,9.6858365410182545E-001,2.1115324565196147E+001,1.6730412436647466E+001,8.6799496545407735E+001,8.6248366524332880E+001,4.2054949533719557E-005,-5.3591398212562796E-006
6.67,9.6925635809483368E-001,2.1118407940365756E+001,1.6731517331669313E+001,8.6782726918279948E+001,8.6243214938348288E+001,4.1150502112336299E-005,-5.2465571375965252E-006
6.68,9.6991441476305218E-001,2.1121424236921762E+001,1.6732597763771235E+001,8.6766313184641902E+001,8.6238181458752692E+001,4.0265633888560973E-005,-5.1363335595737671E-006
6.69,9.7055814773538995E-001,2.1124374946159460E+001,1.6733654289266003E+001,8.6750248113181598E+001,8.6233263335918821E+001,3.9399926560842246E-005,-5.0284213921722599E-006
6.7,9.7118787353644997E-001,2.1127261526032584E+001,1.6734687451793427E+001,8.6734524603047987E+001,8.6228457884789705E+001,3.8552970149465895E-005,-4.9227737768749345E-006
6.71,9.7180390161781294E-001,2.1130085401326593E+001,1.6735697782385721E+001,8.6719135684244307E+001,8.6223762484329072E+001,3.7724363036038765E-005,-4.8193446941181572E-006
6.72,9.7240653458244009E-001,2.1132847964736932E+001,1.6736685799883048E+001,8.6704074514466569E+001,8.6219174575250122E+001,3.6913711716842217E-005,-4.7180889657706165E-006
6.73,9.7299606829604368E-001,2.1135550577416293E+001,1.6737652011133438E+001,8.6689334377947901E+001,8.6214691658755413E+001,3.6120630717342936E-005,-4.6189622290356180E-006
6.74,9.7357279204085789E-001,2.1138194569719456E+001,1.6738596911294884E+001,8.6674908683490528E+001,8.6210311295021683E+001,3.5344742469618250E-005,-4.5219209505308616E-006
6.75,9.7413698866062226E-001,2.1140781241887833E+001,1.6739520984144384E+001,8.6660790962198533E+001,8.6206031101873705E+001,3.4585677154903509E-005,-4.4269223597848584E-006
6.76,9.7468893469684936E-001,2.1143311864839109E+001,1.6740424702081928E+001,8.6646974868264977E+001,8.6201848752309033E+001,3.3843072529585000E-005,-4.3339245506655075E-006
6.77,9.7522890053713984E-001,2.1145787680653907E+001,1.6741308526812805E+001,8.6633454172805571E+001,8.6197761974946587E+001,3.3116573948820158E-005,-4.2428863437602635E-006
6.78,9.7575715054199652E-001,2.1148209903372244E+001,1.6742172909295004E+001,8.6620222765324797E+001,8.6193768551307173E+001,3.2405834026100826E-005,-4.1537673710567769E-006
6.79,9.7627394318154936E-001,2.1150579719595630E+001,1.6743018290087790E+001,8.6607274650921497E+001,8.6189866314986219E+001,3.1710512636409159E-005,-4.0665280043691381E-006
6.8,9.7677953116186289E-001,2.1152898289124696E+001,1.6743845099500064E+001,8.6594603949125386E+001,8.6186053150043620E+001,3.1030276749462695E-005,-3.9811293925667478E-006
6.81,9.7727416155627123E-001,2.1155166745552211E+001,1.6744653757961231E+001,8.6582204891385317E+001,8.6182326990355804E+001,3.0364800296381149E-005,-3.8975334182665963E-006
6.82,9.7775807592995545E-001,2.1157386196892354E+001,1.6745444676169139E+001,8.6570071819815198E+001,8.6178685818011374E+001,2.9713764051106734E-005,-3.8157027041382233E-006
6.83,9.7823151045903312E-001,2.1159557726150005E+001,1.6746218255324962E+001,8.6558199185504222E+001,8.6175127662279806E+001,2.9076855480356609E-005,-3.7356005954780908E-006
6.84,9.7869469605307458E-001,2.1161682391902954E+001,1.6746974887362331E+001,8.6546581546668705E+001,8.6171650598480213E+001,2.8453768661079164E-005,-3.6571911450862985E-006
6.85,9.7914785847092978E-001,2.1163761228858768E+001,1.6747714955180410E+001,8.6535213567008768E+001,8.6168252746992152E+001,2.7844204092452353E-005,-3.5804391312459684E-006
6.86,9.7959121843537744E-001,2.1165795248392907E+001,1.6748438832960801E+001,8.6524090013702832E+001,8.6164932272624625E+001,2.7247868640915529E-005,-3.5053099477367466E-006
6.87,9.8002499174322333E-001,2.1167785439160419E+001,1.6749146885736774E+001,8.6513205757674058E+001,8.6161687380794959E+001,2.6664475330709944E-005,-3.4317697921469344E-006
6.88,9.8044938938255610E-001,2.1169732767474027E+001,1.6749839470669745E+001,8.6502555768583619E+001,8.6158516321460155E+001,2.6093743344528400E-005,-3.3597854351301515E-006
6.89,9.8086461763254584E-001,2.1171638177931591E+001,1.6750516936484246E+001,8.6492135115647770E+001,8.6155417384463149E+001,2.5535397785586617E-005,-3.2893243304100465E-006
6.9,9.8127087814882297E-001,2.1173502593775861E+001,1.6751179623826975E+001,8.6481938965805028E+001,8.6152388899822967E+001,2.4989169642568694E-005,-3.2203545969807766E-006
6.91,9.8166836814641090E-001,2.1175326917755296E+001,1.6751827865583657E+001,8.6471962580458111E+001,8.6149429236050210E+001,2.4454795581542154E-005,-3.1528449657130091E-006
6.92,9.8205728037071949E-001,2.1177112031998778E+001,1.6752461986844789E+001,8.6462201316578515E+001,8.6146536800403084E+001,2.3932017965945586E-005,-3.0867648135044843E-006
6.93,9.8243780335204567E-001,2.1178858799197258E+001,1.6753082305360753E+001,8.6452650621725297E+001,8.6143710036661190E+001,2.3420584575522415E-005,-3.0220841169318546E-006
6.94,9.8281012129505807E-001,2.1180568062123886E+001,1.6753689131330816E+001,8.6443306037294164E+001,8.6140947425932325E+001,2.2920248732378885E-005,-2.9587734720686908E-006
6.95,9.8317441448747400E-001,2.1182240645491255E+001,1.6754282768173006E+001,8.6434163189512518E+001,8.6138247483332620E+001,2.2430768806583002E-005,-2.8968040410013490E-006
6.96,9.8353085900561588E-001,2.1183877354632266E+001,1.6754863511976303E+001,8.6425217796764059E+001,8.6135608760283304E+001,2.1951908594200261E-005,-2.8361476023144800E-006
6.97,9.8387962701278753E-001,2.1185478976870549E+001,1.6755431652047662E+001,8.6416465663373771E+001,8.6133029842007417E+001,2.1483436943948041E-005,-2.7767765022287992E-006
6.98,9.8422088702741495E-001,2.1187046282778429E+001,1.6755987471350142E+001,8.6407902674467579E+001,8.6130509345050001E+001,2.1025127442971994E-005,-2.7186636246293799E-006
6.99,9.8455480370015025E-001,2.1188580025124615E+001,1.6756531246181378E+001,8.6399524800583947E+001,8.6128045919443508E+001,2.0576758679280062E-005,-2.6617824130551382E-006
7,9.8488153791687405E-001,2.1190080939382142E+001,1.6757063246318825E+001,8.6391328096311497E+001,8.6125638247586551E+001,2.0138114138197841E-005,-2.6061068761695890E-006
7.01,9.8520124713803769E-001,2.1191549745285137E+001,1.6757583735620997E+001,8.6383308692988621E+001,8.6123285041344516E+001,1.9708981766837279E-005,-2.5516115269055082E-006
7.02,9.8551408520553807E-001,2.1192987145948802E+001,1.6758092971701060E+001,8.6375462803358602E+001,8.6120985043691348E+001,1.9289154235707574E-005,-2.4982714257086475E-006
7.03,9.8582020258442971E-001,2.1194393828983493E+001,1.6758591206350328E+001,8.6367786716489860E+001,8.6118737026606141E+001,1.8878428624443929E-005,-2.4460621243303767E-006
7.04,9.8611974636465272E-001,2.1195770466508016E+001,1.6759078685547006E+001,8.6360276798059473E+001,8.6116539791033091E+001,1.8476606441078731E-005,-2.3949596901163692E-006
7.05,9.8641286039729248E-001,2.1197117715779257E+001,1.6759555649696249E+001,8.6352929487570336E+001,8.6114392165686212E+001,1.8083493428999285E-005,-2.3449406781570985E-006
7.06,9.8669968531714547E-001,2.1198436219300589E+001,1.6760022333674524E+001,8.6345741298141050E+001,8.6112293006831578E+001,1.7698899555543548E-005,-2.2959821270861570E-006
7.07,9.8698035860214284E-001,2.1199726605098203E+001,1.6760478966936944E+001,8.6338708815438622E+001,8.6110241197751549E+001,1.7322638949497618E-005,-2.2480615572384786E-006
7.08,9.8725501474088506E-001,2.1200989487492286E+001,1.6760925773810985E+001,8.6331828694088429E+001,8.6108235647291167E+001,1.6954529679949787E-005,-2.2011569427333921E-006
7.09,9.8752378518521899E-001,2.1202225466885078E+001,1.6761362973417537E+001,8.6325097659052716E+001,8.6106275290227828E+001,1.6594393806353379E-005,-2.1552467237843579E-006
7.1,9.8778679847312412E-001,2.1203435130326096E+001,1.6761790779888191E+001,8.6318512503028586E+001,8.6104359086204994E+001,1.6242057258251778E-005,-2.1103097858406207E-006
7.11,9.8804418028034058E-001,2.1204619051752196E+001,1.6762209402457533E+001,8.6312070085495947E+001,8.6102486019263409E+001,1.5897349750322834E-005,-2.0663254576578604E-006
7.12,9.8829605347037863E-001,2.1205777792215589E+001,1.6762619045546401E+001,8.6305767331708680E+001,8.6100655097358043E+001,1.5560104703043592E-005,-2.0232734903793847E-006
7.13,9.8854253816894921E-001,2.1206911900240911E+001,1.6763019908911765E+001,8.6299601231438842E+001,8.6098865351789271E+001,1.5230159208189804E-005,-1.9811340792913586E-006
7.14,9.8878375199707158E-001,2.1208021912883240E+001,1.6763412188042743E+001,8.6293568833471483E+001,8.6097115835160679E+001,1.4907353649921896E-005,-1.9398877883670346E-006
7.15,9.8901980979722970E-001,2.1209108354473791E+001,1.6763796073670427E+001,8.6287667252156780E+001,8.6095405623563224E+001,1.4591532138557246E-005,-1.8995156264437433E-006
7.16,9.8925082387528718E-001,2.1210171737740790E+001,1.6764171752210853E+001,8.6281893662161806E+001,8.6093733814620904E+001,1.4282542140363469E-005,-1.8599989930851927E-006
7.17,9.8947690403333699E-001,2.1211212563956511E+001,1.6764539405827474E+001,8.6276245297773272E+001,8.6092099527203914E+001,1.3980234477571294E-005,-1.8213196812891385E-006
7.18,9.8969815776524572E-001,2.1212231323830760E+001,1.6764899212756188E+001,8.6270719448338610E+001,8.6090501899688448E+001,1.3684463050049647E-005,-1.7834598517544462E-006
7.19,9.8991469009987776E-001,2.1213228496804348E+001,1.6765251347036777E+001,8.6265313462324116E+001,8.6088940091244908E+001,1.3395085062022587E-005,-1.7464020426333550E-006
7.2,9.9012660367874716E-001,2.1214204551401217E+001,1.6765595978660492E+001,8.6260024745539155E+001,8.6087413281214083E+001,1.3111960901736032E-005,-1.7101291745832858E-006
7.21,9.9033399897857022E-001,2.1215159946246885E+001,1.6765933273945663E+001,8.6254850755960149E+001,8.6085920667180872E+001,1.2834953868484914E-005,-1.6746245155108349E-006
7.22,9.9053697415584652E-001,2.1216095129361985E+001,1.6766263395277019E+001,8.6249789007623818E+001,8.6084461466262425E+001,1.2563930377746519E-005,-1.6398716902909302E-006
7.23,9.9073562526480874E-001,2.1217010539158775E+001,1.6766586501478475E+001,8.6244837065512854E+001,8.6083034913253385E+001,1.2298759657786357E-005,-1.6058546715753174E-006
7.24,9.9093004619934655E-001,2.1217906604178363E+001,1.6766902747716966E+001,8.6239992547096463E+001,8.6081640261091295E+001,1.2039313864802539E-005,-1.5725577634185702E-006
7.25,9.9112032877943868E-001,2.1218783743486807E+001,1.6767212285651663E+001,8.6235253120366792E+001,8.6080276780110339E+001,1.1785467919603395E-005,-1.5399656062696911E-006
7.26,9.9130656279112384E-001,2.1219642366859201E+001,1.6767515263504208E+001,8.6230616502991438E+001,8.6078943757685593E+001,1.1537099502798912E-005,-1.5080631700848854E-006
7.27,9.9148883602630478E-001,2.1220482874963089E+001,1.6767811826138555E+001,8.6226080461462345E+001,8.6077640497923966E+001,1.1294088983896592E-005,-1.4768357379425352E-006
7.28,9.9166723436627124E-001,2.1221305659742729E+001,1.6768102115157898E+001,8.6221642809202820E+001,8.6076366320733328E+001,1.1056319299380417E-005,-1.4462689133732032E-006
7.29,9.9184184178370405E-001,2.1222111104422208E+001,1.6768386268993208E+001,8.6217301406494343E+001,8.6075120562180686E+001,1.0823675986248244E-005,-1.4163485849763985E-006
7.3,9.9201274038878329E-001,2.1222899583728097E+001,1.6768664422907431E+001,8.6213054159629337E+001,8.6073902573716154E+001,1.0596047086720053E-005,-1.3870609621916847E-006
7.31,9.9218001044790860E-001,2.1223671463968248E+001,1.6768936709072001E+001,8.6208899020422010E+001,8.6072711722208638E+001,1.0373323145572670E-005,-1.3583925446438730E-006
7.32,9.9234373046113411E-001,2.1224427103387068E+001,1.6769203256675652E+001,8.6204833984391811E+001,8.6071547389168870E+001,1.0155397093584169E-005,-1.3303301246961366E-006
7.33,9.9250397735516749E-001,2.1225166853063971E+001,1.6769464192270728E+001,8.6200857086460829E+001,8.6070408969227103E+001,9.9421640022266473E-006,-1.3028607330768378E-006
7.34,9.9266082615006401E-001,2.1225891055359341E+001,1.6769719639196804E+001,8.6196966408532944E+001,8.6069295872798250E+001,9.7335215324325355E-006,-1.2759717243894175E-006
7.35,9.9281435026440090E-001,2.1226600045334351E+001,1.6769969718106502E+001,8.6193160072591624E+001,8.6068207523577072E+001,9.5293695124689455E-006,-1.2496507227450661E-006
7.36,9.9296462156833754E-001,2.1227294150984473E+001,1.6770214547048557E+001,8.6189436239271615E+001,8.6067143358053073E+001,9.3296098926832349E-006,-1.2238855863226529E-006
7.37,9.9311171029524303E-001,2.1227973692844312E+001,1.6770454241339245E+001,8.6185793110238492E+001,8.6066102826308992E+001,9.1341468259076884E-006,-1.1986644501981088E-006
7.38,9.9325568511141915E-001,2.1228638984296833E+001,1.6770688913655047E+001,8.6182228926357325E+001,8.6065085391303057E+001,8.9428866130752360E-006,-1.1739757075038061E-006
7.39,9.9339661323539374E-001,2.1229290332123263E+001,1.6770918674252353E+001,8.6178741964881823E+001,8.6064090527958697E+001,8.7557375289055083E-006,-1.1498079834714628E-006
7.4,9.9353456032412790E-001,2.1229928035985196E+001,1.6771143630772066E+001,8.6175330542351460E+001,8.6063117724055644E+001,8.5726099619439233E-006,-1.1261501663801272E-006
7.41,9.9366959066491001E-001,2.1230552389298520E+001,1.6771363888561396E+001,8.6171993009832505E+001,8.6062166478632335E+001,8.3934161981571293E-006,-1.1029913697333052E-006
7.42,9.9380176714733548E-001,2.1231163679104313E+001,1.6771579550633991E+001,8.6168727753629909E+001,8.6061236302229602E+001,8.2180703929623432E-006,-1.0803209252448402E-006
7.43,9.9393115119220221E-001,2.1231762185753375E+001,1.6771790717545528E+001,8.6165533197267621E+001,8.6060326717426776E+001,8.0464887321560219E-006,-1.0581284256448705E-006
7.44,9.9405780291739254E-001,2.1232348183651951E+001,1.6771997487678185E+001,8.6162407797180194E+001,8.6059437257493556E+001,7.8785891791276420E-006,-1.0364036631088105E-006
7.45,9.9418178110801125E-001,2.1232921941133032E+001,1.6772199957188516E+001,8.6159350043633850E+001,8.6058567466604700E+001,7.7142915066911538E-006,-1.0151366649410329E-006
7.46,9.9430314327183078E-001,2.1233483720707419E+001,1.6772398220101820E+001,8.6156358459333774E+001,8.6057716899377127E+001,7.5535172479564825E-006,-9.9431765096150460E-007
7.47,9.9442194562719954E-001,2.1234033779009483E+001,1.6772592368294212E+001,8.6153431599779978E+001,8.6056885120960288E+001,7.3961896980337679E-006,-9.7393707630434077E-007
7.48,9.9453824323058360E-001,2.1234572367375439E+001,1.6772782491707751E+001,8.6150568050014940E+001,8.6056071705988757E+001,7.2422337358409114E-006,-9.5398557931182924E-007
7.49,9.9465208985290365E-001,2.1235099731294447E+001,1.6772968678138415E+001,8.6147766428071549E+001,8.6055276239546657E+001,7.0915759815741545E-006,-9.3445400770254695E-007
7.5,9.9476353811627083E-001,2.1235616111002788E+001,1.6773151013475019E+001,8.6145025380974644E+001,8.6054498316090246E+001,6.9441447023204570E-006,-9.1533340679944134E-007
7.51,9.9487263949333338E-001,2.1236121741510644E+001,1.6773329581692568E+001,8.6142343585358688E+001,8.6053737539404722E+001,6.7998696365746291E-006,-8.9661501248352066E-007
7.52,9.9497944584291764E-001,2.1236616859592882E+001,1.6773504467359992E+001,8.6139719707745556E+001,8.6052993510816336E+001,6.6586800893096485E-006,-8.7829000461018896E-007
7.53,9.9508400456691781E-001,2.1237101681702981E+001,1.6773675747741692E+001,8.6137152529208635E+001,8.6052265866341742E+001,6.5205113868001523E-006,-8.6035025887143441E-007
7.54,9.9518636288668327E-001,2.1237576423475680E+001,1.6773843499781538E+001,8.6134640835374981E+001,8.6051554243815247E+001,6.3852991772825367E-006,-8.4278777538998775E-007
7.55,9.9528656918796932E-001,2.1238041305854757E+001,1.6774007802287823E+001,8.6132183381817356E+001,8.6050858272598546E+001,6.2529774828905420E-006,-8.2559428256691173E-007
