"time","Cntrl_PI_1.s_out.signal[1]","Cntrl_PI_1.s_set.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_out.signal[1]","Cntrl_PI_2.s_set.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_out.signal[1]","Cntrl_PI_3.s_set.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_out.signal[1]","Cntrl_PI_4.s_set.signal[1]","Cntrl_PI_4.s_var.signal[1]","Flash_1.Q","Flash_1.fl_in.W"
232,8.1930337714455181E-001,9.4999999999999996E-001,9.4999999999999962E-001,3.9180696622845801E+001,5.0000000000000000E-001,5.0000000000001132E-001,5.3049360035563417E+001,2.8000000000000000E+001,2.8000000000000014E+001,2.7766326693472330E+001,3.0000000000000000E+000,3.0000000010161836E+000,1.0000000000000000E+003,4.0000000000000000E+001
233,8.1930337714454393E-001,9.4999999999999996E-001,9.4999999999999929E-001,3.9180696622849744E+001,5.0000000000000000E-001,5.0000000000002087E-001,5.3049360035563012E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326696671101E+001,3.0000000000000000E+000,3.0000000006057967E+000,1.0000000000000000E+003,4.0000000000000000E+001
234,8.1930337714455581E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622852707E+001,5.0000000000000000E-001,5.0000000000002587E-001,5.3049360035563375E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326698564992E+001,3.0000000000000000E+000,3.0000000003603944E+000,1.0000000000000000E+003,4.0000000000000000E+001
235,8.1930337714456647E-001,9.4999999999999996E-001,9.5000000000000073E-001,3.9180696622854839E+001,5.0000000000000000E-001,5.0000000000002753E-001,5.3049360035563659E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326699684136E+001,3.0000000000000000E+000,3.0000000002139724E+000,1.0000000000000000E+003,4.0000000000000000E+001
236,8.1930337714457513E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622856296E+001,5.0000000000000000E-001,5.0000000000002698E-001,5.3049360035563950E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326700345076E+001,3.0000000000000000E+000,3.0000000001268390E+000,1.0000000000000000E+003,4.0000000000000000E+001
237,8.1930337714457868E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622857155E+001,5.0000000000000000E-001,5.0000000000002476E-001,5.3049360035564000E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326700735213E+001,3.0000000000000000E+000,3.0000000000750968E+000,1.0000000000000000E+003,4.0000000000000000E+001
238,8.1930337714458379E-001,9.4999999999999996E-001,9.5000000000000107E-001,3.9180696622857667E+001,5.0000000000000000E-001,5.0000000000002187E-001,5.3049360035564121E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326700965763E+001,3.0000000000000000E+000,3.0000000000444391E+000,1.0000000000000000E+003,4.0000000000000000E+001
239,8.1930337714456414E-001,9.4999999999999996E-001,9.4999999999999951E-001,3.9180696622857859E+001,5.0000000000000000E-001,5.0000000000001854E-001,5.3049360035563666E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701101978E+001,3.0000000000000000E+000,3.0000000000262843E+000,1.0000000000000000E+003,4.0000000000000000E+001
240,8.1930337714454304E-001,9.4999999999999996E-001,9.4999999999999873E-001,3.9180696622857837E+001,5.0000000000000000E-001,5.0000000000001521E-001,5.3049360035562991E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.7766326701182351E+001,3.0000000000000000E+000,3.0000000000155351E+000,1.0000000000000000E+003,4.0000000000000000E+001
241,8.1930337714456514E-001,9.4999999999999996E-001,9.5000000000000073E-001,3.9180696622857695E+001,5.0000000000000000E-001,5.0000000000001210E-001,5.3049360035563836E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326701230199E+001,3.0000000000000000E+000,3.0000000000092033E+000,1.0000000000000000E+003,4.0000000000000000E+001
242,8.1930337714457568E-001,9.4999999999999996E-001,9.5000000000000073E-001,3.9180696622857432E+001,5.0000000000000000E-001,5.0000000000000921E-001,5.3049360035564057E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326701258865E+001,3.0000000000000000E+000,3.0000000000054698E+000,1.0000000000000000E+003,4.0000000000000000E+001
243,8.1930337714456258E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622857184E+001,5.0000000000000000E-001,5.0000000000000688E-001,5.3049360035563559E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701275606E+001,3.0000000000000000E+000,3.0000000000032352E+000,1.0000000000000000E+003,4.0000000000000000E+001
244,8.1930337714457580E-001,9.4999999999999996E-001,9.5000000000000095E-001,3.9180696622856885E+001,5.0000000000000000E-001,5.0000000000000477E-001,5.3049360035563922E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326701285671E+001,3.0000000000000000E+000,3.0000000000019229E+000,1.0000000000000000E+003,4.0000000000000000E+001
245,8.1930337714456836E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622856587E+001,5.0000000000000000E-001,5.0000000000000311E-001,5.3049360035563680E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701291661E+001,3.0000000000000000E+000,3.0000000000011426E+000,1.0000000000000000E+003,4.0000000000000000E+001
246,8.1930337714456614E-001,9.4999999999999996E-001,9.4999999999999984E-001,3.9180696622856317E+001,5.0000000000000000E-001,5.0000000000000178E-001,5.3049360035563637E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701295199E+001,3.0000000000000000E+000,3.0000000000006777E+000,1.0000000000000000E+003,4.0000000000000000E+001
247,8.1930337714456514E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622856118E+001,5.0000000000000000E-001,5.0000000000000089E-001,5.3049360035563801E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.7766326701297071E+001,3.0000000000000000E+000,3.0000000000003912E+000,1.0000000000000000E+003,4.0000000000000000E+001
248,8.1930337714455714E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622855905E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563360E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701298237E+001,3.0000000000000000E+000,3.0000000000002305E+000,1.0000000000000000E+003,4.0000000000000000E+001
249,8.1930337714456136E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855777E+001,5.0000000000000000E-001,4.9999999999999972E-001,5.3049360035563367E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701298926E+001,3.0000000000000000E+000,3.0000000000001368E+000,1.0000000000000000E+003,4.0000000000000000E+001
250,8.1930337714457080E-001,9.4999999999999996E-001,9.5000000000000073E-001,3.9180696622855677E+001,5.0000000000000000E-001,4.9999999999999944E-001,5.3049360035563474E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701299555E+001,3.0000000000000000E+000,3.0000000000000928E+000,1.0000000000000000E+003,4.0000000000000000E+001
251,8.1930337714457013E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855514E+001,5.0000000000000000E-001,4.9999999999999906E-001,5.3049360035563595E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.7766326701299967E+001,3.0000000000000000E+000,3.0000000000000617E+000,1.0000000000000000E+003,4.0000000000000000E+001
252,8.1930337714453361E-001,9.4999999999999996E-001,9.4999999999999796E-001,3.9180696622855457E+001,5.0000000000000000E-001,4.9999999999999906E-001,5.3049360035562600E+001,2.8000000000000000E+001,2.7999999999999993E+001,2.2244310815075949E+001,3.5000000000000000E+000,3.2916687703074685E+000,1.0000000000000000E+003,4.0000000000000000E+001
253,8.1930337714454959E-001,9.4999999999999996E-001,9.5000000000000073E-001,3.9180696622855393E+001,5.0000000000000000E-001,4.9999999999999906E-001,5.3049360035563168E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.2716915009297352E+001,3.5000000000000000E+000,3.4552686004877287E+000,1.0000000000000000E+003,4.0000000000000000E+001
254,8.1930337714454282E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622855351E+001,5.0000000000000000E-001,4.9999999999999906E-001,5.3049360035563303E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3275896320868242E+001,3.5000000000000000E+000,3.5180805694474766E+000,1.0000000000000000E+003,4.0000000000000000E+001
255,8.1930337714454771E-001,9.4999999999999996E-001,9.5000000000000107E-001,3.9180696622855343E+001,5.0000000000000000E-001,4.9999999999999922E-001,5.3049360035563232E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3624312184224912E+001,3.5000000000000000E+000,3.5274778837856129E+000,1.0000000000000000E+003,4.0000000000000000E+001
256,8.1930337714455315E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622855287E+001,5.0000000000000000E-001,4.9999999999999922E-001,5.3049360035563424E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3774571898610752E+001,3.5000000000000000E+000,3.5188097226970041E+000,1.0000000000000000E+003,4.0000000000000000E+001
257,8.1930337714455770E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622855237E+001,5.0000000000000000E-001,4.9999999999999922E-001,5.3049360035563147E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3812859191211864E+001,3.5000000000000000E+000,3.5089678966661646E+000,1.0000000000000000E+003,4.0000000000000000E+001
258,8.1930337714455959E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622855216E+001,5.0000000000000000E-001,4.9999999999999928E-001,5.3049360035563602E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3806897363110238E+001,3.5000000000000000E+000,3.5028080917205751E+000,1.0000000000000000E+003,4.0000000000000000E+001
259,8.1930337714456813E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622855166E+001,5.0000000000000000E-001,4.9999999999999928E-001,5.3049360035563424E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3791996925148212E+001,3.5000000000000000E+000,3.5000886931796762E+000,1.0000000000000000E+003,4.0000000000000000E+001
260,8.1930337714457258E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855208E+001,5.0000000000000000E-001,4.9999999999999956E-001,5.3049360035564014E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3780808565850464E+001,3.5000000000000000E+000,3.4993529175029421E+000,1.0000000000000000E+003,4.0000000000000000E+001
261,8.1930337714457502E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622855244E+001,5.0000000000000000E-001,4.9999999999999972E-001,5.3049360035564085E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3775078138899243E+001,3.5000000000000000E+000,3.4994214646209869E+000,1.0000000000000000E+003,4.0000000000000000E+001
262,8.1930337714457668E-001,9.4999999999999996E-001,9.5000000000000029E-001,3.9180696622855308E+001,5.0000000000000000E-001,4.9999999999999994E-001,5.3049360035563780E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773069811861248E+001,3.5000000000000000E+000,3.4996736011701026E+000,1.0000000000000000E+003,4.0000000000000000E+001
263,8.1930337714458790E-001,9.4999999999999996E-001,9.5000000000000084E-001,3.9180696622855322E+001,5.0000000000000000E-001,5.0000000000000000E-001,5.3049360035564199E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3772846001365494E+001,3.5000000000000000E+000,3.4998717622325199E+000,1.0000000000000000E+003,4.0000000000000000E+001
264,8.1930337714454771E-001,9.4999999999999996E-001,9.4999999999999774E-001,3.9180696622855358E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563318E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773172240961369E+001,3.5000000000000000E+000,3.4999760659013752E+000,1.0000000000000000E+003,4.0000000000000000E+001
265,8.1930337714458024E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622855365E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035564369E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3773517715639848E+001,3.5000000000000000E+000,3.5000134058097712E+000,1.0000000000000000E+003,4.0000000000000000E+001
266,8.1930337714453982E-001,9.4999999999999996E-001,9.4999999999999840E-001,3.9180696622855400E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563055E+001,2.8000000000000000E+001,2.7999999999999993E+001,2.3773726815559463E+001,3.5000000000000000E+000,3.5000177760135132E+000,1.0000000000000000E+003,4.0000000000000000E+001
267,8.1930337714456070E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622855407E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563311E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773814293647675E+001,3.5000000000000000E+000,3.5000116516919180E+000,1.0000000000000000E+003,4.0000000000000000E+001
268,8.1930337714455692E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622855415E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563552E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773833842978583E+001,3.5000000000000000E+000,3.5000052640334749E+000,1.0000000000000000E+003,4.0000000000000000E+001
269,8.1930337714455304E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855422E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035563474E+001,2.8000000000000000E+001,2.8000000000000014E+001,2.3773827452927751E+001,3.5000000000000000E+000,3.5000014222071711E+000,1.0000000000000000E+003,4.0000000000000000E+001
270,8.1930337714456336E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622855358E+001,5.0000000000000000E-001,5.0000000000000000E-001,5.3049360035563751E+001,2.8000000000000000E+001,2.8000000000000007E+001,2.3773816830466249E+001,3.5000000000000000E+000,3.4999998255470808E+000,1.0000000000000000E+003,4.0000000000000000E+001
271,8.1930337714457069E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855365E+001,5.0000000000000000E-001,5.0000000000000000E-001,5.3049360035563609E+001,2.8000000000000000E+001,2.7999999999999993E+001,2.3773809439766200E+001,3.5000000000000000E+000,3.4999994754099402E+000,1.0000000000000000E+003,4.0000000000000000E+001
272,8.1930337714457357E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855436E+001,5.0000000000000000E-001,5.0000000000000022E-001,5.3049360035565947E+001,2.8000000000000000E+001,2.8000000000000018E+001,2.3773805928381105E+001,3.5000000000000000E+000,3.4999995977507865E+000,1.0000000000000000E+003,4.0000000000000000E+001
273,8.1930337714457246E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622855422E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563282E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773804878944826E+001,3.5000000000000000E+000,3.4999997947486361E+000,1.0000000000000000E+003,4.0000000000000000E+001
274,8.1930337714456625E-001,9.4999999999999996E-001,9.4999999999999918E-001,3.9180696622855422E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035559424E+001,2.8000000000000000E+001,2.7999999999999957E+001,2.3773804909215045E+001,3.5000000000000000E+000,3.4999999307996559E+000,1.0000000000000000E+003,4.0000000000000000E+001
275,8.1930337714455503E-001,9.4999999999999996E-001,9.4999999999999896E-001,3.9180696622855422E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563147E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805202446987E+001,3.5000000000000000E+000,3.4999999880286468E+000,1.0000000000000000E+003,4.0000000000000000E+001
276,8.1930337714454882E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563460E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805427822140E+001,3.5000000000000000E+000,3.5000000077689695E+000,1.0000000000000000E+003,4.0000000000000000E+001
277,8.1930337714456913E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035564000E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3773805558077548E+001,3.5000000000000000E+000,3.5000000105376374E+000,1.0000000000000000E+003,4.0000000000000000E+001
278,8.1930337714457513E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563765E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805618046850E+001,3.5000000000000000E+000,3.5000000077175581E+000,1.0000000000000000E+003,4.0000000000000000E+001
279,8.1930337714455570E-001,9.4999999999999996E-001,9.4999999999999929E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563218E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805638399793E+001,3.5000000000000000E+000,3.5000000043243555E+000,1.0000000000000000E+003,4.0000000000000000E+001
280,8.1930337714454848E-001,9.4999999999999996E-001,9.4999999999999929E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563012E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805640990254E+001,3.5000000000000000E+000,3.5000000019264639E+000,1.0000000000000000E+003,4.0000000000000000E+001
281,8.1930337714455848E-001,9.4999999999999996E-001,9.5000000000000040E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563318E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805637835967E+001,3.5000000000000000E+000,3.5000000006154863E+000,1.0000000000000000E+003,4.0000000000000000E+001
282,8.1930337714456558E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563872E+001,2.8000000000000000E+001,2.8000000000000004E+001,2.3773805634179496E+001,3.5000000000000000E+000,3.5000000000474087E+000,1.0000000000000000E+003,4.0000000000000000E+001
283,8.1930337714457269E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563630E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805631627177E+001,3.5000000000000000E+000,3.4999999998757181E+000,1.0000000000000000E+003,4.0000000000000000E+001
284,8.1930337714457235E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563772E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805630244034E+001,3.5000000000000000E+000,3.4999999998708988E+000,1.0000000000000000E+003,4.0000000000000000E+001
285,8.1930337714457657E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563836E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629650852E+001,3.5000000000000000E+000,3.4999999999134230E+000,1.0000000000000000E+003,4.0000000000000000E+001
286,8.1930337714458168E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622855429E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563843E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629475433E+001,3.5000000000000000E+000,3.4999999999544706E+000,1.0000000000000000E+003,4.0000000000000000E+001
287,8.1930337714455981E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855436E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563268E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805629473856E+001,3.5000000000000000E+000,3.4999999999811644E+000,1.0000000000000000E+003,4.0000000000000000E+001
288,8.1930337714455348E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855443E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563083E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805629520396E+001,3.5000000000000000E+000,3.4999999999948663E+000,1.0000000000000000E+003,4.0000000000000000E+001
289,8.1930337714454615E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035562934E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805629564229E+001,3.5000000000000000E+000,3.5000000000003553E+000,1.0000000000000000E+003,4.0000000000000000E+001
290,8.1930337714456647E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563517E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629592715E+001,3.5000000000000000E+000,3.5000000000017515E+000,1.0000000000000000E+003,4.0000000000000000E+001
291,8.1930337714457235E-001,9.4999999999999996E-001,9.5000000000000051E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563652E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629607324E+001,3.5000000000000000E+000,3.5000000000015445E+000,1.0000000000000000E+003,4.0000000000000000E+001
292,8.1930337714457313E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563723E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629613172E+001,3.5000000000000000E+000,3.5000000000009654E+000,1.0000000000000000E+003,4.0000000000000000E+001
293,8.1930337714456791E-001,9.4999999999999996E-001,9.4999999999999996E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563737E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629614493E+001,3.5000000000000000E+000,3.5000000000004721E+000,1.0000000000000000E+003,4.0000000000000000E+001
294,8.1930337714457424E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563780E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629614323E+001,3.5000000000000000E+000,3.5000000000001847E+000,1.0000000000000000E+003,4.0000000000000000E+001
295,8.1930337714457024E-001,9.4999999999999996E-001,9.5000000000000007E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563652E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629613616E+001,3.5000000000000000E+000,3.5000000000000369E+000,1.0000000000000000E+003,4.0000000000000000E+001
296,8.1930337714457546E-001,9.4999999999999996E-001,9.5000000000000018E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563851E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629613197E+001,3.5000000000000000E+000,3.4999999999999911E+000,1.0000000000000000E+003,4.0000000000000000E+001
297,8.1930337714458057E-001,9.4999999999999996E-001,9.5000000000000062E-001,3.9180696622855450E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563822E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629612909E+001,3.5000000000000000E+000,3.4999999999999813E+000,1.0000000000000000E+003,4.0000000000000000E+001
298,8.1930337714455870E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855457E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563268E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805629612589E+001,3.5000000000000000E+000,3.4999999999999738E+000,1.0000000000000000E+003,4.0000000000000000E+001
299,8.1930337714455237E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855464E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035563609E+001,2.8000000000000000E+001,2.8000000000000000E+001,2.3773805629612358E+001,3.5000000000000000E+000,3.4999999999999751E+000,1.0000000000000000E+003,4.0000000000000000E+001
300,8.1930337714454504E-001,9.4999999999999996E-001,9.4999999999999907E-001,3.9180696622855471E+001,5.0000000000000000E-001,5.0000000000000011E-001,5.3049360035562991E+001,2.8000000000000000E+001,2.7999999999999996E+001,2.3773805629612134E+001,3.5000000000000000E+000,3.4999999999999765E+000,1.0000000000000000E+003,4.0000000000000000E+001
