"time","V","X"
1.501,-5.1282284282408586E-001,1.4702241877581892E+000
1.502,-5.1310171886843747E-001,1.4697113649153652E+000
1.503,-5.1338098140004018E-001,1.4691982631964968E+000
1.504,-5.1366063122762884E-001,1.4686848822150969E+000
1.505,-5.1394066916195313E-001,1.4681712215838694E+000
1.506,-5.1422109601578436E-001,1.4676572809147075E+000
1.507,-5.1450191260392175E-001,1.4671430598186919E+000
1.508,-5.1478311974319946E-001,1.4666285579060880E+000
1.509,-5.1506471825249300E-001,1.4661137747863449E+000
1.51,-5.1534670895272605E-001,1.4655987100680925E+000
1.511,-5.1562909266687706E-001,1.4650833633591398E+000
1.512,-5.1591187021998619E-001,1.4645677342664729E+000
1.513,-5.1619504243916170E-001,1.4640518223962531E+000
1.514,-5.1647861015358698E-001,1.4635356273538140E+000
1.515,-5.1676257419452731E-001,1.4630191487436606E+000
1.516,-5.1704693539533675E-001,1.4625023861694662E+000
1.517,-5.1733169459146466E-001,1.4619853392340709E+000
1.518,-5.1761685262046297E-001,1.4614680075394795E+000
1.519,-5.1790241032199291E-001,1.4609503906868591E+000
1.52,-5.1818836853783168E-001,1.4604324882765372E+000
1.521,-5.1847472811187967E-001,1.4599142999079995E+000
1.522,-5.1876148989016724E-001,1.4593958251798878E+000
1.523,-5.1904865472086181E-001,1.4588770636899977E+000
1.524,-5.1933622345427466E-001,1.4583580150352768E+000
1.525,-5.1962419694286821E-001,1.4578386788118227E+000
1.526,-5.1991257604126284E-001,1.4573190546148800E+000
1.527,-5.2020136160624397E-001,1.4567991420388389E+000
1.528,-5.2049055449676918E-001,1.4562789406772327E+000
1.529,-5.2078015557397528E-001,1.4557584501227361E+000
1.53,-5.2107016570118558E-001,1.4552376699671621E+000
1.531,-5.2136058574391686E-001,1.4547165998014611E+000
1.532,-5.2165141656988645E-001,1.4541952392157171E+000
1.533,-5.2194265904901982E-001,1.4536735877991473E+000
1.534,-5.2223431405345733E-001,1.4531516451400983E+000
1.535,-5.2252638245756178E-001,1.4526294108260449E+000
1.536,-5.2281886513792553E-001,1.4521068844435874E+000
1.537,-5.2311176297337791E-001,1.4515840655784495E+000
1.538,-5.2340507684499227E-001,1.4510609538154762E+000
1.539,-5.2369880763609367E-001,1.4505375487386312E+000
1.54,-5.2399295623226594E-001,1.4500138499309951E+000
1.541,-5.2428752352135932E-001,1.4494898569747630E+000
1.542,-5.2458251039349746E-001,1.4489655694512416E+000
1.543,-5.2487791774108539E-001,1.4484409869408481E+000
1.544,-5.2517374645881643E-001,1.4479161090231072E+000
1.545,-5.2546999744368006E-001,1.4473909352766485E+000
1.546,-5.2576667159496926E-001,1.4468654652792050E+000
1.547,-5.2606376981428815E-001,1.4463396986076100E+000
1.548,-5.2636129300555923E-001,1.4458136348377959E+000
1.549,-5.2665924207503134E-001,1.4452872735447904E+000
1.55,-5.2695761793128704E-001,1.4447606143027154E+000
1.551,-5.2725642148525032E-001,1.4442336566847842E+000
1.552,-5.2755565365019419E-001,1.4437064002632991E+000
1.553,-5.2785531534174834E-001,1.4431788446096490E+000
1.554,-5.2815540747790690E-001,1.4426509892943074E+000
1.555,-5.2845593097903609E-001,1.4421228338868295E+000
1.556,-5.2875688676788202E-001,1.4415943779558504E+000
1.557,-5.2905827576957865E-001,1.4410656210690826E+000
1.558,-5.2936009891165514E-001,1.4405365627933131E+000
1.559,-5.2966235712404408E-001,1.4400072026944015E+000
1.56,-5.2996505133908922E-001,1.4394775403372775E+000
1.561,-5.3026818249155327E-001,1.4389475752859384E+000
1.562,-5.3057175151862590E-001,1.4384173071034470E+000
1.563,-5.3087575935993159E-001,1.4378867353519285E+000
1.564,-5.3118020695753776E-001,1.4373558595925686E+000
1.565,-5.3148509525596244E-001,1.4368246793856112E+000
1.566,-5.3179042520218256E-001,1.4362931942903554E+000
1.567,-5.3209619774564187E-001,1.4357614038651534E+000
1.568,-5.3240241383825915E-001,1.4352293076674079E+000
1.569,-5.3270907443443594E-001,1.4346969052535696E+000
1.57,-5.3301618049106503E-001,1.4341641961791352E+000
1.571,-5.3332373296753843E-001,1.4336311799986441E+000
1.572,-5.3363173282575571E-001,1.4330978562656767E+000
1.573,-5.3394018103013186E-001,1.4325642245328509E+000
1.574,-5.3424907854760584E-001,1.4320302843518209E+000
1.575,-5.3455842634764861E-001,1.4314960352732733E+000
1.576,-5.3486822540227164E-001,1.4309614768469257E+000
1.577,-5.3517847668603502E-001,1.4304266086215234E+000
1.578,-5.3548918117605593E-001,1.4298914301448373E+000
1.579,-5.3580033985201680E-001,1.4293559409636614E+000
1.58,-5.3611195369617404E-001,1.4288201406238095E+000
1.581,-5.3642402369336606E-001,1.4282840286701133E+000
1.582,-5.3673655083102212E-001,1.4277476046464199E+000
1.583,-5.3704953609917050E-001,1.4272108680955891E+000
1.584,-5.3736298049044706E-001,1.4266738185594900E+000
1.585,-5.3767688500010402E-001,1.4261364555789997E+000
1.586,-5.3799125062601827E-001,1.4255987786939996E+000
1.587,-5.3830607836869993E-001,1.4250607874433736E+000
1.588,-5.3862136923130111E-001,1.4245224813650050E+000
1.589,-5.3893712421962459E-001,1.4239838599957737E+000
1.59,-5.3925334434213235E-001,1.4234449228715542E+000
1.591,-5.3957003060995445E-001,1.4229056695272122E+000
1.592,-5.3988718403689762E-001,1.4223660994966023E+000
1.593,-5.4020480563945417E-001,1.4218262123125656E+000
1.594,-5.4052289643681062E-001,1.4212860075069262E+000
1.595,-5.4084145745085654E-001,1.4207454846104894E+000
1.596,-5.4116048970619368E-001,1.4202046431530386E+000
1.597,-5.4147999423014459E-001,1.4196634826633325E+000
1.598,-5.4179997205276154E-001,1.4191220026691025E+000
1.599,-5.4212042420683559E-001,1.4185802026970498E+000
1.6,-5.4244135172790564E-001,1.4180380822728429E+000
1.601,-5.4276275565426713E-001,1.4174956409211150E+000
1.602,-5.4308463702698140E-001,1.4169528781654608E+000
1.603,-5.4340699688988459E-001,1.4164097935284339E+000
1.604,-5.4372983628959670E-001,1.4158663865315440E+000
1.605,-5.4405315627553108E-001,1.4153226566952544E+000
1.606,-5.4437695789990304E-001,1.4147786035389789E+000
1.607,-5.4470124221773952E-001,1.4142342265810790E+000
1.608,-5.4502601028688802E-001,1.4136895253388613E+000
1.609,-5.4535126316802618E-001,1.4131444993285744E+000
1.61,-5.4567700192467061E-001,1.4125991480654065E+000
1.611,-5.4600322762318665E-001,1.4120534710634820E+000
1.612,-5.4632994133279744E-001,1.4115074678358588E+000
1.613,-5.4665714412559352E-001,1.4109611378945262E+000
1.614,-5.4698483707654211E-001,1.4104144807504007E+000
1.615,-5.4731302126349657E-001,1.4098674959133242E+000
1.616,-5.4764169776720595E-001,1.4093201828920607E+000
1.617,-5.4797086767132452E-001,1.4087725411942935E+000
1.618,-5.4830053206242124E-001,1.4082245703266223E+000
1.619,-5.4863069202998938E-001,1.4076762697945600E+000
1.62,-5.4896134866645607E-001,1.4071276391025300E+000
1.621,-5.4929250306719224E-001,1.4065786777538636E+000
