"time","J1_w","J2_w","J3_w","J4_w"
0,1.0000000000000000E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000
1,3.2339749022485136E+000,3.3817972293240044E+000,3.3817972293241132E+000,4.4408920985006262E-015
2,3.1206341334297854E+000,3.4387267821976386E+000,3.4387267821977474E+000,4.4408920985006262E-015
3,3.1208562751189959E+000,3.4387267821976408E+000,3.4387267821977496E+000,6.6613381477509392E-015
4,3.1953080580955215E+000,3.4017388493967831E+000,3.4017388493968919E+000,5.7731597280508140E-015
5,3.3282839652471434E+000,3.3282839653472918E+000,3.3282839653474006E+000,7.1054273576010019E-015
6,3.2354803768407567E+000,3.3833326013526577E+000,3.3833326013527665E+000,1.0214051826551440E-014
7,3.1236741029922128E+000,3.4402485622494421E+000,3.4402485622495509E+000,5.7731597280508140E-015
8,3.1222246595803433E+000,3.4402485622494452E+000,3.4402485622495540E+000,8.8817841970012523E-015
9,3.1972541867426387E+000,3.4038639122762775E+000,3.4038639122763863E+000,8.8817841970012523E-015
10,3.3306604308999366E+000,3.3306604310002585E+000,3.3306604310003673E+000,1.0658141036401503E-014
11,3.2349197779290377E+000,3.3827743206738421E+000,3.3827743206739509E+000,1.0658141036401503E-014
12,3.1216390797932783E+000,3.4396897946998384E+000,3.4396897946999472E+000,9.7699626167013776E-015
13,3.1240487921497988E+000,3.4396897946998397E+000,3.4396897946999485E+000,1.1102230246251565E-014
14,3.1967911073710598E+000,3.4033384968368292E+000,3.4033384968369380E+000,1.3322676295501878E-014
15,3.3301570787152448E+000,3.3301570788160979E+000,3.3301570788162067E+000,1.3322676295501878E-014
16,3.2320267471721071E+000,3.3798821727993738E+000,3.3798821727994826E+000,1.2434497875801753E-014
17,3.1203539387639068E+000,3.4367973187766370E+000,3.4367973187767458E+000,1.2878587085651816E-014
18,3.1206742214870142E+000,3.4367973187766356E+000,3.4367973187767444E+000,1.1546319456101628E-014
19,3.1940459967779211E+000,3.4000555493538727E+000,3.4000555493539815E+000,1.4210854715202004E-014
20,3.3237605186768810E+000,3.3237605187777342E+000,3.3237605187778430E+000,1.3766765505351941E-014
21,3.2274237611399461E+000,3.3752797636151932E+000,3.3752797636153020E+000,1.6875389974302379E-014
22,3.1156318030409360E+000,3.4321946783196942E+000,3.4321946783198030E+000,1.9539925233402755E-014
23,3.1158518635069568E+000,3.4321946783196950E+000,3.4321946783198038E+000,2.0428103653102880E-014
24,3.1887582123995881E+000,3.3956126556566444E+000,3.3956126556567532E+000,2.0872192862952943E-014
25,3.3259682309074838E+000,3.3259682310083392E+000,3.3259682310084480E+000,2.3536728122053319E-014
