"time","J1_w","J2_w","J3_w","J4_w"
0.732,4.1477436797082898E+000,3.1664793986231703E+000,3.1664793986231707E+000,-3.9968028886505635E-015
0.735,4.1036645621123036E+000,3.1755553072692870E+000,3.1755553072692875E+000,-3.1086244689504383E-015
0.738,4.0584730949549845E+000,3.1845860929148095E+000,3.1845860929148100E+000,-3.5527136788005009E-015
0.741,4.0123023152259236E+000,3.1935716894379222E+000,3.1935716894379227E+000,-3.1086244689504383E-015
0.744,3.9654057166848342E+000,3.2025119613174153E+000,3.2025119613174158E+000,-2.6645352591003757E-015
0.747,3.9181871946262574E+000,3.2114067106083177E+000,3.2114067106083182E+000,-2.6645352591003757E-015
0.75,3.8706907402597865E+000,3.2202559153953469E+000,3.2202559153953474E+000,-2.6645352591003757E-015
0.753,3.8232656530824691E+000,3.2290594100482828E+000,3.2290594100482832E+000,-2.6645352591003757E-015
0.756,3.7761698077325545E+000,3.2378170710447591E+000,3.2378170710447596E+000,-2.6645352591003757E-015
0.759,3.7296287354388231E+000,3.2465287896187163E+000,3.2465287896187167E+000,-2.2204460492503131E-015
0.762,3.6839567824833437E+000,3.2551944158869466E+000,3.2551944158869470E+000,-2.6645352591003757E-015
0.765,3.6393912640820276E+000,3.2638138351807653E+000,3.2638138351807657E+000,-2.6645352591003757E-015
0.768,3.5961715895920157E+000,3.2723869187469177E+000,3.2723869187469181E+000,-3.1086244689504383E-015
0.771,3.5545592966098853E+000,3.2809135404966296E+000,3.2809135404966301E+000,-2.2204460492503131E-015
0.774,3.5147529879846435E+000,3.2893935799634710E+000,3.2893935799634715E+000,-3.1086244689504383E-015
0.777,3.4769649274740844E+000,3.2978269151456070E+000,3.2978269151456074E+000,-2.6645352591003757E-015
0.78,3.4414007612650979E+000,3.3062134236027250E+000,3.3062134236027254E+000,-3.1086244689504383E-015
0.783,3.4081836151923461E+000,3.3145529896834343E+000,3.3145529896834347E+000,-3.1086244689504383E-015
0.786,3.3775284550236098E+000,3.3228454906211176E+000,3.3228454906211180E+000,-3.5527136788005009E-015
0.789,3.3494723885182873E+000,3.3310908128711776E+000,3.3310908128711780E+000,-3.1086244689504383E-015
0.792,3.3343725393257881E+000,3.3343725393259316E+000,3.3343725393259320E+000,-2.6645352591003757E-015
0.795,3.3325782401371562E+000,3.3325782401372996E+000,3.3325782401373001E+000,-2.6645352591003757E-015
0.798,3.3315759799822402E+000,3.3315759799823836E+000,3.3315759799823841E+000,-2.6645352591003757E-015
0.801,3.3314579448953392E+000,3.3314579448954826E+000,3.3314579448954831E+000,-2.6645352591003757E-015
0.804,3.3322614445079561E+000,3.3322614445080996E+000,3.3322614445081000E+000,-2.6645352591003757E-015
0.807,3.3339783789007416E+000,3.3339783789008850E+000,3.3339783789008854E+000,-2.6645352591003757E-015
0.81,3.3366058550661606E+000,3.3366058550663040E+000,3.3366058550663045E+000,-2.6645352591003757E-015
0.813,3.3399789911466482E+000,3.3399789911467916E+000,3.3399789911467921E+000,-2.6645352591003757E-015
0.816,3.3440800237809514E+000,3.3440800237810948E+000,3.3440800237810953E+000,-2.6645352591003757E-015
0.819,3.3489981652264755E+000,3.3489981652266190E+000,3.3489981652266194E+000,-2.6645352591003757E-015
0.822,3.3547334154832216E+000,3.3547334154833650E+000,3.3547334154833655E+000,-2.6645352591003757E-015
0.825,3.3612857745511886E+000,3.3612857745513320E+000,3.3612857745513325E+000,-2.6645352591003757E-015
0.828,3.3685658994830172E+000,3.3685658994831607E+000,3.3685658994831611E+000,-2.6645352591003757E-015
0.831,3.3763773790329958E+000,3.3763773790331393E+000,3.3763773790331397E+000,-2.6645352591003757E-015
0.834,3.3869481424821664E+000,3.3839301523446310E+000,3.3839301523446315E+000,-1.7763568394002505E-015
0.837,3.3989348183951069E+000,3.3914041639376040E+000,3.3914041639376045E+000,-1.7763568394002505E-015
0.84,3.4120484632812622E+000,3.3988295643832944E+000,3.3988295643832949E+000,-1.7763568394002505E-015
0.843,3.4261076768041359E+000,3.4062060560345855E+000,3.4062060560345859E+000,-1.3322676295501878E-015
0.846,3.4408772094166391E+000,3.4135333494631994E+000,3.4135333494631999E+000,-1.7763568394002505E-015
0.849,3.4561000727485101E+000,3.4208112842776659E+000,3.4208112842776663E+000,-8.8817841970012523E-016
0.852,3.4715112189287907E+000,3.4280397364978445E+000,3.4280397364978450E+000,-8.8817841970012523E-016
0.855,3.4868079020717455E+000,3.4352185801906692E+000,3.4352185801906696E+000,-8.8817841970012523E-016
0.858,3.5018036857019008E+000,3.4423477415534447E+000,3.4423477415534451E+000,-4.4408920985006262E-016
0.861,3.5162478287155818E+000,3.4494271197298776E+000,3.4494271197298780E+000,-4.4408920985006262E-016
0.864,3.5298537805181840E+000,3.4564566002274111E+000,3.4564566002274115E+000,-4.4408920985006262E-016
0.867,3.5423918056467820E+000,3.4634360889439102E+000,3.4634360889439106E+000,0.0000000000000000E+000
0.87,3.5536018500449358E+000,3.4703654773752390E+000,3.4703654773752395E+000,0.0000000000000000E+000
0.873,3.5632983697132916E+000,3.4772446700511446E+000,3.4772446700511450E+000,4.4408920985006262E-016
0.876,3.5712364611795144E+000,3.4840735638378515E+000,3.4840735638378519E+000,0.0000000000000000E+000
0.879,3.5772010577591060E+000,3.4908520583246774E+000,3.4908520583246778E+000,0.0000000000000000E+000
0.882,3.5811013093665851E+000,3.4975800642197448E+000,3.4975800642197452E+000,0.0000000000000000E+000
0.885,3.5826912031571396E+000,3.5042574783901626E+000,3.5042574783901630E+000,0.0000000000000000E+000
0.888,3.5818636049102968E+000,3.5108842072133322E+000,3.5108842072133326E+000,0.0000000000000000E+000
0.891,3.5785613843465751E+000,3.5174601599158835E+000,3.5174601599158839E+000,-4.4408920985006262E-016
0.894,3.5725933709472644E+000,3.5239852380868211E+000,3.5239852380868215E+000,-4.4408920985006262E-016
0.897,3.5639987274572635E+000,3.5304593530323038E+000,3.5304593530323043E+000,-8.8817841970012523E-016
0.9,3.5527054951807884E+000,3.5368824118277353E+000,3.5368824118277358E+000,-4.4408920985006262E-016
0.903,3.5383149774289713E+000,3.5282499001055783E+000,3.5282499001055787E+000,2.9999999999997584E-002
0.906,3.5214137635800853E+000,3.5195698563438733E+000,3.5195698563438738E+000,5.9999999999996056E-002
0.909,3.5076197339983994E+000,3.5076197339983994E+000,3.5076197339983999E+000,8.9999999999996749E-002
0.912,3.4942283861501497E+000,3.4942283861501497E+000,3.4942283861501502E+000,1.1999999999999655E-001
0.915,3.4800399351755615E+000,3.4800399351755615E+000,3.4800399351755620E+000,1.4999999999999680E-001
