"time","uDC","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]","Losses"
0,5.6568542494923838E+002,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,4.8000000000000063E+002
0.0002,5.5900845240167791E+002,6.1466535092559393E-002,-1.0482841458336489E+000,9.8681761074108953E-001,3.1223797902232678E+002,-5.6300936148562050E+002,2.5077138246329378E+002,7.8942286454603391E+002
0.0004,5.5236835229029589E+002,1.2274589589433216E-001,-6.7338012915875991E+000,6.6110553956932669E+000,3.3956330151907599E+002,-5.5638058439804649E+002,2.1681728287897056E+002,7.9929783781784636E+002
0.0006,5.4583176225882835E+002,1.8354083472227600E-001,-1.5960197741805946E+001,1.5776656907083670E+001,3.6670170884112144E+002,-5.4986239941931558E+002,1.8316069057819419E+002,8.2783434021205585E+002
0.0008,5.3942005523052126E+002,2.4361142172740102E-001,-2.4850075922782114E+001,2.4606464501054713E+001,3.9354004511052210E+002,-5.4346842488246511E+002,1.4992837977194296E+002,8.5940123248574332E+002
0.001,5.3310322195698313E+002,3.0272058574643879E-001,-2.9589943635705986E+001,2.9287223049959547E+001,4.1994095666307197E+002,-5.3716102485942201E+002,1.1722006819635010E+002,8.7793673222304847E+002
0.0012002,5.2679505125899425E+002,3.6069228969005707E-001,-2.6520599973476124E+001,2.6159907683786066E+001,4.4576966025345803E+002,-5.3084667012493014E+002,8.5077009871472058E+001,8.6768713616152593E+002
0.0014002,5.2038107302547132E+002,4.1718195621742460E-001,-1.2251205311348336E+001,1.1834023355130912E+001,4.7079324143395957E+002,-5.2440410946895531E+002,5.3610868034995804E+001,8.1455302058358370E+002
0.0016002,5.1374353016242696E+002,4.4999101314923173E-001,-9.2364724147000765E-001,4.7365622832077592E-001,4.8386767755913479E+002,-4.9570028514490696E+002,1.1832607585772166E+001,7.4416126182350285E+002
0.0018002,5.0706942801854200E+002,4.9155886931940690E-001,-9.3571243517284763E-001,4.4415356585344073E-001,5.0131457331155701E+002,-4.7761192157857391E+002,-2.3702651732983099E+001,7.3657624208855225E+002
0.0020002,5.0041064681223588E+002,6.4593238369402197E+000,-6.8578367085271426E+000,3.9851287158692278E-001,5.0442295513917946E+002,-4.5146811261928769E+002,-5.2954842519891770E+001,7.3415745130301093E+002
