"time","y","y2","y3","y1","y4","y5","y6","Q","QI"
3.97,0,0,0,14,1,1,1,0,1
3.99,0,0,0,14,1,1,1,0,1
4,1,1,0,16,1,0,0,1,0
4.02,1,1,0,16,1,0,0,1,0
4.05,1,1,0,16,1,0,0,1,0
4.07,1,1,0,16,1,0,0,1,0
4.09,1,1,0,16,1,0,0,1,0
4.11,1,1,0,16,1,0,0,1,0
4.13,1,1,0,16,1,0,0,1,0
4.15,1,1,0,16,1,0,0,1,0
4.17,1,1,0,16,1,0,0,1,0
4.19,1,1,0,16,1,0,0,1,0
4.21,0,1,0,16,1,0,0,1,0
4.23,0,1,0,16,1,0,0,1,0
4.25,0,1,0,16,1,0,0,1,0
4.27,0,1,0,16,1,0,0,1,0
4.29,0,1,0,16,1,0,0,1,0
4.3,0,1,0,16,1,0,0,0,1
4.33,0,1,0,16,1,0,0,0,1
4.35,0,1,0,16,1,0,0,0,1
4.37,0,1,0,16,1,0,0,0,1
4.39,0,1,0,16,1,0,0,0,1
4.41,0,1,0,16,1,0,0,0,1
4.43,0,1,0,16,1,0,0,0,1
4.45,0,1,0,16,1,0,0,0,1
4.47,0,1,0,16,1,0,0,0,1
4.49,0,1,0,16,1,0,0,0,1
4.5,0,1,0,16,1,0,0,1,0
4.52,0,1,0,16,1,0,0,1,0
4.55,0,1,0,16,1,0,0,1,0
4.57,0,1,0,16,1,0,0,1,0
4.59,0,1,0,16,1,0,0,1,0
4.61,0,1,0,16,1,0,0,1,0
4.63,0,1,0,16,1,0,0,1,0
4.65,0,1,0,16,1,0,0,1,0
4.67,0,1,0,16,1,0,0,1,0
4.69,0,1,0,16,1,0,0,1,0
4.71,0,1,0,16,1,0,0,1,0
4.73,0,1,0,16,1,0,0,1,0
4.75,0,1,0,16,1,0,0,1,0
4.77,0,1,0,16,1,0,0,1,0
4.79,0,1,0,16,1,0,0,1,0
4.8,0,0,0,18,1,1,0,0,1
4.83,0,0,0,18,1,1,0,0,1
4.85,0,0,0,18,1,1,0,0,1
4.87,0,0,0,18,1,1,0,0,1
4.89,0,0,0,18,1,1,0,0,1
4.91,0,0,0,18,1,1,0,0,1
4.93,0,0,0,18,1,1,0,0,1
4.95,0,0,0,18,1,1,0,0,1
4.97,0,0,0,18,1,1,0,0,1
4.99,0,0,0,18,1,1,0,0,1
5,1,1,0,20,1,0,0,1,0
5.02,1,1,0,20,1,0,0,1,0
5.05,1,1,0,20,1,0,0,1,0
5.07,1,1,0,20,1,0,0,1,0
5.09,1,1,0,20,1,0,0,1,0
5.11,1,1,0,20,1,0,0,1,0
5.13,1,1,0,20,1,0,0,1,0
5.15,1,1,0,20,1,0,0,1,0
5.17,1,1,0,20,1,0,0,1,0
5.19,1,1,0,20,1,0,0,1,0
5.21,0,1,0,20,1,0,0,1,0
5.23,0,1,0,20,1,0,0,1,0
5.25,0,1,0,20,1,0,0,1,0
5.27,0,1,0,20,1,0,0,1,0
5.29,0,1,0,20,1,0,0,1,0
5.3,0,1,0,20,1,0,0,0,1
5.33,0,1,0,20,1,0,0,0,1
5.35,0,1,0,20,1,0,0,0,1
5.37,0,1,0,20,1,0,0,0,1
5.39,0,1,0,20,1,0,0,0,1
5.41,0,1,0,20,1,0,0,0,1
5.43,0,1,0,20,1,0,0,0,1
5.45,0,1,0,20,1,0,0,0,1
5.47,0,1,0,20,1,0,0,0,1
5.49,0,1,0,20,1,0,0,0,1
5.5,0,1,0,20,1,0,0,1,0
5.52,0,1,0,20,1,0,0,1,0
5.55,0,1,0,20,1,0,0,1,0
5.57,0,1,0,20,1,0,0,1,0
5.59,0,1,0,20,1,0,0,1,0
5.61,0,1,0,20,1,0,0,1,0
5.63,0,1,0,20,1,0,0,1,0
5.65,0,1,0,20,1,0,0,1,0
5.67,0,1,0,20,1,0,0,1,0
5.69,0,1,0,20,1,0,0,1,0
5.71,0,1,0,20,1,0,0,1,0
5.73,0,1,0,20,1,0,0,1,0
5.75,0,1,0,20,1,0,0,1,0
5.77,0,1,0,20,1,0,0,1,0
5.79,0,1,0,20,1,0,0,1,0
5.8,0,0,0,22,1,1,0,0,1
5.83,0,0,0,22,1,1,0,0,1
5.85,0,0,0,22,1,1,0,0,1
5.87,0,0,0,22,1,1,0,0,1
5.89,0,0,0,22,1,1,0,0,1
5.91,0,0,0,22,1,1,0,0,1
5.93,0,0,0,22,1,1,0,0,1
5.95,0,0,0,22,1,1,0,0,1
5.97,0,0,0,22,1,1,0,0,1
5.99,0,0,0,22,1,1,0,0,1
6,1,1,0,24,1,0,0,1,0
6.02,1,1,0,24,1,0,0,1,0
6.05,1,1,0,24,1,0,0,1,0
6.07,1,1,0,24,1,0,0,1,0
6.09,1,1,0,24,1,0,0,1,0
6.11,1,1,0,24,1,0,0,1,0
6.13,1,1,0,24,1,0,0,1,0
6.15,1,1,0,24,1,0,0,1,0
6.17,1,1,0,24,1,0,0,1,0
6.19,1,1,0,24,1,0,0,1,0
6.21,0,1,0,24,1,0,0,1,0
6.23,0,1,0,24,1,0,0,1,0
6.25,0,1,0,24,1,0,0,1,0
6.27,0,1,0,24,1,0,0,1,0
6.29,0,1,0,24,1,0,0,1,0
6.3,0,1,0,24,1,0,0,0,1
6.33,0,1,0,24,1,0,0,0,1
6.35,0,1,0,24,1,0,0,0,1
6.37,0,1,0,24,1,0,0,0,1
6.39,0,1,0,24,1,0,0,0,1
6.41,0,1,0,24,1,0,0,0,1
6.43,0,1,0,24,1,0,0,0,1
6.45,0,1,0,24,1,0,0,0,1
6.47,0,1,0,24,1,0,0,0,1
6.49,0,1,0,24,1,0,0,0,1
6.5,0,1,0,24,1,0,0,1,0
6.52,0,1,0,24,1,0,0,1,0
6.55,0,1,0,24,1,0,0,1,0
6.57,0,1,0,24,1,0,0,1,0
6.59,0,1,0,24,1,0,0,1,0
6.61,0,1,0,24,1,0,0,1,0
6.63,0,1,0,24,1,0,0,1,0
6.65,0,1,0,24,1,0,0,1,0
6.67,0,1,0,24,1,0,0,1,0
6.69,0,1,0,24,1,0,0,1,0
6.71,0,1,0,24,1,0,0,1,0
6.73,0,1,0,24,1,0,0,1,0
6.75,0,1,0,24,1,0,0,1,0
6.77,0,1,0,24,1,0,0,1,0
6.79,0,1,0,24,1,0,0,1,0
6.8,0,0,0,26,1,1,0,0,1
6.83,0,0,0,26,1,1,0,0,1
6.85,0,0,0,26,1,1,0,0,1
6.87,0,0,0,26,1,1,0,0,1
6.89,0,0,0,26,1,1,0,0,1
6.91,0,0,0,26,1,1,0,0,1
6.93,0,0,0,26,1,1,0,0,1
6.95,0,0,0,26,1,1,0,0,1
6.97,0,0,0,26,1,1,0,0,1
6.99,0,0,0,26,1,1,0,0,1
7,1,1,0,28,1,0,0,1,0
7.02,1,1,0,28,1,0,0,1,0
7.05,1,1,0,28,1,0,0,1,0
7.07,1,1,0,28,1,0,0,1,0
7.09,1,1,0,28,1,0,0,1,0
7.11,1,1,0,28,1,0,0,1,0
7.13,1,1,0,28,1,0,0,1,0
7.15,1,1,0,28,1,0,0,1,0
7.17,1,1,0,28,1,0,0,1,0
7.19,1,1,0,28,1,0,0,1,0
7.21,0,1,0,28,1,0,0,1,0
7.23,0,1,0,28,1,0,0,1,0
7.25,0,1,0,28,1,0,0,1,0
7.27,0,1,0,28,1,0,0,1,0
7.29,0,1,0,28,1,0,0,1,0
7.3,0,1,0,28,1,0,0,0,1
7.33,0,1,0,28,1,0,0,0,1
7.35,0,1,0,28,1,0,0,0,1
7.37,0,1,0,28,1,0,0,0,1
7.39,0,1,0,28,1,0,0,0,1
7.41,0,1,0,28,1,0,0,0,1
7.43,0,1,0,28,1,0,0,0,1
7.45,0,1,0,28,1,0,0,0,1
7.47,0,1,0,28,1,0,0,0,1
7.49,0,1,0,28,1,0,0,0,1
7.5,0,1,0,28,1,0,0,1,0
7.52,0,1,0,28,1,0,0,1,0
7.55,0,1,0,28,1,0,0,1,0
7.57,0,1,0,28,1,0,0,1,0
7.59,0,1,0,28,1,0,0,1,0
7.61,0,1,0,28,1,0,0,1,0
7.63,0,1,0,28,1,0,0,1,0
7.65,0,1,0,28,1,0,0,1,0
7.67,0,1,0,28,1,0,0,1,0
7.69,0,1,0,28,1,0,0,1,0
7.71,0,1,0,28,1,0,0,1,0
7.73,0,1,0,28,1,0,0,1,0
7.75,0,1,0,28,1,0,0,1,0
7.77,0,1,0,28,1,0,0,1,0
7.79,0,1,0,28,1,0,0,1,0
7.8,0,0,0,30,1,1,0,0,1
7.83,0,0,0,30,1,1,0,0,1
7.85,0,0,0,30,1,1,0,0,1
7.87,0,0,0,30,1,1,0,0,1
7.89,0,0,0,30,1,1,0,0,1
7.91,0,0,0,30,1,1,0,0,1
7.93,0,0,0,30,1,1,0,0,1
7.95,0,0,0,30,1,1,0,0,1
7.97,0,0,0,30,1,1,0,0,1
7.99,0,0,0,30,1,1,0,0,1
8,1,1,0,32,1,0,1,1,0
8.02,1,1,0,32,1,0,1,1,0
8.04,1,1,0,32,1,0,1,1,0
8.07,1,1,0,32,1,0,1,1,0
8.09,1,1,0,32,1,0,1,1,0
8.11,1,1,0,32,1,0,1,1,0
8.13,1,1,0,32,1,0,1,1,0
8.15,1,1,0,32,1,0,1,1,0
8.17,1,1,0,32,1,0,1,1,0
8.19,1,1,0,32,1,0,1,1,0
8.21,0,1,0,32,1,0,1,1,0
8.23,0,1,0,32,1,0,1,1,0
8.25,0,1,0,32,1,0,1,1,0
8.27,0,1,0,32,1,0,1,1,0
8.29,0,1,0,32,1,0,1,1,0
8.3,0,1,0,32,1,0,1,0,1
8.32,0,1,0,32,1,0,1,0,1
8.34,0,1,0,32,1,0,1,0,1
8.36,0,1,0,32,1,0,1,0,1
8.39,0,1,0,32,1,0,1,0,1
8.41,0,1,0,32,1,0,1,0,1
8.43,0,1,0,32,1,0,1,0,1
8.45,0,1,0,32,1,0,1,0,1
8.47,0,1,0,32,1,0,1,0,1
8.49,0,1,0,32,1,0,1,0,1
8.5,0,1,0,32,1,0,1,1,0
8.52,0,1,0,32,1,0,1,1,0
8.54,0,1,0,32,1,0,1,1,0
8.57,0,1,0,32,1,0,1,1,0
8.59,0,1,0,32,1,0,1,1,0
8.61,0,1,0,32,1,0,1,1,0
8.63,0,1,0,32,1,0,1,1,0
8.65,0,1,0,32,1,0,1,1,0
8.67,0,1,0,32,1,0,1,1,0
8.69,0,1,0,32,1,0,1,1,0
8.71,0,1,0,32,1,0,1,1,0
8.73,0,1,0,32,1,0,1,1,0
8.75,0,1,0,32,1,0,1,1,0
8.77,0,1,0,32,1,0,1,1,0
8.79,0,1,0,32,1,0,1,1,0
8.8,0,0,0,34,1,1,1,0,1
8.82,0,0,0,34,1,1,1,0,1
8.84,0,0,0,34,1,1,1,0,1
8.86,0,0,0,34,1,1,1,0,1
8.89,0,0,0,34,1,1,1,0,1
8.91,0,0,0,34,1,1,1,0,1
8.93,0,0,0,34,1,1,1,0,1
8.95,0,0,0,34,1,1,1,0,1
8.97,0,0,0,34,1,1,1,0,1
8.99,0,0,0,34,1,1,1,0,1
9,1,1,0,36,1,0,0,1,0
9.02,1,1,0,36,1,0,0,1,0
9.04,1,1,0,36,1,0,0,1,0
9.07,1,1,0,36,1,0,0,1,0
9.09,1,1,0,36,1,0,0,1,0
9.11,1,1,0,36,1,0,0,1,0
9.13,1,1,0,36,1,0,0,1,0
9.15,1,1,0,36,1,0,0,1,0
9.17,1,1,0,36,1,0,0,1,0
9.19,1,1,0,36,1,0,0,1,0
9.21,0,1,0,36,1,0,0,1,0
9.23,0,1,0,36,1,0,0,1,0
9.25,0,1,0,36,1,0,0,1,0
9.27,0,1,0,36,1,0,0,1,0
9.29,0,1,0,36,1,0,0,1,0
9.3,0,1,0,36,1,0,0,0,1
9.32,0,1,0,36,1,0,0,0,1
9.34,0,1,0,36,1,0,0,0,1
9.36,0,1,0,36,1,0,0,0,1
9.39,0,1,0,36,1,0,0,0,1
9.41,0,1,0,36,1,0,0,0,1
9.43,0,1,0,36,1,0,0,0,1
9.45,0,1,0,36,1,0,0,0,1
9.47,0,1,0,36,1,0,0,0,1
9.49,0,1,0,36,1,0,0,0,1
9.5,0,1,0,36,1,0,0,1,0
9.52,0,1,0,36,1,0,0,1,0
9.54,0,1,0,36,1,0,0,1,0
9.57,0,1,0,36,1,0,0,1,0
9.59,0,1,0,36,1,0,0,1,0
9.61,0,1,0,36,1,0,0,1,0
9.63,0,1,0,36,1,0,0,1,0
9.65,0,1,0,36,1,0,0,1,0
9.67,0,1,0,36,1,0,0,1,0
9.69,0,1,0,36,1,0,0,1,0
9.71,0,1,0,36,1,0,0,1,0
9.73,0,1,0,36,1,0,0,1,0
9.75,0,1,0,36,1,0,0,1,0
9.77,0,1,0,36,1,0,0,1,0
9.79,0,1,0,36,1,0,0,1,0
9.8,0,0,0,38,1,1,0,0,1
9.82,0,0,0,38,1,1,0,0,1
9.84,0,0,0,38,1,1,0,0,1
9.86,0,0,0,38,1,1,0,0,1
9.89,0,0,0,38,1,1,0,0,1
9.91,0,0,0,38,1,1,0,0,1
9.93,0,0,0,38,1,1,0,0,1
9.95,0,0,0,38,1,1,0,0,1
9.97,0,0,0,38,1,1,0,0,1
9.99,0,0,0,38,1,1,0,0,1
10,1,1,0,40,1,0,0,1,0
