"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8.signal1","Out8.signal2","Out9","Out10","Out11"
0.66,0.0000000000000000E+000,6.1311685197343380E-001,7,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.1311685197343380E-001,0.0000000000000000E+000,4.2593946506599961E-001,1.1292849467900706E-001,6.0000000000000000E+000
0.68,0.0000000000000000E+000,6.2879302401846859E-001,7,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.2879302401846859E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.1292849467900706E-001,6.0000000000000000E+000
0.7,0.0000000000000000E+000,6.4421768723769113E-001,7,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.4421768723769113E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.1292849467900706E-001,6.0000000000000000E+000
0.72,0.0000000000000000E+000,6.5938467197147310E-001,7,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.5938467197147310E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.74,0.0000000000000000E+000,6.7428791162814505E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.7428791162814505E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.76,0.0000000000000000E+000,6.8892144511055131E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.8892144511055131E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.78,0.0000000000000000E+000,7.0327941920041015E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.0327941920041015E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.8,0.0000000000000000E+000,7.1735609089952279E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.1735609089952279E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.82,0.0000000000000000E+000,7.3114582972689590E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.3114582972689590E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.4347121817990449E-001,6.0000000000000000E+000
0.84,0.0000000000000000E+000,7.4464311997085930E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.4464311997085930E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.4347121817990449E-001,6.0000000000000000E+000
