"time","out"
0.618,1.0000000000000000E+00
0.624,1.0000000000000000E+00
0.63,1.0000000000000000E+00
0.636,1.0000000000000000E+00
0.642,1.0000000000000000E+00
0.648,1.0000000000000000E+00
0.654,1.0000000000000000E+00
0.66,1.0000000000000000E+00
0.666,1.0000000000000000E+00
0.672,1.0000000000000000E+00
0.678,1.0000000000000000E+00
0.684,1.0000000000000000E+00
0.69,1.0000000000000000E+00
0.696,1.0000000000000000E+00
0.702,1.0000000000000000E+00
0.708,1.0000000000000000E+00
0.714,1.0000000000000000E+00
0.72,1.0000000000000000E+00
0.726,1.0000000000000000E+00
0.732,1.0000000000000000E+00
0.738,1.0000000000000000E+00
0.744,1.0000000000000000E+00
0.75,1.0000000000000000E+00
0.756,1.0000000000000000E+00
0.762,1.0000000000000000E+00
0.768,1.0000000000000000E+00
0.774,1.0000000000000000E+00
0.78,1.0000000000000000E+00
0.786,1.0000000000000000E+00
0.792,1.0000000000000000E+00
0.798,1.0000000000000000E+00
0.804,1.0000000000000000E+00
0.81,1.0000000000000000E+00
0.816,1.0000000000000000E+00
0.822,1.0000000000000000E+00
0.828,1.0000000000000000E+00
0.834,1.0000000000000000E+00
0.84,1.0000000000000000E+00
0.846,1.0000000000000000E+00
0.852,1.0000000000000000E+00
0.858,1.0000000000000000E+00
0.864,1.0000000000000000E+00
0.87,1.0000000000000000E+00
0.876,1.0000000000000000E+00
0.882,1.0000000000000000E+00
0.888,1.0000000000000000E+00
0.894,1.0000000000000000E+00
0.9,1.0000000000000000E+00
0.906,1.0000000000000000E+00
0.912,1.0000000000000000E+00
0.918,1.0000000000000000E+00
0.924,1.0000000000000000E+00
0.93,1.0000000000000000E+00
0.936,1.0000000000000000E+00
0.942,1.0000000000000000E+00
0.948,1.0000000000000000E+00
0.954,1.0000000000000000E+00
0.96,1.0000000000000000E+00
0.966,1.0000000000000000E+00
0.972,1.0000000000000000E+00
0.978,1.0000000000000000E+00
0.984,1.0000000000000000E+00
0.99,1.0000000000000000E+00
0.996,1.0000000000000000E+00
1.002,1.0000000000000000E+00
1.009,1.0000000000000000E+00
1.015,1.0000000000000000E+00
1.021,1.0000000000000000E+00
1.027,1.0000000000000000E+00
1.033,1.0000000000000000E+00
1.039,1.0000000000000000E+00
1.045,1.0000000000000000E+00
1.051,1.0000000000000000E+00
1.057,1.0000000000000000E+00
1.063,1.0000000000000000E+00
1.069,1.0000000000000000E+00
1.075,1.0000000000000000E+00
1.081,1.0000000000000000E+00
1.087,1.0000000000000000E+00
1.093,1.0000000000000000E+00
1.099,1.0000000000000000E+00
1.105,1.0000000000000000E+00
1.111,1.0000000000000000E+00
1.117,1.0000000000000000E+00
1.123,1.0000000000000000E+00
1.129,1.0000000000000000E+00
1.135,1.0000000000000000E+00
1.141,1.0000000000000000E+00
1.147,1.0000000000000000E+00
1.153,1.0000000000000000E+00
1.159,1.0000000000000000E+00
1.165,1.0000000000000000E+00
1.171,1.0000000000000000E+00
1.177,1.0000000000000000E+00
1.183,1.0000000000000000E+00
1.189,1.0000000000000000E+00
1.195,1.0000000000000000E+00
1.201,1.0000000000000000E+00
1.207,1.0000000000000000E+00
1.213,1.0000000000000000E+00
1.219,1.0000000000000000E+00
1.225,1.0000000000000000E+00
1.231,1.0000000000000000E+00
1.237,1.0000000000000000E+00
1.243,1.0000000000000000E+00
1.249,1.0000000000000000E+00
1.255,1.0000000000000000E+00
1.261,1.0000000000000000E+00
1.267,1.0000000000000000E+00
1.273,1.0000000000000000E+00
1.279,1.0000000000000000E+00
1.285,1.0000000000000000E+00
1.291,1.0000000000000000E+00
1.297,1.0000000000000000E+00
1.303,1.0000000000000000E+00
1.309,1.0000000000000000E+00
1.315,1.0000000000000000E+00
1.321,1.0000000000000000E+00
1.327,1.0000000000000000E+00
1.333,1.0000000000000000E+00
1.339,1.0000000000000000E+00
1.345,1.0000000000000000E+00
1.351,1.0000000000000000E+00
1.357,1.0000000000000000E+00
1.363,1.0000000000000000E+00
1.369,1.0000000000000000E+00
1.375,1.0000000000000000E+00
1.381,1.0000000000000000E+00
1.387,1.0000000000000000E+00
1.393,1.0000000000000000E+00
1.399,1.0000000000000000E+00
1.405,1.0000000000000000E+00
1.411,1.0000000000000000E+00
1.417,1.0000000000000000E+00
1.423,1.0000000000000000E+00
1.429,1.0000000000000000E+00
1.435,1.0000000000000000E+00
1.441,1.0000000000000000E+00
1.447,1.0000000000000000E+00
1.453,1.0000000000000000E+00
1.459,1.0000000000000000E+00
1.465,1.0000000000000000E+00
1.471,1.0000000000000000E+00
1.477,1.0000000000000000E+00
1.483,1.0000000000000000E+00
1.489,1.0000000000000000E+00
1.495,1.0000000000000000E+00
1.501,1.0000000000000000E+00
1.507,1.0000000000000000E+00
1.513,1.0000000000000000E+00
1.519,1.0000000000000000E+00
1.525,1.0000000000000000E+00
1.531,1.0000000000000000E+00
1.537,1.0000000000000000E+00
1.543,1.0000000000000000E+00
1.549,1.0000000000000000E+00
1.555,1.0000000000000000E+00
1.561,1.0000000000000000E+00
1.567,1.0000000000000000E+00
1.573,1.0000000000000000E+00
1.579,1.0000000000000000E+00
1.585,1.0000000000000000E+00
1.591,1.0000000000000000E+00
1.597,1.0000000000000000E+00
1.603,1.0000000000000000E+00
1.609,1.0000000000000000E+00
1.615,1.0000000000000000E+00
1.621,1.0000000000000000E+00
1.627,1.0000000000000000E+00
1.633,1.0000000000000000E+00
1.639,1.0000000000000000E+00
1.645,1.0000000000000000E+00
1.651,1.0000000000000000E+00
1.657,1.0000000000000000E+00
1.663,1.0000000000000000E+00
1.669,1.0000000000000000E+00
1.675,1.0000000000000000E+00
1.681,1.0000000000000000E+00
1.687,1.0000000000000000E+00
1.693,1.0000000000000000E+00
1.699,1.0000000000000000E+00
1.705,1.0000000000000000E+00
1.711,1.0000000000000000E+00
1.717,1.0000000000000000E+00
1.723,1.0000000000000000E+00
1.729,1.0000000000000000E+00
1.735,1.0000000000000000E+00
1.741,1.0000000000000000E+00
1.747,1.0000000000000000E+00
1.753,1.0000000000000000E+00
1.759,1.0000000000000000E+00
1.765,1.0000000000000000E+00
1.771,1.0000000000000000E+00
1.777,1.0000000000000000E+00
1.783,1.0000000000000000E+00
1.789,1.0000000000000000E+00
1.795,1.0000000000000000E+00
1.801,1.0000000000000000E+00
1.807,1.0000000000000000E+00
1.813,1.0000000000000000E+00
1.819,1.0000000000000000E+00
1.825,1.0000000000000000E+00
1.831,1.0000000000000000E+00
1.837,1.0000000000000000E+00
1.843,1.0000000000000000E+00
1.849,1.0000000000000000E+00
1.855,1.0000000000000000E+00
1.861,1.0000000000000000E+00
1.867,1.0000000000000000E+00
1.873,1.0000000000000000E+00
1.879,1.0000000000000000E+00
1.885,1.0000000000000000E+00
1.891,1.0000000000000000E+00
1.897,1.0000000000000000E+00
1.903,1.0000000000000000E+00
1.909,1.0000000000000000E+00
1.915,1.0000000000000000E+00
1.921,1.0000000000000000E+00
1.927,1.0000000000000000E+00
1.933,1.0000000000000000E+00
1.939,1.0000000000000000E+00
1.945,1.0000000000000000E+00
1.951,1.0000000000000000E+00
1.957,1.0000000000000000E+00
1.963,1.0000000000000000E+00
1.969,1.0000000000000000E+00
1.975,1.0000000000000000E+00
1.981,1.0000000000000000E+00
1.987,1.0000000000000000E+00
1.993,1.0000000000000000E+00
1.999,1.0000000000000000E+00
2.005,1.0000000000000000E+00
2.011,1.0000000000000000E+00
2.017,1.0000000000000000E+00
2.023,1.0000000000000000E+00
2.029,1.0000000000000000E+00
2.035,1.0000000000000000E+00
2.041,1.0000000000000000E+00
2.047,1.0000000000000000E+00
2.053,1.0000000000000000E+00
2.059,1.0000000000000000E+00
2.065,1.0000000000000000E+00
2.071,1.0000000000000000E+00
2.077,1.0000000000000000E+00
2.083,1.0000000000000000E+00
2.089,1.0000000000000000E+00
2.095,1.0000000000000000E+00
2.101,1.0000000000000000E+00
2.107,1.0000000000000000E+00
2.113,1.0000000000000000E+00
2.119,1.0000000000000000E+00
2.125,1.0000000000000000E+00
2.131,1.0000000000000000E+00
2.137,1.0000000000000000E+00
2.143,1.0000000000000000E+00
2.149,1.0000000000000000E+00
2.155,1.0000000000000000E+00
2.161,1.0000000000000000E+00
2.167,1.0000000000000000E+00
2.173,1.0000000000000000E+00
2.179,1.0000000000000000E+00
2.185,1.0000000000000000E+00
2.191,1.0000000000000000E+00
2.197,1.0000000000000000E+00
2.203,1.0000000000000000E+00
2.209,1.0000000000000000E+00
2.215,1.0000000000000000E+00
2.221,1.0000000000000000E+00
2.227,1.0000000000000000E+00
2.233,1.0000000000000000E+00
2.239,1.0000000000000000E+00
2.245,1.0000000000000000E+00
2.251,1.0000000000000000E+00
2.257,1.0000000000000000E+00
2.263,1.0000000000000000E+00
2.269,1.0000000000000000E+00
2.275,1.0000000000000000E+00
2.281,1.0000000000000000E+00
2.287,1.0000000000000000E+00
2.293,1.0000000000000000E+00
2.299,1.0000000000000000E+00
2.305,1.0000000000000000E+00
2.311,1.0000000000000000E+00
2.317,1.0000000000000000E+00
2.323,1.0000000000000000E+00
2.329,1.0000000000000000E+00
2.335,1.0000000000000000E+00
2.341,1.0000000000000000E+00
2.347,1.0000000000000000E+00
2.353,1.0000000000000000E+00
2.359,1.0000000000000000E+00
2.365,1.0000000000000000E+00
2.371,1.0000000000000000E+00
2.377,1.0000000000000000E+00
2.383,1.0000000000000000E+00
2.389,1.0000000000000000E+00
2.395,1.0000000000000000E+00
2.401,1.0000000000000000E+00
2.407,1.0000000000000000E+00
2.413,1.0000000000000000E+00
2.419,1.0000000000000000E+00
2.425,1.0000000000000000E+00
2.431,1.0000000000000000E+00
2.437,1.0000000000000000E+00
2.443,1.0000000000000000E+00
2.449,1.0000000000000000E+00
2.455,1.0000000000000000E+00
2.461,1.0000000000000000E+00
2.467,1.0000000000000000E+00
2.473,1.0000000000000000E+00
2.479,1.0000000000000000E+00
2.485,1.0000000000000000E+00
2.491,1.0000000000000000E+00
2.497,1.0000000000000000E+00
2.503,1.0000000000000000E+00
2.509,1.0000000000000000E+00
2.515,1.0000000000000000E+00
2.521,1.0000000000000000E+00
2.527,1.0000000000000000E+00
2.533,1.0000000000000000E+00
2.539,1.0000000000000000E+00
2.545,1.0000000000000000E+00
2.551,1.0000000000000000E+00
2.557,1.0000000000000000E+00
2.563,1.0000000000000000E+00
2.569,1.0000000000000000E+00
2.575,1.0000000000000000E+00
2.581,1.0000000000000000E+00
2.587,1.0000000000000000E+00
2.593,1.0000000000000000E+00
2.599,1.0000000000000000E+00
2.605,1.0000000000000000E+00
2.611,1.0000000000000000E+00
2.617,1.0000000000000000E+00
2.623,1.0000000000000000E+00
2.629,1.0000000000000000E+00
2.635,1.0000000000000000E+00
2.641,1.0000000000000000E+00
2.647,1.0000000000000000E+00
2.653,1.0000000000000000E+00
2.659,1.0000000000000000E+00
2.665,1.0000000000000000E+00
2.671,1.0000000000000000E+00
2.677,1.0000000000000000E+00
2.683,1.0000000000000000E+00
2.689,1.0000000000000000E+00
2.695,1.0000000000000000E+00
2.701,1.0000000000000000E+00
2.707,1.0000000000000000E+00
2.713,1.0000000000000000E+00
2.719,1.0000000000000000E+00
2.725,1.0000000000000000E+00
2.731,1.0000000000000000E+00
2.737,1.0000000000000000E+00
2.743,1.0000000000000000E+00
2.749,1.0000000000000000E+00
2.755,1.0000000000000000E+00
2.761,1.0000000000000000E+00
2.767,1.0000000000000000E+00
2.773,1.0000000000000000E+00
2.779,1.0000000000000000E+00
2.785,1.0000000000000000E+00
2.791,1.0000000000000000E+00
2.797,1.0000000000000000E+00
2.803,1.0000000000000000E+00
2.809,1.0000000000000000E+00
2.815,1.0000000000000000E+00
2.821,1.0000000000000000E+00
2.827,1.0000000000000000E+00
2.833,1.0000000000000000E+00
2.839,1.0000000000000000E+00
2.845,1.0000000000000000E+00
2.851,1.0000000000000000E+00
2.857,1.0000000000000000E+00
2.863,1.0000000000000000E+00
2.869,1.0000000000000000E+00
2.875,1.0000000000000000E+00
2.881,1.0000000000000000E+00
2.887,1.0000000000000000E+00
2.893,1.0000000000000000E+00
2.899,1.0000000000000000E+00
2.905,1.0000000000000000E+00
2.911,1.0000000000000000E+00
2.917,1.0000000000000000E+00
2.923,1.0000000000000000E+00
2.929,1.0000000000000000E+00
2.935,1.0000000000000000E+00
2.941,1.0000000000000000E+00
2.947,1.0000000000000000E+00
2.953,1.0000000000000000E+00
2.959,1.0000000000000000E+00
2.965,1.0000000000000000E+00
2.971,1.0000000000000000E+00
2.977,1.0000000000000000E+00
2.983,1.0000000000000000E+00
2.989,1.0000000000000000E+00
2.995,1.0000000000000000E+00
3,1.0000000000000000E+00
