"time","outputs[1]","outputs[2]"
8.64,5.0000000000000000E+01,4.9947734654092073E+01
8.66,5.0000000000000000E+01,4.9887896053585905E+01
8.68,5.0000000000000000E+01,4.9828177016655161E+01
8.7,5.0000000000000000E+01,4.9768577304399628E+01
8.72,5.0000000000000000E+01,4.9709096678396634E+01
8.74,5.0000000000000000E+01,4.9649734900699855E+01
8.76,5.0000000000000000E+01,4.9590491733838121E+01
8.78,5.0000000000000000E+01,4.9531366940815190E+01
8.8,5.0000000000000000E+01,4.9472360285108095E+01
8.82,5.0000000000000000E+01,4.9413471530666584E+01
8.84,5.0000000000000000E+01,4.9354700441911973E+01
8.86,5.0000000000000000E+01,4.9296046783736244E+01
8.88,5.0000000000000000E+01,4.9237510321501361E+01
8.9,5.0000000000000000E+01,4.9179090821037732E+01
8.92,5.0000000000000000E+01,4.9120788048644215E+01
8.94,5.0000000000000000E+01,4.9062601771086293E+01
8.96,5.0000000000000000E+01,4.9004531755595224E+01
8.98,5.0000000000000000E+01,4.9108031252097817E+01
9,5.0000000000000000E+01,4.9229172547493704E+01
9.02,5.0000000000000000E+01,4.9349995481017970E+01
9.04,5.0000000000000000E+01,4.9470500953982992E+01
9.06,5.0000000000000000E+01,4.9590689864741137E+01
9.08,5.0000000000000000E+01,4.9710563108697841E+01
9.1,5.0000000000000000E+01,4.9830121578323826E+01
9.12,5.0000000000000000E+01,4.9949366163167042E+01
9.14,5.0000000000000000E+01,5.0068297749865621E+01
9.16,5.0000000000000000E+01,5.0186917222159309E+01
9.18,5.0000000000000000E+01,5.0305225460902250E+01
9.2,5.0000000000000000E+01,5.0423223344074302E+01
9.22,5.0000000000000000E+01,5.0540911746793711E+01
9.24,5.0000000000000000E+01,5.0658291541328538E+01
9.26,5.0000000000000000E+01,5.0775363597108537E+01
9.28,5.0000000000000000E+01,5.0892128780737153E+01
9.3,5.0000000000000000E+01,5.0999671974522869E+01
9.32,5.0000000000000000E+01,5.0937731496866320E+01
9.34,5.0000000000000000E+01,5.0875914782548307E+01
9.36,5.0000000000000000E+01,5.0814221584277050E+01
9.38,5.0000000000000000E+01,5.0752651655255193E+01
9.4,5.0000000000000000E+01,5.0691204749178041E+01
9.42,5.0000000000000000E+01,5.0629880620233394E+01
9.44,5.0000000000000000E+01,5.0568679023100401E+01
9.46,5.0000000000000000E+01,5.0507599712947808E+01
9.48,5.0000000000000000E+01,5.0446642445433838E+01
9.5,5.0000000000000000E+01,5.0385806976705226E+01
9.52,5.0000000000000000E+01,5.0325093063395400E+01
9.54,5.0000000000000000E+01,5.0264500462624483E+01
9.56,5.0000000000000000E+01,5.0204028931997698E+01
9.58,5.0000000000000000E+01,5.0143678229604745E+01
9.6,5.0000000000000000E+01,5.0083448114018552E+01
9.62,5.0000000000000000E+01,5.0023338344294586E+01
9.64,5.0000000000000000E+01,4.9963348679969670E+01
9.66,5.0000000000000000E+01,4.9903478881060835E+01
9.68,5.0000000000000000E+01,4.9843728708064816E+01
9.7,5.0000000000000000E+01,4.9784097921957255E+01
9.72,5.0000000000000000E+01,4.9724586284190707E+01
9.74,5.0000000000000000E+01,4.9665193556694874E+01
9.76,5.0000000000000000E+01,4.9605919501875121E+01
9.78,5.0000000000000000E+01,4.9546763882611515E+01
9.8,5.0000000000000000E+01,4.9487726462257626E+01
9.821,5.0000000000000000E+01,4.9425864124051259E+01
9.841,5.0000000000000000E+01,4.9367068273641792E+01
9.861,5.0000000000000000E+01,4.9308389903287605E+01
9.881,5.0000000000000000E+01,4.9249828778251526E+01
9.901,5.0000000000000000E+01,4.9191384664265684E+01
9.921,5.0000000000000000E+01,4.9133057327530025E+01
