"time","TRes","heatCapacitor_T","switch_Controll"
9.301,3.2414945401295620E+002,5.0999454012956221E+001,1
9.321,3.2408751397080886E+002,5.0937513970808880E+001,1
9.341,3.2402569769112978E+002,5.0875697691129801E+001,1
9.361,3.2396400492662917E+002,5.0814004926629195E+001,1
9.381,3.2390243543051110E+002,5.0752435430511127E+001,1
9.401,3.2384098895647293E+002,5.0690988956472950E+001,1
9.421,3.2377966525870409E+002,5.0629665258704108E+001,1
9.441,3.2371846409188504E+002,5.0568464091885062E+001,1
9.461,3.2365738521118675E+002,5.0507385211186772E+001,1
9.481,3.2359642837226909E+002,5.0446428372269111E+001,1
9.501,3.2353559333128021E+002,5.0385593331280234E+001,1
9.521,3.2347487984485565E+002,5.0324879844855673E+001,1
9.541,3.2341428767011706E+002,5.0264287670117085E+001,1
9.561,3.2335381656467121E+002,5.0203816564671229E+001,1
9.581,3.2329346628660971E+002,5.0143466286609737E+001,1
9.601,3.2323323659450699E+002,5.0083236594507014E+001,1
9.621,3.2317312724742027E+002,5.0023127247420291E+001,1
9.641,3.2311313800488801E+002,4.9963138004888037E+001,1
9.661,3.2305326862692931E+002,4.9903268626929332E+001,1
9.681,3.2299351887404242E+002,4.9843518874042445E+001,1
9.701,3.2293388850720430E+002,4.9783888507204324E+001,1
9.721,3.2287437728786972E+002,4.9724377287869743E+001,1
9.741,3.2281498497796986E+002,4.9664984977969880E+001,1
9.761,3.2275571133991144E+002,4.9605711339911466E+001,1
9.781,3.2269655613657642E+002,4.9546556136576442E+001,1
9.801,3.2263751913132006E+002,4.9487519131320084E+001,1
9.821,3.2257860008797081E+002,4.9428600087970835E+001,1
9.841,3.2251979877082863E+002,4.9369798770828652E+001,1
9.861,3.2246111494466481E+002,4.9311114944664837E+001,1
9.881,3.2240254837472042E+002,4.9252548374720448E+001,1
9.901,3.2234409882670565E+002,4.9194098826705670E+001,1
9.921,3.2228576606679906E+002,4.9135766066799079E+001,1
9.941,3.2222754986164603E+002,4.9077549861646048E+001,1
9.961,3.2216944997835850E+002,4.9019449978358523E+001,1
9.981,3.2222810669284240E+002,4.9078106692842425E+001,0
10,3.2234327321712891E+002,4.9193273217128933E+001,0
