"time","TRes","heatCapacitor_T","switch_Controll"
0.84,2.9902909278203180E+002,2.5879092782031819E+001,1
0.86,2.9901734576208855E+002,2.5867345762088576E+001,1
0.88,2.9900562221387901E+002,2.5855622213879030E+001,1
0.9,2.9899392209050433E+002,2.5843922090504350E+001,1
0.92,2.9898224534515953E+002,2.5832245345159549E+001,1
0.94,2.9897059193113279E+002,2.5820591931132810E+001,1
0.96,2.9895896180180580E+002,2.5808961801805822E+001,1
0.98,2.9894735491065330E+002,2.5797354910653326E+001,1
1,2.9893577121124332E+002,2.5785771211243343E+001,1
1.021,2.9892363323627268E+002,2.5773633236272701E+001,1
1.041,2.9891209693516703E+002,2.5762096935167051E+001,1
1.061,2.9890058368475769E+002,2.5750583684757714E+001,1
1.081,2.9888909343898700E+002,2.5739093438987027E+001,1
1.101,2.9887762615188939E+002,2.5727626151889410E+001,1
1.121,2.9886618177759107E+002,2.5716181777591089E+001,1
1.141,2.9885476027031012E+002,2.5704760270310146E+001,1
1.161,2.9884336158435565E+002,2.5693361584355671E+001,1
1.181,2.9883198567412848E+002,2.5681985674128498E+001,1
1.201,2.9882063249412045E+002,2.5670632494120468E+001,1
1.221,2.9880930199891418E+002,2.5659301998914202E+001,1
1.241,2.9879799414318336E+002,2.5647994143183382E+001,1
1.261,2.9878670888169177E+002,2.5636708881691789E+001,1
1.281,2.9877544616929379E+002,2.5625446169293809E+001,1
1.301,2.9876420596093436E+002,2.5614205960934385E+001,1
1.321,2.9875298821164813E+002,2.5602988211648153E+001,1
1.341,2.9874179287655926E+002,2.5591792876559282E+001,1
1.361,2.9873061991088201E+002,2.5580619910882035E+001,1
1.381,2.9871946926992024E+002,2.5569469269920262E+001,1
1.401,2.9870834090906686E+002,2.5558340909066885E+001,1
1.421,2.9869723478380376E+002,2.5547234783803788E+001,1
1.441,2.9868615084970219E+002,2.5536150849702210E+001,1
1.461,2.9867508906242182E+002,2.5525089062421841E+001,1
1.481,2.9866404937771108E+002,2.5514049377711103E+001,1
1.501,2.9865303175140696E+002,2.5503031751406979E+001,1
1.521,2.9864203613943437E+002,2.5492036139434390E+001,1
1.541,2.9863106249780657E+002,2.5481062497806590E+001,1
1.561,2.9862011078262452E+002,2.5470110782624545E+001,1
1.581,2.9860918095007702E+002,2.5459180950077041E+001,1
1.601,2.9859827295644016E+002,2.5448272956440178E+001,1
1.621,2.9858738675807791E+002,2.5437386758077935E+001,1
1.641,2.9857652231144090E+002,2.5426522311440920E+001,1
1.661,2.9856567957306703E+002,2.5415679573067052E+001,1
1.681,2.9855485849958103E+002,2.5404858499581053E+001,1
1.701,2.9854405904769402E+002,2.5394059047694043E+001,1
1.721,2.9853328117420409E+002,2.5383281174204114E+001,1
1.741,2.9852252483599540E+002,2.5372524835995421E+001,1
1.761,2.9851178999003821E+002,2.5361789990038233E+001,1
1.781,2.9850107659338897E+002,2.5351076593388996E+001,1
1.801,2.9849038460318968E+002,2.5340384603189705E+001,1
1.821,2.9847971397666817E+002,2.5329713976668188E+001,1
1.841,2.9846906467113763E+002,2.5319064671137653E+001,1
1.861,2.9845843664399638E+002,2.5308436643996401E+001,1
1.881,2.9844782985272815E+002,2.5297829852728171E+001,1
1.901,2.9843724425490154E+002,2.5287244254901566E+001,1
1.921,2.9842667980817004E+002,2.5276679808170059E+001,1
1.941,2.9841613647027151E+002,2.5266136470271533E+001,1
1.961,2.9840561419902838E+002,2.5255614199028400E+001,1
1.981,2.9839511295234729E+002,2.5245112952347313E+001,1
2,2.9838515620373732E+002,2.5235156203737347E+001,1
2.021,2.9837417336471839E+002,2.5224173364718411E+001,1
2.041,2.9836373494000378E+002,2.5213734940003803E+001,1
2.061,2.9835331737231758E+002,2.5203317372317599E+001,1
2.081,2.9834292061998508E+002,2.5192920619985102E+001,1
2.101,2.9833254464141527E+002,2.5182544641415291E+001,1
2.121,2.9832218939510000E+002,2.5172189395100020E+001,1
2.141,2.9831185483961389E+002,2.5161854839613909E+001,1
2.161,2.9830154093361489E+002,2.5151540933614911E+001,1
2.181,2.9829124763584321E+002,2.5141247635843229E+001,1
2.201,2.9828097490512141E+002,2.5130974905121434E+001,1
2.221,2.9827072270035450E+002,2.5120722700354520E+001,1
2.241,2.9826049098052960E+002,2.5110490980529619E+001,1
2.261,2.9825027970471558E+002,2.5100279704715604E+001,1
2.281,2.9839679275961498E+002,2.5246792759615005E+001,0
2.301,2.9858202431386258E+002,2.5432024313862598E+001,0
2.321,2.9876674678381846E+002,2.5616746783818485E+001,0
2.341,2.9895096176497424E+002,2.5800961764974261E+001,0
2.361,2.9913467084640604E+002,2.5984670846406061E+001,0
2.381,2.9931787561081057E+002,2.6167875610810597E+001,0
2.401,2.9950057763454242E+002,2.6350577634542447E+001,0
2.421,2.9968277848764956E+002,2.6532778487649580E+001,0
2.441,2.9986447973390943E+002,2.6714479733909457E+001,0
2.461,3.0004568293086487E+002,2.6895682930864893E+001,0
2.481,3.0022638962985900E+002,2.7076389629859023E+001,0
2.501,3.0040660137607063E+002,2.7256601376070648E+001,0
2.521,3.0058631970854867E+002,2.7436319708548695E+001,0
2.541,3.0076554616024720E+002,2.7615546160247220E+001,0
2.561,3.0094428225805865E+002,2.7794282258058672E+001,0
2.581,3.0112252952284865E+002,2.7972529522848674E+001,0
2.601,3.0130028946948914E+002,2.8150289469489167E+001,0
2.621,3.0147756360689226E+002,2.8327563606892284E+001,0
2.641,3.0165435343804319E+002,2.8504353438043211E+001,0
2.661,3.0183066046003256E+002,2.8680660460032584E+001,0
2.681,3.0195816937459597E+002,2.8808169374595991E+001,1
2.701,3.0194056976339823E+002,2.8790569763398253E+001,1
2.721,3.0192300531800339E+002,2.8773005318003413E+001,1
2.741,3.0190547596814679E+002,2.8755475968146811E+001,1
2.761,3.0188798164370399E+002,2.8737981643704018E+001,1
2.781,3.0187052227469076E+002,2.8720522274690779E+001,1
2.801,3.0185309779126248E+002,2.8703097791262508E+001,1
2.821,3.0183570812371431E+002,2.8685708123714335E+001,1
2.841,3.0181835320248052E+002,2.8668353202480546E+001,1
2.861,3.0180103295813444E+002,2.8651032958134465E+001,1
2.881,3.0178374732138815E+002,2.8633747321388171E+001,1
2.901,3.0176649622309219E+002,2.8616496223092213E+001,1
2.921,3.0174927959423542E+002,2.8599279594235441E+001,1
2.941,3.0173209736594413E+002,2.8582097365944151E+001,1
2.961,3.0171494946948258E+002,2.8564949469482599E+001,1
2.981,3.0169783583625252E+002,2.8547835836252546E+001,1
3.001,3.0168075639779232E+002,2.8530756397792345E+001,1
3.021,3.0166371108577744E+002,2.8513711085777459E+001,1
3.041,3.0164669983201969E+002,2.8496699832019715E+001,1
3.061,3.0162972256846751E+002,2.8479722568467537E+001,1
3.081,3.0168050194615290E+002,2.8530501946152924E+001,0
3.101,3.0185673757186726E+002,2.8706737571867279E+001,0
3.121,3.0203249210006356E+002,2.8882492100063587E+001,0
3.141,3.0220776701528155E+002,2.9057767015281570E+001,0
3.161,3.0238256379626847E+002,2.9232563796268494E+001,0
3.181,3.0255688391601097E+002,2.9406883916010997E+001,0
3.201,3.0273072884176736E+002,2.9580728841767382E+001,0
3.221,3.0290410003509794E+002,2.9754100035097963E+001,0
3.241,3.0307699895189654E+002,2.9926998951896564E+001,0
3.261,3.0324942704242153E+002,3.0099427042421553E+001,0
3.281,3.0342138575132611E+002,3.0271385751326136E+001,0
3.301,3.0359287651768875E+002,3.0442876517688774E+001,0
3.321,3.0376390077504351E+002,3.0613900775043533E+001,0
3.341,3.0393445995140979E+002,3.0784459951409815E+001,0
3.361,3.0410455546932189E+002,3.0954555469321917E+001,0
3.381,3.0427418874585874E+002,3.1124188745858760E+001,0
3.401,3.0444336119267297E+002,3.1293361192672990E+001,0
3.421,3.0461207421602001E+002,3.1462074216020028E+001,0
3.441,3.0478032921678664E+002,3.1630329216786663E+001,0
3.461,3.0494812759052007E+002,3.1798127590520096E+001,0
3.481,3.0511547072745572E+002,3.1965470727455738E+001,0
3.501,3.0528236001254538E+002,3.2132360012545405E+001,0
3.521,3.0544879682548583E+002,3.2298796825485852E+001,0
3.541,3.0550994204248030E+002,3.2359942042480327E+001,1
3.561,3.0548524563029525E+002,3.2335245630295276E+001,1
3.581,3.0546059856403940E+002,3.2310598564039424E+001,1
3.601,3.0543600074511454E+002,3.2286000745114563E+001,1
3.621,3.0541145207511954E+002,3.2261452075119564E+001,1
3.641,3.0538695245584978E+002,3.2236952455849803E+001,1
3.661,3.0536250178929697E+002,3.2212501789296994E+001,1
3.681,3.0533809997764877E+002,3.2188099977648790E+001,1
3.701,3.0531374692328797E+002,3.2163746923287988E+001,1
3.721,3.0528944252879273E+002,3.2139442528792756E+001,1
3.741,3.0526518669693553E+002,3.2115186696935552E+001,1
3.761,3.0524097933068350E+002,3.2090979330683524E+001,1
3.781,3.0521682033319735E+002,3.2066820333197370E+001,1
3.801,3.0519270960783138E+002,3.2042709607831398E+001,1
3.821,3.0516864705813305E+002,3.2018647058133070E+001,1
3.841,3.0514463258784258E+002,3.1994632587842602E+001,1
3.861,3.0512066610089215E+002,3.1970666100892174E+001,1
3.881,3.0509674750140658E+002,3.1946747501406605E+001,1
3.901,3.0507287669370169E+002,3.1922876693701710E+001,1
3.921,3.0522082276950442E+002,3.2070822769504446E+001,0
3.941,3.0538742640564863E+002,3.2237426405648648E+001,0
3.961,3.0555357843747578E+002,3.2403578437475801E+001,0
3.981,3.0571928023617016E+002,3.2569280236170187E+001,0
4.001,3.0588453316773359E+002,3.2734533167733616E+001,0
4.021,3.0604933859301156E+002,3.2899338593011578E+001,0
4.041,3.0621369786772084E+002,3.3063697867720862E+001,0
4.061,3.0637761234247688E+002,3.3227612342476903E+001,0
4.081,3.0654108336281882E+002,3.3391083362818847E+001,0
4.101,3.0670411226923716E+002,3.3554112269237180E+001,0
4.121,3.0686670039719974E+002,3.3716700397199759E+001,0
4.141,3.0702884907717691E+002,3.3878849077176937E+001,0
4.161,3.0719055963466906E+002,3.4040559634669080E+001,0
4.181,3.0735183339023024E+002,3.4201833390230263E+001,0
4.201,3.0751267165949497E+002,3.4362671659494993E+001,0
4.221,3.0767307575320331E+002,3.4523075753203329E+001,0
4.241,3.0783304697722519E+002,3.4683046977225217E+001,0
4.261,3.0799258663258627E+002,3.4842586632586290E+001,0
4.281,3.0815169601549189E+002,3.5001696015491916E+001,0
4.301,3.0831037641735230E+002,3.5160376417352325E+001,0
4.321,3.0846862912480663E+002,3.5318629124806648E+001,0
4.341,3.0862645541974678E+002,3.5476455419746799E+001,0
4.361,3.0878385657934206E+002,3.5633856579342080E+001,0
4.381,3.0894083387606241E+002,3.5790833876062436E+001,0
4.401,3.0909738857770287E+002,3.5947388577702895E+001,0
4.421,3.0920649737875129E+002,3.6056497378751317E+001,1
4.441,3.0917441487516544E+002,3.6024414875165462E+001,1
4.461,3.0914239647566632E+002,3.5992396475666339E+001,1
4.481,3.0911044205216746E+002,3.5960442052167480E+001,1
4.501,3.0907855147683841E+002,3.5928551476838436E+001,1
4.521,3.0904672462210408E+002,3.5896724622104102E+001,1
4.541,3.0901496136064407E+002,3.5864961360644088E+001,1
4.561,3.0898326156539287E+002,3.5833261565392888E+001,1
4.581,3.0895162510953844E+002,3.5801625109538463E+001,1
4.601,3.0892005186652216E+002,3.5770051866522181E+001,1
4.621,3.0888854171003862E+002,3.5738541710038646E+001,1
4.641,3.0885709451403437E+002,3.5707094514034395E+001,1
4.66,3.0882727788038983E+002,3.5677277880389852E+001,1
4.68,3.0879595309571300E+002,3.5645953095713026E+001,1
4.7,3.0876469090112380E+002,3.5614690901123822E+001,1
4.72,3.0873349117156084E+002,3.5583491171560865E+001,1
4.74,3.0870235378221298E+002,3.5552353782213004E+001,1
4.76,3.0867127860851798E+002,3.5521278608518003E+001,1
4.78,3.0878153528460490E+002,3.5631535284604922E+001,0
4.8,3.0893851883137762E+002,3.5788518831377644E+001,0
4.82,3.0909507976438243E+002,3.5945079764382456E+001,0
4.84,3.0925121934683085E+002,3.6101219346830874E+001,0
4.86,3.0940693883730557E+002,3.6256938837305597E+001,0
4.88,3.0956223948978379E+002,3.6412239489783815E+001,0
4.9,3.0971712255365975E+002,3.6567122553659772E+001,0
4.92,3.0987158927376782E+002,3.6721589273767847E+001,0
4.94,3.1002564089040578E+002,3.6875640890405805E+001,0
4.96,3.1017927863935620E+002,3.7029278639356221E+001,0
4.98,3.1033250375190994E+002,3.7182503751909962E+001,0
5,3.1048531745488793E+002,3.7335317454887957E+001,0
5.02,3.1063772097066283E+002,3.7487720970662849E+001,0
5.04,3.1078971551718166E+002,3.7639715517181685E+001,0
5.06,3.1094130230798709E+002,3.7791302307987110E+001,0
5.08,3.1109248255223912E+002,3.7942482552239142E+001,0
5.1,3.1124325745473720E+002,3.8093257454737227E+001,0
5.12,3.1139362821594023E+002,3.8243628215940248E+001,0
5.14,3.1154359603198867E+002,3.8393596031988693E+001,0
5.16,3.1169316209472578E+002,3.8543162094725801E+001,0
5.18,3.1184232759171766E+002,3.8692327591717685E+001,0
5.2,3.1199109370627474E+002,3.8841093706274762E+001,0
5.22,3.1213946161747197E+002,3.8989461617471989E+001,0
5.24,3.1228743250016964E+002,3.9137432500169666E+001,0
5.26,3.1243500752503263E+002,3.9285007525032654E+001,0
5.28,3.1258218785855252E+002,3.9432187858552538E+001,0
5.3,3.1272897466306580E+002,3.9578974663065821E+001,0
5.32,3.1287536909677493E+002,3.9725369096774955E+001,0
5.34,3.1302137231376753E+002,3.9871372313767552E+001,0
5.36,3.1311136139850493E+002,3.9961361398504948E+001,1
5.38,3.1307147658170209E+002,3.9921476581702109E+001,1
5.4,3.1303167145879684E+002,3.9881671458796859E+001,1
5.42,3.1299194587055280E+002,3.9841945870552820E+001,1
5.44,3.1295229965805169E+002,3.9802299658051709E+001,1
5.46,3.1291273266269252E+002,3.9762732662692542E+001,1
5.48,3.1287324472619150E+002,3.9723244726191524E+001,1
5.5,3.1283383569058122E+002,3.9683835690581247E+001,1
5.52,3.1279450539820948E+002,3.9644505398209503E+001,1
5.54,3.1275525369173954E+002,3.9605253691739563E+001,1
5.56,3.1271608041414868E+002,3.9566080414148701E+001,1
5.58,3.1267698540872811E+002,3.9526985408728137E+001,1
5.6,3.1263796851908199E+002,3.9487968519082017E+001,1
5.62,3.1259902958912744E+002,3.9449029589127463E+001,1
5.64,3.1256016846309279E+002,3.9410168463092816E+001,1
5.66,3.1252138498551801E+002,3.9371384985518034E+001,1
5.68,3.1248267900125364E+002,3.9332679001253666E+001,1
5.7,3.1262046020730770E+002,3.9470460207307724E+001,0
5.72,3.1276714469711578E+002,3.9617144697115805E+001,0
5.74,3.1291343711712773E+002,3.9763437117127751E+001,0
5.76,3.1305933862036272E+002,3.9909338620362746E+001,0
5.78,3.1320485035575018E+002,4.0054850355750204E+001,0
5.8,3.1334997346814873E+002,4.0199973468148755E+001,0
5.82,3.1349470909836640E+002,4.0344709098366422E+001,0
5.84,3.1363905838317908E+002,4.0489058383179099E+001,0
5.86,3.1378302245535019E+002,4.0633022455350215E+001,0
5.88,3.1392660244364896E+002,4.0776602443648983E+001,0
5.9,3.1406979947287033E+002,4.0919799472870352E+001,0
5.92,3.1421261466385266E+002,4.1062614663852685E+001,0
5.94,3.1435504913349712E+002,4.1205049133497141E+001,0
5.96,3.1449710399478556E+002,4.1347103994785584E+001,0
5.98,3.1463878035679892E+002,4.1488780356798941E+001,0
6,3.1478007932473599E+002,4.1630079324736016E+001,0
6.02,3.1492100199993109E+002,4.1771001999931116E+001,0
6.04,3.1506154947987204E+002,4.1911549479872065E+001,0
6.06,3.1520172285821832E+002,4.2051722858218341E+001,0
6.08,3.1534152322481867E+002,4.2191523224818695E+001,0
6.1,3.1548095166572887E+002,4.2330951665728890E+001,0
6.12,3.1562000926322924E+002,4.2470009263229258E+001,0
6.14,3.1575869709584168E+002,4.2608697095841706E+001,0
6.16,3.1589701623834765E+002,4.2747016238347669E+001,0
6.18,3.1603496776180509E+002,4.2884967761805115E+001,0
6.2,3.1617255273356523E+002,4.3022552733565249E+001,0
6.22,3.1630977221729006E+002,4.3159772217290083E+001,0
6.24,3.1644662727296895E+002,4.3296627272968976E+001,0
6.26,3.1658311895693555E+002,4.3433118956935573E+001,0
6.28,3.1671924832188404E+002,4.3569248321884061E+001,0
6.3,3.1685501641688637E+002,4.3705016416886394E+001,0
6.32,3.1699042428740790E+002,4.3840424287407927E+001,0
6.34,3.1712547297532490E+002,4.3975472975324919E+001,0
6.36,3.1726016351893946E+002,4.4110163518939487E+001,0
6.38,3.1739449695299675E+002,4.4244496952996769E+001,0
6.4,3.1735516842912233E+002,4.4205168429122352E+001,1
6.42,3.1730680405668892E+002,4.4156804056688941E+001,1
6.44,3.1725853632116292E+002,4.4108536321162944E+001,1
6.46,3.1721036502945378E+002,4.4060365029453806E+001,1
6.48,3.1716228998885725E+002,4.4012289988857276E+001,1
6.5,3.1711431100705363E+002,4.3964311007053652E+001,1
6.52,3.1706642789210787E+002,4.3916427892107890E+001,1
6.54,3.1701864045246839E+002,4.3868640452468412E+001,1
6.56,3.1697094849696612E+002,4.3820948496966139E+001,1
6.58,3.1692335183481407E+002,4.3773351834814093E+001,1
6.6,3.1687585027560652E+002,4.3725850275606547E+001,1
6.62,3.1682844362931820E+002,4.3678443629318224E+001,1
6.64,3.1678113170630360E+002,4.3631131706303620E+001,1
6.66,3.1673391431729584E+002,4.3583914317295864E+001,1
6.68,3.1668679127340653E+002,4.3536791273406550E+001,1
6.7,3.1675869519057585E+002,4.3608695190575872E+001,0
6.72,3.1689435861489966E+002,4.3744358614899681E+001,0
6.74,3.1702966211753943E+002,4.3879662117539453E+001,0
6.76,3.1716460673933233E+002,4.4014606739332351E+001,0
6.78,3.1729919351754626E+002,4.4149193517546280E+001,0
6.8,3.1743342348589675E+002,4.4283423485896776E+001,0
6.82,3.1756729767456244E+002,4.4417297674562462E+001,0
6.84,3.1770081711020117E+002,4.4550817110201194E+001,0
6.86,3.1783398281596601E+002,4.4683982815966033E+001,0
6.88,3.1796679581152074E+002,4.4816795811520763E+001,0
6.9,3.1809925711305539E+002,4.4949257113055410E+001,0
6.92,3.1823136773330197E+002,4.5081367733301988E+001,0
6.94,3.1836312868154999E+002,4.5213128681550018E+001,0
6.96,3.1849454096366168E+002,4.5344540963661700E+001,0
6.98,3.1862560558208679E+002,4.5475605582086814E+001,0
7,3.1875632353587861E+002,4.5606323535878630E+001,0
7.02,3.1888669582070810E+002,4.5736695820708121E+001,0
7.04,3.1901672342887963E+002,4.5866723428879652E+001,0
7.06,3.1914640734934540E+002,4.5996407349345418E+001,0
7.08,3.1927574856772048E+002,4.6125748567720507E+001,0
7.1,3.1940474806629720E+002,4.6254748066297225E+001,0
7.12,3.1953340682406014E+002,4.6383406824060160E+001,0
7.14,3.1966172581670025E+002,4.6511725816700277E+001,0
7.16,3.1978970601662940E+002,4.6639706016629418E+001,0
7.18,3.1991734839299488E+002,4.6767348392994904E+001,0
7.2,3.2004465391169356E+002,4.6894653911693581E+001,0
7.22,3.2017162353538583E+002,4.7021623535385856E+001,0
7.24,3.2029825822351012E+002,4.7148258223510140E+001,0
7.26,3.2042455893229669E+002,4.7274558932296713E+001,0
7.28,3.2055052661478140E+002,4.7400526614781427E+001,0
7.3,3.2067616222081961E+002,4.7526162220819629E+001,0
7.32,3.2080146669710007E+002,4.7651466697100091E+001,0
7.34,3.2092644098715857E+002,4.7776440987158594E+001,0
7.36,3.2105108603139115E+002,4.7901086031391173E+001,0
7.38,3.2117540276706842E+002,4.8025402767068442E+001,0
7.4,3.2129939212834796E+002,4.8149392128347984E+001,0
7.42,3.2142305504628831E+002,4.8273055046288334E+001,0
7.44,3.2154639244886255E+002,4.8396392448862571E+001,0
7.46,3.2166940526097028E+002,4.8519405260970302E+001,0
7.48,3.2179209440445226E+002,4.8642094404452280E+001,0
7.5,3.2191446079810214E+002,4.8764460798102164E+001,0
7.52,3.2203650535768048E+002,4.8886505357680505E+001,0
7.54,3.2215822899592649E+002,4.9008228995926515E+001,0
7.56,3.2227963262257197E+002,4.9129632622571989E+001,0
7.58,3.2238277559411762E+002,4.9232775594117641E+001,1
7.6,3.2232436555411829E+002,4.9174365554118310E+001,1
7.62,3.2226607222328590E+002,4.9116072223285926E+001,1
7.64,3.2220789536842392E+002,4.9057895368423942E+001,1
7.66,3.2214983475680140E+002,4.8999834756801420E+001,1
7.68,3.2209189015615260E+002,4.8941890156152624E+001,1
7.7,3.2203406133467593E+002,4.8884061334675948E+001,1
7.72,3.2197634806103298E+002,4.8826348061033002E+001,1
7.74,3.2191875010434757E+002,4.8768750104347589E+001,1
7.76,3.2186126723420443E+002,4.8711267234204456E+001,1
7.78,3.2180389922064916E+002,4.8653899220649180E+001,1
7.8,3.2174664583418678E+002,4.8596645834186802E+001,1
7.82,3.2168950684578073E+002,4.8539506845780750E+001,1
7.84,3.2163248202685196E+002,4.8482482026851983E+001,1
7.86,3.2157557114927852E+002,4.8425571149278539E+001,1
7.88,3.2168055678319428E+002,4.8530556783194299E+001,0
7.9,3.2180321658836914E+002,4.8653216588369162E+001,0
7.92,3.2192555372697313E+002,4.8775553726973158E+001,0
7.94,3.2204756911449169E+002,4.8897569114491716E+001,0
7.96,3.2216926366339084E+002,4.9019263663390859E+001,0
7.98,3.2229063828312979E+002,4.9140638283129817E+001,0
8,3.2241169388016709E+002,4.9261693880167115E+001,0
8.021,3.2253845989742780E+002,4.9388459897427822E+001,0
8.041,3.2265886431921507E+002,4.9508864319215093E+001,0
8.061,3.2277895246466579E+002,4.9628952464665815E+001,0
8.081,3.2289872522824771E+002,4.9748725228247736E+001,0
8.101,3.2301818350149847E+002,4.9868183501498493E+001,0
8.121,3.2313732817303662E+002,4.9987328173036644E+001,0
8.141,3.2325616012857466E+002,5.0106160128574686E+001,0
8.161,3.2337468025093079E+002,5.0224680250930817E+001,0
8.181,3.2349288942004131E+002,5.0342889420041331E+001,0
8.201,3.2361078851297202E+002,5.0460788512972044E+001,0
8.221,3.2372837840393100E+002,5.0578378403931026E+001,0
8.241,3.2384565996427983E+002,5.0695659964279855E+001,0
8.261,3.2396263406254587E+002,5.0812634062545897E+001,0
8.281,3.2407930156443382E+002,5.0929301564433842E+001,0
8.301,3.2413327446794881E+002,5.0983274467948831E+001,1
8.321,3.2407136675416865E+002,5.0921366754168673E+001,1
8.341,3.2400958273826137E+002,5.0859582738261395E+001,1
8.361,3.2394792217306622E+002,5.0797922173066240E+001,1
8.381,3.2388638481191634E+002,5.0736384811916366E+001,1
8.401,3.2382497040863728E+002,5.0674970408637307E+001,1
8.421,3.2376367871754707E+002,5.0613678717547089E+001,1
8.441,3.2370250949345416E+002,5.0552509493454181E+001,1
8.461,3.2364146249165697E+002,5.0491462491656989E+001,1
8.481,3.2358053746794326E+002,5.0430537467943282E+001,1
8.501,3.2351973417858841E+002,5.0369734178588430E+001,1
8.521,3.2345905238035465E+002,5.0309052380354672E+001,1
8.541,3.2339849183049068E+002,5.0248491830490707E+001,1
8.561,3.2333805228672992E+002,5.0188052286729942E+001,1
8.581,3.2327773350728989E+002,5.0127733507289918E+001,1
8.601,3.2321753525087138E+002,5.0067535250871401E+001,1
8.621,3.2315745727665723E+002,5.0007457276657249E+001,1
8.641,3.2309749934431136E+002,4.9947499344311382E+001,1
8.661,3.2303766121397791E+002,4.9887661213977935E+001,1
8.681,3.2297794264628044E+002,4.9827942646280462E+001,1
8.701,3.2291834340232072E+002,4.9768343402320738E+001,1
8.721,3.2285886324367777E+002,4.9708863243677797E+001,1
8.741,3.2279950193240711E+002,4.9649501932407134E+001,1
8.761,3.2274025923103960E+002,4.9590259231039624E+001,1
8.781,3.2268113490258082E+002,4.9531134902580845E+001,1
8.801,3.2262212871050963E+002,4.9472128710509651E+001,1
8.821,3.2256324041877764E+002,4.9413240418777661E+001,1
8.841,3.2250446979180794E+002,4.9354469791807958E+001,1
8.861,3.2244581659449443E+002,4.9295816594494454E+001,1
8.881,3.2238728059220097E+002,4.9237280592200989E+001,1
8.901,3.2232886155075988E+002,4.9178861550759905E+001,1
8.921,3.2227055923647157E+002,4.9120559236471593E+001,1
8.941,3.2221237341610350E+002,4.9062373416103526E+001,1
8.961,3.2215430385688876E+002,4.9004303856888782E+001,1
8.981,3.2225780393812232E+002,4.9107803938122345E+001,0
9.001,3.2237894583096511E+002,4.9228945830965131E+001,0
9.021,3.2249976936024461E+002,4.9349769360244636E+001,0
9.041,3.2262027542727850E+002,4.9470275427278523E+001,0
9.061,3.2274046493042488E+002,4.9590464930424901E+001,0
9.081,3.2286033876509453E+002,4.9710338765094548E+001,0
9.101,3.2297989782376374E+002,4.9829897823763758E+001,0
9.121,3.2309914299598597E+002,4.9949142995985994E+001,0
9.141,3.2321807516840471E+002,5.0068075168404732E+001,0
9.161,3.2333669522476515E+002,5.0186695224765174E+001,0
9.181,3.2345500404592684E+002,5.0305004045926864E+001,0
9.201,3.2357300250987510E+002,5.0423002509875118E+001,0
9.221,3.2369069149173328E+002,5.0540691491733298E+001,0
9.241,3.2380807186377490E+002,5.0658071863774921E+001,0
9.261,3.2392514449543529E+002,5.0775144495435313E+001,0
9.281,3.2404191025332307E+002,5.0891910253323090E+001,0
