"time","TRes"
1.734,2.9853536076161458E+002
1.736,2.9853428368966644E+002
1.738,2.9853320683313268E+002
1.74,2.9853213019197023E+002
1.742,2.9853105376613598E+002
1.744,2.9852997755558692E+002
1.746,2.9852890156027996E+002
1.748,2.9852782578017207E+002
1.75,2.9852675021522020E+002
1.752,2.9852567486538135E+002
1.754,2.9852459973061247E+002
1.756,2.9852352481087053E+002
1.758,2.9852245010611250E+002
1.76,2.9852137561629547E+002
1.762,2.9852030134137641E+002
1.764,2.9851922728131228E+002
1.766,2.9851815343606017E+002
1.768,2.9851707980557711E+002
1.77,2.9851600638982018E+002
1.772,2.9851493318874640E+002
1.774,2.9851386020231280E+002
1.776,2.9851278743047652E+002
1.778,2.9851171487319459E+002
1.78,2.9851064253042409E+002
1.782,2.9850957040212216E+002
1.784,2.9850849848824589E+002
1.786,2.9850742678875241E+002
1.788,2.9850635530359881E+002
1.79,2.9850528403274222E+002
1.792,2.9850421297613985E+002
1.794,2.9850314213374878E+002
1.796,2.9850207150552620E+002
1.798,2.9850100109142926E+002
1.8,2.9849993089141515E+002
1.802,2.9849886090544101E+002
1.804,2.9849779113346409E+002
1.806,2.9849672157544154E+002
1.808,2.9849565223133061E+002
1.81,2.9849458310108849E+002
1.812,2.9849351418467245E+002
1.814,2.9849244548203967E+002
1.816,2.9849137699314741E+002
1.818,2.9849030871795293E+002
1.82,2.9848924065641347E+002
1.822,2.9848817280848635E+002
1.824,2.9848710517412883E+002
1.826,2.9848603775329815E+002
1.828,2.9848497054595163E+002
1.83,2.9848390355204657E+002
1.832,2.9848283677154029E+002
1.834,2.9848177020439010E+002
1.836,2.9848070385055337E+002
1.838,2.9847963770998740E+002
1.84,2.9847857178264957E+002
1.842,2.9847750606849718E+002
1.844,2.9847644056748760E+002
1.846,2.9847537527957826E+002
1.848,2.9847431020472646E+002
1.85,2.9847324534288964E+002
1.852,2.9847218069402521E+002
1.854,2.9847111625809055E+002
1.856,2.9847005203504307E+002
1.858,2.9846898802484020E+002
1.86,2.9846792422743937E+002
1.862,2.9846686064279800E+002
1.864,2.9846579727087357E+002
1.866,2.9846473411162350E+002
1.868,2.9846367116500528E+002
1.87,2.9846260843097639E+002
1.872,2.9846154590949430E+002
1.874,2.9846048360051651E+002
1.876,2.9845942150400055E+002
1.878,2.9845835961990389E+002
1.88,2.9845729794818402E+002
1.882,2.9845623648879848E+002
1.884,2.9845517524170486E+002
1.886,2.9845411420686065E+002
1.888,2.9845305338422338E+002
1.89,2.9845199277375065E+002
1.892,2.9845093237539999E+002
1.894,2.9844987218912900E+002
1.896,2.9844881221489527E+002
1.898,2.9844775245265640E+002
1.9,2.9844669290236999E+002
1.902,2.9844563356399362E+002
1.904,2.9844457443748496E+002
1.906,2.9844351552280159E+002
1.908,2.9844245681990117E+002
1.91,2.9844139832874129E+002
1.912,2.9844034004927965E+002
1.914,2.9843928198147393E+002
1.916,2.9843822412528175E+002
1.918,2.9843716648066078E+002
1.92,2.9843610904756878E+002
1.922,2.9843505182596334E+002
1.924,2.9843399481580224E+002
1.926,2.9843293801704317E+002
1.928,2.9843188142964385E+002
1.93,2.9843082505356205E+002
1.932,2.9842976888875546E+002
1.934,2.9842871293518181E+002
1.936,2.9842765719279885E+002
1.938,2.9842660166156440E+002
1.94,2.9842554634143619E+002
1.942,2.9842449123237202E+002
1.944,2.9842343633432966E+002
1.946,2.9842238164726689E+002
1.948,2.9842132717114151E+002
1.95,2.9842027290591136E+002
1.952,2.9841921885153425E+002
1.954,2.9841816500796801E+002
1.956,2.9841711137517052E+002
1.958,2.9841605795309960E+002
1.96,2.9841500474171306E+002
1.962,2.9841395174096880E+002
1.964,2.9841289895082468E+002
1.966,2.9841184637123860E+002
1.968,2.9841079400216842E+002
1.97,2.9840974184357208E+002
1.972,2.9840868989540746E+002
1.974,2.9840763815763245E+002
1.976,2.9840658663020503E+002
1.978,2.9840553531308308E+002
1.98,2.9840448420622454E+002
1.982,2.9840343330958740E+002
1.984,2.9840238262312954E+002
1.986,2.9840133214680901E+002
1.988,2.9840028188058375E+002
1.99,2.9839923182441169E+002
1.992,2.9839818197825088E+002
1.994,2.9839713234205931E+002
1.996,2.9839608291579498E+002
1.998,2.9839503369941588E+002
2,2.9839398469288005E+002
2,2.9839398469288005E+002
2.002,2.9839293589614556E+002
2.004,2.9839188730917039E+002
2.006,2.9839083893191264E+002
2.008,2.9838979076433031E+002
2.01,2.9838874280638152E+002
2.012,2.9838769505802429E+002
2.014,2.9838664751921675E+002
2.016,2.9838560018991700E+002
2.018,2.9838455307008309E+002
2.02,2.9838350615967312E+002
2.022,2.9838245945864526E+002
2.024,2.9838141296695761E+002
2.026,2.9838036668456829E+002
2.028,2.9837932061143545E+002
2.03,2.9837827474751720E+002
2.032,2.9837722909277176E+002
2.034,2.9837618364715723E+002
2.036,2.9837513841063185E+002
2.038,2.9837409338315376E+002
2.04,2.9837304856468120E+002
2.042,2.9837200395517232E+002
2.044,2.9837095955458534E+002
2.046,2.9836991536287849E+002
2.048,2.9836887138000998E+002
2.05,2.9836782760593803E+002
2.052,2.9836678404062087E+002
2.054,2.9836574068401677E+002
2.056,2.9836469753608401E+002
2.058,2.9836365459678086E+002
2.06,2.9836261186606555E+002
2.062,2.9836156934389641E+002
2.064,2.9836052703023165E+002
2.066,2.9835948492502968E+002
2.068,2.9835844302824870E+002
2.07,2.9835740133984712E+002
2.072,2.9835635985978320E+002
2.074,2.9835531858801528E+002
2.076,2.9835427752450170E+002
2.078,2.9835323666920084E+002
2.08,2.9835219602207104E+002
2.082,2.9835115558307069E+002
2.084,2.9835011535215813E+002
2.086,2.9834907532929174E+002
2.088,2.9834803551442991E+002
2.09,2.9834699590753104E+002
2.092,2.9834595650855357E+002
2.094,2.9834491731745590E+002
2.096,2.9834387833419646E+002
2.098,2.9834283955873366E+002
2.1,2.9834180099102593E+002
2.102,2.9834076263103174E+002
2.104,2.9833972447870957E+002
2.106,2.9833868653401788E+002
2.108,2.9833764879691512E+002
2.11,2.9833661126735979E+002
2.112,2.9833557394531033E+002
2.114,2.9833453683072531E+002
2.116,2.9833349992356318E+002
2.118,2.9833246322378250E+002
2.12,2.9833142673134176E+002
2.122,2.9833039044619954E+002
2.124,2.9832935436831434E+002
2.126,2.9832831849764472E+002
2.128,2.9832728283414923E+002
2.13,2.9832624737778644E+002
2.132,2.9832521212851492E+002
2.134,2.9832417708629322E+002
2.136,2.9832314225107996E+002
2.138,2.9832210762283376E+002
2.14,2.9832107320151323E+002
2.142,2.9832003898707694E+002
2.144,2.9831900497948357E+002
2.146,2.9831797117869166E+002
2.148,2.9831693758465991E+002
2.15,2.9831590419734698E+002
2.152,2.9831487101671155E+002
2.154,2.9831383804271223E+002
2.156,2.9831280527530771E+002
2.158,2.9831177271445665E+002
2.16,2.9831074036011779E+002
2.162,2.9830970821224975E+002
2.164,2.9830867627081130E+002
2.166,2.9830764453576114E+002
2.168,2.9830661300705799E+002
2.17,2.9830558168466058E+002
2.172,2.9830455056852765E+002
2.174,2.9830351965861792E+002
2.176,2.9830248895489018E+002
2.178,2.9830145845730323E+002
2.18,2.9830042816581579E+002
2.182,2.9829939808038660E+002
2.184,2.9829836820097449E+002
2.186,2.9829733852753827E+002
2.188,2.9829630906003678E+002
2.19,2.9829527979842874E+002
2.192,2.9829425074267306E+002
2.194,2.9829322189272852E+002
2.196,2.9829219324855399E+002
2.198,2.9829116481010828E+002
2.2,2.9829013657735027E+002
2.202,2.9828910855023878E+002
2.204,2.9828808072873272E+002
2.206,2.9828705311279094E+002
2.208,2.9828602570237240E+002
2.21,2.9828499849743594E+002
2.212,2.9828397149794046E+002
2.214,2.9828294470384486E+002
2.216,2.9828191811510806E+002
2.218,2.9828089173168900E+002
2.22,2.9827986555354664E+002
2.222,2.9827883958063990E+002
2.224,2.9827781381292777E+002
2.226,2.9827678825036918E+002
2.228,2.9827576289292307E+002
2.23,2.9827473774054846E+002
2.232,2.9827371279320431E+002
2.234,2.9827268805084964E+002
2.236,2.9827166351344346E+002
2.238,2.9827063918094473E+002
2.24,2.9826961505331252E+002
2.242,2.9826859113050585E+002
2.244,2.9826756741248374E+002
2.246,2.9826654389920520E+002
2.248,2.9826552059062931E+002
2.25,2.9826449748671513E+002
2.252,2.9826347458742174E+002
2.254,2.9826245189270821E+002
2.256,2.9826142940253362E+002
2.258,2.9826040711685710E+002
2.26,2.9825938503563771E+002
2.262,2.9825836315883453E+002
2.264,2.9825734148640674E+002
2.266,2.9825632001831343E+002
2.266,2.9825632001831343E+002
2.268,2.9827490608257420E+002
2.268,2.9827490608257420E+002
2.27,2.9829348702867077E+002
2.272,2.9831206285821258E+002
2.274,2.9833063357280855E+002
2.276,2.9834919917406688E+002
2.278,2.9836775966359517E+002
2.28,2.9838631504300031E+002
2.282,2.9840486531388859E+002
2.284,2.9842341047786562E+002
2.286,2.9844195053653635E+002
2.288,2.9846048549150515E+002
2.29,2.9847901534437563E+002
2.292,2.9849754009675087E+002
2.294,2.9851605975023318E+002
2.296,2.9853457430642436E+002
2.298,2.9855308376692545E+002
2.3,2.9857158813333695E+002
2.302,2.9859008740725858E+002
2.304,2.9860858159028953E+002
2.306,2.9862707068402824E+002
2.308,2.9864555469007263E+002
2.31,2.9866403361001989E+002
2.312,2.9868250744546657E+002
2.314,2.9870097619800862E+002
2.316,2.9871943986924128E+002
2.318,2.9873789846075925E+002
2.32,2.9875635197415647E+002
2.322,2.9877480041102632E+002
2.324,2.9879324377296149E+002
2.326,2.9881168206155400E+002
2.328,2.9883011527839534E+002
2.33,2.9884854342507629E+002
2.332,2.9886696650318697E+002
2.334,2.9888538451431691E+002
2.336,2.9890379746005493E+002
2.338,2.9892220534198930E+002
2.34,2.9894060816170759E+002
2.342,2.9895900592079676E+002
2.344,2.9897739862084308E+002
2.346,2.9899578626343225E+002
2.348,2.9901416885014930E+002
2.35,2.9903254638257863E+002
2.352,2.9905091886230400E+002
2.354,2.9906928629090851E+002
2.356,2.9908764866997467E+002
2.358,2.9910600600108427E+002
2.36,2.9912435828581857E+002
2.362,2.9914270552575817E+002
2.364,2.9916104772248303E+002
2.366,2.9917938487757243E+002
2.368,2.9919771699260502E+002
2.37,2.9921604406915890E+002
2.372,2.9923436610881140E+002
2.374,2.9925268311313937E+002
2.376,2.9927099508371890E+002
2.378,2.9928930202212558E+002
2.38,2.9930760392993420E+002
2.382,2.9932590080871910E+002
2.384,2.9934419266005381E+002
2.386,2.9936247948551136E+002
2.388,2.9938076128666410E+002
2.39,2.9939903806508374E+002
2.392,2.9941730982234145E+002
2.394,2.9943557656000763E+002
2.396,2.9945383827965213E+002
2.398,2.9947209498284417E+002
2.4,2.9949034667115234E+002
2.402,2.9950859334614455E+002
2.404,2.9952683500938815E+002
2.406,2.9954507166244986E+002
2.408,2.9956330330689576E+002
2.41,2.9958152994429128E+002
2.412,2.9959975157620124E+002
2.414,2.9961796820418982E+002
2.416,2.9963617982982061E+002
2.418,2.9965438645465656E+002
2.42,2.9967258808025997E+002
2.422,2.9969078470819255E+002
2.424,2.9970897634001540E+002
2.426,2.9972716297728891E+002
2.428,2.9974534462157294E+002
2.43,2.9976352127442669E+002
2.432,2.9978169293740871E+002
2.434,2.9979985961207700E+002
2.436,2.9981802129998886E+002
2.438,2.9983617800270105E+002
2.44,2.9985432972176960E+002
2.442,2.9987247645875004E+002
2.444,2.9989061821519721E+002
2.446,2.9990875499266531E+002
2.448,2.9992688679270799E+002
2.45,2.9994501361687821E+002
2.452,2.9996313546672837E+002
2.454,2.9998125234381024E+002
2.456,2.9999936424967490E+002
2.458,3.0001747118587292E+002
2.46,3.0003557315395420E+002
2.462,3.0005367015546801E+002
2.464,3.0007176219196305E+002
2.466,3.0008984926498732E+002
2.468,3.0010793137608829E+002
2.47,3.0012600852681277E+002
2.472,3.0014408071870690E+002
2.474,3.0016214795331638E+002
2.476,3.0018021023218608E+002
2.478,3.0019826755686046E+002
2.48,3.0021631992888319E+002
2.482,3.0023436734979742E+002
2.484,3.0025240982114570E+002
2.486,3.0027044734446991E+002
2.488,3.0028847992131136E+002
2.49,3.0030650755321068E+002
2.492,3.0032453024170798E+002
2.494,3.0034254798834269E+002
2.496,3.0036056079465368E+002
2.498,3.0037856866217919E+002
2.5,3.0039657159245684E+002
2.502,3.0041456958702366E+002
2.504,3.0043256264741603E+002
2.506,3.0045055077516975E+002
2.508,3.0046853397181997E+002
2.51,3.0048651223890130E+002
2.512,3.0050448557794766E+002
2.514,3.0052245399049247E+002
2.516,3.0054041747806849E+002
2.518,3.0055837604220778E+002
2.52,3.0057632968444199E+002
2.522,3.0059427840630195E+002
2.524,3.0061222220931802E+002
2.526,3.0063016109501990E+002
2.528,3.0064809506493674E+002
2.53,3.0066602412059700E+002
2.532,3.0068394826352863E+002
2.534,3.0070186749525891E+002
2.536,3.0071978181731453E+002
2.538,3.0073769123122156E+002
2.54,3.0075559573850546E+002
2.542,3.0077349534069117E+002
2.544,3.0079139003930294E+002
2.546,3.0080927983586440E+002
2.548,3.0082716473189868E+002
2.55,3.0084504472892820E+002
2.552,3.0086291982847490E+002
2.554,3.0088079003205996E+002
2.556,3.0089865534120412E+002
2.558,3.0091651575742736E+002
2.56,3.0093437128224923E+002
2.562,3.0095222191718852E+002
2.564,3.0097006766376359E+002
2.566,3.0098790852349202E+002
2.568,3.0100574449789087E+002
2.57,3.0102357558847666E+002
2.572,3.0104140179676523E+002
2.574,3.0105922312427185E+002
2.576,3.0107703957251118E+002
2.578,3.0109485114299736E+002
2.58,3.0111265783724377E+002
2.582,3.0113045965676338E+002
2.584,3.0114825660306843E+002
2.586,3.0116604867767057E+002
2.588,3.0118383588208098E+002
2.59,3.0120161821781011E+002
2.592,3.0121939568636782E+002
2.594,3.0123716828926348E+002
2.596,3.0125493602800577E+002
2.598,3.0127269890410287E+002
2.6,3.0129045691906225E+002
2.602,3.0130821007439084E+002
2.604,3.0132595837159499E+002
2.606,3.0134370181218043E+002
2.608,3.0136144039765230E+002
2.61,3.0137917412951521E+002
2.612,3.0139690300927310E+002
2.614,3.0141462703842939E+002
2.616,3.0143234621848683E+002
2.618,3.0145006055094763E+002
2.62,3.0146777003731336E+002
2.622,3.0148547467908503E+002
2.624,3.0150317447776314E+002
2.626,3.0152086943484744E+002
2.628,3.0153855955183724E+002
2.63,3.0155624483023121E+002
2.632,3.0157392527152734E+002
2.634,3.0159160087722319E+002
2.636,3.0160927164881559E+002
2.638,3.0162693758780091E+002
2.64,3.0164459869567486E+002
2.642,3.0166225497393253E+002
2.644,3.0167990642406852E+002
2.646,3.0169755304757672E+002
2.648,3.0171519484595052E+002
2.65,3.0173283182068275E+002
2.652,3.0175046397326560E+002
2.654,3.0176809130519069E+002
2.656,3.0178571381794904E+002
2.658,3.0180333151303108E+002
2.66,3.0182094439192673E+002
2.662,3.0183855245612523E+002
2.664,3.0185615570711525E+002
2.666,3.0187375414638495E+002
2.668,3.0189134777542188E+002
2.67,3.0190893659571293E+002
2.672,3.0192652060874451E+002
2.674,3.0194409981600239E+002
2.676,3.0196167421897178E+002
2.678,3.0197924381913731E+002
2.678,3.0197924381913731E+002
2.68,3.0197747797058037E+002
2.68,3.0197747797058037E+002
2.682,3.0197571247519312E+002
2.684,3.0197394733290497E+002
2.686,3.0197218254364526E+002
2.688,3.0197041810734339E+002
2.69,3.0196865402392882E+002
2.692,3.0196689029333089E+002
2.694,3.0196512691547912E+002
2.696,3.0196336389030290E+002
2.698,3.0196160121773170E+002
2.7,3.0195983889769502E+002
2.702,3.0195807693012233E+002
2.704,3.0195631531494320E+002
2.706,3.0195455405208708E+002
2.708,3.0195279314148354E+002
2.71,3.0195103258306210E+002
2.712,3.0194927237675233E+002
2.714,3.0194751252248386E+002
2.716,3.0194575302018620E+002
2.718,3.0194399386978904E+002
2.72,3.0194223507122194E+002
2.722,3.0194047662441454E+002
2.724,3.0193871852929652E+002
2.726,3.0193696078579751E+002
2.728,3.0193520339384719E+002
2.73,3.0193344635337525E+002
2.732,3.0193168966431142E+002
2.734,3.0192993332658540E+002
2.736,3.0192817734012692E+002
2.738,3.0192642170486573E+002
2.74,3.0192466642073163E+002
2.742,3.0192291148765435E+002
2.744,3.0192115690556363E+002
2.746,3.0191940267438935E+002
2.748,3.0191764879406128E+002
2.75,3.0191589526450929E+002
2.752,3.0191414208566323E+002
2.754,3.0191238925745290E+002
2.756,3.0191063677980821E+002
2.758,3.0190888465265908E+002
2.76,3.0190713287593536E+002
2.762,3.0190538144956702E+002
2.764,3.0190363037348391E+002
2.766,3.0190187964761606E+002
2.768,3.0190012927189338E+002
2.77,3.0189837924624584E+002
2.772,3.0189662957060341E+002
2.774,3.0189488024489611E+002
2.776,3.0189313126905392E+002
2.778,3.0189138264300692E+002
2.78,3.0188963436668513E+002
2.782,3.0188788644001858E+002
2.784,3.0188613886293740E+002
2.786,3.0188439163537163E+002
2.788,3.0188264475725134E+002
2.79,3.0188089822850668E+002
2.792,3.0187915204906778E+002
2.794,3.0187740621886479E+002
2.796,3.0187566073782784E+002
2.798,3.0187391560588708E+002
2.8,3.0187217082297269E+002
2.802,3.0187042638901488E+002
2.804,3.0186868230394390E+002
2.806,3.0186693856768989E+002
2.808,3.0186519518018315E+002
2.81,3.0186345214135389E+002
2.812,3.0186170945113241E+002
2.814,3.0185996710944897E+002
2.816,3.0185822511623388E+002
2.818,3.0185648347141745E+002
2.82,3.0185474217492992E+002
2.822,3.0185300122670174E+002
2.824,3.0185126062666319E+002
2.826,3.0184952037474466E+002
2.828,3.0184778047087650E+002
2.83,3.0184604091498909E+002
2.832,3.0184430170701285E+002
2.834,3.0184256284687820E+002
2.836,3.0184082433451562E+002
2.838,3.0183908616985548E+002
2.84,3.0183734835282826E+002
2.842,3.0183561088336444E+002
2.844,3.0183387376139456E+002
2.846,3.0183213698684904E+002
2.848,3.0183040055965841E+002
2.85,3.0182866447975323E+002
2.852,3.0182692874706402E+002
2.854,3.0182519336152137E+002
2.856,3.0182345832305583E+002
2.858,3.0182172363159799E+002
2.86,3.0181998928707844E+002
2.862,3.0181825528942778E+002
2.864,3.0181652163857666E+002
2.866,3.0181478833445573E+002
2.868,3.0181305537699558E+002
2.87,3.0181132276612692E+002
2.872,3.0180959050178046E+002
2.874,3.0180785858388685E+002
2.876,3.0180612701237681E+002
2.878,3.0180439578718108E+002
2.88,3.0180266490823038E+002
2.882,3.0180093437545548E+002
2.884,3.0179920418878714E+002
2.886,3.0179747434815613E+002
2.888,3.0179574485349326E+002
2.89,3.0179401570472930E+002
2.892,3.0179228690179508E+002
2.894,3.0179055844462147E+002
2.896,3.0178883033313929E+002
2.898,3.0178710256727942E+002
2.9,3.0178537514697268E+002
2.902,3.0178364807215002E+002
2.904,3.0178192134274229E+002
2.906,3.0178019495868045E+002
2.908,3.0177846891989543E+002
2.91,3.0177674322631816E+002
2.912,3.0177501787787963E+002
2.914,3.0177329287451079E+002
2.916,3.0177156821614261E+002
2.918,3.0176984390270610E+002
2.92,3.0176811993413230E+002
2.922,3.0176639631035221E+002
2.924,3.0176467303129687E+002
2.926,3.0176295009689733E+002
2.928,3.0176122750708464E+002
2.93,3.0175950526178991E+002
2.932,3.0175778336094425E+002
2.934,3.0175606180447875E+002
2.936,3.0175434059232458E+002
2.938,3.0175261972441280E+002
2.94,3.0175089920067461E+002
2.942,3.0174917902104119E+002
2.944,3.0174745918544369E+002
2.946,3.0174573969381328E+002
2.948,3.0174402054608123E+002
2.95,3.0174230174217871E+002
2.952,3.0174058328203699E+002
2.954,3.0173886516558730E+002
2.956,3.0173714739276090E+002
2.958,3.0173542996348903E+002
2.96,3.0173371287770300E+002
2.962,3.0173199613533416E+002
2.964,3.0173027973631378E+002
2.966,3.0172856368057319E+002
2.968,3.0172684796804378E+002
2.97,3.0172513259865684E+002
2.972,3.0172341757234381E+002
2.974,3.0172170288903601E+002
2.976,3.0171998854866490E+002
2.978,3.0171827455116187E+002
2.98,3.0171656089645830E+002
2.982,3.0171484758448571E+002
2.984,3.0171313461517548E+002
2.986,3.0171142198845911E+002
2.988,3.0170970970426811E+002
2.99,3.0170799776253392E+002
2.992,3.0170628616318811E+002
2.994,3.0170457490616212E+002
2.996,3.0170286399138757E+002
2.998,3.0170115341879597E+002
3,3.0169944318831887E+002
3.002,3.0169773329988789E+002
3.004,3.0169602375343459E+002
3.006,3.0169431454889059E+002
3.008,3.0169260568618745E+002
3.01,3.0169089716525684E+002
3.012,3.0168918898603044E+002
3.014,3.0168748114843987E+002
3.016,3.0168577365241686E+002
3.018,3.0168406649789301E+002
3.02,3.0168235968480008E+002
3.022,3.0168065321306977E+002
3.024,3.0167894708263378E+002
3.026,3.0167724129342389E+002
3.028,3.0167553584537183E+002
3.03,3.0167383073840938E+002
3.032,3.0167212597246834E+002
3.034,3.0167042154748049E+002
3.036,3.0166871746337762E+002
3.038,3.0166701372009157E+002
3.04,3.0166531031755420E+002
3.042,3.0166360725569734E+002
3.044,3.0166190453445284E+002
3.046,3.0166020215375261E+002
3.048,3.0165850011352848E+002
3.05,3.0165679841371241E+002
3.052,3.0165509705423631E+002
3.054,3.0165339603503207E+002
3.056,3.0165169535603167E+002
3.058,3.0164999501716710E+002
3.06,3.0164829501837028E+002
3.062,3.0164659535957321E+002
3.064,3.0164489604070792E+002
3.066,3.0164319706170642E+002
3.068,3.0164149842250072E+002
3.07,3.0163980012302284E+002
3.072,3.0163810216320485E+002
3.074,3.0163640454297882E+002
3.076,3.0163470726227683E+002
3.078,3.0163301032103101E+002
3.078,3.0163301032103101E+002
3.08,3.0165066976823238E+002
3.08,3.0165066976823238E+002
3.082,3.0166832438633139E+002
3.084,3.0168597417682241E+002
3.086,3.0170361914119917E+002
3.088,3.0172125928095488E+002
3.09,3.0173889459758209E+002
3.092,3.0175652509257282E+002
3.094,3.0177415076741846E+002
3.096,3.0179177162360992E+002
3.098,3.0180938766263739E+002
3.1,3.0182699888599052E+002
3.102,3.0184460529515843E+002
3.104,3.0186220689162963E+002
3.106,3.0187980367689198E+002
3.108,3.0189739565243286E+002
3.11,3.0191498281973895E+002
3.112,3.0193256518029648E+002
3.114,3.0195014273559104E+002
3.116,3.0196771548710763E+002
3.118,3.0198528343633063E+002
3.12,3.0200284658474391E+002
3.122,3.0202040493383078E+002
3.124,3.0203795848507383E+002
3.126,3.0205550723995526E+002
3.128,3.0207305119995652E+002
3.13,3.0209059036655862E+002
3.132,3.0210812474124185E+002
3.134,3.0212565432548610E+002
3.136,3.0214317912077047E+002
3.138,3.0216069912857370E+002
3.14,3.0217821435037376E+002
3.142,3.0219572478764815E+002
3.144,3.0221323044187380E+002
3.146,3.0223073131452702E+002
3.148,3.0224822740708356E+002
3.15,3.0226571872101857E+002
3.152,3.0228320525780663E+002
3.154,3.0230068701892179E+002
3.156,3.0231816400583750E+002
3.158,3.0233563622002669E+002
3.16,3.0235310366296159E+002
3.162,3.0237056633611394E+002
3.164,3.0238802424095485E+002
3.166,3.0240547737895497E+002
3.168,3.0242292575158427E+002
3.17,3.0244036936031216E+002
3.172,3.0245780820660752E+002
3.174,3.0247524229193863E+002
3.176,3.0249267161777323E+002
3.178,3.0251009618557845E+002
3.18,3.0252751599682085E+002
3.182,3.0254493105296643E+002
3.184,3.0256234135548067E+002
3.186,3.0257974690582836E+002
3.188,3.0259714770547384E+002
3.19,3.0261454375588085E+002
3.192,3.0263193505851245E+002
3.194,3.0264932161483131E+002
3.196,3.0266670342629942E+002
3.198,3.0268408049437824E+002
3.2,3.0270145282052863E+002
3.202,3.0271882040621091E+002
3.204,3.0273618325288481E+002
3.206,3.0275354136200957E+002
3.208,3.0277089473504373E+002
3.21,3.0278824337344537E+002
3.212,3.0280558727867191E+002
3.214,3.0282292645218030E+002
3.216,3.0284026089542692E+002
3.218,3.0285759060986749E+002
3.22,3.0287491559695729E+002
3.222,3.0289223585815091E+002
3.224,3.0290955139490251E+002
3.226,3.0292686220866551E+002
3.228,3.0294416830089295E+002
3.23,3.0296146967303719E+002
3.232,3.0297876632655010E+002
3.234,3.0299605826288291E+002
3.236,3.0301334548348638E+002
3.238,3.0303062798981057E+002
3.24,3.0304790578330517E+002
3.242,3.0306517886541911E+002
3.244,3.0308244723760089E+002
3.246,3.0309971090129841E+002
3.248,3.0311696985795902E+002
3.25,3.0313422410902950E+002
3.252,3.0315147365595607E+002
3.254,3.0316871850018435E+002
3.256,3.0318595864315949E+002
3.258,3.0320319408632599E+002
3.26,3.0322042483112784E+002
3.262,3.0323765087900847E+002
3.264,3.0325487223141079E+002
3.266,3.0327208888977702E+002
3.268,3.0328930085554896E+002
3.27,3.0330650813016780E+002
3.272,3.0332371071507418E+002
3.274,3.0334090861170819E+002
3.276,3.0335810182150936E+002
3.278,3.0337529034591665E+002
3.28,3.0339247418636842E+002
3.282,3.0340965334430257E+002
3.284,3.0342682782115639E+002
3.286,3.0344399761836667E+002
3.288,3.0346116273736953E+002
3.29,3.0347832317960064E+002
3.292,3.0349547894649510E+002
3.294,3.0351263003948742E+002
3.296,3.0352977646001159E+002
3.298,3.0354691820950097E+002
3.3,3.0356405528938853E+002
3.302,3.0358118770110650E+002
3.304,3.0359831544608670E+002
3.306,3.0361543852576034E+002
3.308,3.0363255694155805E+002
3.31,3.0364967069490996E+002
3.312,3.0366677978724562E+002
3.314,3.0368388421999407E+002
3.316,3.0370098399458374E+002
3.318,3.0371807911244252E+002
3.32,3.0373516957499783E+002
3.322,3.0375225538367641E+002
3.324,3.0376933653990460E+002
3.326,3.0378641304510802E+002
3.328,3.0380348490071191E+002
3.33,3.0382055210814087E+002
3.332,3.0383761466881896E+002
3.334,3.0385467258416963E+002
3.336,3.0387172585561592E+002
3.338,3.0388877448458027E+002
3.34,3.0390581847248450E+002
3.342,3.0392285782074998E+002
3.344,3.0393989253079752E+002
3.346,3.0395692260404729E+002
3.348,3.0397394804191902E+002
3.35,3.0399096884583184E+002
3.352,3.0400798501720442E+002
3.354,3.0402499655745476E+002
3.356,3.0404200346800036E+002
3.358,3.0405900575025822E+002
3.36,3.0407600340564477E+002
3.362,3.0409299643557586E+002
3.364,3.0410998484146683E+002
3.366,3.0412696862473251E+002
3.368,3.0414394778678712E+002
3.37,3.0416092232904435E+002
3.372,3.0417789225291745E+002
3.374,3.0419485755981896E+002
3.376,3.0421181825116099E+002
3.378,3.0422877432835514E+002
3.38,3.0424572579281232E+002
3.382,3.0426267264594304E+002
3.384,3.0427961488915724E+002
3.386,3.0429655252386431E+002
3.388,3.0431348555147304E+002
3.39,3.0433041397339173E+002
3.392,3.0434733779102817E+002
3.394,3.0436425700578957E+002
3.396,3.0438117161908264E+002
3.398,3.0439808163231351E+002
3.4,3.0441498704688780E+002
3.402,3.0443188786421058E+002
3.404,3.0444878408568633E+002
3.406,3.0446567571271908E+002
3.408,3.0448256274671229E+002
3.41,3.0449944518906892E+002
3.412,3.0451632304119130E+002
3.414,3.0453319630448135E+002
3.416,3.0455006498034032E+002
3.418,3.0456692907016901E+002
3.42,3.0458378857536763E+002
3.422,3.0460064349733597E+002
3.424,3.0461749383747309E+002
3.426,3.0463433959717770E+002
3.428,3.0465118077784791E+002
3.43,3.0466801738088128E+002
3.432,3.0468484940767485E+002
3.434,3.0470167685962508E+002
3.436,3.0471849973812800E+002
3.438,3.0473531804457906E+002
3.44,3.0475213178037313E+002
3.442,3.0476894094690459E+002
3.444,3.0478574554556729E+002
3.446,3.0480254557775453E+002
3.448,3.0481934104485907E+002
3.45,3.0483613194827319E+002
3.452,3.0485291828938858E+002
3.454,3.0486970006959649E+002
3.456,3.0488647729028753E+002
3.458,3.0490324995285181E+002
3.46,3.0492001805867898E+002
3.462,3.0493678160915806E+002
3.464,3.0495354060567757E+002
3.466,3.0497029504962558E+002
