"Time","Losses","uDC","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]"
0.08623,2092.479164624419,520.6747717067625,304.6091024589099,-0.13404478878968193,-304.4750576701202,329.6638643718253,195.61894153748864,-525.282805909314
0.08624000000000001,2107.090332266789,520.5445737329801,307.54682969744806,-0.13099495495747387,-307.4158347424906,328.0767863233287,197.08170037103088,-525.1584866943596
0.08625000000000001,2121.9080141767026,520.4163455292995,310.5146233630844,-0.12794382590283584,-310.3866795371816,326.49007561309537,198.5461217665615,-525.0361973796569
0.08626,2136.930031363708,520.2901069268247,313.5118523625155,-0.12489144711115628,-313.38696091540436,324.90376426825884,200.0121922657803,-524.9159565340392
0.08627000000000001,2152.1541704454935,520.1658773353228,316.5378838658138,-0.12183783156274355,-316.41604603425105,323.3178678510082,201.479914450555,-524.7977823015632
0.08628000000000001,2167.578188186821,520.0436757421606,319.59208336292403,-0.11878299920612964,-319.4733003637179,321.73240519476457,202.94928720575456,-524.6816924005191
0.08629,2183.199814173281,519.9235207110336,322.67381472411046,-0.11572700601306486,-322.5580877180974,320.147412931103,204.42029119114795,-524.5677041222509
0.0863,2199.016742097951,519.8054303811389,325.78244019720927,-0.11266987726100162,-325.66977031994827,318.56291213057875,205.89292219981257,-524.4558343303913
0.08631000000000001,2215.026631787925,519.6894224656793,328.9173204738929,-0.10961162622953592,-328.8077088476634,316.9789176502657,207.36718180921315,-524.3460994594789
0.08632000000000001,2231.2271127399813,519.5755142509438,332.0778147455881,-0.10655229106484777,-331.97126245452324,315.39545656557317,208.843058948541,-524.2385155141142
0.08633,2247.6157812705287,519.4637225957206,335.26328071836457,-0.10349191701787276,-335.1597888013467,313.81255928905296,210.32053877936664,-524.1330980684196
0.08634000000000001,2264.1901960215164,519.3540639300869,338.47307464376513,-0.10043051751140251,-338.3726441262537,312.23024010337514,211.79962216155553,-524.0298622649307
0.08635000000000001,2280.9478816832407,519.2465542545287,341.7065513754017,-0.09736811277311831,-341.6091832626286,310.6485164774617,213.28030633632795,-523.9288228137897
0.08636,2297.8863311162495,519.1412091388814,344.96306442975845,-0.09430475830822137,-344.8687596714502,309.06742330233243,214.76257068944705,-523.8299939917795
0.08637,2315.00299832783,519.0380437216492,348.2419659845528,-0.09124047958402934,-348.15072550496876,307.4869802330615,216.24640940864384,-523.7333896417053
0.08638000000000001,2332.2953001785722,518.9370727087753,351.5426069455265,-0.08817529029170952,-351.45443165523477,305.9072008190959,217.73182235218422,-523.6390231712801
0.08639000000000001,2349.7606191881478,518.8383103728958,354.86433700245243,-0.08510922847637946,-354.77922777397606,304.32811056898856,219.21879698346567,-523.5469075524543
0.0864,2367.3963012296426,518.7417705528674,358.20650464449767,-0.08204233915534284,-358.1244623053423,302.7497382592956,220.70731706169573,-523.4570553209913
0.08641,2385.1996520649295,518.6474666527898,361.5684571920309,-0.07897463616145657,-361.4894825558695,301.17209685580315,222.19738171978935,-523.3694785755924
0.08642000000000001,2403.167940299104,518.5554116413042,364.9495408532665,-0.0759061399770595,-364.87363471328945,299.5952024301968,223.68898654707328,-523.2841889772701
0.08643,2421.298398985665,518.4656180507507,368.34910078525684,-0.07283690565270097,-368.27626387960413,298.0190881190668,225.182109629533,-523.2011977485997
0.08644,2439.5882202403163,518.378097976633,371.7664810932906,-0.06976695882513537,-371.6967141344655,296.44377213263573,226.67674354061137,-523.1205156732472
0.08645000000000001,2458.034556656039,518.2928630766609,375.2010248980377,-0.06669631356584842,-375.13432858447186,294.86926667861127,228.17288641651595,-523.0421530951272
0.08646000000000001,2476.6345234202818,518.20992457018,378.6520743915579,-0.0636250078125574,-378.58844938374534,293.2955956777062,229.6705242402046,-522.9661199179109
0.08647,2495.3851965455315,518.129293237813,382.11897085306447,-0.06055308634893386,-382.05841776671554,291.72278625333684,231.1696393513771,-522.8924256047139
0.08648,2514.2836104083212,518.0509794207219,385.60105468155086,-0.057480563386370205,-385.5435741181645,290.1508500221696,232.67022915529344,-522.821079177463
0.08649000000000001,2533.3267599785318,517.9749930200802,389.0976654523762,-0.05440745963786549,-389.04325799273835,288.5798016308569,234.17228758558616,-522.752089216443
0.08650000000000001,2552.51160193993,517.9013434964546,392.6081419783735,-0.051333829709784354,-392.5568081486637,287.0096724516685,235.6757914081058,-522.6854638597742
0.08651,2571.835050890083,517.8300398694142,396.13182231012075,-0.04825969938821347,-396.08356261073254,285.4404792254745,237.18073157760995,-522.6212108030845
0.08652000000000001,2591.29398048936,517.7610907168463,399.66804380330944,-0.045185083094481694,-399.62285872021494,283.8722327892307,238.68710450971116,-522.5593372989418
0.08653000000000001,2610.8852249268607,517.6945041745657,403.21614317466185,-0.04211001865214988,-403.1740331560097,282.3049554593342,240.19489469720781,-522.499850156542
0.08654,2630.605577678066,517.6302879360703,406.7754565180182,-0.03903455061048433,-406.7364219674077,280.738672693254,241.7040830482581,-522.4427557415121
0.08655,2650.451790021587,517.5684492520412,410.34531933762145,-0.03595869352868904,-410.30936064409275,279.1733947314301,243.21466524408356,-522.3880599755137
0.08656000000000001,2670.420572582514,517.5089949299969,413.9250666045575,-0.03288246832687269,-413.89218413623064,277.60913477264126,244.72663356333322,-522.3357683359745
0.08657000000000001,2690.508595996597,517.4519313338927,417.5140328178601,-0.029805929176441016,-417.4842268886836,276.04592241906124,246.2399634367208,-522.285885855782
0.08658,2710.712488646748,517.397264383881,421.1115520055348,-0.026729101992909385,-421.0848229035419,274.48377292254656,247.75464420056193,-522.2384171231085
0.08659,2731.0288375680166,517.3449995559001,424.7169577919941,-0.02365200151779575,-424.6933057904763,272.9226957254452,249.2706705556716,-522.1933662811168
0.08660000000000001,2751.454189295779,517.2951418814636,428.3295834538168,-0.02057466545328826,-428.3090087883635,271.36271152788,250.7880254999468,-522.1507370278268
0.08661,2771.9850491399015,517.2476959475308,431.9487619360312,-0.01749713811277246,-431.9312647979184,269.80384411296467,252.30668850307148,-522.1105326160362
0.08662,2792.6178806534003,517.202665896248,435.5738258859495,-0.014419434373361815,-435.55940645157614,268.2461023229728,253.82665353019098,-522.0727558531637
0.08663000000000001,2813.3491065246926,517.1600554247809,439.20410770934757,-0.01134157533915633,-439.1927661340084,266.68949789094,255.3479112102197,-522.0374091011597
0.08664000000000001,2834.175108810251,517.1198677851382,442.83893963145056,-0.008263614754565595,-442.830676016696,265.1340586472982,256.87043562912606,-522.0044942764243
0.08665,2855.0922281593266,517.0821057840791,446.4776536985942,-0.00518557864490566,-446.4724681199493,263.57979834012906,258.39421450964994,-521.974012849779
0.08666,2876.0967644937055,517.0467717829774,450.1195818455757,-0.0021074820429538284,-450.1174743635327,262.02672499844135,259.9192408480075,-521.9459658464489
0.08667000000000001,2897.184977267568,517.0138676977925,453.76405595113755,0.0009706374780385209,-453.76502658861557,260.47485769871787,261.44549614739293,-521.9203538461109
0.08668000000000001,2918.3530852468784,516.9833949990525,457.4104078544222,0.004048735842755728,-457.41445659026493,258.9242185457189,262.9729584372064,-521.8971769829252
0.08669,2939.597266903148,516.9553547118389,461.057969389145,0.007126797885308952,-461.0650961870303,257.3748149667629,264.50161997886255,-521.8764349456255
0.08670000000000001,2960.9136606856773,516.9297474157976,464.70607243944835,0.01020480234031334,-464.71627724178865,255.8266572162495,266.0314697613549,-521.8581269776043
0.08671000000000001,2982.2983648439767,516.9065732451849,468.3540490006437,0.01328269588353993,-468.3673316965273,254.27977135541718,267.5624805216397,-521.8422518770569
0.08672,3003.7474380932445,516.8858318889245,472.0012311813926,0.016360452399241183,-472.0175916337918,252.7341696187113,269.0946383783884,-521.8288079970997
0.08673,3025.256900084466,516.8675225907465,475.6469512708171,0.01943805659160831,-475.6663893274087,251.18985860819168,270.6279346378372,-521.8177932460289
0.08674000000000001,3046.8227311016717,516.8516441493376,479.2905417936182,0.022515471024266057,-479.3130572646425,249.64685577391606,272.16234931363056,-521.8092050875466
0.08675000000000001,3068.4408723336937,516.8381949184414,482.93133552662465,0.025592651862761644,-482.95692817848743,248.10518154276158,273.6978589981495,-521.8030405409111
0.08676,3090.1072271658904,516.8271728070815,486.56866553314507,0.028669583680874675,-486.59733511682595,246.5648419154164,275.2344542658461,-521.7992961812625
0.08677000000000001,3111.8176608594094,516.8185752797534,490.2018652184064,0.031746245074231016,-490.2336114634806,245.02584565972379,276.77212248016815,-521.797968139892
0.08678000000000001,3133.567999981272,516.8123993566925,493.8302683899315,0.034822583133029904,-493.8650909730645,243.4882170745129,278.3108350300912,-521.799052104604
0.08679,3155.3540344638204,516.8086416140793,497.453209260123,0.03789857167026078,-497.4911078317933,241.95196687559587,279.85057644439047,-521.8025433199864
0.0868,3177.171517877574,516.8072981844527,501.07002251298195,0.040974195154590366,-501.11099670813655,240.41710022959728,281.3913363583418,-521.808436587939
0.08681000000000001,3199.016166587904,516.8083647570412,504.68004335876407,0.04404941629481613,-504.72409277505886,238.8836329619478,282.9330933061362,-521.816726268084
0.08682000000000001,3220.883660504882,516.8118365779743,508.282607550549,0.04712419150076205,-508.3297317420498,237.35158382655882,284.4758224514652,-521.827406278024
0.08683,3242.7696452452014,516.8177084507502,511.87705141861426,0.05019850511357768,-511.92724992372786,235.8209573909407,286.01951270297326,-521.840470093914
0.08684,3264.669731241582,516.8259747366022,515.4627119253622,0.05327233561179587,-515.515984260974,234.29176093341243,287.56414981749066,-521.8559107509031
0.08685000000000001,3286.5794927952666,516.8366293549908,519.0389267252356,0.056345630495371356,-519.0952723557309,232.764017001388,289.1097038423336,-521.8737208437216
0.08686,3308.4944714828844,516.8496657839552,522.6050341675422,0.05941836352492982,-522.6644525310671,231.23773479193076,290.6561577351647,-521.8938925270954
0.08687,3330.410176241632,516.8650770608,526.1603733626766,0.06249051896048766,-526.2228638816372,229.7129180328028,292.20349948374695,-521.9164175165497
0.08688000000000001,3352.3220820037113,516.8828557826046,529.7042842361963,0.06556205966460847,-529.7698462958608,228.1895809311956,293.75170615779825,-521.9412870889938
