"time","uDC","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]","Losses"
0,5.6568542494923804E+02,-0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,0.0000000000000000E+00,4.8000000000000000E+02
0.0002,5.5900830888259327E+02,6.1466535037983383E-02,-1.0490013736869848E+00,9.8753483864900138E-01,3.1223790795286709E+02,-5.6300921940127728E+02,2.5077131144841016E+02,7.8942533465314364E+02
0.0004,5.5236824888206786E+02,1.2274589578532424E-01,-6.7360932149243613E+00,6.6133473191390371E+00,3.3956325205248243E+02,-5.5638048557386753E+02,2.1681723352138511E+02,7.9930678065037876E+02
0.0006001,5.4582848807311223E+02,1.8357107074084311E-01,-1.5967850972098560E+01,1.5784279901357717E+01,3.6671519741404370E+02,-5.4985914051635712E+02,1.8314394310231339E+02,8.2786197870677915E+02
0.0008001,5.3941690456122717E+02,2.4364123594180498E-01,-2.4856029516130814E+01,2.4612388280189009E+01,3.9355338283981496E+02,-5.4346528609683276E+02,1.4991190325701777E+02,8.5942432795970444E+02
0.0010001,5.3310013883116233E+02,3.0274986049360564E-01,-2.9591302690932146E+01,2.9288552830438540E+01,4.1995405383588189E+02,-5.3715794442860044E+02,1.1720389059271855E+02,8.7794290028048033E+02
0.0012001,5.2679826331204765E+02,3.6066366965934904E-01,-2.6522823777000148E+01,2.6162160107340799E+01,4.4575695848522003E+02,-5.3084988664778211E+02,8.5092928162562004E+01,8.6769447512777640E+02
0.0014001,5.2038428749058539E+02,4.1715410409250531E-01,-1.2256626776083070E+01,1.1839472671990565E+01,4.7078092802230174E+02,-5.2440733479841117E+02,5.3626406776109462E+01,8.1457178157066869E+02
0.0016,5.1375008322244241E+02,4.4994762884360107E-01,-9.2363154337185582E-01,4.7368391452825476E-01,4.8384926191407595E+02,-4.9571740475640280E+02,1.1868142842326847E+01,7.4416830247368659E+02
0.0018,5.0707598088952943E+02,4.9151937576977694E-01,-9.3570447189251571E-01,4.4418509612273877E-01,5.0129810295771949E+02,-4.7763096313420044E+02,-2.3667139823519051E+01,7.3658412252813366E+02
0.002,5.0041716041867318E+02,6.4439464260397639E+00,-6.8425155366303017E+00,3.9856911059053812E-01,5.0442943803403739E+02,-4.5149947359664372E+02,-5.2929964437393664E+01,7.3413438302197164E+02
0.0022001,4.9403195063150110E+02,4.3885486424812015E+01,-4.4227038625200386E+01,3.4155220038837142E-01,4.9811906700553345E+02,-4.1983580447288182E+02,-7.8283262532651605E+01,8.5058016975522139E+02
0.0024001,4.8835792670793677E+02,1.1188518997565500E+02,-1.1216840543482887E+02,2.8321545917386792E-01,4.9258099536442518E+02,-3.8789836887673454E+02,-1.0468262648769064E+02,1.1114984268383801E+03
0.0026001,4.8376596897732401E+02,2.0533280798492385E+02,-2.0555656898085468E+02,2.2376099593084467E-01,4.8817588241243845E+02,-3.5596855105202764E+02,-1.3220733136041079E+02,1.5182349564954993E+03
0.0028001,4.8055772947000435E+02,3.1849400864583220E+02,-3.1865743209609576E+02,1.6342345026356025E-01,4.8519391115910560E+02,-3.2430876242297632E+02,-1.6088514873612931E+02,2.0698958281070809E+03
0.0030001,4.7895509420105634E+02,4.4516384782550313E+02,-4.4526628877240228E+02,1.0244094689916022E-01,4.8384455753800250E+02,-2.9314280343900361E+02,-1.9070175409899889E+02,2.7579466215775765E+03
0.0032001,4.7909492334270357E+02,5.7882008572232962E+02,-5.7886113987824774E+02,4.1054155918167322E-02,4.8425163722174352E+02,-2.6265291709701285E+02,-2.2159872012473068E+02,3.5620585638535290E+03
0.0034001,4.8102588413380880E+02,7.1278316981392754E+02,-7.1276267515686720E+02,-2.0494657060374240E-02,4.8645045850243696E+02,-2.3297789047371310E+02,-2.5347256802872386E+02,4.4477738553589988E+03
0.0036001,4.8470744131056080E+02,8.4037926191442250E+02,-8.4029729932743192E+02,-8.1962586990617023E-02,4.9038713877722250E+02,-2.0421223491205023E+02,-2.8617490386517227E+02,5.3663323905546722E+03
0.0038001,4.9001102108378427E+02,9.5510263150445121E+02,-9.5495952445641603E+02,-1.4310704803515287E-01,4.9592009330863073E+02,-1.7640645108328647E+02,-3.1951364222534426E+02,6.2567599530713269E+03
0.0040001,4.9672331573470507E+02,1.0507737636972804E+03,-1.0505700769663397E+03,-2.0368673094060982E-01,5.0282365602839695E+02,-1.4956836070062991E+02,-3.5325529532776704E+02,7.0500657262194909E+03
0.0042001,5.0455164783984725E+02,1.1216896374055002E+03,-1.1214261748501253E+03,-2.6346255537479563E-01,5.1079374430671078E+02,-1.2366546273481163E+02,-3.8712828157189915E+02,7.6751593103748482E+03
