"time","J1_w","J2_w","J3_w","J4_w"
0.69,4.5481241347669528E+000,3.1713202785208381E+000,2.8999999999999999E+000,1.7319479184152442E-014
0.693,4.5370899768676320E+000,3.1607214162959489E+000,2.9300000000000002E+000,1.8207657603852567E-014
0.696,4.5233948308125607E+000,3.1500361525612464E+000,2.9600000000000009E+000,1.9539925233402755E-014
0.699,4.5069890912263535E+000,3.1392642128115718E+000,2.9899999999999993E+000,1.8651746813702630E-014
0.702,4.4878479802642941E+000,3.1284053237736327E+000,3.0200000000000000E+000,1.9984014443252818E-014
0.705,4.4659717699639359E+000,3.1174592134098704E+000,3.0500000000000007E+000,2.1316282072803006E-014
0.708,4.4413857822412437E+000,3.1064256109223365E+000,3.0800000000000001E+000,2.1316282072803006E-014
0.711,4.4141401665312472E+000,3.1021626913935725E+000,3.1031415553629689E+000,2.1760371282653068E-014
0.714,4.3843094570468581E+000,3.1115579943179421E+000,3.1125368582873385E+000,2.1316282072803006E-014
0.717,4.3519919135856204E+000,3.1209091487215295E+000,3.1218880126909259E+000,2.1760371282653068E-014
0.72,4.3173086517354031E+000,3.1302160217037303E+000,3.1311948856731266E+000,2.1760371282653068E-014
0.723,4.2804025701993638E+000,3.1394784809932785E+000,3.1404573449626749E+000,2.1316282072803006E-014
0.726,4.2414370847612801E+000,3.1486963949501265E+000,3.1496752589195229E+000,2.1760371282653068E-014
0.729,4.2005946801286331E+000,3.1578696325673121E+000,3.1588484965367085E+000,2.2204460492503131E-014
0.732,4.1580752925073590E+000,3.1669980634728234E+000,3.1679769274422198E+000,2.2204460492503131E-014
0.735,4.1140945372646041E+000,3.1760815579314516E+000,3.1770604219008480E+000,2.1760371282653068E-014
0.738,4.0688817974108549E+000,3.1851199868466349E+000,3.1860988508160313E+000,2.2204460492503131E-014
0.741,4.0226781898681674E+000,3.1941132217622905E+000,3.1950920857316869E+000,2.2204460492503131E-014
0.744,3.9757344275760165E+000,3.2030611348646447E+000,3.2040399988340411E+000,2.2648549702353193E-014
0.747,3.9283085964108322E+000,3.2119635989840458E+000,3.2129424629534422E+000,2.3092638912203256E-014
0.75,3.8806638666514077E+000,3.2208204875967725E+000,3.2217993515661689E+000,2.3092638912203256E-014
0.753,3.8330661593033462E+000,3.2296316748268334E+000,3.2306105387962298E+000,2.3092638912203256E-014
0.756,3.7857817879963775E+000,3.2383970354477540E+000,3.2393758994171504E+000,2.3092638912203256E-014
0.759,3.7390750973852089E+000,3.2471164448843579E+000,3.2480953088537543E+000,2.2648549702353193E-014
0.762,3.6932061190155885E+000,3.2557897792145369E+000,3.2567686431839333E+000,2.3092638912203256E-014
0.765,3.6484282654622575E+000,3.2644169151710107E+000,3.2653957791404071E+000,2.3092638912203256E-014
0.768,3.6049860832057532E+000,3.2729977301430826E+000,3.2739765941124790E+000,2.3092638912203256E-014
0.771,3.5631130841936498E+000,3.2815321021783777E+000,3.2825109661477740E+000,2.3980817331903381E-014
