"time","valves_mv1","valves_mv2","valves_mv3","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","egsCarSpeed","egsGear","egsTargetGear","tShiftStart"
5.31,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.1522999999999996E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.37,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.2180000000000007E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.44,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.2933000000000007E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.51,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.3671999999999997E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.58,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.4399000000000001E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.64,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.5010999999999996E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.71,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.5712999999999994E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.78,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.6403000000000006E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.84,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.6983999999999995E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.91,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.8063999999999993E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
5.98,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.8805000000000007E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
6.05,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.9424999999999997E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
6.11,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,7.9953000000000003E+001,2.0000000000000000E+000,2.0000000000000000E+000,2.8999999999999999E+000
6.18,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.0567999999999998E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.25,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.1180000000000007E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.31,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.1701999999999998E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.38,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.2308999999999997E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.45,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.2912999999999997E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.52,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.3515000000000001E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.58,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.4028000000000006E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.65,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.4625000000000000E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.72,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.5218999999999994E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.78,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.5725999999999999E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.85,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.6314999999999998E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.92,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.6902000000000001E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
6.99,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.7486000000000004E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.05,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.7983999999999995E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.12,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.8563999999999993E+001,2.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.19,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.9140000000000001E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.25,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.9632000000000005E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.32,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.0203999999999994E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.39,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.0772999999999996E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.46,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.1340000000000003E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.52,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.1822999999999993E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.59,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.2385000000000005E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.66,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.2944000000000003E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.72,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.3421999999999997E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.79,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.3975999999999999E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.86,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.4528000000000006E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.93,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.5078000000000003E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
7.99,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.5546999999999997E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.06,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.6091999999999999E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.13,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.6634000000000000E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.19,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.7096999999999994E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.26,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.7634000000000000E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.33,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.8168999999999997E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.4,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.8701999999999998E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.46,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.9156999999999996E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.53,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.9685000000000002E+001,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.6,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0020999999999999E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.66,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0065900000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.73,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0118000000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.8,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0169900000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.86,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0214100000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
8.93,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0265500000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0316700000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.07,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0367700000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.13,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0411100000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.2,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0461600000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.27,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0511900000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.33,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0554800000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.4,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0604700000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.47,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0654300000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.54,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0703600000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.6,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0745800000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.67,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0794700000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.74,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0843200000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.8,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0884600000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.87,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0932400000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
9.94,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0979900000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.01,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1027000000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.07,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1067100000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.14,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1113500000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.21,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1159500000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.27,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1198600000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.34,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1243899999999999E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.41,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1288800000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.48,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1333400000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.54,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1371299999999999E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.61,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1415200000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.68,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1458700000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.74,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1495699999999999E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.81,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1538500000000001E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.88,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1559399999999999E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
10.95,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1568700000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
11.01,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.1549700000000000E+002,3.0000000000000000E+000,3.0000000000000000E+000,6.1200000000000001E+000
