"time","Capacitor1.i","IdealDiode3.v"
0.091,2.1844075986821832E+002,-5.2706897561893129E+002
0.0912,2.1991276286126737E+002,-5.3002055277636373E+002
0.0914,1.9478616887541540E+002,-5.3279129480711163E+002
0.0916,1.4030460381663215E+002,-5.3500461510213881E+002
0.0918,5.4470150429642388E+001,-5.3625291927676244E+002
0.092,-5.5922972500738240E+001,-5.3612688185160096E+002
0.0922,-1.7228545825026364E+002,-5.3442502695330063E+002
0.0924,-2.9183920880402826E+002,-4.0616153343590332E+002
0.0926,-2.6731914913124672E+002,-3.7455874180107429E+002
0.0928,-2.2348809811963775E+002,-3.4274466307926207E+002
0.093,-1.6501551146300406E+002,-3.1095176096838833E+002
0.0932,-9.6918204291893034E+001,-2.7938141589291479E+002
0.0934,-2.4433597358883922E+001,-2.4820155351428480E+002
0.0936,4.7111591863441916E+001,-2.1754513195973789E+002
0.0938,1.1243423259816149E+002,-1.8750951009911887E+002
0.094,1.6642623311663721E+002,-1.5815669923477489E+002
0.0942,2.0428159832261181E+002,-1.2951448063255083E+002
0.0944,2.2161623643995631E+002,-1.0157835187659592E+002
0.0946,2.1457782937064221E+002,-7.4314246507385946E+001
0.0948,1.7994331109719826E+002,-4.7661954209269609E+001
0.095,1.1520178213767809E+002,-2.1539153328322069E+001
0.0952,1.8724152545729851E+001,2.0002062803663070E+000
0.0954,-9.4128936824190845E+001,2.0332228813723159E+000
0.0956,-2.1236047316471178E+002,2.1219058329443183E+000
0.0958,-2.8607035501523092E+002,2.2145897695920991E+000
0.096,-2.5461023205377418E+002,2.2460743710268498E+000
0.0962,-2.0534998491824769E+002,2.2953603314016693E+000
0.0964,-1.4308876130380821E+002,2.3576486873091036E+000
0.0966,-7.2931486784500407E+001,2.4278345967913189E+000
0.0968,-1.6026125457210583E-001,2.5006359386655213E+000
0.097,6.9897812601646365E+001,2.5707254824399821E+000
0.0972,1.3200337237744645E+002,2.6328636324223105E+000
0.0974,1.8113511145170469E+002,2.6820287469006603E+000
0.0976,2.1261473182999941E+002,2.7135420972065369E+000
0.0978,2.2222372820403916E+002,2.7231846604045922E+000
0.098,2.0630938803871965E+002,2.7073031302251103E+000
0.0982,1.6187764091513168E+002,2.6629027792216267E+000
0.0984,8.6670690564562051E+001,2.5877251053030528E+000
0.0986,-1.8293096007169879E+001,2.4827771082511005E+000
0.0988,-1.3285601605176174E+002,2.3682120699900739E+000
0.099,-2.5306189707362424E+002,2.2480009365360849E+000
0.0992,-2.7783880572581540E+002,2.2230730830713430E+000
0.0994,-2.3994499677242896E+002,2.2609316865915474E+000
0.0996,-1.8580893017795910E+002,2.3150331298093811E+000
0.0998,-1.2034543347772052E+002,2.3804629764796723E+000
0.1,-4.8732832914228936E+001,2.4520431911987099E+000
