"time","TRes","heatCapacitor_T","switch_Controll"
9.181,3.2346113271871360E+002,5.0311132718713623E+001,0
9.201,3.2357911510710272E+002,5.0429115107102746E+001,0
9.221,3.2369678805872019E+002,5.0546788058720210E+001,0
9.241,3.2381415244569183E+002,5.0664152445691855E+001,0
9.261,3.2393120913730587E+002,5.0781209137305893E+001,0
9.281,3.2404795900002483E+002,5.0897959000024855E+001,0
9.301,3.2414657200743164E+002,5.0996572007431666E+001,1
9.321,3.2408463772382282E+002,5.0934637723822846E+001,1
9.341,3.2402282719117619E+002,5.0872827191176214E+001,1
9.361,3.2396114016222475E+002,5.0811140162224774E+001,1
9.381,3.2389957639019576E+002,5.0749576390195784E+001,1
9.401,3.2383813562880920E+002,5.0688135628809221E+001,1
9.421,3.2377681763227741E+002,5.0626817632277437E+001,1
9.441,3.2371562215530412E+002,5.0565622155304141E+001,1
9.461,3.2365454895308250E+002,5.0504548953082519E+001,1
9.481,3.2359359778129533E+002,5.0443597781295352E+001,1
9.501,3.2353276839611362E+002,5.0382768396113647E+001,1
9.521,3.2347206055419508E+002,5.0322060554195104E+001,1
9.541,3.2341147401268427E+002,5.0261474012684289E+001,1
9.561,3.2335100852921050E+002,5.0201008529210526E+001,1
9.581,3.2329066386188777E+002,5.0140663861887788E+001,1
9.601,3.2323043976931308E+002,5.0080439769313102E+001,1
9.621,3.2317033601056607E+002,5.0020336010566098E+001,1
9.641,3.2311035234520756E+002,4.9960352345207582E+001,1
9.661,3.2305048853327861E+002,4.9900488533278633E+001,1
9.681,3.2299074433529989E+002,4.9840744335299917E+001,1
9.701,3.2293111951227087E+002,4.9781119512270891E+001,1
9.721,3.2287161382566808E+002,4.9721613825668101E+001,1
9.741,3.2281222703744504E+002,4.9662227037445064E+001,1
9.761,3.2275295891003083E+002,4.9602958910030850E+001,1
9.781,3.2269380920632909E+002,4.9543809206329115E+001,1
9.801,3.2263477768971723E+002,4.9484777689717248E+001,1
9.821,3.2257586412404561E+002,4.9425864124045631E+001,1
9.841,3.2251706827363614E+002,4.9367068273636164E+001,1
9.861,3.2245838990328195E+002,4.9308389903281977E+001,1
9.881,3.2239982877824588E+002,4.9249828778245899E+001,1
9.901,3.2234138466426003E+002,4.9191384664260056E+001,1
9.921,3.2228305732752438E+002,4.9133057327524398E+001,1
9.941,3.2222484653470639E+002,4.9074846534706410E+001,1
9.961,3.2216675205293933E+002,4.9016752052939353E+001,1
9.981,3.2223437879230215E+002,4.9084378792302175E+001,0
10,3.2234952965412515E+002,4.9199529654125172E+001,0
