"time","TRes","heatCapacitor_T","switch_Controll"
9.24,3.2386300774286343E+002,5.0713007742863454E+001,0
9.26,3.2397992494365303E+002,5.0829924943653054E+001,0
9.28,3.2409657169320928E+002,5.0946571693209307E+001,0
9.3,3.2411648894101370E+002,5.0966488941013722E+001,1
9.32,3.2405464089305286E+002,5.0904640893052886E+001,1
9.34,3.2399297889505442E+002,5.0842978895054443E+001,1
9.36,3.2393143195347324E+002,5.0781431953473259E+001,1
9.38,3.2386999424689037E+002,5.0719994246890394E+001,1
9.4,3.2380866577530594E+002,5.0658665775305963E+001,1
9.42,3.2374744653871988E+002,5.0597446538719907E+001,1
9.44,3.2368633653713221E+002,5.0536336537132229E+001,1
9.46,3.2362533577054290E+002,5.0475335770542927E+001,1
9.48,3.2356448603288487E+002,5.0414486032884895E+001,1
9.5,3.2350377451347822E+002,5.0353774513478243E+001,1
9.52,3.2344317911703098E+002,5.0293179117031002E+001,1
9.54,3.2338269984354321E+002,5.0232699843543230E+001,1
9.56,3.2332233669301490E+002,5.0172336693014927E+001,1
9.58,3.2326208966544607E+002,5.0112089665446092E+001,1
9.6,3.2320195876083665E+002,5.0051958760836669E+001,1
9.62,3.2314194397918669E+002,4.9991943979186715E+001,1
9.64,3.2308204532049615E+002,4.9932045320496172E+001,1
9.66,3.2302226278476513E+002,4.9872262784765155E+001,1
9.68,3.2296259637199353E+002,4.9812596371993550E+001,1
9.7,3.2290304608218133E+002,4.9753046082181356E+001,1
9.72,3.2284361191532867E+002,4.9693611915328688E+001,1
9.74,3.2278429387143541E+002,4.9634293871435432E+001,1
9.76,3.2272509195050162E+002,4.9575091950501644E+001,1
9.78,3.2266600615252725E+002,4.9516006152527268E+001,1
9.8,3.2260703647751234E+002,4.9457036477512361E+001,1
9.821,3.2254524329608182E+002,4.9395243296081844E+001,1
9.841,3.2248649435556644E+002,4.9336494355566458E+001,1
9.861,3.2242783658077519E+002,4.9277836580775215E+001,1
9.881,3.2236929287490989E+002,4.9219292874909911E+001,1
9.901,3.2231086323797047E+002,4.9160863237970489E+001,1
9.921,3.2225254766995704E+002,4.9102547669957062E+001,1
9.941,3.2219434617086955E+002,4.9044346170869574E+001,1
9.961,3.2217875611021697E+002,4.9028756110216989E+001,0
9.981,3.2230001722886982E+002,4.9150017228869842E+001,0
10,3.2241487833990152E+002,4.9264878339901543E+001,0
