"time","Var_disp"
0.486,2.3802276776646702E-002
0.487,2.3466826656929785E-002
0.488,2.3130597686502608E-002
0.489,2.2793820531199493E-002
0.49,2.2456727586345426E-002
0.491,2.2119552605718962E-002
0.492,2.1782530659744115E-002
0.493,2.1445897619422061E-002
0.494,2.1109890187679059E-002
0.495,2.0774745621332635E-002
0.496,2.0440701739789180E-002
0.497,2.0107940342882435E-002
0.498,1.9776478261426256E-002
0.499,1.9446302363437473E-002
0.5,1.9117399431863413E-002
0.501,1.8789756332614926E-002
0.502,1.8463360178707200E-002
0.503,1.8138198025741570E-002
0.504,1.7814257037505388E-002
0.505,1.7491524647771706E-002
0.506,1.7169989068695379E-002
0.507,1.6849653885854243E-002
0.508,1.6530535899642818E-002
0.509,1.6212651999186534E-002
0.51,1.5896018380463839E-002
0.511,1.5580650704030807E-002
0.512,1.5266564249502790E-002
0.513,1.4953773619532873E-002
0.514,1.4642292896164366E-002
0.515,1.4332135794183909E-002
0.516,1.4023321525048593E-002
0.517,1.3715911606749787E-002
0.518,1.3409985151876747E-002
0.519,1.3105620310739252E-002
0.52,1.2802894367680562E-002
0.521,1.2501883614311482E-002
0.522,1.2202663513680045E-002
0.523,1.1905308388296953E-002
0.524,1.1609891543293061E-002
0.525,1.1316485386618447E-002
0.526,1.1025168166304833E-002
0.527,1.0736046559755241E-002
0.528,1.0449234296306953E-002
0.529,1.0164844209747725E-002
0.53,9.8829883853394085E-003
0.531,9.6037780378720461E-003
0.532,9.3273236626542078E-003
0.533,9.0537347480555974E-003
0.534,8.7831198957231127E-003
0.535,8.5155869087625291E-003
0.536,8.2512365395102094E-003
0.537,7.9901553951970961E-003
0.538,7.7324276897057231E-003
0.539,7.4781367884662053E-003
0.54,7.2273653394447912E-003
0.541,6.9801953982340237E-003
0.542,6.7367082001580370E-003
0.543,6.4969843357138846E-003
0.544,6.2611036923545527E-003
0.545,6.0291426682471672E-003
0.546,5.8011223038828552E-003
0.547,5.5770155335768123E-003
0.548,5.3567941830495736E-003
0.549,5.1404304084537999E-003
0.55,4.9278968013632962E-003
0.551,4.7191664822338053E-003
0.552,4.5142128926015657E-003
0.553,4.3130098940683537E-003
0.554,4.1155318571262089E-003
0.555,3.9217642010811460E-003
0.556,3.7317706079087465E-003
0.557,3.5456491310271732E-003
0.558,3.3634980414487536E-003
0.559,3.1854155372169624E-003
0.56,3.0114998789522174E-003
0.561,2.8418495190146720E-003
0.562,2.6765629901034371E-003
0.563,2.5157390517049905E-003
0.564,2.3594768298539348E-003
0.565,2.2078605856959976E-003
0.566,2.0609160174512864E-003
0.567,1.9186548745473431E-003
0.568,1.7810891549842056E-003
0.569,1.6482312191206105E-003
0.57,1.5200937654691327E-003
0.571,1.3966899312665149E-003
0.572,1.2780331905151154E-003
0.573,1.1641374386094361E-003
0.574,1.0550171343748360E-003
0.575,9.5071862052797940E-004
0.576,8.5137025849058023E-004
0.577,7.5711521509858049E-004
0.578,6.6809876677598190E-004
0.579,5.8446852578741826E-004
0.58,5.0637466566183509E-004
0.581,4.3397004588174859E-004
0.582,3.6741048691446565E-004
0.583,3.0685498503824071E-004
0.584,2.5245362343695454E-004
0.585,2.0409648773078715E-004
0.586,1.6143260369116952E-004
0.587,1.2411778918974825E-004
0.588,9.1823625505638162E-005
0.589,6.4236215774116090E-005
0.59,4.1055067097728326E-005
0.591,2.1992057784414598E-005
0.592,6.7705548097984902E-006
0.593,-4.8753855642624799E-006
0.594,-1.3243884570246500E-005
0.595,-1.8786956195726567E-005
0.596,-2.1970628075185239E-005
0.597,-2.3232680591123156E-005
0.598,-2.2985565973687727E-005
0.599,-2.1618869429307352E-005
0.6,-1.9501402859223305E-005
0.601,-1.6982989413882876E-005
0.602,-1.4395994848759308E-005
0.603,-1.2056647535341192E-005
0.604,-1.0243301827639328E-005
0.605,-9.0054785291115991E-006
0.606,-8.2694098944013916E-006
0.607,-7.9593070840822122E-006
0.608,-7.9986755930905318E-006
0.609,-8.3103458586863965E-006
0.61,-8.8165025506903305E-006
0.611,-9.4387128455331037E-006
0.612,-1.0097952828691525E-005
0.613,-1.0714631457742207E-005
0.614,-1.1210192610411340E-005
0.615,-1.1551070509541184E-005
0.616,-1.1754803948327286E-005
0.617,-1.1841749249508204E-005
0.618,-1.1832343170148363E-005
0.619,-1.1747094032732441E-005
0.62,-1.1606573008027254E-005
0.621,-1.1431404777217935E-005
0.622,-1.1242258299626329E-005
0.623,-1.1059837604188161E-005
0.624,-1.0904265215994080E-005
0.625,-1.0783319769336330E-005
0.626,-1.0693360918967443E-005
0.627,-1.0630510549947125E-005
0.628,-1.0591099834145190E-005
0.629,-1.0571671012482575E-005
0.63,-1.0568979004088597E-005
0.631,-1.0579993100834351E-005
0.632,-1.0601898345230509E-005
0.633,-1.0632097138696395E-005
0.634,-1.0668201465557914E-005
0.635,-1.0707842934221112E-005
0.636,-1.0748646341651735E-005
0.637,-1.0788400304440060E-005
0.638,-1.0825066055875077E-005
0.639,-1.0856778390522237E-005
0.64,-1.0881846791988004E-005
0.641,-1.0898756006239019E-005
0.642,-1.0906166931667904E-005
0.643,-1.0902917203625684E-005
0.644,-1.0888083131099791E-005
0.645,-1.0862265045430419E-005
0.646,-1.0827567160087703E-005
0.647,-1.0786350247649068E-005
0.648,-1.0741175923034696E-005
0.649,-1.0694805957944808E-005
0.65,-1.0650200595763160E-005
0.651,-1.0610517366393957E-005
0.652,-1.0579109176012125E-005
0.653,-1.0559523110686975E-005
0.654,-1.0555279922219718E-005
0.655,-1.0565274056295593E-005
0.656,-1.0583862028124003E-005
0.657,-1.0605350677872494E-005
0.658,-1.0624194585306945E-005
0.659,-1.0634998998781953E-005
0.66,-1.0632522246867282E-005
0.661,-1.0611678432193017E-005
0.662,-1.0567539851069618E-005
0.663,-1.0495339385352409E-005
0.664,-1.0391056667558018E-005
0.665,-1.0263369761065455E-005
0.666,-1.0133210042395646E-005
0.667,-1.0022220441774365E-005
0.668,-9.9522591116008030E-006
0.669,-9.9453888675604674E-006
0.67,-1.0023867350272830E-005
0.671,-1.0210136112687174E-005
0.672,-1.0526810037436718E-005
0.673,-1.0996666501283947E-005
0.674,-1.1640480526042829E-005
0.675,-1.2423566431607469E-005
0.676,-1.3251299960992391E-005
0.677,-1.4024651685540235E-005
0.678,-1.4643037464234787E-005
0.679,-1.5004333539403447E-005
0.68,-1.5004887331082628E-005
0.681,-1.4539525833079381E-005
0.682,-1.3501560205075869E-005
0.683,-1.1782786393466083E-005
0.684,-9.2912861876515151E-006
0.685,-6.1387501393284083E-006
0.686,-2.5629341067201494E-006
0.687,1.2039514956097008E-006
0.688,4.9370414398897111E-006
0.689,8.4184598870828964E-006
0.69,1.1437004793113381E-005
0.691,1.3787873044401877E-005
0.692,1.5272425921808441E-005
0.693,1.5697979483864088E-005
0.694,1.4885214138504743E-005
0.695,1.2846026429369495E-005
0.696,9.7911772261038976E-006
0.697,5.9486130670194370E-006
0.698,1.5549783173307574E-006
0.699,-3.1440306714758393E-006
0.7,-7.8932551039745391E-006
0.701,-1.2427602563702678E-005
0.702,-1.6471513223814682E-005
0.703,-1.9738336854868699E-005
0.704,-2.1936118517751346E-005
0.705,-2.2980849955001048E-005
0.706,-2.3048449148688199E-005
0.707,-2.2325902521935781E-005
0.708,-2.0995352804198397E-005
0.709,-1.9234282582325513E-005
0.71,-1.7215674883663823E-005
0.711,-1.5108155431153847E-005
0.712,-1.3076112991283750E-005
0.713,-1.1279806626407485E-005
0.714,-9.8691506765780090E-006
0.715,-8.8835976680412543E-006
0.716,-8.2720214549247828E-006
0.717,-7.9802782810833861E-006
0.718,-7.9539914692450253E-006
0.719,-8.1385781797171930E-006
0.72,-8.4792744178274759E-006
0.721,-8.9211602540828494E-006
0.722,-9.4091837090637398E-006
0.723,-9.8881840855380432E-006
0.724,-1.0304177722630925E-005
0.725,-1.0633789242264768E-005
0.726,-1.0885287145989686E-005
0.727,-1.1068528821045476E-005
0.728,-1.1193512687635021E-005
0.729,-1.1270373747596096E-005
0.73,-1.1309378619261956E-005
0.731,-1.1320920909163590E-005
0.732,-1.1315516414200921E-005
0.733,-1.1303797951001116E-005
0.734,-1.1296064714727549E-005
0.735,-1.1292964528841765E-005
0.736,-1.1285781056247224E-005
0.737,-1.1265553065964440E-005
0.738,-1.1223471955479347E-005
0.739,-1.1150885813493439E-005
0.74,-1.1039303804305511E-005
0.741,-1.0880400104773535E-005
0.742,-1.0666017922655868E-005
0.743,-1.0388173325548422E-005
0.744,-1.0040405901468041E-005
0.745,-9.6436333487659454E-006
0.746,-9.2440902591528484E-006
0.747,-8.8889288978322156E-006
0.748,-8.6252414108756170E-006
0.749,-8.5000411454982938E-006
0.75,-8.5602437193132985E-006
0.751,-8.8526470808369950E-006
0.752,-9.4239118806349609E-006
0.753,-1.0320539961861108E-005
0.754,-1.1587185945072243E-005
0.755,-1.3210135460406391E-005
0.756,-1.5103038993546924E-005
0.757,-1.7173881303067517E-005
0.758,-1.9329431847570078E-005
0.759,-2.1475266030468454E-005
0.76,-2.3515787588079817E-005
0.761,-2.5354244745923182E-005
0.762,-2.6892745470408208E-005
0.763,-2.8032268290956175E-005
0.764,-2.8674752305613005E-005
0.765,-2.8781785554432560E-005
0.766,-2.8383314916502478E-005
0.767,-2.7512924295702845E-005
0.768,-2.6204126427509244E-005
0.769,-2.4490353523698438E-005
0.77,-2.2404945425047451E-005
0.771,-1.9981138906555174E-005
0.772,-1.7252058021610672E-005
0.773,-1.4250700061779753E-005
0.774,-1.1013628491318705E-005
0.775,-7.6179862771308393E-006
0.776,-4.1653716269518526E-006
0.777,-7.5659509435332950E-007
0.778,2.5087058624917447E-006
0.779,5.5320723886254086E-006
0.78,8.2162379264616447E-006
0.781,1.0465140006910012E-005
0.782,1.2183936068166368E-005
0.783,1.3279024838053211E-005
0.784,1.3663195028268404E-005
0.785,1.3337705213611883E-005
0.786,1.2377759502912866E-005
0.787,1.0861634470615833E-005
0.788,8.8683960781654747E-006
0.789,6.4778677490995307E-006
0.79,3.7705970969970082E-006
0.791,8.2782630272948410E-007
0.792,-2.2685346703354980E-006
0.793,-5.4359376742141308E-006
0.794,-8.5913509050294934E-006
0.795,-1.1657234226691848E-005
0.796,-1.4563869605743740E-005
0.797,-1.7241351299324137E-005
0.798,-1.9618960134137886E-005
0.799,-2.1625186316875933E-005
0.8,-2.3187746736264003E-005
0.801,-2.4233603354795186E-005
0.802,-2.4688979250675480E-005
0.803,-2.4479374290287126E-005
0.804,-2.3537523111127889E-005
0.805,-2.1945025186265177E-005
0.806,-1.9912890200757261E-005
0.807,-1.7650707866523341E-005
0.808,-1.5362189621503930E-005
0.809,-1.3245423301833092E-005
0.81,-1.1493097247572415E-005
0.811,-1.0292694731628416E-005
0.812,-9.8266595346396812E-006
0.813,-1.0272541738465257E-005
0.814,-1.1799611269514010E-005
0.815,-1.4401983327805290E-005
0.816,-1.7821866527989449E-005
0.817,-2.1769775444990813E-005
0.818,-2.5942169391557357E-005
0.819,-3.0020567274968712E-005
0.82,-3.3670521751072435E-005
0.821,-3.6540434231402408E-005
0.822,-3.8260183383043156E-005
0.823,-3.8439518391997218E-005
0.824,-3.6697079340730632E-005
0.825,-3.3111287668252665E-005
0.826,-2.8117472841371338E-005
0.827,-2.2135182496940686E-005
0.828,-1.5560189066787800E-005
0.829,-8.7666953941800685E-006
0.83,-2.1092156428093034E-006
0.831,4.0758179701283481E-006
0.832,9.4686856376702266E-006
0.833,1.3765189843306658E-005
0.834,1.6699211448645279E-005
0.835,1.8271536997183091E-005
0.836,1.8645004571493651E-005
0.837,1.7989355996395062E-005
0.838,1.6479059707030785E-005
0.839,1.4293390692476926E-005
0.84,1.1616526661595294E-005
0.841,8.6376643176899748E-006
0.842,5.5511524872375873E-006
0.843,2.5566527439568887E-006
0.844,-1.4403164849685623E-007
0.845,-2.4584994663401361E-006
0.846,-4.4323751197117289E-006
0.847,-6.1194805760500515E-006
0.848,-7.5733460231930394E-006
0.849,-8.8471935218992215E-006
0.85,-9.9939216149369514E-006
0.851,-1.1066088047684275E-005
0.852,-1.2115893707864700E-005
0.853,-1.3195163969692558E-005
0.854,-1.4353607566408577E-005
0.855,-1.5589959215134286E-005
0.856,-1.6844944325411504E-005
0.857,-1.8055622862500620E-005
0.858,-1.9158530615959179E-005
0.859,-2.0089701376235780E-005
0.86,-2.0784688238517646E-005
0.861,-2.1178585400072336E-005
0.862,-2.1206046985300375E-005
0.863,-2.0801305801176895E-005
0.864,-1.9904184102248479E-005
0.865,-1.8569715081406812E-005
0.866,-1.6955370773397149E-005
0.867,-1.5219094403162714E-005
0.868,-1.3515586668955137E-005
0.869,-1.1996389238211336E-005
0.87,-1.0809955319768250E-005
0.871,-1.0101705524623306E-005
0.872,-1.0014075856656923E-005
0.873,-1.0686554591687880E-005
0.874,-1.2252618996289044E-005
0.875,-1.4701327924249163E-005
0.876,-1.7818887144471773E-005
0.877,-2.1368176774227976E-005
0.878,-2.5102823892453330E-005
0.879,-2.8766782874112273E-005
0.88,-3.2093856063064585E-005
0.881,-3.4807150390836483E-005
0.882,-3.6618447931902054E-005
0.883,-3.7227483016377683E-005
0.884,-3.6338184612683122E-005
0.885,-3.3965832867521861E-005
0.886,-3.0403614970975212E-005
0.887,-2.5942528957823008E-005
0.888,-2.0861934121541026E-005
0.889,-1.5430301605112717E-005
0.89,-9.9058736549029192E-006
0.891,-4.5372317003522511E-006
0.892,4.3619851874954207E-007
0.893,4.7837042851384126E-006
0.894,8.3000956287992977E-006
0.895,1.0955669750511987E-005
0.896,1.2818549584459049E-005
0.897,1.3958522454005085E-005
0.898,1.4445891407866007E-005
0.899,1.4351439435400515E-005
0.9,1.3746395433278380E-005
0.901,1.2702399639574757E-005
0.902,1.1291471358920724E-005
0.903,9.5859786284346882E-006
0.904,7.6583183646894426E-006
0.905,5.5732701369493043E-006
0.906,3.3873334845946346E-006
0.907,1.1570740613420227E-006
0.908,-1.0604477913567223E-006
0.909,-3.2076990190699206E-006
0.91,-5.2266984537086003E-006
0.911,-7.0590373383305760E-006
0.912,-8.6458994927873789E-006
0.913,-9.9280830839765244E-006
0.914,-1.0848586387224302E-005
0.915,-1.1411401035443802E-005
0.916,-1.1682804731627527E-005
0.917,-1.1731526408209625E-005
0.918,-1.1625904596468395E-005
0.919,-1.1433872999400130E-005
0.92,-1.1222944116595635E-005
0.921,-1.1060191802858554E-005
0.922,-1.1012232701279601E-005
0.923,-1.1145205839113714E-005
0.924,-1.1521379286838496E-005
0.925,-1.2121221337646482E-005
0.926,-1.2840550888792990E-005
0.927,-1.3569502368526720E-005
0.928,-1.4196302540292471E-005
0.929,-1.4607278185918560E-005
0.93,-1.4686860450474626E-005
0.931,-1.4317583843959092E-005
0.932,-1.3380081342218020E-005
0.933,-1.1753073584919171E-005
0.934,-9.3317605303067097E-006
0.935,-6.2244891592122542E-006
0.936,-2.6731447777539330E-006
0.937,1.0860341560503528E-006
0.938,4.8244244346129506E-006
0.939,8.3206406451541426E-006
0.94,1.1360200367183104E-005
0.941,1.3735235101397514E-005
0.942,1.5244236263978195E-005
0.943,1.5691837425335642E-005
0.944,1.4896306186895636E-005
0.945,1.2868849991409803E-005
0.946,9.8208061650728595E-006
0.947,5.9807623817853539E-006
0.948,1.5860519967381137E-006
0.949,-3.1168879360832236E-006
0.95,-7.8721015666083360E-006
0.951,-1.2413637764163710E-005
0.952,-1.6465010111876843E-005
0.953,-1.9738566404137181E-005
0.954,-2.1941276363901530E-005
0.955,-2.2988620085984124E-005
0.956,-2.3056958925460336E-005
0.957,-2.2333773548988134E-005
0.958,-2.1001674185505692E-005
0.959,-1.9238585458714041E-005
0.96,-1.7217908643507585E-005
0.961,-1.5108665215257666E-005
0.962,-1.3075618211288997E-005
0.963,-1.1279380703776987E-005
0.964,-9.8701774602361070E-006
0.965,-8.8873227322983084E-006
0.966,-8.2791695953376987E-006
0.967,-7.9910332312360666E-006
0.968,-7.9679888035366631E-006
0.969,-8.1548973444034445E-006
0.97,-8.4964318004532302E-006
0.971,-8.9371015469241755E-006
0.972,-9.4212770423984793E-006
0.973,-9.8932129402040658E-006
0.974,-1.0298389091611959E-005
0.975,-1.0614136436437605E-005
0.976,-1.0850658725858331E-005
0.977,-1.1019788170973932E-005
0.978,-1.1133484182579423E-005
0.979,-1.1203827331662808E-005
0.98,-1.1243014058415213E-005
0.981,-1.1263350985335485E-005
0.982,-1.1277232418560601E-005
0.983,-1.1292279084584855E-005
0.984,-1.1304612796858571E-005
0.985,-1.1308817238875335E-005
0.986,-1.1299639551487495E-005
0.987,-1.1271992768291383E-005
0.988,-1.1220958311186635E-005
0.989,-1.1141788398338903E-005
0.99,-1.1029908229098773E-005
0.991,-1.0880918252853533E-005
0.992,-1.0690596277784792E-005
0.993,-1.0454899268097506E-005
0.994,-1.0170905356710058E-005
0.995,-9.8552381119221266E-006
0.996,-9.5428408051212443E-006
0.997,-9.2694407168858461E-006
0.998,-9.0708271199835266E-006
0.999,-8.9828361554689096E-006
1,-9.0413350181117735E-006
1.001,-9.2822054780228314E-006
1.002,-9.7413276543001359E-006
1.003,-1.0454563038497788E-005
1.004,-1.1457736944886499E-005
1.005,-1.2786621523042108E-005
1.006,-1.4467183238831005E-005
1.007,-1.6436708244804699E-005
1.008,-1.8583989866982620E-005
1.009,-2.0795552809982354E-005
1.01,-2.2956095598436477E-005
1.011,-2.4948499034671556E-005
1.012,-2.6653825637379391E-005
1.013,-2.7951315006657929E-005
1.014,-2.8720805281601258E-005
1.015,-2.8913661558327419E-005
1.016,-2.8564905593442269E-005
1.017,-2.7714087783126118E-005
1.018,-2.6400621997102469E-005
1.019,-2.4663774276567629E-005
1.02,-2.2542652501122973E-005
1.021,-2.0076192777551682E-005
1.022,-1.7303147620828518E-005
1.023,-1.4262074925164292E-005
1.024,-1.0994677855258317E-005
1.025,-7.5791364291255547E-006
1.026,-4.1154926992970076E-006
1.027,-7.0300616150653639E-007
1.028,2.5601889046544812E-006
1.029,5.5770926595810622E-006
1.03,8.2518494349814731E-006
1.031,1.0489765341681334E-005
1.032,1.2197323866702803E-005
1.033,1.3282205528653002E-005
1.034,1.3658382511105849E-005
1.035,1.3327434640997282E-005
1.036,1.2364263687558719E-005
1.037,1.0846822867671690E-005
1.038,8.8538477051036679E-006
1.039,6.4648241424603015E-006
1.04,3.7599549803646326E-006
1.041,8.2013097835176296E-007
1.042,-2.2730985637098300E-006
1.043,-5.4375503621972854E-006
1.044,-8.5905623574689116E-006
1.045,-1.1654784392911566E-005
1.046,-1.4560420413367581E-005
1.047,-1.7237466628738929E-005
1.048,-1.9615105311787673E-005
1.049,-2.1621724087816929E-005
1.05,-2.3184937323672550E-005
1.051,-2.4231602413382625E-005
1.052,-2.4687836355674619E-005
1.053,-2.4479031191959599E-005
1.054,-2.3537814916374522E-005
1.055,-2.1945745688367602E-005
1.056,-1.9913863100740059E-005
1.057,-1.7651787369565852E-005
1.058,-1.5363257511946671E-005
1.059,-1.3246388984922142E-005
1.06,-1.1493895151981626E-005
1.061,-1.0293281914708352E-005
1.062,-9.8270157052882112E-006
1.063,-1.0272666823185617E-005
1.064,-1.1799523851219185E-005
1.065,-1.4401710922373745E-005
1.066,-1.7821440448151371E-005
1.067,-2.1769230811430340E-005
1.068,-2.5941548731256425E-005
1.069,-3.0019916975598804E-005
1.07,-3.3669894947796486E-005
1.071,-3.6539892983911137E-005
1.072,-3.8259796475537122E-005
1.073,-3.8439364356213090E-005
1.074,-3.6697242153049814E-005
1.075,-3.3111815910702447E-005
1.076,-2.8118364566953602E-005
1.077,-2.2136391300331404E-005
1.078,-1.5561628847415854E-005
1.079,-8.7682444319669983E-006
1.08,-2.1107211748416788E-006
1.081,4.0745407282605228E-006
1.082,9.4678447203344618E-006
1.083,1.3765017663924795E-005
1.084,1.6699961809196751E-005
1.085,1.8273410298363935E-005
1.086,1.8648082006245126E-005
1.087,1.7993589534803789E-005
1.088,1.6484264140914640E-005
1.089,1.4299235225889717E-005
1.09,1.1622526056687121E-005
1.091,8.6431695252020546E-006
1.092,5.5553406995700882E-006
1.093,2.5585172639397413E-006
1.094,-1.4567973827261937E-007
1.095,-2.4646521477045269E-006
1.096,-4.4434297572504278E-006
1.097,-6.1352306610640284E-006
1.098,-7.5929876865998835E-006
1.099,-8.8693350195345744E-006
1.1,-1.0016591544759201E-005
1.101,-1.1086743811783428E-005
1.102,-1.2131430172757085E-005
1.103,-1.3201922032912705E-005
1.104,-1.4347406001813390E-005
1.105,-1.5566977201619814E-005
1.106,-1.6802848359476208E-005
1.107,-1.7993669006677315E-005
1.108,-1.9077595267202874E-005
1.109,-1.9992313510797111E-005
1.11,-2.0675061322750210E-005
1.111,-2.1062648037695197E-005
1.112,-2.1091474997625426E-005
1.113,-2.0697553635984356E-005
1.114,-1.9822313321760099E-005
1.115,-1.8519014621687369E-005
1.116,-1.6940682783128658E-005
1.117,-1.5240939772342976E-005
1.118,-1.3570364369774879E-005
1.119,-1.2076565817475959E-005
1.12,-1.0904244896803306E-005
1.121,-1.0195243808297505E-005
1.122,-1.0088585301271102E-005
1.123,-1.0720504364347683E-005
1.124,-1.2221311910920463E-005
1.125,-1.4578689074951079E-005
1.126,-1.7582641273716781E-005
1.127,-2.1000813352767267E-005
1.128,-2.4591946375052132E-005
1.129,-2.8105489586205401E-005
1.13,-3.1281160670082464E-005
1.131,-3.3848439950467935E-005
1.132,-3.5525995638163721E-005
1.133,-3.6021017958409729E-005
1.134,-3.5046267555682853E-005
1.135,-3.2639606736384330E-005
1.136,-2.9126664440548566E-005
1.137,-2.4828529045173298E-005
1.138,-2.0052179133367432E-005
1.139,-1.5091497932218090E-005
1.14,-1.0228154452729399E-005
1.141,-5.7323619202520604E-006
1.142,-1.8635459697602386E-006
1.143,1.1290753554327182E-006
1.144,3.0194361309021645E-006
1.145,3.7964394968836856E-006
1.146,3.6159930451029609E-006
1.147,2.6426592122374970E-006
1.148,1.0453827462564291E-006
1.149,-1.0024397910646243E-006
1.15,-3.3228744370505936E-006
1.151,-5.7333512690771471E-006
1.152,-8.0465442378052643E-006
1.153,-1.0070229366609951E-005
1.154,-1.1611613326523162E-005
1.155,-1.2603370946551173E-005
1.156,-1.3123109458557103E-005
1.157,-1.3255407966150656E-005
1.158,-1.3083950815007128E-005
1.159,-1.2691520138385926E-005
1.16,-1.2159986342408224E-005
1.161,-1.1570296088891929E-005
1.162,-1.1002458667030979E-005
1.163,-1.0535530843291951E-005
1.164,-1.0244830554118067E-005
1.165,-1.0145910233849698E-005
1.166,-1.0197573200976251E-005
1.167,-1.0356186206705864E-005
1.168,-1.0577964467572976E-005
1.169,-1.0818992002503691E-005
1.17,-1.1035241384571570E-005
1.171,-1.1182593276148900E-005
1.172,-1.1216855210882670E-005
1.173,-1.1093779933024628E-005
1.174,-1.0772862918506654E-005
1.175,-1.0281259208433369E-005
1.176,-9.7041702364908389E-006
1.177,-9.1279919050002434E-006
1.178,-8.6383700745873426E-006
1.179,-8.3201866365456567E-006
1.18,-8.2575425797148938E-006
1.181,-8.5337394736262340E-006
1.182,-9.2312588098053538E-006
1.183,-1.0431738988847528E-005
1.184,-1.2214320132986067E-005
1.185,-1.4527557323562590E-005
1.186,-1.7091239597477603E-005
1.187,-1.9588873071518798E-005
1.188,-2.1687856815888473E-005
1.189,-2.3038301764422009E-005
1.19,-2.3271665495649962E-005
1.191,-2.1999158293373178E-005
1.192,-1.8809881766168601E-005
1.193,-1.3268637319874266E-005
1.194,-4.9133378083876522E-006
1.195,6.6997024760206969E-006
1.196,2.1853213674094540E-005
1.197,4.0795930371873013E-005
1.198,6.3785281480766010E-005
1.199,9.1087951709756254E-005
1.2,1.2298054528570024E-004
1.201,1.5975029455994605E-004
1.202,2.0169583822926551E-004
1.203,2.4912814864563870E-004
1.204,3.0236513749903882E-004
1.205,3.6151393711858493E-004
1.206,4.2641188798309138E-004
1.207,4.9688388941537820E-004
1.208,5.7275930129296881E-004
1.209,6.5387158519258914E-004
1.21,7.4005809096422404E-004
1.211,8.3115975991610025E-004
1.212,9.2702083394480272E-004
1.213,1.0274887179343439E-003
1.214,1.1324174984248536E-003
1.215,1.2417261096708820E-003
1.216,1.3553860140613772E-003
1.217,1.4733707014854547E-003
1.218,1.5956540649373352E-003
1.219,1.7222104898818591E-003
1.22,1.8530147568037725E-003
1.221,1.9880420588576087E-003
1.222,2.1272678935891909E-003
1.223,2.2706681702497900E-003
1.224,2.4182186930439276E-003
1.225,2.5698758443251091E-003
1.226,2.7255691769682011E-003
1.227,2.8852266422745299E-003
1.228,3.0487764719826504E-003
1.229,3.2161472828931004E-003
1.23,3.3872679584386889E-003
1.231,3.5620675222269860E-003
1.232,3.7404752624767834E-003
1.233,3.9224205875788565E-003
1.234,4.1078331119213107E-003
1.235,4.2966625716482909E-003
1.236,4.4889077675452915E-003
1.237,4.6845749369806011E-003
1.238,4.8836703880182908E-003
1.239,5.0862006838378049E-003
1.24,5.2921725494750049E-003
1.241,5.5015927684716193E-003
1.242,5.7144683772875071E-003
1.243,5.9308065668912668E-003
1.244,6.1506145745481300E-003
1.245,6.3738729530632421E-003
1.246,6.6004518736552109E-003
1.247,6.8301938838490894E-003
1.248,7.0629422082228999E-003
1.249,7.2985409031426363E-003
1.25,7.5368346971073086E-003
1.251,7.7776688354951329E-003
1.252,8.0208892800571752E-003
1.253,8.2663425799811563E-003
1.254,8.5138757465159642E-003
1.255,8.7633477764661460E-003
1.256,9.0147570656320397E-003
1.257,9.2681967906698137E-003
1.258,9.5237643035344099E-003
1.259,9.7815593097698716E-003
1.26,1.0041684007945029E-002
1.261,1.0304242986181156E-002
1.262,1.0569343538015641E-002
1.263,1.0837095612842851E-002
1.264,1.1107611764642811E-002
1.265,1.1381004212911772E-002
1.266,1.1657250942058162E-002
1.267,1.1936148077579256E-002
1.268,1.2217480408734827E-002
1.269,1.2501034054800741E-002
1.27,1.2786596297600039E-002
1.271,1.3073955842448082E-002
1.272,1.3362902646323227E-002
1.273,1.3653228034469223E-002
1.274,1.3944724556718802E-002
1.275,1.4237186334738250E-002
1.276,1.4530469016912351E-002
1.277,1.4824626729511015E-002
1.278,1.5119756367371839E-002
1.279,1.5415957301813332E-002
1.28,1.5713331272363185E-002
1.281,1.6011982706775063E-002
1.282,1.6312018574318077E-002
1.283,1.6613548526990374E-002
1.284,1.6916684758358391E-002
1.285,1.7221542347723773E-002
1.286,1.7528218115607230E-002
1.287,1.7836637104421071E-002
1.288,1.8146639061153214E-002
1.289,1.8458062770408956E-002
1.29,1.8770746554806261E-002
1.291,1.9084528634500719E-002
1.292,1.9399247049913471E-002
1.293,1.9714739589083874E-002
1.294,2.0030844173717033E-002
1.295,2.0347398751936363E-002
1.296,2.0664244898574657E-002
1.297,2.0981281753122860E-002
1.298,2.1298456092574414E-002
1.299,2.1615715292501059E-002
1.3,2.1933005714455667E-002
1.301,2.2250273026630962E-002
1.302,2.2567462071368283E-002
1.303,2.2884516733934546E-002
1.304,2.3201380266915317E-002
1.305,2.3517995161432825E-002
1.306,2.3834303032516324E-002
1.307,2.4150247434266525E-002
1.308,2.4465776618607271E-002
1.309,2.4780838768636571E-002
1.31,2.5095381067977263E-002
1.311,2.5409350019872767E-002
1.312,2.5722691315758883E-002
1.313,2.6035349706684863E-002
1.314,2.6347269324385691E-002
1.315,2.6658393554201965E-002
1.316,2.6968664911376394E-002
1.317,2.7278034717467814E-002
1.318,2.7586515630425801E-002
1.319,2.7894145703381223E-002
1.32,2.8200963975117954E-002
1.321,2.8507010173185909E-002
1.322,2.8812324781034904E-002
1.323,2.9116948813003196E-002
1.324,2.9420924074955779E-002
1.325,2.9724292987017842E-002
1.326,3.0027098408007991E-002
1.327,3.0329367726744660E-002
1.328,3.0630963001919476E-002
