"time","level","level2","level3"
41.76,6.7813751220703125E+001,6.7813751220703125E+001,3.3131340026855469E+001
41.88,6.7480415344238281E+001,6.7480415344238281E+001,3.3464668273925781E+001
42,6.7147079467773437E+001,6.7147079467773437E+001,3.3798000335693359E+001
42.12,6.6647071838378906E+001,6.6647071838378906E+001,3.4297996520996094E+001
42.24,6.6313735961914063E+001,6.6313735961914063E+001,3.4631328582763672E+001
42.36,6.5813728332519531E+001,6.5813728332519531E+001,3.5131324768066406E+001
42.48,6.5480392456054688E+001,6.5480392456054688E+001,3.5464656829833984E+001
42.6,6.5147048950195313E+001,6.5147048950195313E+001,3.5797988891601563E+001
42.72,6.4647048950195313E+001,6.4647048950195313E+001,3.6297985076904297E+001
42.84,6.4313705444335937E+001,6.4313705444335937E+001,3.6631317138671875E+001
42.96,6.3813701629638672E+001,6.3813701629638672E+001,3.7131313323974609E+001
43.08,6.3480365753173828E+001,6.3480365753173828E+001,3.7464645385742188E+001
43.21,6.2980358123779297E+001,6.2980358123779297E+001,3.7964641571044922E+001
43.33,6.2647022247314453E+001,6.2647022247314453E+001,3.8297973632812500E+001
43.45,6.2313682556152344E+001,6.2313682556152344E+001,3.8631305694580078E+001
43.57,6.1813678741455078E+001,6.1813678741455078E+001,3.9131301879882813E+001
43.69,6.1480339050292969E+001,6.1480339050292969E+001,3.9464633941650391E+001
43.81,6.0980335235595703E+001,6.0980335235595703E+001,3.9964630126953125E+001
43.93,6.0646995544433594E+001,6.0646995544433594E+001,4.0297962188720703E+001
44.05,6.0313659667968750E+001,6.0313659667968750E+001,4.0631294250488281E+001
44.17,5.9813652038574219E+001,5.9813652038574219E+001,4.1131290435791016E+001
44.29,5.9480316162109375E+001,5.9480316162109375E+001,4.1464622497558594E+001
44.41,5.8980308532714844E+001,5.8980308532714844E+001,4.1964618682861328E+001
44.53,5.8646972656250000E+001,5.8646972656250000E+001,4.2297950744628906E+001
44.65,5.8313636779785156E+001,5.8313636779785156E+001,4.2631278991699219E+001
44.77,5.7813629150390625E+001,5.7813629150390625E+001,4.3131278991699219E+001
44.89,5.7480293273925781E+001,5.7480293273925781E+001,4.3464607238769531E+001
45.01,5.6980285644531250E+001,5.6980285644531250E+001,4.3964607238769531E+001
45.13,5.6646949768066406E+001,5.6646949768066406E+001,4.4297935485839844E+001
45.25,5.6313610076904297E+001,5.6313610076904297E+001,4.4631267547607422E+001
45.37,5.5813606262207031E+001,5.5813606262207031E+001,4.5131263732910156E+001
45.49,5.5480266571044922E+001,5.5480266571044922E+001,4.5464595794677734E+001
45.61,5.4980262756347656E+001,5.4980262756347656E+001,4.5964591979980469E+001
45.73,5.4646923065185547E+001,5.4646923065185547E+001,4.6297924041748047E+001
45.85,5.4313587188720703E+001,5.4313587188720703E+001,4.6631256103515625E+001
45.97,5.3813579559326172E+001,5.3813579559326172E+001,4.7131252288818359E+001
46.09,5.3480243682861328E+001,5.3480243682861328E+001,4.7464584350585938E+001
46.21,5.2980236053466797E+001,5.2980236053466797E+001,4.7964580535888672E+001
46.33,5.2646900177001953E+001,5.2646900177001953E+001,4.8297912597656250E+001
46.45,5.2313560485839844E+001,5.2313560485839844E+001,4.8631244659423828E+001
46.57,5.1813556671142578E+001,5.1813556671142578E+001,4.9131240844726563E+001
46.69,5.1480216979980469E+001,5.1480216979980469E+001,4.9464572906494141E+001
46.81,5.0980216979980469E+001,5.0980216979980469E+001,4.9964569091796875E+001
46.93,5.0646888732910156E+001,5.0646888732910156E+001,5.0297901153564453E+001
47.05,5.0313556671142578E+001,5.0313556671142578E+001,5.0631233215332031E+001
47.17,4.9813560485839844E+001,4.9813560485839844E+001,5.1131229400634766E+001
47.29,4.9480228424072266E+001,4.9480228424072266E+001,5.1464561462402344E+001
47.41,4.8980232238769531E+001,4.8980232238769531E+001,5.1964569091796875E+001
47.53,4.8646900177001953E+001,4.8646900177001953E+001,5.2297904968261719E+001
47.65,4.8313568115234375E+001,4.8313568115234375E+001,5.2631244659423828E+001
47.77,4.7813571929931641E+001,4.7813571929931641E+001,5.3131248474121094E+001
47.89,4.7480239868164063E+001,4.7480239868164063E+001,5.3464588165283203E+001
48.01,4.6980243682861328E+001,4.6980243682861328E+001,5.3964591979980469E+001
48.13,4.6646911621093750E+001,4.6646911621093750E+001,5.4297931671142578E+001
48.25,4.6313579559326172E+001,4.6313579559326172E+001,5.4631267547607422E+001
48.37,4.5813583374023438E+001,4.5813583374023438E+001,5.5131275177001953E+001
48.49,4.5480251312255859E+001,4.5480251312255859E+001,5.5464611053466797E+001
48.61,4.4980255126953125E+001,4.4980255126953125E+001,5.5964618682861328E+001
48.73,4.4646923065185547E+001,4.4646923065185547E+001,5.6297954559326172E+001
48.85,4.4313591003417969E+001,4.4313591003417969E+001,5.6631294250488281E+001
48.97,4.3813594818115234E+001,4.3813594818115234E+001,5.7131298065185547E+001
49.09,4.3480262756347656E+001,4.3480262756347656E+001,5.7464637756347656E+001
49.21,4.2980266571044922E+001,4.2980266571044922E+001,5.7964641571044922E+001
49.33,4.2646934509277344E+001,4.2646934509277344E+001,5.8297981262207031E+001
49.45,4.2313606262207031E+001,4.2313606262207031E+001,5.8631317138671875E+001
49.57,4.1813606262207031E+001,4.1813606262207031E+001,5.9131324768066406E+001
49.69,4.1480278015136719E+001,4.1480278015136719E+001,5.9464660644531250E+001
49.81,4.0980278015136719E+001,4.0980278015136719E+001,5.9964668273925781E+001
49.93,4.0646949768066406E+001,4.0646949768066406E+001,6.0298004150390625E+001
50.05,4.0313617706298828E+001,4.0313617706298828E+001,6.0631340026855469E+001
50.17,3.9813621520996094E+001,3.9813621520996094E+001,6.1131347656250000E+001
50.29,3.9480289459228516E+001,3.9480289459228516E+001,6.1464683532714844E+001
50.41,3.8980293273925781E+001,3.8980293273925781E+001,6.1964691162109375E+001
50.53,3.8646961212158203E+001,3.8646961212158203E+001,6.2298027038574219E+001
50.65,3.8313629150390625E+001,3.8313629150390625E+001,6.2631366729736328E+001
50.77,3.7813632965087891E+001,3.7813632965087891E+001,6.3131370544433594E+001
50.89,3.7480300903320313E+001,3.7480300903320313E+001,6.3464710235595703E+001
51.01,3.6980304718017578E+001,3.6980304718017578E+001,6.3964714050292969E+001
51.13,3.6646972656250000E+001,3.6646972656250000E+001,6.4298049926757813E+001
51.25,3.6313640594482422E+001,3.6313640594482422E+001,6.4631393432617188E+001
51.37,3.5813644409179688E+001,3.5813644409179688E+001,6.5131393432617187E+001
51.49,3.5480312347412109E+001,3.5480312347412109E+001,6.5464736938476562E+001
51.61,3.4980316162109375E+001,3.4980316162109375E+001,6.5964736938476562E+001
51.73,3.4646984100341797E+001,3.4646984100341797E+001,6.6298080444335938E+001
51.85,3.4313652038574219E+001,3.4313652038574219E+001,6.6631416320800781E+001
51.97,3.3813655853271484E+001,3.3813655853271484E+001,6.7131423950195313E+001
52.09,3.3480323791503906E+001,3.3480323791503906E+001,6.7464759826660156E+001
52.21,3.2980327606201172E+001,3.2980327606201172E+001,6.7964767456054687E+001
52.33,3.2646995544433594E+001,3.2646995544433594E+001,6.8298103332519531E+001
52.45,3.2313667297363281E+001,3.2313667297363281E+001,6.8631439208984375E+001
52.57,3.1813669204711914E+001,3.1813669204711914E+001,6.9131446838378906E+001
52.69,3.1480337142944336E+001,3.1480337142944336E+001,6.9464782714843750E+001
52.81,3.0980340957641602E+001,3.0980340957641602E+001,6.9964790344238281E+001
52.93,3.0647008895874023E+001,3.0647008895874023E+001,7.0298126220703125E+001
53.05,3.0313678741455078E+001,3.0313678741455078E+001,7.0631462097167969E+001
53.17,2.9813680648803711E+001,2.9813680648803711E+001,7.1131469726562500E+001
53.29,2.9480350494384766E+001,2.9480350494384766E+001,7.1464805603027344E+001
53.41,2.8980352401733398E+001,2.8980352401733398E+001,7.1964813232421875E+001
53.53,2.8647022247314453E+001,2.8647022247314453E+001,7.2298149108886719E+001
53.65,2.8313690185546875E+001,2.8313690185546875E+001,7.2631484985351563E+001
53.77,2.7813694000244141E+001,2.7813694000244141E+001,7.3131492614746094E+001
53.89,2.7480361938476563E+001,2.7480361938476563E+001,7.3464828491210937E+001
54.01,2.6980365753173828E+001,2.6980365753173828E+001,7.3964836120605469E+001
54.13,2.6647033691406250E+001,2.6647033691406250E+001,7.4298171997070313E+001
54.25,2.6313701629638672E+001,2.6313701629638672E+001,7.4631515502929687E+001
54.37,2.5813705444335938E+001,2.5813705444335938E+001,7.5131515502929687E+001
54.49,2.5480373382568359E+001,2.5480373382568359E+001,7.5464859008789063E+001
54.61,2.4980371475219727E+001,2.4980371475219727E+001,7.5964859008789063E+001
54.73,2.4647037506103516E+001,2.4647037506103516E+001,7.6298202514648438E+001
54.85,2.4313701629638672E+001,2.4313701629638672E+001,7.6631538391113281E+001
54.97,2.3813701629638672E+001,2.3813701629638672E+001,7.7131546020507813E+001
55.09,2.3480365753173828E+001,2.3480365753173828E+001,7.7464881896972656E+001
55.21,2.2980365753173828E+001,2.2980365753173828E+001,7.7964889526367188E+001
55.33,2.2647029876708984E+001,2.2647029876708984E+001,7.8298225402832031E+001
55.45,2.2313695907592773E+001,2.2313695907592773E+001,7.8631561279296875E+001
55.57,2.1813694000244141E+001,2.1813694000244141E+001,7.9131568908691406E+001
55.69,2.1480360031127930E+001,2.1480360031127930E+001,7.9464904785156250E+001
55.81,2.0980358123779297E+001,2.0980358123779297E+001,7.9964912414550781E+001
55.93,2.0647024154663086E+001,2.0647024154663086E+001,8.0298248291015625E+001
56.05,2.0313690185546875E+001,2.0313690185546875E+001,8.0631584167480469E+001
56.17,1.9813688278198242E+001,1.9813688278198242E+001,8.1131591796875000E+001
56.29,1.9480354309082031E+001,1.9480354309082031E+001,8.1464927673339844E+001
56.41,1.8980352401733398E+001,1.8980352401733398E+001,8.1964935302734375E+001
56.53,1.8647018432617188E+001,1.8647018432617188E+001,8.2298271179199219E+001
56.65,1.8313684463500977E+001,1.8313684463500977E+001,8.2631607055664062E+001
56.77,1.7813682556152344E+001,1.7813682556152344E+001,8.3131614685058594E+001
56.89,1.7480348587036133E+001,1.7480348587036133E+001,8.3464950561523438E+001
57.01,1.6980346679687500E+001,1.6980346679687500E+001,8.3964958190917969E+001
57.13,1.6647012710571289E+001,1.6647012710571289E+001,8.4298294067382813E+001
57.25,1.6313678741455078E+001,1.6313678741455078E+001,8.4631637573242187E+001
57.37,1.5813676834106445E+001,1.5813676834106445E+001,8.5131637573242188E+001
57.49,1.5480341911315918E+001,1.5480341911315918E+001,8.5464981079101563E+001
57.61,1.4980340957641602E+001,1.4980340957641602E+001,8.5964981079101563E+001
57.73,1.4647006034851074E+001,1.4647006034851074E+001,8.6298324584960938E+001
57.85,1.4313672065734863E+001,1.4313672065734863E+001,8.6631660461425781E+001
57.97,1.3813670158386230E+001,1.3813670158386230E+001,8.7131668090820313E+001
58.09,1.3480336189270020E+001,1.3480336189270020E+001,8.7465003967285156E+001
58.21,1.2980334281921387E+001,1.2980334281921387E+001,8.7965011596679688E+001
58.33,1.2647001266479492E+001,1.2647001266479492E+001,8.8298347473144531E+001
58.45,1.2313668251037598E+001,1.2313668251037598E+001,8.8631683349609375E+001
58.57,1.1813669204711914E+001,1.1813669204711914E+001,8.9131690979003906E+001
58.69,1.1480336189270020E+001,1.1480336189270020E+001,8.9465026855468750E+001
58.81,1.0980337142944336E+001,1.0980337142944336E+001,8.9965034484863281E+001
58.93,1.0647004127502441E+001,1.0647004127502441E+001,9.0298370361328125E+001
59.05,1.0313671112060547E+001,1.0313671112060547E+001,9.0631706237792969E+001
59.17,9.8136720657348633E+000,9.8136720657348633E+000,9.1131713867187500E+001
59.29,9.4803390502929687E+000,9.4803390502929687E+000,9.1465049743652344E+001
59.41,8.9803400039672852E+000,8.9803400039672852E+000,9.1965057373046875E+001
59.53,8.6470069885253906E+000,8.6470069885253906E+000,9.2298393249511719E+001
59.65,8.3136739730834961E+000,8.3136739730834961E+000,9.2631729125976562E+001
59.77,7.8136749267578125E+000,7.8136749267578125E+000,9.3131736755371094E+001
59.89,7.4803419113159180E+000,7.4803419113159180E+000,9.3465072631835938E+001
60,7.1470093727111816E+000,7.1470093727111816E+000,9.3798416137695313E+001
