"time","PistonPosition","ExtendPressure","RetractPressure","ExtendFlow","RetractFlow"
2.0675,9.5217934621614706E+000,2.6828730361833397E+001,1.9666550460679805E+001,1.7679136127636138E+001,-8.9243145232661174E+000
2.0775,9.6328811566755004E+000,2.7142881345293624E+001,1.9480307665495786E+001,1.8159340810404327E+001,-9.1421199278048491E+000
2.0875,9.7469964324397580E+000,2.7459462258159295E+001,1.9298397072957037E+001,1.8605032478815570E+001,-9.3421791985755558E+000
2.0975,9.8640979866545688E+000,2.7771188174240837E+001,1.9124595104811430E+001,1.9014945604947272E+001,-9.5245746782337228E+000
2.1075,9.9840790600682539E+000,2.8073106227504649E+001,1.8961319050773600E+001,1.9389296028287625E+001,-9.6899864534472258E+000
2.1175,1.0106790224274707E+001,2.8362045129978547E+001,1.8809945065950444E+001,1.9729263921887362E+001,-9.8394359514197287E+000
2.1275,1.0232056614773519E+001,2.8636163926583830E+001,1.8671073727830937E+001,2.0036634889681430E+001,-9.9741177655180504E+000
2.1375,1.0359690657320385E+001,2.8894593455743710E+001,1.8544744623311157E+001,2.0313546189269790E+001,-1.0095289234112991E+001
2.1475,1.0489501233669694E+001,2.9137157235487212E+001,1.8430605791093505E+001,2.0562306591706417E+001,-1.0204199109690597E+001
2.1575,1.0621300087335690E+001,2.9364157679466626E+001,1.8328044909705795E+001,2.0785270374889418E+001,-1.0302043489120424E+001
2.1675,1.0754906125263544E+001,2.9576214845242323E+001,1.8236288904656174E+001,2.0984751615623807E+001,-1.0389940703699411E+001
2.1775,1.0890148141925899E+001,2.9774146729590804E+001,1.8154478004428633E+001,2.1162968278940642E+001,-1.0468919103939143E+001
2.1875,1.1026866381681574E+001,2.9958881952492849E+001,1.8081719493341446E+001,2.1322008044962256E+001,-1.0539913334124417E+001
2.1975,1.1164913263002898E+001,3.0131397351714917E+001,1.8017125605813046E+001,2.1463809726322850E+001,-1.0603765959834318E+001
2.2075,1.1304153512852945E+001,3.0292674485104843E+001,1.7959839242062625E+001,2.1590155635934689E+001,-1.0661232266121777E+001
2.2175,1.1444463899014714E+001,3.0443670292962917E+001,1.7909050492918464E+001,2.1702671443634575E+001,-1.0712986747156569E+001
2.2275,1.1585732700345689E+001,3.0585298215803967E+001,1.7864006356712089E+001,2.1802830972946037E+001,-1.0759630314626579E+001
2.2375,1.1727859017630271E+001,3.0718416912758592E+001,1.7824015517995100E+001,2.1891964087823801E+001,-1.0801697608903483E+001
2.2475,1.1870751998993248E+001,3.0843824407152550E+001,1.7788449632379564E+001,2.1971266347833680E+001,-1.0839664042497336E+001
2.2575,1.2014330032021700E+001,3.0962256024064676E+001,1.7756742216196869E+001,2.2041809505594980E+001,-1.0873952370263307E+001
2.2675,1.2158519938376873E+001,3.1074384904439786E+001,1.7728385963827353E+001,2.2104552212677362E+001,-1.0904938688653990E+001
2.2775,1.2303256194562062E+001,3.1180824203835154E+001,1.7702929098848767E+001,2.2160350513783996E+001,-1.0932957834504290E+001
2.2875,1.2448480193671891E+001,3.1282130330422063E+001,1.7679971197367042E+001,2.2209967863174594E+001,-1.0958308195082632E+001
2.2975,1.2594139556600515E+001,3.1378806762746553E+001,1.7659158793764902E+001,2.2254084506855811E+001,-1.0981255964458891E+001
2.3075,1.2740187496715105E+001,3.1471308126413891E+001,1.7640180982573618E+001,2.2293306150628641E+001,-1.1002038892913314E+001
2.3175,1.2886582238926069E+001,3.1560044311168479E+001,1.7622765158442860E+001,2.2328171886424421E+001,-1.1020869580444963E+001
2.3275,1.3033286492037220E+001,3.1645384484450535E+001,1.7606672983656445E+001,2.2359161384120394E+001,-1.1037938365326488E+001
2.3375,1.3180266971955890E+001,3.1727660911223214E+001,1.7591696634799256E+001,2.2386701378169029E+001,-1.1053415856002269E+001
2.3475,1.3327493972572466E+001,3.1807172527958190E+001,1.7577655353434313E+001,2.2411171491589286E+001,-1.1067455150671231E+001
2.3575,1.3474940980722751E+001,3.1884188245202754E+001,1.7564392307188704E+001,2.2432909446862308E+001,-1.1080193784407713E+001
2.3675,1.3622584331507824E+001,3.1958949971215617E+001,1.7551771755299800E+001,2.2452215716025179E+001,-1.1091755439121574E+001
2.3775,1.3770402900279286E+001,3.2031675361081369E+001,1.7539676504777489E+001,2.2469357662192042E+001,-1.1102251447312627E+001
2.3875,1.3918377827741265E+001,3.2102560303238647E+001,1.7528005638636639E+001,2.2484573222868548E+001,-1.1111782116573162E+001
2.3975,1.4066492274830260E+001,3.2171781159775755E+001,1.7516672495205746E+001,2.2498074182484370E+001,-1.1120437898198281E+001
2.407,1.4207316514759709E+001,3.2236144478165187E+001,1.7506151116916257E+001,2.2509483907755321E+001,-1.1127924965841276E+001
2.417,1.4355661240071120E+001,3.2302562928566132E+001,1.7495273046926094E+001,2.2520164823023425E+001,-1.1135102285928960E+001
2.427,1.4504105589742384E+001,3.2367742186060568E+001,1.7484543834072738E+001,2.2529629960987481E+001,-1.1141623513010416E+001
2.437,1.4652638786592391E+001,3.2431799248172574E+001,1.7473917508427320E+001,2.2538013233815331E+001,-1.1147549195110678E+001
2.447,1.4801251202011111E+001,3.2494839694550933E+001,1.7463355320531679E+001,2.2545433921759642E+001,-1.1152934115069883E+001
2.457,1.4949934232773105E+001,3.2556958848281276E+001,1.7452824785163944E+001,2.2551998282695557E+001,-1.1157827865967178E+001
2.467,1.5098680191271765E+001,3.2618242814010607E+001,1.7442298842692001E+001,2.2557800981333607E+001,-1.1162275364911801E+001
2.477,1.5247482207684971E+001,3.2678769406190270E+001,1.7431755124339421E+001,2.2562926358754076E+001,-1.1166317312473414E+001
2.487,1.5396334142748570E+001,3.2738608979407459E+001,1.7421175309119615E+001,2.2567449560534328E+001,-1.1169990604065601E+001
2.497,1.5545230509962177E+001,3.2797825171521445E+001,1.7410544561523555E+001,2.2571437539623464E+001,-1.1173328698777517E+001
2.507,1.5694166406184465E+001,3.2856475569163322E+001,1.7399851040265304E+001,2.2574949948235584E+001,-1.1176361950446507E+001
2.517,1.5843137449692671E+001,3.2914612304103954E+001,1.7389085469495921E+001,2.2578039931367019E+001,-1.1179117905162942E+001
2.527,1.5992139724885838E+001,3.2972282588044287E+001,1.7378240764892453E+001,2.2580754833068806E+001,-1.1181621568880365E+001
2.537,1.6141169732903730E+001,3.3029529192528926E+001,1.7367311707920969E+001,2.2583136825307626E+001,-1.1183895648358765E+001
2.547,1.6290224347515686E+001,3.3086390879924721E+001,1.7356294662366725E+001,2.2585223468102374E+001,-1.1185960768282959E+001
2.557,1.6439300775706062E+001,3.3142902790731320E+001,1.7345187327931058E+001,2.2587048208616391E+001,-1.1187835667065348E+001
2.567,1.6588396522447240E+001,3.3199096791892458E+001,1.7333988526318578E+001,2.2588640825996965E+001,-1.1189537373552081E+001
2.577,1.6737509359207902E+001,3.3255001790249523E+001,1.7322698015790571E+001,2.2590027827973184E+001,-1.1191081366600178E+001
2.587,1.6886637295794618E+001,3.3310644014811771E+001,1.7311316330647394E+001,2.2591232804534659E+001,-1.1192481719272905E+001
2.597,1.7035778555169085E+001,3.3366047271106900E+001,1.7299844642531315E+001,2.2592276743408043E+001,-1.1193751229208260E+001
2.607,1.7184931550922869E+001,3.3421233170512238E+001,1.7288284640818997E+001,2.2593178311513928E+001,-1.1194901536546602E+001
2.617,1.7334094867126357E+001,3.3476221337147166E+001,1.7276638429704569E+001,2.2593954106115540E+001,-1.1195943230654645E+001
2.627,1.7483267240299345E+001,3.3531029594624435E+001,1.7264908439866542E+001,2.2594618878955007E+001,-1.1196885946752204E+001
2.637,1.7632447543278435E+001,3.3585674134708817E+001,1.7253097352868132E+001,2.2595185736305439E+001,-1.1197738453432189E+001
2.647,1.7781634770780396E+001,3.3640169669710744E+001,1.7241208036666379E+001,2.2595666317542552E+001,-1.1198508731961761E+001
2.657,1.7930828026482512E+001,3.3694529570247497E+001,1.7229243490803697E+001,2.2596070954551916E+001,-1.1199204048161473E+001
2.667,1.8080026511459995E+001,3.3748765989831497E+001,1.7217206800029654E+001,2.2596408814033950E+001,-1.1199831017578473E+001
2.677,1.8229229513837801E+001,3.3802889977592123E+001,1.7205101095254083E+001,2.2596688024542676E+001,-1.1200395664597361E+001
2.687,1.8378436399529161E+001,3.3856911580301279E+001,1.7192929520867388E+001,2.2596915789894457E+001,-1.1200903476068168E+001
2.697,1.8527646603946874E+001,3.3910839934751877E+001,1.7180695207582342E+001,2.2597098490405418E+001,-1.1201359449973392E+001
2.707,1.8676859624585504E+001,3.3964683351430494E+001,1.7168401250055748E+001,2.2597241773258578E+001,-1.1201768139604598E+001
2.717,1.8826075014383161E+001,3.4018449390330524E+001,1.7156050688640153E+001,2.2597350633160790E+001,-1.1202133693672661E+001
2.727,1.8975292375781365E+001,3.4072144929664901E+001,1.7143646494696309E+001,2.2597429484325797E+001,-1.1202459892734813E+001
2.737,1.9124511355410160E+001,3.4125776228162628E+001,1.7131191558968055E+001,2.2597482224708010E+001,-1.1202750182284328E+001
2.747,1.9273731639332869E+001,3.4179348981564146E+001,1.7118688682583546E+001,2.2597512293312537E+001,-1.1203007702814945E+001
2.757,1.9422952948792219E+001,3.4232868373869657E+001,1.7106140570301985E+001,2.2597522721319216E+001,-1.1203235317142697E+001
2.767,1.9572175036405440E+001,3.4286339123839788E+001,1.7093549825672852E+001,2.2597516177679928E+001,-1.1203435635240389E+001
2.777,1.9721397682761349E+001,3.4339765527198821E+001,1.7080918947817615E+001,2.2597495009777543E+001,-1.1203611036815586E+001
2.787,1.9870620693377493E+001,3.4393151494946878E+001,1.7068250329580650E+001,2.2597461279673389E+001,-1.1203763691841337E+001
2.797,2.0019843895979751E+001,3.4446500588147501E+001,1.7055546256829668E+001,2.2597416796413295E+001,-1.1203895579228679E+001
2.8065,2.0161605977177192E+001,3.4497151028511581E+001,1.7043446533975825E+001,2.2597366022992965E+001,-1.1204003281928127E+001
2.8165,2.0310829131587543E+001,3.4550437279109204E+001,1.7030679496439859E+001,2.2597304948259783E+001,-1.1204099718937469E+001
2.8265,2.0460052076977394E+001,3.4603695411881759E+001,1.7017883130496219E+001,2.2597237245206372E+001,-1.1204180269155744E+001
2.8365,2.0609274707383545E+001,3.4656927887937854E+001,1.7005059308942297E+001,2.2597163976189634E+001,-1.1204246308777035E+001
2.8465,2.0758496929294438E+001,3.4710136949026612E+001,1.6992209805332827E+001,2.2597086065361061E+001,-1.1204299093329064E+001
2.8565,2.0907718660259302E+001,3.4763324637211753E+001,1.6979336296933383E+001,2.2597004314846306E+001,-1.1204339768330623E+001
2.8665,2.1056939827646776E+001,3.4816492812759748E+001,1.6966440367924804E+001,2.2596919419130241E+001,-1.1204369378996056E+001
2.8765,2.1206160367537272E+001,3.4869643170407393E+001,1.6953523512790799E+001,2.2596831977841038E+001,-1.1204388879073566E+001
2.8865,2.1355380223734944E+001,3.4922777254157602E+001,1.6940587139831131E+001,2.2596742507105052E+001,-1.1204399138895477E+001
2.8965,2.1504599346886671E+001,3.4975896470738903E+001,1.6927632574751726E+001,2.2596651449627846E+001,-1.1204400952712275E+001
2.9065,2.1653817693696848E+001,3.5029002101851148E+001,1.6914661064290534E+001,2.2596559183638831E+001,-1.1204395045374875E+001
2.9165,2.1803035226227674E+001,3.5082095315308479E+001,1.6901673779844977E+001,2.2596466030822796E+001,-1.1204382078423894E+001
2.9265,2.1952251911276040E+001,3.5135177175180239E+001,1.6888671821072307E+001,2.2596372263349004E+001,-1.1204362655639494E+001
2.9365,2.2101467719818814E+001,3.5188248651021354E+001,1.6875656219439570E+001,2.2596278110095920E+001,-1.1204337328100113E+001
2.9465,2.2250682626519268E+001,3.5241310626274888E+001,1.6862627941704019E+001,2.2596183762159644E+001,-1.1204306598794155E+001
2.9565,2.2399896609288145E+001,3.5294363905921912E+001,1.6849587893308783E+001,2.2596089377724816E+001,-1.1204270926824776E+001
2.9665,2.2549109648893406E+001,3.5347409223447144E+001,1.6836536921681677E+001,2.2595995086367978E+001,-1.1204230731244010E+001
2.9765,2.2698321728613731E+001,3.5400447247182164E+001,1.6823475819427873E+001,2.2595900992856560E+001,-1.1204186394549536E+001
2.9865,2.2847532833930686E+001,3.5453478586082454E+001,1.6810405327409683E+001,2.2595807180498625E+001,-1.1204138265873826E+001
2.9965,2.2996742952255797E+001,3.5506503794989477E+001,1.6797326137708659E+001,2.2595713714094355E+001,-1.1204086663893467E+001
3.0065,2.3145951991172069E+001,3.5559238285812512E+001,1.6784384010593623E+001,2.2582505774917912E+001,-1.1197535280894085E+001
3.0165,2.3295083041840730E+001,3.5578092744120788E+001,1.6788584162118898E+001,2.2175554405940435E+001,-1.0997314348157024E+001
3.0265,2.3443312314105107E+001,3.5447069821811645E+001,1.6867737535151573E+001,2.1112308692600259E+001,-1.0480485831094576E+001
3.0365,2.3588748674005547E+001,3.5107481666903418E+001,1.7048750625105288E+001,1.9711029759256199E+001,-9.8080037262054116E+000
3.0465,2.3729316150075675E+001,3.4585604084377131E+001,1.7315504272281252E+001,1.8214469640321820E+001,-9.0954400194683807E+000
3.0565,2.3863374460854796E+001,3.3932339502619712E+001,1.7640891162483399E+001,1.6715844890558497E+001,-8.3827826226078965E+000
3.0665,2.3989812383014993E+001,3.3193773525837862E+001,1.8001677001864479E+001,1.5251051657859641E+001,-7.6835376433746090E+000
3.0765,2.4107958677077235E+001,3.2406087390163421E+001,1.8380533569291845E+001,1.3839532855219581E+001,-7.0051528836498749E+000
3.0865,2.4217478257532186E+001,3.1596807027972876E+001,1.8764933532923937E+001,1.2494020487818021E+001,-6.3532091416623535E+000
3.0965,2.4318287665716191E+001,3.0786650518378085E+001,1.9145905259302872E+001,1.1223013118165273E+001,-5.7320683120173310E+000
3.1065,2.4410489991297872E+001,2.9991069798628693E+001,1.9517071246910199E+001,1.0031946849206728E+001,-5.1450523960202208E+000
3.1165,2.4494325174234739E+001,2.9221445776341938E+001,1.9873948114327831E+001,8.9239078278146096E+000,-4.5945396762178508E+000
3.1265,2.4570131932474109E+001,2.8485991633953041E+001,2.0213448542465500E+001,7.9001009636393071E+000,-4.0820398497630315E+000
3.1365,2.4638318334282967E+001,2.7790431814009843E+001,2.0533529479944939E+001,6.9601984726337589E+000,-3.6082750305841853E+000
3.1465,2.4699338806925805E+001,2.7138517683998074E+001,2.0832941776789745E+001,6.1026259213288343E+000,-3.1732714052760986E+000
3.1565,2.4753676007084920E+001,2.6532426706549217E+001,2.1111048728396113E+001,5.3248086139226656E+000,-2.7764572118323181E+000
3.1665,2.4801826442337809E+001,2.5973078353347749E+001,2.1367691235199533E+001,4.6233880007048382E+000,-2.4167618347210174E+000
3.1765,2.4844289055158356E+001,2.5460389619451075E+001,2.1603084667516516E+001,3.9944128818683273E+000,-2.0927120541342306E+000
3.1865,2.4881556199815147E+001,2.4993485651827761E+001,2.1817737588866343E+001,3.4335080146659998E+000,-1.8025227310672651E+000
3.1965,2.4914106589862474E+001,2.4570875965262836E+001,2.2012385897896571E+001,2.9360216947113496E+000,-1.5441801437219291E+000
3.206,2.4941079492147384E+001,2.4208645811150344E+001,2.2179598561432275E+001,2.5177794581524200E+000,-1.3262797575317944E+000
3.216,2.4965691372702207E+001,2.3852594329725488E+001,2.2366363042923943E+001,1.9649833627753333E+000,-8.1946586464039051E-001
3.226,2.4986379864039549E+001,2.3504370839970498E+001,2.2618504786173379E+001,1.4432826615935344E+000,-3.0108110709778124E-001
3.236,2.5003054365366825E+001,2.3185317089105105E+001,2.2917517626238894E+001,9.9783858389646629E-001,1.4181641761372255E-001
3.246,2.5015856373112921E+001,2.2909019546555836E+001,2.3246862784832228E+001,6.2733564696622002E-001,5.1020871064086826E-001
3.256,2.5025080891222668E+001,2.2683017150197109E+001,2.3593145634402116E+001,3.3022363886523243E-001,8.0520003043298416E-001
3.266,2.5031120755055127E+001,2.2510543998082237E+001,2.3945389077471109E+001,1.0277611929116337E-001,1.0300800335211266E+000
3.276,2.5034424549105566E+001,2.2391547322597983E+001,2.4294815427307906E+001,-6.0850629072759732E-002,1.1903521978522478E+000
3.286,2.5035462975123529E+001,2.2323491889568871E+001,2.4634700885619225E+001,-1.6798119826027347E-001,1.2931400077862207E+000
3.296,2.5034702308457021E+001,2.2302063935473971E+001,2.4960201948768468E+001,-2.2677249557472856E-001,1.3465424256088279E+000
3.306,2.5032584278451672E+001,2.2321784978395218E+001,2.5268147719458700E+001,-2.4566636718725343E-001,1.3590647255793318E+000
3.316,2.5029511718046763E+001,2.2376532778637952E+001,2.5556808664733133E+001,-2.3295472940787665E-001,1.3391488630369832E+000
3.326,2.5025839263015030E+001,2.2459968874774599E+001,2.5825654386364199E+001,-1.9645130574681968E-001,1.2948077906290700E+000
3.336,2.5021868339990807E+001,2.2565875805805124E+001,2.6075112179438268E+001,-1.4325905304370334E-001,1.2333596650191101E+000
3.346,2.5017845676265150E+001,2.2688410341569973E+001,2.6306336293036253E+001,-7.9620512584217984E-002,1.1612527262819561E+000
3.356,2.5013964590350902E+001,2.2822281293544453E+001,2.6520995549035575E+001,-1.0838155043000786E-002,1.0839688697303358E+000
3.366,2.5010368373099592E+001,2.2962861752471248E+001,2.6721084691955035E+001,5.8747698283375449E-002,1.0059927433540949E+000
3.376,2.5007155136817126E+001,2.3106246085476783E+001,2.6908762716267962E+001,1.2573506184078365E-001,9.3083305417962814E-001
3.386,2.5004383587667551E+001,2.3249261936150972E+001,2.7086219543636489E+001,1.8760142831431481E-001,8.6108333750275545E-001
3.396,2.5002079259324081E+001,2.3389446981467497E+001,2.7255570854391969E+001,2.4261978303165566E-001,7.9851050799012169E-001
3.406,2.5000240829125644E+001,2.3524999439896156E+001,2.7418779638287862E+001,2.8975836579311232E-001,7.4416088918688783E-001
3.416,2.4998846218647920E+001,2.3654710391163125E+001,2.7577602117395649E+001,3.2857191395878538E-001,6.9847496127867437E-001
3.426,2.4997858256083479E+001,2.3777884931370572E+001,2.7733555088163680E+001,3.5909090434339275E-001,6.6140366076741608E-001
3.436,2.4997229746284908E+001,2.3894258103480080E+001,2.7887901395815923E+001,3.8171406282987819E-001,6.3252062240781481E-001
3.446,2.4996907854489866E+001,2.4003910457954227E+001,2.8041650150052721E+001,3.9710817867458315E-001,6.1112620952863284E-001
3.456,2.4996837760886869E+001,2.4107187049274074E+001,2.8195568370630831E+001,4.0611809302735224E-001,5.9634049030058012E-001
3.466,2.4996965585048446E+001,2.4204622691845689E+001,2.8350200969382307E+001,4.0968866880182497E-001,5.8718345828779772E-001
3.476,2.4997240612024825E+001,2.4296875407426391E+001,2.8505896289210277E+001,4.0879962161956651E-001,5.8264175348495018E-001
3.486,2.4997616876071252E+001,2.4384669212719459E+001,2.8662834793116254E+001,4.0441331716844753E-001,5.8172191395343975E-001
3.496,2.4998054174353523E+001,2.4468746730481289E+001,2.8821058895806722E+001,3.9743502561544108E-001,5.8349078562332657E-001
3.506,2.4998518592498602E+001,2.4549831564216017E+001,2.8980502331552927E+001,3.8868466549282199E-001,5.8710415246121761E-001
3.516,2.4998982627594131E+001,2.4628599953438322E+001,2.9141017835429942E+001,3.7887875679328742E-001,5.9182493870881114E-001
3.526,2.4999424993289487E+001,2.4705660916927613E+001,2.9302402267061449E+001,3.6862111947664844E-001,5.9703249926675950E-001
3.536,2.4999830187088328E+001,2.4781543885060202E+001,2.9464418617588681E+001,3.5840077957326599E-001,6.0222457441602062E-001
3.546,2.5000187892753065E+001,2.4856692706328172E+001,2.9626814606852399E+001,3.4859555957986355E-001,6.0701346162417158E-001
3.556,2.5000492281870951E+001,2.4931464873217962E+001,2.9789337797069400E+001,3.3947991210913797E-001,6.1111786982951921E-001
3.566,2.5000741268842869E+001,2.5006134833932641E+001,2.9951747322462793E+001,3.3123568634345391E-001,6.1435178837898707E-001
3.576,2.5000935763499310E+001,2.5080900324538707E+001,3.0113822464098391E+001,3.2396467843558552E-001,6.1661153975946403E-001
3.586,2.5001078955741768E+001,2.5155890757510065E+001,3.0275368389607774E+001,3.1770199482206929E-001,6.1786200621446308E-001
3.596,2.5001175657441912E+001,2.5231176825255645E+001,3.0436219433378653E+001,3.1242943939845891E-001,6.1812283675690327E-001
3.6055,2.5001229783239278E+001,2.5302992997152142E+001,3.0588260735396517E+001,3.0828450669734819E-001,6.1750938288085522E-001
3.6155,2.5001253149557705E+001,2.5378883833587103E+001,3.0747394977029188E+001,3.0474756538685432E-001,6.1604350125414586E-001
3.6255,2.5001248454784911E+001,2.5455033226592516E+001,3.0905519914352439E+001,3.0195443340070272E-001,6.1384356389437056E-001
3.6355,2.5001222031025652E+001,2.5531376183368728E+001,3.1062582956165425E+001,2.9979023889971679E-001,6.1102825001618566E-001
3.6455,2.5001179778782753E+001,2.5607834722162295E+001,3.1218554166735281E+001,2.9813772596359844E-001,6.0771856042684447E-001
3.6555,2.5001126995057508E+001,2.5684324459002351E+001,3.1373422782995860E+001,2.9688312042385612E-001,6.0403178241946021E-001
3.6655,2.5001068267516430E+001,2.5760760005601608E+001,3.1527193638925009E+001,2.9592052235276178E-001,6.0007697517088898E-001
3.6755,2.5001007424708771E+001,2.5837059200169392E+001,3.1679883679885585E+001,2.9515495623829269E-001,5.9595184035202098E-001
3.6855,2.5000947532023275E+001,2.5913146240879083E+001,3.1831518704876899E+001,2.9450424118326513E-001,5.9174081012875579E-001
3.6955,2.5000890923309033E+001,2.5988953825816274E+001,3.1982130433557607E+001,2.9389986047786520E-001,5.8751416704942638E-001
3.7055,2.5000839258724689E+001,2.6064424424988445E+001,3.2131753958585023E+001,2.9328701504058752E-001,5.8332800497127568E-001
3.7155,2.5000793600303940E+001,2.6139510821183201E+001,3.2280425612847573E+001,2.9262404091448047E-001,5.7922484466947888E-001
3.7255,2.5000754497827103E+001,2.6214176058976335E+001,3.2428181255757039E+001,2.9188135953789662E-001,5.7523472970385403E-001
3.7355,2.5000722078780345E+001,2.6288392936842804E+001,3.2575054962827920E+001,2.9104011298917754E-001,5.7137664528975829E-001
3.7455,2.5000696137390669E+001,2.6362143167844057E+001,3.2721078087989589E+001,2.9009061669240277E-001,5.6766012338921401E-001
3.7555,2.5000676218888795E+001,2.6435416321325580E+001,3.2866278657974064E+001,2.8903074076417623E-001,5.6408691934113819E-001
3.7655,2.5000661696230814E+001,2.6508208642843336E+001,3.3010681052115316E+001,2.8786430959230003E-001,5.6065266772111488E-001
3.7755,2.5000651837472088E+001,2.6580521833318226E+001,3.3154305918345649E+001,2.8659958840189603E-001,5.5734844668839567E-001
3.7855,2.5000645862816835E+001,2.6652361852150648E+001,3.3297170276426989E+001,2.8524790625618290E-001,5.5416220004327998E-001
3.7955,2.5000642991055159E+001,2.6723737793458628E+001,3.3439287761873807E+001,2.8382244769286080E-001,5.5107998403250757E-001
3.8055,2.5000642475647346E+001,2.6794660870281064E+001,3.3580668968018053E+001,2.8233723033481128E-001,5.4808702127604281E-001
3.8155,2.5000643631128529E+001,2.6865143528883163E+001,3.3721321848703056E+001,2.8080627347703524E-001,5.4516855690456389E-001
3.8255,2.5000645850797081E+001,2.6935198704428409E+001,3.3861252149710644E+001,2.7924295284053324E-001,5.4231052209765640E-001
3.8355,2.5000648616832343E+001,2.7004839220325469E+001,3.4000463842840865E+001,2.7765952928094895E-001,5.3950001782286461E-001
3.8455,2.5000651504075506E+001,2.7074077326497971E+001,3.4138959542267102E+001,2.7606683404188903E-001,5.3672563690836894E-001
3.8555,2.5000654178720826E+001,2.7142924366557505E+001,3.4276740888147927E+001,2.7447408989943201E-001,5.3397764589776264E-001
3.8655,2.5000656393117300E+001,2.7211390560225247E+001,3.4413808887323221E+001,2.7288884596450647E-001,5.3124804973591655E-001
3.8755,2.5000657977789807E+001,2.7279484885146513E+001,3.4550164205150459E+001,2.7131700369424816E-001,5.2853056253001385E-001
3.8855,2.5000658831667742E+001,2.7347215041254461E+001,3.4685807406092884E+001,2.6976291252001905E-001,5.2582050672154068E-001
3.8955,2.5000658911369580E+001,2.7414587480840041E+001,3.4820739143542234E+001,2.6822951514774884E-001,5.2311466128313877E-001
3.9055,2.5000658220245366E+001,2.7481607488252632E+001,3.4954960301567695E+001,2.6671852477646529E-001,5.2041107727611835E-001
3.9155,2.5000656797732962E+001,2.7548279294485276E+001,3.5088472092876003E+001,2.6523061899075862E-001,5.1770887649950770E-001
3.9255,2.5000654709445072E+001,2.7614606213602688E+001,3.5221276118310143E+001,2.6376563772772421E-001,5.1500804622044660E-001
3.9355,2.5000652038277551E+001,2.7680590789889056E+001,3.5353374393780911E+001,2.6232277534901627E-001,5.1230924025264291E-001
3.9455,2.5000648876717548E+001,2.7746234946590313E+001,3.5484769350697505E+001,2.6090075934519097E-001,5.0961359406693618E-001
3.9555,2.5000645320435343E+001,2.7811540129093004E+001,3.5615463815819197E+001,2.5949801048019394E-001,5.0692255926041241E-001
3.9655,2.5000641463166069E+001,2.7876507437237020E+001,3.5745460976068976E+001,2.5811278119301084E-001,5.0423776063519610E-001
3.9755,2.5000637392827308E+001,2.7941137743142225E+001,3.5874764333299339E+001,2.5674327077921000E-001,5.0156087737759047E-001
3.9855,2.5000633188773723E+001,2.8005431792400881E+001,3.6003377653346334E+001,2.5538771726661724E-001,4.9889354839340938E-001
3.9955,2.5000628920060187E+001,2.8069390287729366E+001,3.6131304912999930E+001,2.5404446698599725E-001,4.9623730073634664E-001
4.005,2.5000624857739027E+001,2.8129840712022734E+001,3.6252204111577953E+001,2.5277841014125568E-001,4.9372537481287837E-001
4.015,2.5000620619086039E+001,2.8193147031532892E+001,3.6378805548675167E+001,2.5145501868072662E-001,4.9109448506549613E-001
4.025,2.5000616454258658E+001,2.8256120180457692E+001,3.6504733399897169E+001,2.5014007198012866E-001,4.8847813119203820E-001
4.035,2.5000612389196366E+001,2.8318761187253521E+001,3.6629992001276918E+001,2.4883266163553053E-001,4.8587707360502730E-001
4.045,2.5000608440734361E+001,2.8381071218701589E+001,3.6754585683941961E+001,2.4753207861554638E-001,4.8329186829090642E-001
4.055,2.5000604617861804E+001,2.8443051580992147E+001,3.6878518747474899E+001,2.4623779870693319E-001,4.8072288206550740E-001
4.065,2.5000600923059238E+001,2.8504703713527821E+001,3.7001795439423027E+001,2.4494946275059160E-001,4.7817031316931558E-001
4.075,2.5000597353635857E+001,2.8566029177366875E+001,3.7124419940538246E+001,2.4366685373962960E-001,4.7563421506209447E-001
4.085,2.5000593903005235E+001,2.8627029640043560E+001,3.7246396355158772E+001,2.4238987253204225E-001,4.7311452160803080E-001
4.095,2.5000590561854604E+001,2.8687706858280293E+001,3.7367728706039294E+001,2.4111851360319247E-001,4.7061107218223774E-001
4.105,2.5000587319177782E+001,2.8748062659864615E+001,3.7488420932886569E+001,2.3985284194291379E-001,4.6812363556143621E-001
4.115,2.5000584163154663E+001,2.8808098925717442E+001,3.7608476893853137E+001,2.3859297190268980E-001,4.6565193177148168E-001
4.125,2.5000581081871271E+001,2.8867817572940790E+001,3.7727900369272440E+001,2.3733904852911991E-001,4.6319565134287399E-001
4.135,2.5000578063882770E+001,2.8927220539411927E+001,3.7846695066975634E+001,2.3609123168540624E-001,4.6075447166757089E-001
4.145,2.5000575098628769E+001,2.8986309770292770E+001,3.7964864628604737E+001,2.3484968306821152E-001,4.5832807035104806E-001
4.155,2.5000572176714876E+001,2.9045087206653310E+001,3.8082412636421360E+001,2.3361455606917181E-001,4.5591613561640010E-001
4.165,2.5000569290077298E+001,2.9103554776265476E+001,3.8199342620199317E+001,2.3238598831113721E-001,4.5351837393996253E-001
4.175,2.5000566432049332E+001,2.9161714386512024E+001,3.8315658063877230E+001,2.3116409660498016E-001,4.5113451518434744E-001
4.185,2.5000563597348386E+001,2.9219567919269572E+001,3.8431362411729971E+001,2.2994897401723391E-001,4.4876431555161178E-001
4.195,2.5000560782002104E+001,2.9277117227565789E+001,3.8546459073894574E+001,2.2874068871172093E-001,4.4640755870667570E-001
