"time","Piston.body.r_0[1]","Piston.body.r_0[2]","Piston.body.r_0[3]","Inertia.w"
0.064,1.4999999999999999E-001,3.9564664263996241E-001,0.0000000000000000E+000,2.2391001040703930E+001
0.065,1.4999999999999999E-001,3.9477475406029805E-001,0.0000000000000000E+000,2.4337045117471732E+001
0.066,1.4999999999999999E-001,3.9374123328666688E-001,0.0000000000000000E+000,2.6392009272537475E+001
0.067,1.4999999999999999E-001,3.9252110169787191E-001,0.0000000000000000E+000,2.8547937136009093E+001
0.068,1.4999999999999999E-001,3.9108725220170770E-001,0.0000000000000000E+000,3.0794042669453972E+001
0.069,1.4999999999999999E-001,3.8941080940907735E-001,0.0000000000000000E+000,3.3116997316940143E+001
0.07,1.4999999999999999E-001,3.8746165068993399E-001,0.0000000000000000E+000,3.5501530484596245E+001
0.071,1.4999999999999999E-001,3.8520907987239583E-001,0.0000000000000000E+000,3.7931344624956758E+001
0.072,1.4999999999999999E-001,3.8262262652824508E-001,0.0000000000000000E+000,4.0390292666957436E+001
0.073,1.4999999999999999E-001,3.7967292641504935E-001,0.0000000000000000E+000,4.2863711339606468E+001
0.074,1.4999999999999999E-001,3.7633262723377237E-001,0.0000000000000000E+000,4.5339764495593407E+001
0.075,1.4999999999999999E-001,3.7257726221712573E-001,0.0000000000000000E+000,4.7810639225851169E+001
0.076,1.4999999999999999E-001,3.6838604385133622E-001,0.0000000000000000E+000,5.0273459740447251E+001
0.077,1.4999999999999999E-001,3.6374254997364508E-001,0.0000000000000000E+000,5.2730834059342101E+001
0.078,1.4999999999999999E-001,3.5863530061807736E-001,0.0000000000000000E+000,5.5191011820876312E+001
0.079,1.4999999999999999E-001,3.5305825087032072E-001,0.0000000000000000E+000,5.7667690032735550E+001
0.08,1.4999999999999999E-001,3.4701124731552879E-001,0.0000000000000000E+000,6.0179542581946258E+001
0.081,1.4999999999999999E-001,3.4050050945291394E-001,0.0000000000000000E+000,6.2749560935947052E+001
0.082,1.4999999999999999E-001,3.3353920057431452E-001,0.0000000000000000E+000,6.5404276661978670E+001
0.083,1.4999999999999999E-001,3.2614814445402696E-001,0.0000000000000000E+000,6.8172894063430093E+001
0.084,1.4999999999999999E-001,3.1835672488525435E-001,0.0000000000000000E+000,7.1086296943165635E+001
0.085,1.4999999999999999E-001,3.1020397448950532E-001,0.0000000000000000E+000,7.4175810101617358E+001
0.086,1.4999999999999999E-001,3.0173981609181855E-001,0.0000000000000000E+000,7.7471498139183836E+001
0.087,1.4999999999999999E-001,2.9302636149173278E-001,0.0000000000000000E+000,8.0999685358190504E+001
0.088,1.4999999999999999E-001,2.8413909465077669E-001,0.0000000000000000E+000,8.4779319038659253E+001
0.089,1.4999999999999999E-001,2.7516766634037210E-001,0.0000000000000000E+000,8.8816856098246944E+001
0.09,1.4999999999999999E-001,2.6621591020808472E-001,0.0000000000000000E+000,9.3099668315271600E+001
0.091,1.4999999999999999E-001,2.5740058237768915E-001,0.0000000000000000E+000,9.7588694292096065E+001
0.092,1.4999999999999999E-001,2.4884829416629925E-001,0.0000000000000000E+000,1.0221225380177634E+002
0.093,1.4999999999999999E-001,2.4069026380145239E-001,0.0000000000000000E+000,1.0686420743723063E+002
0.094,1.4999999999999999E-001,2.3305497897126309E-001,0.0000000000000000E+000,1.1140996872768528E+002
0.095,1.4999999999999999E-001,2.2605964299752984E-001,0.0000000000000000E+000,1.1570195454095287E+002
0.096,1.4999999999999999E-001,2.1980210876869632E-001,0.0000000000000000E+000,1.1960170061579947E+002
0.097,1.4999999999999999E-001,2.1435536411644524E-001,0.0000000000000000E+000,1.2300137408049453E+002
0.098,1.4999999999999999E-001,2.0976609219251635E-001,0.0000000000000000E+000,1.2583651233219547E+002
0.099,1.4999999999999999E-001,2.0605752279154210E-001,0.0000000000000000E+000,1.2808591633654973E+002
0.1,1.4999999999999999E-001,2.0323542501506295E-001,0.0000000000000000E+000,1.2976076418744177E+002
0.101,1.4999999999999999E-001,2.0129538148338172E-001,0.0000000000000000E+000,1.3088878671036372E+002
0.102,1.4999999999999999E-001,2.0022959559946193E-001,0.0000000000000000E+000,1.3149918132210627E+002
0.103,1.4999999999999999E-001,2.0003206301584739E-001,0.0000000000000000E+000,1.3161153164702219E+002
0.104,1.4999999999999999E-001,2.0070153710620711E-001,0.0000000000000000E+000,1.3123124106364756E+002
0.105,1.4999999999999999E-001,2.0224217433915651E-001,0.0000000000000000E+000,1.3035616475524691E+002
0.106,1.4999999999999999E-001,2.0466210714894531E-001,0.0000000000000000E+000,1.2898352964006139E+002
0.107,1.4999999999999999E-001,2.0797021306273034E-001,0.0000000000000000E+000,1.2711605253382879E+002
0.108,1.4999999999999999E-001,2.1217139725610717E-001,0.0000000000000000E+000,1.2477053092642090E+002
0.109,1.4999999999999999E-001,2.1726102718639018E-001,0.0000000000000000E+000,1.2198726593257066E+002
0.11,1.4999999999999999E-001,2.2321955726488241E-001,0.0000000000000000E+000,1.1883704897907096E+002
0.111,1.4999999999999999E-001,2.3000860779854918E-001,0.0000000000000000E+000,1.1542190731381723E+002
0.112,1.4999999999999999E-001,2.3756955278519204E-001,0.0000000000000000E+000,1.1186744663450241E+002
0.113,1.4999999999999999E-001,2.4582497460640537E-001,0.0000000000000000E+000,1.0830828322159552E+002
0.114,1.4999999999999999E-001,2.5468246149544427E-001,0.0000000000000000E+000,1.0487149160111395E+002
0.115,1.4999999999999999E-001,2.6403962286369648E-001,0.0000000000000000E+000,1.0166368645041101E+002
0.116,1.4999999999999999E-001,2.7378913483568201E-001,0.0000000000000000E+000,9.8765003572513962E+001
0.117,1.4999999999999999E-001,2.8382298415009410E-001,0.0000000000000000E+000,9.6229871829833783E+001
0.118,1.4999999999999999E-001,2.9403553962432927E-001,0.0000000000000000E+000,9.4092239870670653E+001
0.119,1.4999999999999999E-001,3.0432541016683923E-001,0.0000000000000000E+000,9.2372482614417009E+001
0.12,1.4999999999999999E-001,3.1459618845409254E-001,0.0000000000000000E+000,9.1083921989487621E+001
0.121,1.4999999999999999E-001,3.2475618626848218E-001,0.0000000000000000E+000,9.0237863291571017E+001
0.122,1.4999999999999999E-001,3.3471721801271481E-001,0.0000000000000000E+000,8.9846740600677819E+001
0.123,1.4999999999999999E-001,3.4439243352206439E-001,0.0000000000000000E+000,8.9925229329983637E+001
0.124,1.4999999999999999E-001,3.5369316366204973E-001,0.0000000000000000E+000,9.0489044855421383E+001
0.125,1.4999999999999999E-001,3.6252474056887551E-001,0.0000000000000000E+000,9.1550645506707752E+001
0.126,1.4999999999999999E-001,3.7078132337829151E-001,0.0000000000000000E+000,9.3110205093672974E+001
0.127,1.4999999999999999E-001,3.7834006447716351E-001,0.0000000000000000E+000,9.5139414224469306E+001
0.128,1.4999999999999999E-001,3.8505550089504914E-001,0.0000000000000000E+000,9.7555100064065712E+001
0.129,1.4999999999999999E-001,3.9075653255865217E-001,0.0000000000000000E+000,1.0018345334093397E+002
0.13,1.4999999999999999E-001,3.9525040431262670E-001,0.0000000000000000E+000,1.0272727713182979E+002
0.131,1.4999999999999999E-001,3.9833990015252119E-001,0.0000000000000000E+000,1.0477186824745471E+002
0.132,1.4999999999999999E-001,3.9985747135374861E-001,0.0000000000000000E+000,1.0587876999705958E+002
0.133,1.4999999999999999E-001,3.9970858611158999E-001,0.0000000000000000E+000,1.0588148312381188E+002
0.134,1.4999999999999999E-001,3.9789276209019397E-001,0.0000000000000000E+000,1.0526320726211651E+002
0.135,1.4999999999999999E-001,3.9448104090996161E-001,0.0000000000000000E+000,1.0425464924617498E+002
0.136,1.4999999999999999E-001,3.8959104360907026E-001,0.0000000000000000E+000,1.0310696686295761E+002
0.137,1.4999999999999999E-001,3.8336295963447209E-001,0.0000000000000000E+000,1.0206102352275843E+002
0.138,1.4999999999999999E-001,3.7594058582338996E-001,0.0000000000000000E+000,1.0130369466807528E+002
0.139,1.4999999999999999E-001,3.6746102008151271E-001,0.0000000000000000E+000,1.0096505788626878E+002
0.14,1.4999999999999999E-001,3.5805160779467560E-001,0.0000000000000000E+000,1.0113386889814238E+002
0.141,1.4999999999999999E-001,3.4783147524130376E-001,0.0000000000000000E+000,1.0187482763432638E+002
0.142,1.4999999999999999E-001,3.3691562607788156E-001,0.0000000000000000E+000,1.0324133824089083E+002
0.143,1.4999999999999999E-001,3.2542044921326196E-001,0.0000000000000000E+000,1.0528286976711331E+002
0.144,1.4999999999999999E-001,3.1347001578271377E-001,0.0000000000000000E+000,1.0804729357588971E+002
0.145,1.4999999999999999E-001,3.0120270588582232E-001,0.0000000000000000E+000,1.1157793623799249E+002
0.146,1.4999999999999999E-001,2.8877757638311030E-001,0.0000000000000000E+000,1.1590395646022856E+002
0.147,1.4999999999999999E-001,2.7637948535815138E-001,0.0000000000000000E+000,1.2102204609405119E+002
0.148,1.4999999999999999E-001,2.6422133621153654E-001,0.0000000000000000E+000,1.2686882694553131E+002
0.149,1.4999999999999999E-001,2.5254105636153884E-001,0.0000000000000000E+000,1.3328873997293601E+002
0.15,1.4999999999999999E-001,2.4159069443483686E-001,0.0000000000000000E+000,1.4001234164599842E+002
0.151,1.4999999999999999E-001,2.3161650949445206E-001,0.0000000000000000E+000,1.4666867656701379E+002
0.152,1.4999999999999999E-001,2.2283308590688214E-001,0.0000000000000000E+000,1.5284765162673017E+002
0.153,1.4999999999999999E-001,2.1539985054774413E-001,0.0000000000000000E+000,1.5819538819729684E+002
0.154,1.4999999999999999E-001,2.0941015393907086E-001,0.0000000000000000E+000,1.6249163220733041E+002
0.155,1.4999999999999999E-001,2.0489779829383542E-001,0.0000000000000000E+000,1.6566533716896262E+002
0.156,1.4999999999999999E-001,2.0185696677226550E-001,0.0000000000000000E+000,1.6775040425598917E+002
0.157,1.4999999999999999E-001,2.0026623151085429E-001,0.0000000000000000E+000,1.6881853639701217E+002
0.158,1.4999999999999999E-001,2.0010832956833507E-001,0.0000000000000000E+000,1.6892359270952369E+002
0.159,1.4999999999999999E-001,2.0138132611699527E-001,0.0000000000000000E+000,1.6807599635323203E+002
0.16,1.4999999999999999E-001,2.0410005648091575E-001,0.0000000000000000E+000,1.6625628448056702E+002
0.161,1.4999999999999999E-001,2.0828851630990983E-001,0.0000000000000000E+000,1.6344164319878064E+002
0.162,1.4999999999999999E-001,2.1396448676429280E-001,0.0000000000000000E+000,1.5964538092315118E+002
0.163,1.4999999999999999E-001,2.2111937316965458E-001,0.0000000000000000E+000,1.5496648250219565E+002
0.164,1.4999999999999999E-001,2.2969922131584428E-001,0.0000000000000000E+000,1.4962500961811213E+002
0.165,1.4999999999999999E-001,2.3959440376792224E-001,0.0000000000000000E+000,1.4395405457502272E+002
0.166,1.4999999999999999E-001,2.5064258339750017E-001,0.0000000000000000E+000,1.3834127947872850E+002
0.167,1.4999999999999999E-001,2.6264305110789354E-001,0.0000000000000000E+000,1.3314993015574234E+002
0.168,1.4999999999999999E-001,2.7537544096912225E-001,0.0000000000000000E+000,1.2866230092575839E+002
0.169,1.4999999999999999E-001,2.8861578901315815E-001,0.0000000000000000E+000,1.2506602895390490E+002
0.17,1.4999999999999999E-001,3.0214633392355128E-001,0.0000000000000000E+000,1.2247392701455949E+002
0.171,1.4999999999999999E-001,3.1575865974595568E-001,0.0000000000000000E+000,1.2095665988949898E+002
0.172,1.4999999999999999E-001,3.2925102613503243E-001,0.0000000000000000E+000,1.2057243763642174E+002
0.173,1.4999999999999999E-001,3.4242045852409386E-001,0.0000000000000000E+000,1.2138589254170962E+002
0.174,1.4999999999999999E-001,3.5504933414699291E-001,0.0000000000000000E+000,1.2347127475865946E+002
0.175,1.4999999999999999E-001,3.6688548564026546E-001,0.0000000000000000E+000,1.2689037460319790E+002
0.176,1.4999999999999999E-001,3.7761510476006610E-001,0.0000000000000000E+000,1.3162180828192763E+002
0.177,1.4999999999999999E-001,3.8683141459378989E-001,0.0000000000000000E+000,1.3739958660036993E+002
0.178,1.4999999999999999E-001,3.9401528259543628E-001,0.0000000000000000E+000,1.4343697414069544E+002
0.179,1.4999999999999999E-001,3.9857264043580698E-001,0.0000000000000000E+000,1.4820785447321924E+002
0.18,1.4999999999999999E-001,3.9999056795136445E-001,0.0000000000000000E+000,1.4987861595336767E+002
