"time","Piston.body.r_0[1]","Piston.body.r_0[2]","Piston.body.r_0[3]","Inertia.w"
0.039,1.4999999999999999E-001,3.9996384112629779E-001,0.0000000000000000E+000,2.1262598763939544E+000
0.04,1.4999999999999999E-001,3.9995611450530755E-001,0.0000000000000000E+000,2.3426864205918032E+000
0.041,1.4999999999999999E-001,3.9994673626890820E-001,0.0000000000000000E+000,2.5810285400536475E+000
0.042,1.4999999999999999E-001,3.9993535392517310E-001,0.0000000000000000E+000,2.8434849264362443E+000
0.043,1.4999999999999999E-001,3.9992154001290625E-001,0.0000000000000000E+000,3.1324663211601091E+000
0.044,1.4999999999999999E-001,3.9990477627983645E-001,0.0000000000000000E+000,3.4506132336862092E+000
0.045,1.4999999999999999E-001,3.9988443457964995E-001,0.0000000000000000E+000,3.8008141809606935E+000
0.046,1.4999999999999999E-001,3.9985975383471284E-001,0.0000000000000000E+000,4.1862240881620840E+000
0.047,1.4999999999999999E-001,3.9982981229424619E-001,0.0000000000000000E+000,4.6102823267500623E+000
0.048,1.4999999999999999E-001,3.9979349418588750E-001,0.0000000000000000E+000,5.0767296491283362E+000
0.049,1.4999999999999999E-001,3.9974944971339632E-001,0.0000000000000000E+000,5.5896229967884583E+000
0.05,1.4999999999999999E-001,3.9969604719832796E-001,0.0000000000000000E+000,6.1533467957788002E+000
0.051,1.4999999999999999E-001,3.9963131600578383E-001,0.0000000000000000E+000,6.7726188943587378E+000
0.052,1.4999999999999999E-001,3.9955287874582124E-001,0.0000000000000000E+000,7.4524887289160269E+000
0.053,1.4999999999999999E-001,3.9945787112194042E-001,0.0000000000000000E+000,8.1983246172526520E+000
0.054,1.4999999999999999E-001,3.9934284773542172E-001,0.0000000000000000E+000,9.0157862767439614E+000
0.055,1.4999999999999999E-001,3.9920367219166752E-001,0.0000000000000000E+000,9.9107777744729262E+000
0.056,1.4999999999999999E-001,3.9903539005169442E-001,0.0000000000000000E+000,1.0889375200524237E+001
0.057,1.4999999999999999E-001,3.9883208360858835E-001,0.0000000000000000E+000,1.1957722536005335E+001
0.058,1.4999999999999999E-001,3.9858670824746090E-001,0.0000000000000000E+000,1.3121888670798908E+001
0.059,1.4999999999999999E-001,3.9829091139104700E-001,0.0000000000000000E+000,1.4387678633024818E+001
0.06,1.4999999999999999E-001,3.9793483687560438E-001,0.0000000000000000E+000,1.5760393279523791E+001
0.061,1.4999999999999999E-001,3.9750692016731470E-001,0.0000000000000000E+000,1.7244534557332372E+001
0.062,1.4999999999999999E-001,3.9699368319336747E-001,0.0000000000000000E+000,1.8843458658265863E+001
0.063,1.4999999999999999E-001,3.9637954169034195E-001,0.0000000000000000E+000,2.0558987576109530E+001
