"time","revolute1.w","revolute2.w"
2.766,-2.7416174579119651E-001,-9.1045561326421520E-001
2.772,-1.5604786333630091E-001,-9.6984698136294567E-001
2.778,-3.7465704355277470E-002,-1.0301611329818521E+000
2.784,8.1523146433564925E-002,-1.0909522543505377E+000
2.79,2.0086150816320306E-001,-1.1517763887663512E+000
2.796,3.2049634632074547E-001,-1.2121917605865644E+000
2.802,4.4037849379378441E-001,-1.2717590455995327E+000
2.808,5.6046233912078147E-001,-1.3300415820741083E+000
2.814,6.8070547048800523E-001,-1.3866055182588548E+000
2.82,8.0106826398057518E-001,-1.4410198938469099E+000
2.826,9.2151340463486309E-001,-1.4928566549105713E+000
2.832,1.0420053289489588E+000,-1.5416906040063629E+000
2.838,1.1625095776866525E+000,-1.5870992895149887E+000
2.844,1.2829920480640116E+000,-1.6286628407641914E+000
2.85,1.4034181347487347E+000,-1.6659637580342173E+000
2.856,1.5237517495524404E+000,-1.6985866691091238E+000
2.862,1.6439542102856481E+000,-1.7261180665518963E+000
2.868,1.7639829900162449E+000,-1.7481460422816748E+000
2.874,1.8837903189776382E+000,-1.7642600382467899E+000
2.88,2.0033216326772649E+000,-1.7740506339405240E+000
2.886,2.1225138614355679E+000,-1.7771093931134676E+000
2.892,2.2412935587258231E+000,-1.7730287932039870E+000
2.898,2.3595748683803155E+000,-1.7614022616347897E+000
2.904,2.4772573340766417E+000,-1.7418243430967235E+000
2.91,2.5942235586176019E+000,-1.7138910211390768E+000
2.916,2.7103367254610182E+000,-1.6772002156783721E+000
2.922,2.8254380008185067E+000,-1.6313524752883548E+000
2.928,2.9393438414768580E+000,-1.5759518792029126E+000
2.934,3.0518432413172274E+000,-1.5106071587145364E+000
2.94,3.1626949582798218E+000,-1.4349330409557541E+000
2.946,3.2716247731430044E+000,-1.3485518097998792E+000
2.952,3.3783228417708431E+000,-1.2510950687269786E+000
2.958,3.4824412131465894E+000,-1.1422056789245025E+000
2.964,3.5835915961507356E+000,-1.0215398326292975E+000
2.97,3.6813434681290196E+000,-8.8876920682451910E-001
2.976,3.7752226271553555E+000,-7.4358312599990684E-001
2.982,3.8647102967081519E+000,-5.8569064495427237E-001
2.988,3.9492428952845469E+000,-4.1482244382126382E-001
2.994,4.0282125831870488E+000,-2.3073240795640323E-001
3,4.1009686931234715E+000,-3.3198745478782592E-002
