"Time [s]","clutch1.phi_rel [rad]","clutch1.w_rel [rad/s]","clutch2.phi_rel [rad]","clutch2.w_rel [rad/s]","clutch3.phi_rel [rad]","clutch3.w_rel [rad/s]","freqHz [Hz]","J1_phi [rad]","J1.w [rad/s]","T2 [s]"
0.04431,-0.427605139446813,-9.37592993459893,-0.00981449680823299,-0.442880690903357,0,0,0.2,0.437419636255045,9.81881062550229,0.4
0.04531,-0.436976017864502,-9.36582690078466,-0.0102623697957354,-0.452865284101467,0,0,0.2,0.447238387660238,9.81869218488612,0.4
0.04631,-0.446336817010287,-9.35577139078733,-0.0107202270238713,-0.462849172170414,0,0,0.2,0.457057044034158,9.81862056295774,0.4
0.04731,-0.455687579532644,-9.34575365392884,-0.0111880677796286,-0.472832339344275,0,0,0.2,0.466875647312272,9.81858599327311,0.4
0.04831,-0.465028338311444,-9.33576390367413,-0.0116658913342299,-0.482814769858268,0,0,0.2,0.476694229645674,9.8185786735324,0.4
0.04931,-0.474359116426941,-9.32579232732044,-0.0121536969431334,-0.49279644794877,0,0,0.2,0.486512813370075,9.81858877526921,0.4
0.05031,-0.483679927138457,-9.31582909571224,-0.0126514838460345,-0.502777357853351,0,0,0.2,0.496331410984492,9.81860645356559,0.4
0.05131,-0.4929907738728,-9.30586437297257,-0.0131592512668665,-0.512757483810792,0,0,0.2,0.506150025139666,9.81862185678336,0.4
0.05231,-0.502291650222407,-9.29588832624087,-0.0136769984138024,-0.52273681006111,0,0,0.2,0.515968648636209,9.81862513630198,0.4
0.05331,-0.511582539953232,-9.2858911354079,-0.0142047244792558,-0.532715320845589,0,0,0.2,0.525787264432488,9.81860645625349,0.4
0.05431,-0.520863417022356,-9.27586300283805,-0.014742428639882,-0.542693000406796,0,0,0.2,0.535605845662238,9.81855600324485,0.4
0.05531,-0.530134245605311,-9.26579416306947,-0.0152901100565796,-0.552669832988615,0,0,0.2,0.545424355661891,9.81846399605809,0.4
0.05631,-0.539394980133088,-9.25567489248248,-0.0158477678744921,-0.562645802836265,0,0,0.2,0.55524274800758,9.81832069531874,0.4
0.05731,-0.548645565338795,-9.2454955189266,-0.0164154012230084,-0.572620894196327,0,0,0.2,0.565060966561803,9.81811641312293,0.4
0.05831,-0.557885936313909,-9.2352464312969,-0.0169930092157649,-0.582595091316771,0,0,0.2,0.574878945529674,9.81784152261367,0.4
0.05931,-0.567116018574085,-9.22491808905001,-0.0175805909506467,-0.592568378446979,0,0,0.2,0.584696609524732,9.81748646749699,0.4
0.06031,-0.576335728134438,-9.2145010316505,-0.0181781455097891,-0.602540739837768,0,0,0.2,0.594513873644227,9.81704177148827,0.4
0.06131,-0.585544971594236,-9.20398588793839,-0.0187856719595787,-0.612512159741419,0,0,0.2,0.604330643553814,9.81649804767981,0.4
0.06231,-0.594743646230912,-9.19336338540831,-0.0194031693506552,-0.622482622411699,0,0,0.2,0.614146815581568,9.81584600782001,0.4
0.06331,-0.603931640103316,-9.18262435939141,-0.020030636717913,-0.632452112103886,0,0,0.2,0.623962276821229,9.81507647149529,0.4
0.06431,-0.613108832164081,-9.17175976213081,-0.0206680730805023,-0.642420613074795,0,0,0.2,0.633776905244583,9.81418037520561,0.4
