"time","J1.J","J1.a","J1.flange_a.phi","J1.flange_a.tau","J1.flange_b.phi","J1.flange_b.tau","J1.phi","der(J1.phi)","der(J1.phi,2)","J1.stateSelect","J1.w","der(J1.w)","J2.J","J2.a","J2.flange_a.phi","J2.flange_a.tau","J2.flange_b.phi","J2.flange_b.tau","J2.phi","der(J2.phi)","der(J2.phi,2)","J2.stateSelect","J2.w","der(J2.w)","J3.J","J3.a","J3.flange_a.phi","J3.flange_a.tau","J3.flange_b.phi","J3.flange_b.tau","J3.phi","der(J3.phi)","der(J3.phi,2)","J3.stateSelect","J3.w","der(J3.w)","J4.J","J4.a","J4.flange_a.phi","J4.flange_a.tau","J4.flange_b.phi","J4.flange_b.tau","J4.phi","der(J4.phi,2)","der(J4.phi)","J4.stateSelect","J4.w","der(J4.w)","T2","T3","_block_jacobian_check","_block_jacobian_check_tol","_block_solver_experimental_mode","_block_solver_profiling","_cs_experimental_mode","_cs_rel_tol","_cs_solver","_cs_step_size","_enforce_bounds","_events_default_tol","_events_tol_factor","_iteration_variable_scaling","_le_sparse_jacobian_threshold","_log_level","_nle_active_bounds_mode","_nle_brent_ignore_error","_nle_jacobian_calculation_mode","_nle_jacobian_finite_difference_delta","_nle_jacobian_update_mode","_nle_solver_check_jac_cond","_nle_solver_default_tol","_nle_solver_exit_criterion","_nle_solver_max_iter","_nle_solver_max_iter_no_jacobian","_nle_solver_max_residual_scaling_factor","_nle_solver_min_residual_scaling_factor","_nle_solver_min_tol","_nle_solver_regularization_tolerance","_nle_solver_step_limit_factor","_nle_solver_tol_factor","_nle_solver_use_last_integrator_step","_nle_solver_use_nominals_as_fallback","_rescale_after_singular_jac","_rescale_each_step","_residual_equation_scaling","_runtime_log_to_file","_time_events_default_tol","_use_Brent_in_1d","_use_jacobian_equilibration","_use_newton_for_brent","clutch1.Backward","clutch1.Forward","clutch1.Free","clutch1.Stuck","clutch1.Unknown","clutch1.a_rel","clutch1.a_relfric","clutch1.cgeo","clutch1.f_normalized","clutch1.flange_a.phi","clutch1.flange_a.tau","clutch1.flange_b.phi","clutch1.flange_b.tau","clutch1.fn","clutch1.fn_max","clutch1.free","clutch1.locked","clutch1.lossPower","clutch1.mode","clutch1.mue0","clutch1.mue_pos[1,1]","clutch1.mue_pos[1,2]","clutch1.peak","clutch1.phi_nominal","clutch1.phi_rel","der(clutch1.phi_rel,2)","der(clutch1.phi_rel)","clutch1.sa","clutch1.startBackward","clutch1.startForward","clutch1.stateSelect","clutch1.tau","clutch1.tau0","clutch1.tau0_max","clutch1.unitAngularAcceleration","clutch1.unitTorque","clutch1.useHeatPort","clutch1.w_rel","der(clutch1.w_rel)","clutch1.w_relfric","clutch1.w_small","clutch2.Backward","clutch2.Forward","clutch2.Free","clutch2.Stuck","clutch2.Unknown","clutch2.a_rel","clutch2.a_relfric","clutch2.cgeo","clutch2.f_normalized","clutch2.flange_a.phi","clutch2.flange_a.tau","clutch2.flange_b.phi","clutch2.flange_b.tau","clutch2.fn","clutch2.fn_max","clutch2.free","clutch2.locked","clutch2.lossPower","clutch2.mode","clutch2.mue0","clutch2.mue_pos[1,1]","clutch2.mue_pos[1,2]","clutch2.peak","clutch2.phi_nominal","clutch2.phi_rel","der(clutch2.phi_rel,2)","der(clutch2.phi_rel)","clutch2.sa","clutch2.startBackward","clutch2.startForward","clutch2.stateSelect","clutch2.tau","clutch2.tau0","clutch2.tau0_max","clutch2.unitAngularAcceleration","clutch2.unitTorque","clutch2.useHeatPort","clutch2.w_rel","der(clutch2.w_rel)","clutch2.w_relfric","clutch2.w_small","clutch3.Backward","clutch3.Forward","clutch3.Free","clutch3.Stuck","clutch3.Unknown","clutch3.a_rel","clutch3.a_relfric","clutch3.cgeo","clutch3.f_normalized","clutch3.flange_a.phi","clutch3.flange_a.tau","clutch3.flange_b.phi","clutch3.flange_b.tau","clutch3.fn","clutch3.fn_max","clutch3.free","clutch3.locked","clutch3.lossPower","clutch3.mode","clutch3.mue0","clutch3.mue_pos[1,1]","clutch3.mue_pos[1,2]","clutch3.peak","clutch3.phi_nominal","clutch3.phi_rel","der(clutch3.phi_rel,2)","der(clutch3.phi_rel)","clutch3.sa","clutch3.startBackward","clutch3.startForward","clutch3.stateSelect","clutch3.tau","clutch3.tau0","clutch3.tau0_max","clutch3.unitAngularAcceleration","clutch3.unitTorque","clutch3.useHeatPort","clutch3.w_rel","der(clutch3.w_rel)","clutch3.w_relfric","clutch3.w_small","fixed.flange.phi","fixed.flange.tau","fixed.phi0","freqHz","sin1.amplitude","sin1.freqHz","sin1.offset","sin1.phase","sin1.startTime","sin1.y","sin2.amplitude","sin2.freqHz","sin2.offset","sin2.phase","sin2.startTime","sin2.y","step1.height","step1.offset","step1.startTime","step1.y","step2.height","step2.offset","step2.startTime","step2.y","torque.flange.phi","torque.flange.tau","torque.phi_support","torque.support.phi","torque.support.tau","torque.tau","torque.useSupport"
0,1.0000000000000000E+000,-9.9999968293183468E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-9.9999968293183503E+000,0.0000000000000000E+000,1.0000000000000000E+001,-9.9999968293183468E+000,3,1.0000000000000000E+001,-9.9999968293183468E+000,1.0000000000000000E+000,9.9999968293183503E+000,0.0000000000000000E+000,9.9999968293183503E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.9999968293183503E+000,3,0.0000000000000000E+000,9.9999968293183503E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,9.0000000000000002E-001,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,-1,1,2,0,3,1.9999993658636697E+001,1.9999993658636697E+001,1.0000000000000000E+000,9.9999968293183461E-001,0.0000000000000000E+000,9.9999968293183503E+000,0.0000000000000000E+000,-9.9999968293183503E+000,1.9999993658636694E+001,2.0000000000000000E+001,0,0,9.9999968293183500E+001,-1,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,0.0000000000000000E+000,1.9999993658636697E+001,-1.0000000000000000E+001,8.9999971463865140E+000,0,0,4,-9.9999968293183503E+000,9.9999968293183468E+000,1.0999996512250183E+001,1.0000000000000000E+000,1.0000000000000000E+000,0,-1.0000000000000000E+001,1.9999993658636697E+001,-1.0000000000000000E+001,1.0000000000000000E+010,-1,1,2,0,3,-9.9999968293183503E+000,-9.9999968293183503E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,-0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,0.0000000000000000E+000,-9.9999968293183503E+000,0.0000000000000000E+000,-9.9999968293183503E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,0.0000000000000000E+000,-9.9999968293183503E+000,0.0000000000000000E+000,1.0000000000000000E+010,-1,1,2,0,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,-0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+010,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000001E-001,1.0000000000000000E+001,5.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,2.0000000000000001E-001,0.0000000000000000E+000,1.5700000000000001E+000,0.0000000000000000E+000,9.9999968293183461E-001,1.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.0000000000000002E-001,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1
0.01,1.0000000000000000E+000,-6.9091373945894503E+000,1.0000000000000001E-001,3.0901699437494741E+000,1.0000000000000001E-001,-9.9993073383389195E+000,1.0000000000000001E-001,9.9000000317068153E+000,-6.9091373945894503E+000,3,9.9000000317068153E+000,-6.9091373945894503E+000,1.0000000000000000E+000,9.9993073383389195E+000,0.0000000000000000E+000,9.9993073383389195E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,9.9999968293183500E-002,9.9993073383389195E+000,3,9.9999968293183500E-002,9.9993073383389195E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,9.0000000000000002E-001,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,-1,1,2,0,3,1.6908444732928370E+001,1.6908444732928370E+001,1.0000000000000000E+000,9.9993073383389242E-001,1.0000000000000001E-001,9.9993073383389195E+000,0.0000000000000000E+000,-9.9993073383389195E+000,1.9998614676677850E+001,2.0000000000000000E+001,0,0,9.7993212549813805E+001,-1,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,-1.0000000000000001E-001,1.6908444732928370E+001,-9.8000000634136324E+000,5.9092066607555509E+000,0,0,4,-9.9993073383389195E+000,9.9993073383389248E+000,1.0999238072172819E+001,1.0000000000000000E+000,1.0000000000000000E+000,0,-9.8000000634136324E+000,1.6908444732928370E+001,-9.8000000634136324E+000,1.0000000000000000E+010,-1,1,2,0,3,-9.9993073383389195E+000,-9.9993073383389195E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,0.0000000000000000E+000,-9.9993073383389195E+000,-9.9999968293183500E-002,-9.9993073383389195E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,-9.9999968293183500E-002,-9.9993073383389195E+000,-9.9999968293183500E-002,1.0000000000000000E+010,-1,1,2,0,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,-0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+010,0.0000000000000000E+000,-3.0901699437494741E+000,0.0000000000000000E+000,2.0000000000000001E-001,1.0000000000000000E+001,5.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3.0901699437494741E+000,1.0000000000000000E+000,2.0000000000000001E-001,0.0000000000000000E+000,1.5700000000000001E+000,0.0000000000000000E+000,9.9993073383389242E-001,1.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.0000000000000002E-001,0.0000000000000000E+000,1.0000000000000001E-001,-3.0901699437494741E+000,0.0000000000000000E+000,0.0000000000000000E+000,3.0901699437494741E+000,3.0901699437494741E+000,1
0.02,1.0000000000000000E+000,-4.1191863178903976E+000,1.9900000031706816E-001,5.8778525229247318E+000,1.9900000031706816E-001,-9.9970388408151276E+000,1.9900000031706816E-001,9.8309086577609204E+000,-4.1191863178903976E+000,3,9.8309086577609204E+000,-4.1191863178903976E+000,1.0000000000000000E+000,9.9970388408151276E+000,9.9999968293183511E-004,9.9970388408151276E+000,9.9999968293183511E-004,-0.0000000000000000E+000,9.9999968293183511E-004,1.9999304167657270E-001,9.9970388408151276E+000,3,1.9999304167657270E-001,9.9970388408151276E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,9.0000000000000002E-001,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,-1,1,2,0,3,1.4116225158705525E+001,1.4116225158705525E+001,1.0000000000000000E+000,9.9970388408151289E-001,1.9900000031706816E-001,9.9970388408151276E+000,9.9999968293183511E-004,-9.9970388408151276E+000,1.9994077681630259E+001,2.0000000000000000E+001,0,0,9.6280637486608185E+001,-1,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,-1.9800000063413634E-001,1.4116225158705525E+001,-9.6309156160843479E+000,3.1194824338088818E+000,0,0,4,-9.9970388408151276E+000,9.9970388408151294E+000,1.0996742724896643E+001,1.0000000000000000E+000,1.0000000000000000E+000,0,-9.6309156160843479E+000,1.4116225158705525E+001,-9.6309156160843479E+000,1.0000000000000000E+010,-1,1,2,0,3,-9.9970388408151276E+000,-9.9970388408151276E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.9999968293183511E-004,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,-9.9999968293183511E-004,-9.9970388408151276E+000,-1.9999304167657270E-001,-9.9970388408151276E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,-1.9999304167657270E-001,-9.9970388408151276E+000,-1.9999304167657270E-001,1.0000000000000000E+010,-1,1,2,0,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,-0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+010,0.0000000000000000E+000,-5.8778525229247318E+000,0.0000000000000000E+000,2.0000000000000001E-001,1.0000000000000000E+001,5.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,5.8778525229247318E+000,1.0000000000000000E+000,2.0000000000000001E-001,0.0000000000000000E+000,1.5700000000000001E+000,0.0000000000000000E+000,9.9970388408151289E-001,1.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.0000000000000002E-001,0.0000000000000000E+000,1.9900000031706816E-001,-5.8778525229247318E+000,0.0000000000000000E+000,0.0000000000000000E+000,5.8778525229247318E+000,5.8778525229247318E+000,1
0.03,1.0000000000000000E+000,-1.9030217512195478E+000,2.9730908689467739E-001,8.0901699437494745E+000,2.9730908689467739E-001,-9.9931916949690187E+000,2.9730908689467739E-001,9.7897167945820165E+000,-1.9030217512195478E+000,3,9.7897167945820165E+000,-1.9030217512195478E+000,1.0000000000000000E+000,9.9931916949690187E+000,2.9999300996975614E-003,9.9931916949690187E+000,2.9999300996975614E-003,-0.0000000000000000E+000,2.9999300996975614E-003,2.9996343008472393E-001,9.9931916949690187E+000,3,2.9996343008472393E-001,9.9931916949690187E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,9.0000000000000002E-001,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,-1,1,2,0,3,1.1896213446188566E+001,1.1896213446188566E+001,1.0000000000000000E+000,9.9931916949690192E-001,2.9730908689467739E-001,9.9931916949690187E+000,2.9999300996975614E-003,-9.9931916949690187E+000,1.9986383389938037E+001,2.0000000000000000E+001,0,0,9.4832924509398651E+001,-1,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,-2.9430915679497982E-001,1.1896213446188566E+001,-9.4897533644972931E+000,9.0370258172264428E-001,0,0,4,-9.9931916949690187E+000,9.9931916949690187E+000,1.0992510864465922E+001,1.0000000000000000E+000,1.0000000000000000E+000,0,-9.4897533644972931E+000,1.1896213446188566E+001,-9.4897533644972931E+000,1.0000000000000000E+010,-1,1,2,0,3,-9.9931916949690187E+000,-9.9931916949690187E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9999300996975614E-003,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,-2.9999300996975614E-003,-9.9931916949690187E+000,-2.9996343008472393E-001,-9.9931916949690187E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,-2.9996343008472393E-001,-9.9931916949690187E+000,-2.9996343008472393E-001,1.0000000000000000E+010,-1,1,2,0,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,-0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+010,0.0000000000000000E+000,-8.0901699437494745E+000,0.0000000000000000E+000,2.0000000000000001E-001,1.0000000000000000E+001,5.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.0901699437494745E+000,1.0000000000000000E+000,2.0000000000000001E-001,0.0000000000000000E+000,1.5700000000000001E+000,0.0000000000000000E+000,9.9931916949690192E-001,1.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.0000000000000002E-001,0.0000000000000000E+000,2.9730908689467739E-001,-8.0901699437494745E+000,0.0000000000000000E+000,0.0000000000000000E+000,8.0901699437494745E+000,8.0901699437494745E+000,1
0.04,1.0000000000000000E+000,-4.7720134535798309E-001,3.9520625484049754E-001,9.5105651629515346E+000,3.9520625484049754E-001,-9.9877665083095195E+000,3.9520625484049754E-001,9.7706865770698226E+000,-4.7720134535798309E-001,3,9.7706865770698226E+000,-4.7720134535798309E-001,1.0000000000000000E+000,9.9877665083095195E+000,5.9995644005448011E-003,9.9877665083095195E+000,5.9995644005448011E-003,-0.0000000000000000E+000,5.9995644005448011E-003,3.9989534703441415E-001,9.9877665083095195E+000,3,3.9989534703441415E-001,9.9877665083095195E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,3,0.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,9.0000000000000002E-001,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,-1,1,2,0,3,1.0464967853667503E+001,1.0464967853667503E+001,1.0000000000000000E+000,9.9877665083095213E-001,3.9520625484049754E-001,9.9877665083095195E+000,5.9995644005448011E-003,-9.9877665083095195E+000,1.9975533016619043E+001,2.0000000000000000E+001,0,0,9.3593274803708212E+001,-1,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,-3.8920669043995276E-001,1.0464967853667503E+001,-9.3707912300354081E+000,-5.2157530547297171E-001,0,0,4,-9.9877665083095195E+000,9.9877665083095213E+000,1.0986543159140474E+001,1.0000000000000000E+000,1.0000000000000000E+000,0,-9.3707912300354081E+000,1.0464967853667503E+001,-9.3707912300354081E+000,1.0000000000000000E+010,-1,1,2,0,3,-9.9877665083095195E+000,-9.9877665083095195E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.9995644005448011E-003,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,-5.9995644005448011E-003,-9.9877665083095195E+000,-3.9989534703441415E-001,-9.9877665083095195E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,-3.9989534703441415E-001,-9.9877665083095195E+000,-3.9989534703441415E-001,1.0000000000000000E+010,-1,1,2,0,3,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,-0.0000000000000000E+000,0.0000000000000000E+000,2.0000000000000000E+001,1,0,-0.0000000000000000E+000,2,5.0000000000000000E-001,0.0000000000000000E+000,5.0000000000000000E-001,1.1000000000000001E+000,1.0000000000000000E-004,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0,0,4,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,1.0000000000000000E+000,0,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+010,0.0000000000000000E+000,-9.5105651629515346E+000,0.0000000000000000E+000,2.0000000000000001E-001,1.0000000000000000E+001,5.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.5105651629515346E+000,1.0000000000000000E+000,2.0000000000000001E-001,0.0000000000000000E+000,1.5700000000000001E+000,0.0000000000000000E+000,9.9877665083095213E-001,1.0000000000000000E+000,0.0000000000000000E+000,4.0000000000000002E-001,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.0000000000000002E-001,0.0000000000000000E+000,3.9520625484049754E-001,-9.5105651629515346E+000,0.0000000000000000E+000,0.0000000000000000E+000,9.5105651629515346E+000,9.5105651629515346E+000,1
