"time","der_p","der_T"
0.98,1.2518853682075460E+003,1.5466151428460044E+000
0.982,1.2518821154854320E+003,1.5465606787058876E+000
0.984,1.2518788629516630E+003,1.5465062174918887E+000
0.986,1.2518756106062301E+003,1.5464517592038118E+000
0.988,1.2518723584491179E+003,1.5463973038414414E+000
0.99,1.2518691064803140E+003,1.5463428514045718E+000
0.992,1.2518658546998024E+003,1.5462884018929857E+000
0.994,1.2518626031075712E+003,1.5462339553064761E+000
0.996,1.2518593517036020E+003,1.5461795116448227E+000
0.998,1.2518561004878877E+003,1.5461250709078336E+000
1,1.2518528494604093E+003,1.5460706330952814E+000
