"Time [s]","Inertia.w [rad/s]","Piston.r_0[2] [m]"
0.174745775000034,125.89330569475,0.363967779302449
0.174755775000034,125.930883888728,0.364083828948405
0.174765775000034,125.968596751875,0.3641997770564
0.174775775000034,126.006444242682,0.364315623295567
0.174785775000034,126.044426317901,0.364431367334177
0.174795775000034,126.082542932522,0.36454700883964
0.174805775000034,126.120794039759,0.364662547478497
0.174815775000034,126.159179591027,0.364777982916417
0.174825775000034,126.197699535923,0.364893314818198
0.174835775000034,126.236353822212,0.365008542847757
0.174845775000034,126.275142395802,0.365123666668132
0.174855775000034,126.314065200729,0.365238685941476
0.174865775000034,126.353122179133,0.365353600329055
0.174875775000034,126.392313271243,0.365468409491241
0.174885775000034,126.431638415355,0.365583113087514
0.174895775000034,126.471097547812,0.365697710776455
0.174905775000034,126.510690602985,0.365812202215743
0.174915775000034,126.550417513251,0.36592658706215
0.174925775000034,126.590278208974,0.366040864971544
0.174935775000034,126.630272618485,0.366155035598877
0.174945775000034,126.670400668061,0.366269098598187
0.174955775000034,126.710662281903,0.366383053622593
0.174965775000034,126.751057382117,0.366496900324293
0.174975775000034,126.791585888691,0.366610638354558
0.174985775000034,126.832247719476,0.36672426736373
0.174995775000034,126.873042790162,0.36683778700122
0.175005775000034,126.913971014259,0.366951196915502
0.175015775000034,126.955032303075,0.367064496754109
0.175025775000034,126.996226565691,0.367177686163636
0.175035775000034,127.037553708946,0.367290764789728
0.175045775000034,127.079013637405,0.367403732277081
0.175055775000034,127.120606253347,0.367516588269441
0.175065775000034,127.162331456735,0.367629332409595
0.175075775000034,127.204189145198,0.367741964339371
0.175085775000034,127.246179214006,0.367854483699636
0.175095775000034,127.288301556048,0.367966890130287
0.175105775000034,127.330556061808,0.368079183270256
0.175115775000034,127.372942619344,0.368191362757499
0.175125775000034,127.415461114262,0.368303428228996
0.175135775000034,127.458111429696,0.368415379320749
0.175145775000034,127.500893446281,0.368527215667775
0.175155775000034,127.54380704213,0.368638936904106
0.175165775000034,127.586852092811,0.368750542662785
0.175175775000034,127.630028471324,0.36886203257586
0.175185775000034,127.673336048074,0.368973406274385
0.175195775000034,127.716774690848,0.369084663388413
0.175205775000034,127.760344264792,0.369195803546997
0.175215775000034,127.804044632382,0.36930682637818
0.175225775000034,127.847875653405,0.369417731508998
0.175235775000034,127.891837184929,0.369528518565476
0.175245775000034,127.93592908128,0.36963918717262
0.175255775000034,127.980151194018,0.369749736954419
0.175265775000034,128.024503371909,0.369860167533841
0.175275775000034,128.0689854609,0.369970478532825
0.175285775000035,128.113597304094,0.370080669572285
0.175295775000035,128.158338741725,0.370190740272102
0.175305775000035,128.203209611129,0.37030069025112
0.175315775000035,128.248209746719,0.370410519127149
0.175325775000035,128.293338979961,0.370520226516954
0.175335775000035,128.338597139345,0.370629812036259
0.175345775000035,128.383984050357,0.370739275299737
0.175355775000035,128.429499535456,0.370848615921013
0.175365775000035,128.475143414044,0.370957833512657
0.175375775000035,128.52091550244,0.371066927686183
0.175385775000035,128.566815613851,0.371175898052045
0.175395775000035,128.612843558348,0.371284744219633
0.175405775000035,128.658999142834,0.371393465797272
0.175415775000035,128.70528217102,0.371502062392219
0.175425775000035,128.751692443396,0.371610533610657
0.175435775000035,128.7982297572,0.371718879057695
0.175445775000035,128.844893906394,0.371827098337365
0.175455775000035,128.891684681633,0.371935191052617
0.175465775000035,128.938601870237,0.372043156805316
0.175475775000035,128.985645256162,0.372150995196243
0.175485775000035,129.032814619972,0.372258705825088
0.175495775000035,129.08010973881,0.372366288290448
0.175505775000035,129.127530386366,0.372473742189824
0.175515775000035,129.175076332852,0.372581067119621
0.175525775000035,129.22274734497,0.372688262675141
0.175535775000035,129.270543185881,0.372795328450583
0.175545775000035,129.31846361518,0.372902264039038
0.175555775000035,129.366508388858,0.373009069032489
0.175565775000035,129.414677259283,0.373115743021807
0.175575775000035,129.462969975158,0.373222285596747
0.175585775000035,129.5113862815,0.373328696345947
0.175595775000035,129.559925919604,0.373434974856923
0.175605775000035,129.608588627012,0.373541120716071
0.175615775000035,129.657374137489,0.373647133508658
0.175625775000035,129.706282180981,0.373753012818826
0.175635775000035,129.755312483594,0.373858758229584
0.175645775000035,129.804464767558,0.373964369322808
0.175655775000035,129.853738751194,0.37406984567924
0.175665775000035,129.903134148887,0.37417518687848
0.175675775000035,129.952650671051,0.37428039249899
0.175685775000035,130.002288024097,0.374385462118087
0.175695775000035,130.052045910403,0.374490395311944
0.175705775000035,130.101924028281,0.374595191655584
0.175715775000035,130.151922071943,0.37469985072288
0.175725775000035,130.202039731471,0.374804372086553
0.175735775000035,130.252276692785,0.374908755318166
0.175745775000035,130.302632637605,0.375012999988128
0.175755775000035,130.353107243427,0.375117105665685
0.175765775000035,130.40370018348,0.375221071918924
0.175775775000035,130.454411126702,0.375324898314766
0.175785775000035,130.505239737699,0.375428584418965
0.175795775000035,130.556185676719,0.375532129796108
0.175805775000035,130.607248599611,0.375635534009611
0.175815775000035,130.658428157799,0.375738796621715
0.175825775000035,130.709723998242,0.375841917193491
0.175835775000035,130.761135763403,0.375944895284829
0.175845775000035,130.812663091215,0.376047730454442
0.175855775000035,130.864305615047,0.376150422259862
0.175865775000035,130.916062963667,0.376252970257439
0.175875775000035,130.967934761213,0.376355374002338
0.175885775000035,131.019920627153,0.376457633048539
0.175895775000035,131.072020176254,0.376559746948832
0.175905775000035,131.124233018547,0.376661715254818
0.175915775000035,131.17655875929,0.376763537516909
0.175925775000035,131.228996998935,0.37686521328432
0.175935775000035,131.281547333092,0.376966742105073
0.175945775000035,131.334209352496,0.377068123525995
0.175955775000035,131.386982642968,0.377169357092714
0.175965775000035,131.439866785384,0.377270442349658
0.175975775000035,131.492861355635,0.377371378840055
0.175985775000035,131.545965924597,0.37747216610593
0.175995775000035,131.599180058089,0.377572803688107
0.176005775000035,131.652503316844,0.377673291126201
0.176015775000035,131.705935256467,0.377773627958623
0.176025775000035,131.759475427404,0.377873813722578
0.176035775000035,131.813123374903,0.377973847954059
0.176045775000035,131.866878638979,0.378073730187853
0.176055775000035,131.920740754378,0.378173459957532
0.176065775000035,131.974709250542,0.378273036795461
0.176075775000035,132.02878365157,0.378372460232787
0.176085775000035,132.082963476184,0.378471729799447
0.176095775000035,132.137248237691,0.37857084502416
0.176105775000035,132.191637443948,0.378669805434434
0.176115775000035,132.246130597325,0.378768610556555
0.176125775000035,132.300727194668,0.378867259915597
0.176135775000035,132.355426727262,0.378965753035412
0.176145775000035,132.410228680795,0.379064089438636
0.176155775000035,132.465132535324,0.379162268646687
0.176165775000035,132.520137765231,0.37926029017976
0.176175775000035,132.575243839194,0.379358153556832
0.176185775000035,132.630450220147,0.37945585829566
0.176195775000035,132.685756365239,0.37955340391278
0.176205775000035,132.741161725807,0.379650789923506
0.176215775000035,132.796665747328,0.379748015841932
0.176225775000035,132.852267869389,0.379845081180929
0.176235775000035,132.90796752565,0.379941985452148
0.176245775000035,132.963764143803,0.380038728166017
0.176255775000035,133.019657145537,0.380135308831744
0.176265775000035,133.075645946503,0.380231726957314
0.176275775000036,133.131729956274,0.380327982049491
0.176285775000036,133.187908578309,0.380424073613818
0.176295775000036,133.244181209918,0.380520001154617
0.176305775000036,133.300547242221,0.38061576417499
0.176315775000036,133.357006060115,0.380711362176817
0.176325775000036,133.413557042234,0.380806794660761
0.176335775000036,133.470199560914,0.380902061126263
0.176345775000036,133.526932982155,0.380997161071548
0.176355775000036,133.583756665587,0.381092093993621
0.176365775000036,133.640669964427,0.381186859388271
0.176375775000036,133.697672225448,0.38128145675007
0.176385775000036,133.754762788942,0.381375885572377
0.176395775000036,133.811940988678,0.381470145347332
0.176405775000036,133.869206151873,0.381564235565866
0.176415775000036,133.926557599147,0.381658155717696
0.176425775000036,133.983994644495,0.381751905291327
0.176435775000036,134.041516595244,0.381845483774055
0.176445775000036,134.099122752021,0.381938890651969
0.176455775000036,134.156812408715,0.382032125409949
0.176465775000036,134.214584852438,0.38212518753167
0.176475775000036,134.272439363495,0.382218076499603
0.176485775000036,134.330375215344,0.382310791795018
0.176495775000036,134.38839167456,0.382403332897984
0.176505775000036,134.446488000803,0.382495699287369
0.176515775000036,134.504663446776,0.382587890440849
0.176525775000036,134.562917258197,0.3826799058349
0.176535775000036,134.621248673756,0.38277174494481
0.176545775000036,134.679656925089,0.382863407244673
0.176555775000036,134.738141236732,0.382954892207399
0.176565775000036,134.796700826096,0.383046199304707
0.176575775000036,134.855334903426,0.383137328007138
0.176585775000036,134.914042671769,0.383228277784048
0.176595775000036,134.972823326941,0.383319048103618
0.176605775000036,135.031676057488,0.383409638432852
0.176615775000036,135.090600044657,0.383500048237582
0.176625775000036,135.14959446236,0.383590276982468
0.176635775000036,135.20865847714,0.383680324131008
0.176645775000036,135.267791248139,0.383770189145534
0.176655775000036,135.326991927062,0.383859871487216
0.176665775000036,135.38625965815,0.383949370616069
0.176675775000036,135.445593578138,0.384038685990955
0.176685775000036,135.504992816234,0.384127817069584
0.176695775000036,135.564456494075,0.384216763308522
0.176705775000036,135.623983725705,0.38430552416319
0.176715775000036,135.683573617537,0.38439409908787
0.176725775000036,135.743225268323,0.384482487535711
0.176735775000036,135.802937769126,0.38457068895873
0.176745775000036,135.862710203284,0.384658702807816
0.176755775000036,135.922541646383,0.384746528532737
0.176765775000036,135.982431166228,0.384834165582143
0.176775775000036,136.042377822806,0.384921613403567
0.176785775000036,136.102380668267,0.385008871443437
0.176795775000036,136.162438746885,0.385095939147075
0.176805775000036,136.222551095036,0.3851828159587
0.176815775000036,136.282716741163,0.385269501321442
0.176825775000036,136.342934705755,0.385355994677337
0.176835775000036,136.403204001315,0.385442295467336
0.176845775000036,136.463523632331,0.385528403131314
0.176855775000036,136.523892595252,0.385614317108069
0.176865775000036,136.584309878462,0.385700036835331
0.176875775000036,136.644774462251,0.385785561749767
0.176885775000036,136.70528531879,0.385870891286988
0.176895775000036,136.765841412106,0.385956024881552
0.176905775000036,136.826441698058,0.386040961966973
0.176915775000036,136.887085124309,0.386125701975724
0.176925775000036,136.947770630308,0.386210244339246
0.176935775000036,137.008497147259,0.386294588487954
0.176945775000036,137.069263598105,0.38637873385124
0.176955775000036,137.1300688975,0.386462679857485
0.176965775000036,137.190911951789,0.386546425934062
0.176975775000036,137.251791658988,0.386629971507344
0.176985775000036,137.31270690876,0.386713316002712
0.176995775000036,137.373656582395,0.386796458844558
0.177005775000036,137.434639552793,0.386879399456298
0.177015775000036,137.495654684439,0.386962137260377
0.177025775000036,137.556700833391,0.387044671678273
0.177035775000036,137.617776847255,0.38712700213051
0.177045775000036,137.678881565173,0.387209128036665
0.177055775000036,137.7400138178,0.387291048815372
0.177065775000036,137.801172427293,0.387372763884334
0.177075775000036,137.862356207292,0.387454272660329
0.177085775000036,137.923563962906,0.387535574559219
0.177095775000036,137.984794490697,0.387616668995961
0.177105775000036,138.046046578668,0.38769755538461
0.177115775000036,138.107319006248,0.387778233138334
0.177125775000036,138.168610544279,0.387858701669417
0.177135775000036,138.229919955007,0.387938960389274
0.177145775000036,138.291245992068,0.388019008708455
0.177155775000036,138.352587400478,0.388098846036657
0.177165775000036,138.413942916624,0.388178471782736
0.177175775000036,138.475311268253,0.388257885354709
0.177185775000036,138.536691174469,0.388337086159772
0.177195775000036,138.598081345717,0.388416073604305
0.177205775000036,138.659480483784,0.388494847093885
0.177215775000036,138.720887281789,0.388573406033292
0.177225775000036,138.78230042418,0.388651749826527
0.177235775000036,138.843718586726,0.388729877876813
0.177245775000036,138.905140436519,0.388807789586613
0.177255775000036,138.966564631965,0.388885484357639
0.177265775000036,139.027989822789,0.388962961590861
0.177275775000037,139.089414650028,0.389040220686519
0.177285775000037,139.150837746033,0.389117261044138
0.177295775000037,139.212257734472,0.389194082062534
0.177305775000037,139.27367323033,0.389270683139828
0.177315775000037,139.33508283991,0.38934706367346
0.177325775000037,139.396485160839,0.389423223060197
0.177335775000037,139.457878782072,0.389499160696149
0.177345775000037,139.519262283894,0.389574875976776
0.177355775000037,139.580634237934,0.389650368296909
0.177365775000037,139.641993207165,0.389725637050752
0.177375775000037,139.703337745915,0.389800681631905
0.177385775000037,139.764666399877,0.38987550143337
0.177395775000037,139.82597770612,0.389950095847566
0.177405775000037,139.887270193098,0.390024464266344
0.177415775000037,139.948542380664,0.390098606080998
0.177425775000037,140.009792780085,0.390172520682281
0.177435775000037,140.071019894052,0.390246207460417
0.177445775000037,140.1322222167,0.390319665805116
0.177455775000037,140.193398233626,0.390392895105587
0.177465775000037,140.254546421899,0.390465894750554
0.177475775000037,140.31566525009,0.390538664128269
0.177485775000037,140.376753178282,0.390611202626528
0.177495775000037,140.437808658098,0.390683509632683
0.177505775000037,140.498830132721,0.390755584533661
0.177515775000037,140.559816036917,0.390827426715977
0.177525775000037,140.620764797062,0.390899035565748
0.177535775000037,140.681674831164,0.390970410468713
0.177545775000037,140.742544548896,0.391041550810243
0.177555775000037,140.80337235162,0.391112455975362
0.177565775000037,140.864156632417,0.391183125348758
0.177575775000037,140.924895776119,0.391253558314803
0.177585775000037,140.985588159343,0.391323754257571
0.177595775000037,141.04623215052,0.391393712560848
0.177605775000037,141.106826109933,0.391463432608155
0.177615775000037,141.167368389754,0.391532913782761
0.177625775000037,141.227857334077,0.391602155467705
0.177635775000037,141.28829127896,0.391671157045805
0.177645775000037,141.348668552466,0.391739917899685
0.177655775000037,141.408987474699,0.391808437411786
0.177665775000037,141.469246357853,0.391876714964386
0.177675775000037,141.529443506253,0.391944749939618
0.177685775000037,141.5895772164,0.392012541719488
0.177695775000037,141.649645777018,0.392080089685895
0.177705775000037,141.709647469105,0.392147393220645
0.177715775000037,141.769580565978,0.392214451705477
0.177725775000037,141.829443333328,0.392281264522072
0.177735775000037,141.889234029269,0.392347831052083
0.177745775000037,141.948950904397,0.392414150677146
0.177755775000037,142.008592201838,0.392480222778903
0.177765775000037,142.068156157314,0.392546046739022
0.177775775000037,142.127640999192,0.392611621939213
0.177785775000037,142.187044948551,0.392676947761253
0.177795775000037,142.246366219239,0.392742023587004
0.177805775000037,142.305603017939,0.392806848798432
0.177815775000037,142.364753544229,0.39287142277763
0.177825775000037,142.423815990653,0.392935744906835
0.177835775000037,142.482788542785,0.392999814568454
0.177845775000037,142.541669379297,0.39306363114508
0.177855775000037,142.600456672034,0.393127194019517
0.177865775000037,142.659148586081,0.393190502574799
0.177875775000037,142.71774327984,0.393253556194212
0.177885775000037,142.776238905103,0.393316354261317
0.177895775000037,142.83463360713,0.39337889615997
0.177905775000037,142.892925524727,0.393441181274347
0.177915775000037,142.951112790324,0.393503208988961
0.177925775000037,143.009193530062,0.393564978688691
0.177935775000037,143.067165863868,0.3936264897588
0.177945775000037,143.125027905547,0.393687741584958
0.177955775000037,143.182777762864,0.393748733553268
0.177965775000037,143.240413537633,0.393809465050286
0.177975775000037,143.297933325809,0.393869935463046
0.177985775000037,143.355335217574,0.393930144179083
0.177995775000037,143.412617297436,0.393990090586455
0.178005775000037,143.469777644316,0.394049774073769
0.178015775000037,143.526814331654,0.394109194030205
0.178025775000037,143.583725427497,0.39416834984554
0.178035775000037,143.640508994604,0.394227240910169
0.178045775000037,143.697163090547,0.394285866615133
0.178055775000037,143.753685767811,0.394344226352144
0.178065775000037,143.810075073899,0.394402319513607
0.178075775000037,143.866329051442,0.394460145492647
0.178085775000037,143.922445738301,0.394517703683133
0.178095775000037,143.97842316768,0.394574993479703
0.178105775000037,144.034259368236,0.394632014277791
0.178115775000037,144.089952364193,0.394688765473651
0.178125775000037,144.145500175454,0.394745246464383
0.178135775000037,144.200900817718,0.394801456647961
0.178145775000037,144.256152302598,0.394857395423253
0.178155775000037,144.311252637743,0.394913062190055
0.178165775000037,144.366199826952,0.394968456349111
0.178175775000037,144.420991870305,0.395023577302145
0.178185775000037,144.475626764282,0.395078424451881
0.178195775000037,144.53010250189,0.395132997202075
0.178205775000037,144.584417072792,0.395187294957539
