"time","yRising","yFalling","yEither"
0.84,-7.5680249530792998E-001,0.0000000000000000E+000,-7.5680249530792998E-001
0.86,-7.5680249530792998E-001,0.0000000000000000E+000,-7.5680249530792998E-001
0.88,-7.5680249530792998E-001,0.0000000000000000E+000,-7.5680249530792998E-001
0.9,-7.5680249530792998E-001,0.0000000000000000E+000,-7.5680249530792998E-001
0.92,-7.5680249530792998E-001,0.0000000000000000E+000,-7.5680249530792998E-001
0.94,-7.5680249530792998E-001,0.0000000000000000E+000,-7.5680249530792998E-001
0.96,-7.5680249530792998E-001,0.0000000000000000E+000,-7.5680249530792998E-001
0.98,-7.5680249530792998E-001,0.0000000000000000E+000,-7.5680249530792998E-001
1,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.021,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.041,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.061,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.081,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.101,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.121,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.141,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.161,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.181,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.201,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.221,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.241,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.261,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.281,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.301,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.321,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.341,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.361,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.381,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.401,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.421,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.441,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.461,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.481,-7.5680249530792998E-001,9.8935824662338101E-001,9.8935824662338101E-001
1.501,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.521,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.541,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.561,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.581,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.601,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.621,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.641,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.661,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.681,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.701,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.721,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.741,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.761,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.781,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.801,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.821,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.841,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.861,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.881,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.901,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.921,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.941,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.961,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
1.981,-5.2980498809778453E-001,9.8935824662338101E-001,-5.2980498809778453E-001
2.001,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.021,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.041,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.061,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.081,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.101,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.121,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.141,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.161,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.181,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.201,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.221,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.241,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.261,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.281,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.301,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.321,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.341,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.361,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.381,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.401,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.421,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.441,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.461,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.481,-5.2980498809778453E-001,-2.9555529792980456E-001,-2.9555529792980456E-001
2.501,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.521,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.541,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.561,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.581,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.601,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.621,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.641,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.661,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.681,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.701,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.721,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.741,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.761,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.781,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.801,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.821,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.841,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.861,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.881,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.901,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.921,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.941,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.961,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
2.981,9.1618065830650219E-001,-2.9555529792980456E-001,9.1618065830650219E-001
3.001,9.1618065830650219E-001,-9.0215598779214567E-001,-9.0215598779214567E-001
3.021,9.1618065830650219E-001,-9.0215598779214567E-001,-9.0215598779214567E-001
3.041,9.1618065830650219E-001,-9.0215598779214567E-001,-9.0215598779214567E-001
3.061,9.1618065830650219E-001,-9.0215598779214567E-001,-9.0215598779214567E-001
