"time","Ball1_pos","Ball2_pos","Ball1_vel","Ball2_vel"
0.68,1.7935263400000029E+001,1.7935263400000029E+001,8.3292000000000854E+000,8.3292000000000854E+000
0.7,1.8099983500000029E+001,1.8099983500000029E+001,8.1330000000000879E+000,8.1330000000000879E+000
0.72,1.8260779600000031E+001,1.8260779600000031E+001,7.9368000000000904E+000,7.9368000000000904E+000
0.74,1.8417651700000036E+001,1.8417651700000036E+001,7.7406000000000930E+000,7.7406000000000930E+000
0.76,1.8570599800000036E+001,1.8570599800000036E+001,7.5444000000000955E+000,7.5444000000000955E+000
0.78,1.8719623900000038E+001,1.8719623900000038E+001,7.3482000000000980E+000,7.3482000000000980E+000
0.8,1.8864724000000038E+001,1.8864724000000038E+001,7.1520000000001005E+000,7.1520000000001005E+000
0.82,1.9005900100000044E+001,1.9005900100000044E+001,6.9558000000001030E+000,6.9558000000001030E+000
0.84,1.9143152200000046E+001,1.9143152200000046E+001,6.7596000000001055E+000,6.7596000000001055E+000
0.86,1.9276480300000046E+001,1.9276480300000046E+001,6.5634000000001080E+000,6.5634000000001080E+000
0.88,1.9405884400000048E+001,1.9405884400000048E+001,6.3672000000001105E+000,6.3672000000001105E+000
0.9,1.9531364500000052E+001,1.9531364500000052E+001,6.1710000000001131E+000,6.1710000000001131E+000
0.92,1.9652920600000051E+001,1.9652920600000051E+001,5.9748000000001156E+000,5.9748000000001156E+000
0.94,1.9770552700000053E+001,1.9770552700000053E+001,5.7786000000001181E+000,5.7786000000001181E+000
0.96,1.9884260800000057E+001,1.9884260800000057E+001,5.5824000000001206E+000,5.5824000000001206E+000
0.98,1.9994044900000063E+001,1.9994044900000063E+001,5.3862000000001231E+000,5.3862000000001231E+000
1,2.0099905000000064E+001,2.0099905000000064E+001,5.1900000000001265E+000,5.1900000000001265E+000
1.021,2.0206834900000057E+001,2.0206834900000057E+001,4.9839900000001478E+000,4.9839900000001478E+000
1.041,2.0304650800000047E+001,2.0304650800000047E+001,4.7877900000001681E+000,4.7877900000001681E+000
