"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8.signal1","Out8.signal2","Out9","Out10","Out11"
0.2,0.0000000000000000E+000,1.9768916504590736E-001,2,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.9768916504590736E-001,0.0000000000000000E+000,0.0000000000000000E+000,1.9966683329365631E-002,6.0000000000000000E+000
0.22,0.0000000000000000E+000,2.1725361667938586E-001,2,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,2.1725361667938586E-001,0.0000000000000000E+000,0.0000000000000000E+000,3.9733866159012247E-002,6.0000000000000000E+000
0.24,0.0000000000000000E+000,2.3673116976286893E-001,2,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,2.3673116976286893E-001,0.0000000000000000E+000,2.1822962308086932E-001,3.9733866159012247E-002,6.0000000000000000E+000
0.26,0.0000000000000000E+000,2.5611403353482032E-001,3,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,2.5611403353482032E-001,0.0000000000000000E+000,2.1822962308086932E-001,3.9733866159012247E-002,6.0000000000000000E+000
0.28,0.0000000000000000E+000,2.7539445510816613E-001,3,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,2.7539445510816613E-001,0.0000000000000000E+000,2.1822962308086932E-001,3.9733866159012247E-002,6.0000000000000000E+000
0.3,0.0000000000000000E+000,2.9456472257134575E-001,3,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,2.9456472257134575E-001,0.0000000000000000E+000,2.1822962308086932E-001,3.9733866159012247E-002,6.0000000000000000E+000
0.32,0.0000000000000000E+000,3.1361716807297402E-001,3,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,3.1361716807297402E-001,0.0000000000000000E+000,2.1822962308086932E-001,5.9104041332267904E-002,6.0000000000000000E+000
0.34,0.0000000000000000E+000,3.3254417088887966E-001,3,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,3.3254417088887966E-001,0.0000000000000000E+000,2.1822962308086932E-001,5.9104041332267904E-002,6.0000000000000000E+000
0.36,0.0000000000000000E+000,3.5133816047029293E-001,4,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,3.5133816047029293E-001,0.0000000000000000E+000,2.1822962308086932E-001,5.9104041332267904E-002,6.0000000000000000E+000
0.38,0.0000000000000000E+000,3.6999161947196441E-001,4,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,3.6999161947196441E-001,0.0000000000000000E+000,2.1822962308086932E-001,5.9104041332267904E-002,6.0000000000000000E+000
0.4,0.0000000000000000E+000,3.8849708675900291E-001,4,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,3.8849708675900291E-001,0.0000000000000000E+000,2.1822962308086932E-001,5.9104041332267904E-002,6.0000000000000000E+000
0.42,0.0000000000000000E+000,4.0684716039122987E-001,4,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,4.0684716039122987E-001,0.0000000000000000E+000,2.1822962308086932E-001,7.7883668461730074E-002,6.0000000000000000E+000
0.44,0.0000000000000000E+000,4.2503450058385683E-001,5,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,4.2503450058385683E-001,0.0000000000000000E+000,2.1822962308086932E-001,7.7883668461730074E-002,6.0000000000000000E+000
0.46,0.0000000000000000E+000,4.4305183264330134E-001,5,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,4.4305183264330134E-001,0.0000000000000000E+000,4.2593946506599961E-001,7.7883668461730074E-002,6.0000000000000000E+000
0.48,0.0000000000000000E+000,4.6089194987696758E-001,5,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,4.6089194987696758E-001,0.0000000000000000E+000,4.2593946506599961E-001,7.7883668461730074E-002,6.0000000000000000E+000
0.5,0.0000000000000000E+000,4.7854771647582711E-001,5,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,4.7854771647582711E-001,0.0000000000000000E+000,4.2593946506599961E-001,7.7883668461730074E-002,6.0000000000000000E+000
0.52,0.0000000000000000E+000,4.9601207036864736E-001,5,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,4.9601207036864736E-001,0.0000000000000000E+000,4.2593946506599961E-001,9.5885107720840579E-002,6.0000000000000000E+000
0.54,0.0000000000000000E+000,5.1327802604672634E-001,6,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,5.1327802604672634E-001,0.0000000000000000E+000,4.2593946506599961E-001,9.5885107720840579E-002,6.0000000000000000E+000
0.56,0.0000000000000000E+000,5.3033867735800233E-001,6,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,5.3033867735800233E-001,0.0000000000000000E+000,4.2593946506599961E-001,9.5885107720840579E-002,6.0000000000000000E+000
0.58,0.0000000000000000E+000,5.4718720026942325E-001,6,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,5.4718720026942325E-001,0.0000000000000000E+000,4.2593946506599961E-001,9.5885107720840579E-002,6.0000000000000000E+000
0.6,0.0000000000000000E+000,5.6381685559646855E-001,6,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,2.9552020666133949E-001,5.6381685559646855E-001,0.0000000000000000E+000,4.2593946506599961E-001,9.5885107720840579E-002,6.0000000000000000E+000
0.62,0.0000000000000000E+000,5.8022099169873287E-001,6,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,5.8022099169873287E-001,0.0000000000000000E+000,4.2593946506599961E-001,1.1292849467900706E-001,6.0000000000000000E+000
0.64,0.0000000000000000E+000,5.9639304714049457E-001,7,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,5.9639304714049457E-001,0.0000000000000000E+000,4.2593946506599961E-001,1.1292849467900706E-001,6.0000000000000000E+000
0.66,0.0000000000000000E+000,6.1232655331520136E-001,7,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.1232655331520136E-001,0.0000000000000000E+000,4.2593946506599961E-001,1.1292849467900706E-001,6.0000000000000000E+000
0.68,0.0000000000000000E+000,6.2801513703282730E-001,7,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.2801513703282730E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.1292849467900706E-001,6.0000000000000000E+000
0.7,0.0000000000000000E+000,6.4345252306906353E-001,7,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.4345252306906353E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.1292849467900706E-001,6.0000000000000000E+000
0.72,0.0000000000000000E+000,6.5863253667532473E-001,7,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.5863253667532473E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.74,0.0000000000000000E+000,6.7354910604856588E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.7354910604856588E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.76,0.0000000000000000E+000,6.8819626475992268E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,6.8819626475992268E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.78,0.0000000000000000E+000,7.0256815414120333E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.0256815414120333E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.8,0.0000000000000000E+000,7.1665902562827788E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.1665902562827788E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.2884353744753815E-001,6.0000000000000000E+000
0.82,0.0000000000000000E+000,7.3046324306042743E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.3046324306042743E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.4347121817990449E-001,6.0000000000000000E+000
0.84,0.0000000000000000E+000,7.4397528493473286E-001,8,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.4397528493473286E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.4347121817990449E-001,6.0000000000000000E+000
0.86,0.0000000000000000E+000,7.5718974661460270E-001,9,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.5718974661460270E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.4347121817990449E-001,6.0000000000000000E+000
0.88,0.0000000000000000E+000,7.7010134249155526E-001,9,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,5.6464247339503526E-001,7.7010134249155526E-001,0.0000000000000000E+000,6.1311685197343380E-001,1.4347121817990449E-001,6.0000000000000000E+000
0.901,0.0000000000000000E+000,7.8332690962748330E-001,9,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,7.8332690962748330E-001,0.0000000000000000E+000,7.7073887889896930E-001,1.5666538192549662E-001,6.0000000000000000E+000
0.921,0.0000000000000000E+000,7.9560162003636603E-001,9,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,7.9560162003636603E-001,0.0000000000000000E+000,7.7073887889896930E-001,1.5666538192549662E-001,6.0000000000000000E+000
0.94,0.0000000000000000E+000,8.0696790869936463E-001,9,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,8.0696790869936463E-001,0.0000000000000000E+000,7.7073887889896930E-001,1.5666538192549662E-001,6.0000000000000000E+000
0.96,0.0000000000000000E+000,8.1861763881476246E-001,9,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,8.1861763881476246E-001,0.0000000000000000E+000,7.7073887889896930E-001,1.5666538192549662E-001,6.0000000000000000E+000
0.98,0.0000000000000000E+000,8.2993993278939071E-001,9,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,8.2993993278939071E-001,0.0000000000000000E+000,7.7073887889896930E-001,1.5666538192549662E-001,6.0000000000000000E+000
1,0.0000000000000000E+000,8.4093026185662145E-001,10,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,8.4093026185662145E-001,0.0000000000000000E+000,7.7073887889896930E-001,1.5666538192549662E-001,6.0000000000000000E+000
1.021,1.0000000000000000E+000,8.5210802194936175E-001,10,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,8.5210802194936175E-001,1.0000000000000000E+000,7.7073887889896930E-001,1.6829419696157921E-001,6.0000000000000000E+000
1.041,1.0000000000000000E+000,8.6240422724333621E-001,10,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,8.6240422724333621E-001,1.0000000000000000E+000,7.7073887889896930E-001,1.6829419696157921E-001,6.0000000000000000E+000
1.061,1.0000000000000000E+000,8.7235548234498306E-001,10,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,8.7235548234498306E-001,1.0000000000000000E+000,7.7073887889896930E-001,1.6829419696157921E-001,6.0000000000000000E+000
1.081,1.0000000000000000E+000,8.8195780688494330E-001,10,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,8.8195780688494330E-001,1.0000000000000000E+000,7.7073887889896930E-001,1.6829419696157921E-001,6.0000000000000000E+000
1.1,1.0000000000000000E+000,8.9120736006143031E-001,10,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,8.9120736006143031E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.7824147201228699E-001,6.0000000000000000E+000
1.121,1.0000000000000000E+000,9.0010044217650409E-001,10,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,9.0010044217650409E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.7824147201228699E-001,6.0000000000000000E+000
1.141,1.0000000000000000E+000,9.0863349611588151E-001,10,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,9.0863349611588151E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.7824147201228699E-001,6.0000000000000000E+000
1.161,1.0000000000000000E+000,9.1680310877176430E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,9.1680310877176430E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.7824147201228699E-001,6.0000000000000000E+000
1.181,1.0000000000000000E+000,9.2460601240801699E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,7.8332690962748297E-001,9.2460601240801699E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.7824147201228699E-001,6.0000000000000000E+000
1.2,1.0000000000000000E+000,9.3203908596722240E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.3203908596722240E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.8640781719344515E-001,6.0000000000000000E+000
1.221,1.0000000000000000E+000,9.3909935631906682E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.3909935631906682E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.8640781719344515E-001,6.0000000000000000E+000
1.241,1.0000000000000000E+000,9.4578399944953750E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.4578399944953750E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.8640781719344515E-001,6.0000000000000000E+000
1.261,1.0000000000000000E+000,9.5209034159051376E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.5209034159051376E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.8640781719344515E-001,6.0000000000000000E+000
1.281,1.0000000000000000E+000,9.5801586028922248E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.5801586028922248E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.8640781719344515E-001,6.0000000000000000E+000
1.3,1.0000000000000000E+000,9.6355818541718996E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.6355818541718996E-001,1.0000000000000000E+000,8.9120736006143542E-001,1.9271163708343844E-001,6.0000000000000000E+000
1.32,1.0000000000000000E+000,9.6871510011826478E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.6871510011826478E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9271163708343844E-001,6.0000000000000000E+000
1.341,1.0000000000000000E+000,9.7348454169531884E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.7348454169531884E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9271163708343844E-001,6.0000000000000000E+000
1.361,1.0000000000000000E+000,9.7786460243531526E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.7786460243531526E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9271163708343844E-001,6.0000000000000000E+000
1.381,1.0000000000000000E+000,9.8185353037235845E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.8185353037235845E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9271163708343844E-001,6.0000000000000000E+000
1.4,1.0000000000000000E+000,9.8544972998845870E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.8544972998845870E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9708994599769192E-001,6.0000000000000000E+000
1.421,1.0000000000000000E+000,9.8865176285171952E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.8865176285171952E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9708994599769192E-001,6.0000000000000000E+000
1.441,1.0000000000000000E+000,9.9145834819168588E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.9145834819168588E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9708994599769192E-001,6.0000000000000000E+000
1.461,1.0000000000000000E+000,9.9386836341164408E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.9386836341164408E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9708994599769192E-001,6.0000000000000000E+000
1.481,1.0000000000000000E+000,9.9588084453763925E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.3203908596722573E-001,9.9588084453763925E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9708994599769192E-001,6.0000000000000000E+000
1.5,1.0000000000000000E+000,9.9749498660405367E-001,11,0,12,12,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,0.0000000000000000E+000,9.9749498660405378E-001,9.9749498660405367E-001,1.0000000000000000E+000,9.6871510011826545E-001,1.9949899732081078E-001,6.0000000000000000E+000
