"time","Out1"
6.08,2.0672102999928051E-002
6.1,1.6822634999933989E-002
6.12,1.3366422999940220E-002
6.14,1.0304853999946744E-002
6.16,7.6391469999535517E-003
6.18,5.3703759999606440E-003
6.2,3.4994389999680178E-003
6.22,2.0270909999756700E-003
6.24,9.5391899998359939E-004
6.26,2.8035099999180362E-004
6.28,6.6600000002805489E-006
6.3,1.3295400000902378E-004
6.32,6.5917800001803132E-004
6.34,1.5851270000272985E-003
6.36,2.9104250000368229E-003
6.38,4.6345470000465983E-003
6.4,6.7568040000566230E-003
6.42,9.2763440000668898E-003
6.44,1.2192161000077398E-002
6.46,1.5503086000088141E-002
6.48,1.9207797000099110E-002
6.5,2.3304814000110297E-002
6.52,2.7792494000121709E-002
6.54,3.2669043000133346E-002
6.56,3.7932513000145177E-002
6.58,4.3580798000157218E-002
6.6,4.9611635000169442E-002
6.62,5.6022616000181824E-002
6.64,6.2811173000194412E-002
6.66,6.9974595000207182E-002
6.68,7.7510013000220104E-002
6.7,8.5414415000233168E-002
6.72,9.3684640000246400E-002
6.74,1.0231738000025978E-001
6.76,1.1130918000027328E-001
6.78,1.2065644500028691E-001
6.8,1.3035543700030069E-001
6.82,1.4040227400031460E-001
6.84,1.5079294000032856E-001
6.86,1.6152327700034269E-001
6.88,1.7258899300035682E-001
6.9,1.8398566500037111E-001
6.92,1.9570873000038538E-001
6.94,2.0775349900039974E-001
6.96,2.2011515500041412E-001
6.98,2.3278875500042856E-001
7,2.4576923100044307E-001
7.02,2.5905139000045763E-001
7.04,2.7262991800047215E-001
7.06,2.8649938400048663E-001
7.08,3.0065423900050120E-001
7.1,3.1508882200051586E-001
7.12,3.2979736100053042E-001
7.14,3.4477397300054491E-001
7.16,3.6001266700055928E-001
7.18,3.7550734700057364E-001
7.2,3.9125181700058792E-001
7.22,4.0723978000060213E-001
7.24,4.2346483600061630E-001
7.26,4.3992049900063035E-001
7.28,4.5660018600064428E-001
7.3,4.7349722700065822E-001
7.32,4.9060486200067188E-001
7.34,5.0791624700068549E-001
7.36,5.2542445700069862E-001
7.38,5.4312249300071169E-001
7.4,5.6100327400072481E-001
7.42,5.7905964900073803E-001
7.44,5.9728439300075076E-001
7.46,6.1567021600076333E-001
7.48,6.3420976600077594E-001
7.5,6.5289562900078824E-001
7.52,6.7172032800080028E-001
7.54,6.9067633400081208E-001
7.56,7.0975606500082367E-001
7.58,7.2895189100083502E-001
7.6,7.4825613300084604E-001
7.62,7.6766107000085682E-001
7.64,7.8715893800086711E-001
7.66,8.0674194200087723E-001
7.68,8.2640224500088710E-001
7.7,8.4613198500089670E-001
7.72,8.6592327500090593E-001
7.74,8.8576818800091506E-001
7.76,9.0565879200092381E-001
7.78,9.2558713100093204E-001
7.8,9.4554523500093968E-001
7.82,9.6552511900094706E-001
7.84,9.8551879300095424E-001
7.86,1.0055182600009611E+000
7.88,1.0255155200009676E+000
7.9,1.0455025720009734E+000
7.92,1.0654714230009785E+000
7.94,1.0854140890009838E+000
7.96,1.1053225900009884E+000
7.98,1.1251889630009924E+000
8,1.1450052610009951E+000
8.02,1.1647635590009808E+000
8.04,1.1844559550009668E+000
8.06,1.2040745700009521E+000
8.08,1.2236115570009372E+000
8.1,1.2430591030009217E+000
8.12,1.2624094310009062E+000
8.14,1.2816547960008904E+000
8.16,1.3007875030008742E+000
8.18,1.3197999020008577E+000
8.2,1.3386843850008412E+000
8.22,1.3574333960008251E+000
8.24,1.3760394410008081E+000
8.26,1.3944950730007910E+000
8.28,1.4127929120007738E+000
8.3,1.4309256400007571E+000
8.32,1.4488860020007399E+000
8.34,1.4666668150007227E+000
8.36,1.4842609690007051E+000
8.38,1.5016614270006874E+000
8.4,1.5188612270006701E+000
8.42,1.5358534880006529E+000
8.44,1.5526314150006353E+000
8.46,1.5691882960006174E+000
8.48,1.5855175060005999E+000
8.5,1.6016125240005823E+000
8.52,1.6174669020005650E+000
8.54,1.6330743010005471E+000
8.56,1.6484284770005297E+000
8.58,1.6635232910005122E+000
8.6,1.6783527040004951E+000
8.62,1.6929107860004780E+000
8.64,1.7071917150004612E+000
8.66,1.7211897750004439E+000
8.68,1.7348993670004269E+000
8.7,1.7483150100004108E+000
8.72,1.7614313380003945E+000
8.74,1.7742431050003780E+000
8.76,1.7867451840003621E+000
8.78,1.7989325740003463E+000
8.8,1.8108004010003305E+000
8.82,1.8223439190003148E+000
8.84,1.8335585100002998E+000
8.86,1.8444396890002850E+000
8.88,1.8549831030002701E+000
8.9,1.8651845370002555E+000
8.92,1.8750399070002415E+000
8.94,1.8845452730002274E+000
8.96,1.8936968310002136E+000
8.98,1.9024909260002003E+000
9,1.9109240350001875E+000
9.02,1.9189927860001750E+000
9.04,1.9266939520001625E+000
9.06,1.9340244530001502E+000
9.08,1.9409813560001385E+000
9.1,1.9475618810001274E+000
9.12,1.9537633910001164E+000
9.14,1.9595834080001060E+000
9.16,1.9650196050000959E+000
9.18,1.9700698090000859E+000
9.2,1.9747319950000759E+000
9.22,1.9790043040000671E+000
9.24,1.9828850270000586E+000
9.26,1.9863726070000507E+000
9.28,1.9894656520000429E+000
9.3,1.9921629200000361E+000
9.32,1.9944633390000295E+000
9.34,1.9963659820000228E+000
9.36,1.9978700940000169E+000
9.38,1.9989750730000113E+000
9.4,1.9996804750000059E+000
9.42,1.9999860180000013E+000
9.44,1.9998915779999971E+000
9.46,1.9993971979999934E+000
9.48,1.9985030709999902E+000
9.5,1.9972095549999869E+000
9.52,1.9955171689999840E+000
9.54,1.9934265899999817E+000
9.56,1.9909386529999804E+000
9.58,1.9880543529999792E+000
9.6,1.9847748449999782E+000
9.62,1.9811014389999784E+000
9.64,1.9770356069999782E+000
9.66,1.9725789739999786E+000
9.68,1.9677333219999793E+000
9.7,1.9625005909999809E+000
9.72,1.9568828699999832E+000
9.74,1.9508824089999857E+000
9.76,1.9445016099999883E+000
9.78,1.9377430209999917E+000
9.8,1.9306093449999950E+000
9.821,1.9227184259999992E+000
9.841,1.9148249100000041E+000
9.861,1.9065654780000088E+000
9.881,1.8979434330000140E+000
9.901,1.8889622220000202E+000
9.921,1.8796254380000266E+000
9.941,1.8699368140000330E+000
9.961,1.8599002270000402E+000
9.981,1.8495196900000477E+000
10,1.8393433789999987E+000
