"time","Out1","Out2[1]","Out2[2]","Out3","Out4","Out5"
0.48,1.1277417821585528E-001,1.8107971798700738E-002,1.1277417821585528E-001,5.9416618824332568E-001,9.6642430476041610E-002,8.0510682736227857E-002
0.5,1.2217771513887196E-001,2.0452202061860582E-002,1.2217771513887196E-001,6.2400573089276423E-001,1.0404315292040141E-001,8.5908590701930743E-002
0.52,1.3193236923835985E-001,2.2987845047010680E-002,1.3193236923835985E-001,6.5425434453990916E-001,1.1164505383085596E-001,9.1357738423352000E-002
0.54,1.4203423878273938E-001,2.5721886263435335E-002,1.4203423878273938E-001,6.8491322934243715E-001,1.1944028251690933E-001,9.6846326251079182E-002
0.56,1.5247928315888265E-001,2.8661231863771616E-002,1.5247928315888265E-001,7.1598368988110273E-001,1.2742100625171690E-001,1.0236272934455107E-001
0.58,1.6326332448830461E-001,3.1812705881640368E-002,1.6326332448830461E-001,7.4746714005977277E-001,1.3557941151722561E-001,1.0789549854614647E-001
0.6,1.7438204929825879E-001,3.5183047502123803E-002,1.7438204929825879E-001,7.7936510807120574E-001,1.4390770527903068E-001,1.1343336125980241E-001
0.62,1.8583101024706883E-001,3.8778908366181274E-002,1.8583101024706883E-001,8.1167924142880066E-001,1.5239811628969921E-001,1.1896522233232940E-001
0.64,1.9760562790300601E-001,4.2606849910081547E-002,1.9760562790300601E-001,8.4441131206455855E-001,1.6104289641931216E-001,1.2448016493561812E-001
0.66,2.0970119257600081E-001,4.6673340740915850E-002,2.0970119257600081E-001,8.7756322149351695E-001,1.6983432201198101E-001,1.2996745144796101E-001
0.68,2.2211286620145609E-001,5.0984754049241243E-002,2.2211286620145609E-001,9.1113700604493952E-001,1.7876469526709832E-001,1.3541652433274035E-001
0.7,2.3483568427540841E-001,5.5547365059889380E-002,2.3483568427540841E-001,9.4513484216056232E-001,1.8782634564408657E-001,1.4081700701276462E-001
0.72,2.4786455784026346E-001,6.0367348521960282E-002,2.4786455784026346E-001,9.7955905176022084E-001,1.9701163128941238E-001,1.4615870473856118E-001
0.74,2.6119427552031138E-001,6.5450776239004915E-002,2.6119427552031138E-001,1.0144121076752024E+000,2.0631294048463822E-001,1.5143160544896489E-001
0.76,2.7481950560620727E-001,7.0803614640384885E-002,2.7481950560620727E-001,1.0496966391496947E+000,2.1572269311428810E-001,1.5662588062236882E-001
0.78,2.8873479818758413E-001,7.6431722394780091E-002,2.8873479818758413E-001,1.0854154374107217E+000,2.2523334215231028E-001,1.6173188611703634E-001
0.8,3.0293458733294415E-001,8.2340848066799463E-002,3.0293458733294415E-001,1.1215714613069880E+000,2.3483737516592096E-001,1.6674016299889777E-001
0.82,3.1741319331595702E-001,8.8536627817631733E-002,3.1741319331595702E-001,1.1581678430170732E+000,2.4452731583562348E-001,1.7164143835528978E-001
0.84,3.3216482488727528E-001,9.5024583150656067E-002,3.3216482488727528E-001,1.1952078938274457E+000,2.5429572549019841E-001,1.7642662609312132E-001
0.86,3.4718358159095619E-001,1.0181011870291443E-001,3.4718358159095619E-001,1.2326951099808006E+000,2.6413520465546969E-001,1.8108682771998288E-001
0.88,3.6246345612456560E-001,1.0889852008332879E-001,3.6246345612456560E-001,1.2706331785952414E+000,2.7403839461565394E-001,1.8561333310674197E-001
0.9,3.7799833674201910E-001,1.1629495175852797E-001,3.7799833674201910E-001,1.3090259836548666E+000,2.8399797898611107E-001,1.8999762123020281E-001
0.92,3.9378200969819860E-001,1.2400445498712988E-001,3.9378200969819860E-001,1.3478776120723481E+000,2.9400668529631552E-001,1.9423136089443230E-001
0.94,4.0980816173436790E-001,1.3203194580330532E-001,4.0980816173436790E-001,1.3871923598241174E+000,3.0405728658187947E-001,1.9830641142939107E-001
0.96,4.2607038260339158E-001,1.4038221305042989E-001,4.2607038260339158E-001,1.4269747381588131E+000,3.1414260298446223E-001,2.0221482336553287E-001
0.98,4.4256216763374884E-001,1.4905991646561040E-001,4.4256216763374884E-001,1.4672294798796739E+000,3.2425550335840964E-001,2.0594883908307038E-001
1,4.5927692033131484E-001,1.5806958481585218E-001,4.5927692033131484E-001,1.5079615457015922E+000,3.3438890688297457E-001,2.0950089343463418E-001
1.021,4.7706006303981874E-001,1.6789182204162945E-001,4.7706006303981874E-001,1.5512496225241865E+000,3.4504335691624616E-001,2.1302665079267358E-001
1.041,4.9421090373252696E-001,1.7759561422296902E-001,4.9421090373252696E-001,1.5929767074345420E+000,3.5519687649458154E-001,2.1618284925663594E-001
1.061,5.1156405328664523E-001,1.8764435662538195E-001,5.1156405328664523E-001,1.6351977215491407E+000,3.6534963036372609E-001,2.1913520744080670E-001
1.081,5.2911257067372430E-001,1.9804202961855896E-001,5.2911257067372430E-001,1.6779186152019254E+000,3.7549475807955929E-001,2.2187694548539402E-001
1.101,5.4684943672078634E-001,2.0879247400460693E-001,5.4684943672078634E-001,1.7211455999106220E+000,3.8562545770915585E-001,2.2440147869752530E-001
1.121,5.6476755691790059E-001,2.1989938948177892E-001,5.6476755691790059E-001,1.7648851552029354E+000,3.9573498745272701E-001,2.2670241798755308E-001
1.141,5.8285976425589370E-001,2.3136633316464456E-001,5.8285976425589370E-001,1.8091440355235417E+000,4.0581666726327426E-001,2.2877357027065454E-001
1.161,6.0111882209305667E-001,2.4319671816129154E-001,6.0111882209305667E-001,1.8539292772229041E+000,4.1586388046288197E-001,2.3060893883270725E-001
1.181,6.1953742704970516E-001,2.5539381220812774E-001,6.1953742704970516E-001,1.8992482056289934E+000,4.2587007535457416E-001,2.3220272365944317E-001
1.201,6.3810821192943468E-001,2.6796073636283035E-001,6.3810821192943468E-001,1.9451084422030367E+000,4.3582876682868005E-001,2.3354932172792511E-001
1.221,6.5682374866590076E-001,2.8090046375596467E-001,6.5682374866590076E-001,1.9915179117804584E+000,4.4573353796265763E-001,2.3464332725941414E-001
1.241,6.7567655129394599E-001,2.9421581840177102E-001,6.7567655129394599E-001,2.0384848498982304E+000,4.5557804161333970E-001,2.3547953193273299E-001
1.261,6.9465907894388634E-001,3.0790947406859687E-001,6.9465907894388634E-001,2.0860178102098961E+000,4.6535600200057209E-001,2.3605292505725747E-001
1.281,7.1376373885775890E-001,3.2198395320942552E-001,7.1376373885775890E-001,2.1341256719895818E+000,4.7506121628123138E-001,2.3635869370470344E-001
1.301,7.3298288942632372E-001,3.3644162595292815E-001,7.3298288942632372E-001,2.1828176477263623E+000,4.8468755611261516E-001,2.3639222279890634E-001
1.321,7.5230884324560499E-001,3.5128470915544391E-001,7.5230884324560499E-001,2.2321032908103886E+000,4.9422896920421350E-001,2.3614909516282173E-001
1.341,7.7173387019175088E-001,3.6651526551426716E-001,7.7173387019175088E-001,2.2819925033122592E+000,5.0367948085688019E-001,2.3562509152200894E-001
1.361,7.9125020051298012E-001,3.8213520274259627E-001,7.9125020051298012E-001,2.3324955438571506E+000,5.1303319548843573E-001,2.3481619046389068E-001
1.381,8.1085002793737837E-001,3.9814627280647291E-001,8.1085002793737837E-001,2.3836230355952890E+000,5.2228429814474453E-001,2.3371856835211002E-001
1.401,8.3052551279530340E-001,4.1455007122401971E-001,8.3052551279530340E-001,2.4353859742704005E+000,5.3142705599532425E-001,2.3232859919534427E-001
1.421,8.5026878515514859E-001,4.3134803642725456E-001,8.5026878515514859E-001,2.4877957363878371E+000,5.4045581981255519E-001,2.3064285446996108E-001
1.441,8.7007194797120979E-001,4.4854144918673627E-001,8.7007194797120979E-001,2.5408640874841275E+000,5.4936502543357402E-001,2.2865810289593747E-001
1.461,8.8992708024239919E-001,4.6613143209927355E-001,8.8992708024239919E-001,2.5946031904997717E+000,5.5814919520394413E-001,2.2637131016548845E-001
1.481,9.0982624018054015E-001,4.8411894913890180E-001,9.0982624018054015E-001,2.6490256142571593E+000,5.6680293940221815E-001,2.2377963862389577E-001
1.501,9.2976146838697593E-001,5.0250480527130581E-001,9.2976146838697593E-001,2.7041443420455455E+000,5.7532095764450875E-001,2.2088044690204139E-001
1.521,9.4972479103622331E-001,5.2128964613184425E-001,9.4972479103622331E-001,2.7599727803150955E+000,5.8369804026821026E-001,2.1767128950019682E-001
1.541,9.6970822306539695E-001,5.4047395776730434E-001,9.6970822306539695E-001,2.8165247674820719E+000,5.9192906969402093E-001,2.1414991632264468E-001
1.561,9.8970377136812715E-001,5.6005806644148970E-001,9.8970377136812715E-001,2.8738145828472961E+000,6.0000902176543280E-001,2.1031427216273835E-001
1.581,1.0097034379916967E+000,5.8004213850471831E-001,1.0097034379916967E+000,2.9318569556301020E+000,6.0793296706486810E-001,2.0616249613803966E-001
1.601,1.0296992233361153E+000,6.0042618032728645E-001,1.0296992233361153E+000,2.9906670741200516E+000,6.1569607220566147E-001,2.0169292107520881E-001
1.621,1.0496831293538511E+000,6.2121003829691857E-001,1.0496831293538511E+000,3.0502605949487736E+000,6.2329360109909604E-001,1.9690407284434203E-001
1.641,1.0696471627489463E+000,6.4239339888021219E-001,1.0696471627489463E+000,3.1106536524843369E+000,6.3072091619571902E-001,1.9179466964249314E-001
1.661,1.0895833381742264E+000,6.6397578874804453E-001,1.0895833381742264E+000,3.1718628683506771E+000,6.3797347970018481E-001,1.8636362122614536E-001
1.681,1.1094836814253328E+000,6.8595657496490048E-001,1.1094836814253328E+000,3.2339053610746231E+000,6.4504685475887635E-001,1.8061002809242227E-001
1.701,1.1293402326302999E+000,7.0833496524203632E-001,1.1293402326302999E+000,3.2967987558632084E+000,6.5193670661958136E-001,1.7453318060886575E-001
1.721,1.1491450494333957E+000,7.3111000825438621E-001,1.1491450494333957E+000,3.3605611945139717E+000,6.5863880376251493E-001,1.6813255809163719E-001
1.741,1.1688902101719605E+000,7.5428059402107916E-001,1.1688902101719605E+000,3.4252113454610855E+000,6.6514901900199175E-001,1.6140782783202656E-001
1.761,1.1885678170449641E+000,7.7784545434941510E-001,1.1885678170449641E+000,3.4907684139601844E+000,6.7146333055807184E-001,1.5435884407118394E-001
1.781,1.2081699992720203E+000,8.0180316334212720E-001,1.2081699992720203E+000,3.5572521524148986E+000,6.7757782309752079E-001,1.4698564692302518E-001
1.801,1.2276889162415989E+000,8.2615213796772036E-001,1.2276889162415989E+000,3.6246828708481242E+000,6.8348868874343871E-001,1.3928846124528205E-001
1.821,1.2471167606471605E+000,8.5089063869366310E-001,1.2471167606471605E+000,3.6930814475212310E+000,6.8919222805293145E-001,1.3126769545870620E-001
1.841,1.2664457616099769E+000,8.7601677018217794E-001,1.2664457616099769E+000,3.7624693397044076E+000,6.9468485096221699E-001,1.2292394031446063E-001
1.861,1.2856681877873806E+000,9.0152848204835012E-001,1.2856681877873806E+000,3.8328685946014893E+000,6.9996307769857136E-001,1.1425796760976570E-001
1.881,1.3047763504651955E+000,9.2742356968025497E-001,1.3047763504651955E+000,3.9043018604327142E+000,7.0502353965854092E-001,1.0527072885189037E-001
1.901,1.3237626066331221E+000,9.5369967512077303E-001,1.3237626066331221E+000,3.9767923976788948E+000,7.0986298025186745E-001,9.5963353870616608E-002
1.921,1.3426193620418410E+000,9.8035428801074220E-001,1.3426193620418410E+000,4.0503640904906515E+000,7.1447825571058021E-001,8.6337149379323241E-002
1.941,1.3613390742406077E+000,1.0073847465930668E+000,1.3613390742406077E+000,4.1250414582663959E+000,7.1886633586273874E-001,7.6393597484873399E-002
1.961,1.3799142555941362E+000,1.0347882387773855E+000,1.3799142555941362E+000,4.2008496674029017E+000,7.2302430487032354E-001,6.6134354146514585E-002
1.981,1.3983374762775511E+000,1.0625618032648689E+000,1.3983374762775511E+000,4.2778145432223509E+000,7.2694936193078497E-001,5.5561247584022810E-002
2.001,1.4166013672482178E+000,1.0907023307327031E+000,1.4166013672482178E+000,4.3559625820799042E+000,7.3063882194178875E-001,4.4676276635362888E-002
2.021,1.4346986231932646E+000,1.1192065650777723E+000,1.4346986231932646E+000,4.4353209636558857E+000,7.3409011612870656E-001,3.3481609064151985E-002
2.041,1.4526220054516059E+000,1.1480711047190595E+000,1.4526220054516059E+000,4.5159175634368474E+000,7.3730079263442327E-001,2.1979579817244410E-002
2.061,1.4703643449093138E+000,1.1772924039582349E+000,1.4703643449093138E+000,4.5977809653898216E+000,7.4026851707105146E-001,1.0172689232793020E-002
2.081,1.4879185448671670E+000,1.2068667743978845E+000,1.4879185448671670E+000,4.6809404748342329E+000,7.4299107303315470E-001,-1.9363988008533894E-003
2.101,1.5052775838792349E+000,1.2367903864168228E+000,1.5052775838792349E+000,4.7654261315160236E+000,7.4546636257211329E-001,-1.4344858735004018E-002
2.121,1.5224345185613639E+000,1.2670592707018888E+000,1.5224345185613639E+000,4.8512687228886771E+000,7.4769240663127312E-001,-2.7049705298813120E-002
2.141,1.5393824863684364E+000,1.2976693198356175E+000,1.5393824863684364E+000,4.9384997976059370E+000,7.4966734544154323E-001,-4.0047795485345650E-002
2.161,1.5561147083393001E+000,1.3286162899391554E+000,1.5561147083393001E+000,5.0271516792311282E+000,7.5138943887712528E-001,-5.3335830585045318E-002
2.181,1.5726244918082597E+000,1.3598958023697516E+000,1.5726244918082597E+000,5.1172574801681252E+000,7.5285706677107656E-001,-6.6910358266102588E-002
2.201,1.5889052330820550E+000,1.3915033454721590E+000,1.5889052330820550E+000,5.2088511158191366E+000,7.5406872919042900E-001,-8.0767774701193673E-002
2.221,1.6049504200812510E+000,1.4234342763832346E+000,1.6049504200812510E+000,5.3019673189745813E+000,7.5502304667060394E-001,-9.4904326740039568E-002
2.241,1.6207536349449805E+000,1.4556838228890248E+000,1.6207536349449805E+000,5.3966416544404545E+000,7.5571876040888397E-001,-1.0931611412720843E-001
2.261,1.6363085565980040E+000,1.4882470853335850E+000,1.6363085565980040E+000,5.4929105339087982E+000,7.5615473241671760E-001,-1.2399909176456447E-001
2.281,1.6516089632790569E+000,1.5211190385787794E+000,1.6516089632790569E+000,5.5908112310768558E+000,7.5632994563066036E-001,-1.3894907201773221E-001
2.301,1.6666487350294699E+000,1.5542945340142669E+000,1.6666487350294699E+000,5.6903818970208100E+000,7.5624350398176421E-001,-1.5416172706593789E-001
2.321,1.6814218561410710E+000,1.5877683016168773E+000,1.6814218561410710E+000,5.7916615758300054E+000,7.5589463242325783E-001,-1.6963259129455122E-001
2.341,1.6959224175623866E+000,1.6215349520585514E+000,1.6959224175623866E+000,5.8946902205077931E+000,7.5528267691637174E-001,-1.8535706372963912E-001
2.361,1.7101446192621874E+000,1.6555889788619980E+000,1.7101446192621874E+000,5.9995087091451671E+000,7.5440710437418201E-001,-2.0133041051381872E-001
2.381,1.7240827725494197E+000,1.6899247606032139E+000,1.7240827725494197E+000,6.1061588613736379E+000,7.5326750256337394E-001,-2.1754776742266702E-001
2.401,1.7377313023486076E+000,1.7245365631599767E+000,1.7377313023486076E+000,6.2146834551038390E+000,7.5186357996383224E-001,-2.3400414242093859E-001
2.421,1.7510847494298103E+000,1.7594185420054194E+000,1.7510847494298103E+000,6.3251262435565465E+000,7.5019516558599897E-001,-2.5069441825780847E-001
2.441,1.7641377725922396E+000,1.7945647445457600E+000,1.7641377725922396E+000,6.4375319725929376E+000,7.4826220874594662E-001,-2.6761335510034179E-001
2.461,1.7768851508006669E+000,1.8299691125012634E+000,1.7768851508006669E+000,6.5519463983510970E+000,7.4606477879814492E-001,-2.8475559320437216E-001
2.481,1.7893217852737722E+000,1.8656254843294688E+000,1.7893217852737722E+000,6.6684163051959038E+000,7.4360306482590643E-001,-3.0211565562195508E-001
2.501,1.8014427015235857E+000,1.9015275976897279E+000,1.8014427015235857E+000,6.7869895239895843E+000,7.4087737528952702E-001,-3.1968795094452784E-001
2.521,1.8132430513452180E+000,1.9376690919480541E+000,1.8132430513452180E+000,6.9077149506904520E+000,7.3788813763214856E-001,-3.3746677608091724E-001
2.541,1.8247181147560765E+000,1.9740435107212959E+000,1.8247181147560765E+000,7.0306425652874234E+000,7.3463589784339578E-001,-3.5544631906928115E-001
2.561,1.8358633018837953E+000,2.0106443044595985E+000,1.8358633018837953E+000,7.1558234510781453E+000,7.3112131998085161E-001,-3.7362066192208843E-001
2.581,1.8466741548021237E+000,2.0474648330661429E+000,1.8466741548021237E+000,7.2833098142987067E+000,7.2734518564946160E-001,-3.9198378350319729E-001
2.601,1.8571463493140374E+000,2.0844983685530880E+000,1.8571463493140374E+000,7.4131550041131069E+000,7.2330839343897346E-001,-4.1052956243608718E-001
2.621,1.8672756966813588E+000,2.1217380977326852E+000,1.8672756966813588E+000,7.5454135329707750E+000,7.1901195831953302E-001,-4.2925178004228937E-001
2.641,1.8770581453001980E+000,2.1591771249424556E+000,1.8770581453001980E+000,7.6801410973407318E+000,7.1445701099558589E-001,-4.4814412330902198E-001
2.661,1.8864897823215367E+000,2.1968084748033654E+000,1.8864897823215367E+000,7.8173945988310258E+000,7.0964479721824170E-001,-4.6720018788504947E-001
2.681,1.8955668352163215E+000,2.2346250950098856E+000,1.8955668352163215E+000,7.9572321657023775E+000,7.0457667705628568E-001,-4.8641348110374605E-001
2.701,1.9042856732844193E+000,2.2726198591508187E+000,1.9042856732844193E+000,8.0997131747851370E+000,6.9925412412603349E-001,-5.0577742503234813E-001
2.721,1.9126428091068528E+000,2.3107855695597688E+000,1.9126428091068528E+000,8.2448982738087651E+000,6.9367872478025072E-001,-5.2528535954634692E-001
2.741,1.9206348999407195E+000,2.3491149601941115E+000,1.9206348999407195E+000,8.3928494041534254E+000,6.8785217725636982E-001,-5.4493054542797592E-001
2.761,1.9282587490562459E+000,2.3876006995413142E+000,1.9282587490562459E+000,8.5436298240332658E+000,6.8177629078425706E-001,-5.6470616748772851E-001
2.781,1.9355113070154364E+000,2.4262353935514454E+000,1.9355113070154364E+000,8.6973041321213582E+000,6.7545298465380543E-001,-5.8460533770782253E-001
2.801,1.9423896728918060E+000,2.4650115885946930E+000,1.9423896728918060E+000,8.8539382916263776E+000,6.6888428724263937E-001,-6.0462109840652489E-001
2.821,1.9488910954307150E+000,2.5039217744427198E+000,1.9488910954307150E+000,9.0135996548313067E+000,6.6207233500423934E-001,-6.2474642542223424E-001
2.841,1.9550129741498325E+000,2.5429583872726531E+000,1.9550129741498325E+000,9.1763569881047520E+000,6.5501937141681010E-001,-6.4497423131621001E-001
2.861,1.9607528603792952E+000,2.5821138126925116E+000,1.9607528603792952E+000,9.3422804973955813E+000,6.4772774589323623E-001,-6.6529736859281985E-001
