"time","Out1","Out2[1]","Out2[2]","Out3","Out4","Out5"
5.94,5.8480613500084322E-002,6.2764294108857186E+000,5.8480613500084322E-002,1.8867000044117592E+002,-6.3801071425541256E-001,-1.3345020420108993E+000
5.96,5.1930176869308967E-002,6.2775361656942286E+000,5.1930176869308967E-002,1.9249855641367321E+002,-6.3185895434214145E-001,-1.3156480855535815E+000
5.98,4.5758955493691501E-002,6.2785155100849268E+000,4.5758955493691501E-002,1.9640454408387905E+002,-6.2545342934995585E-001,-1.2966658141935929E+000
6,3.9969417779500305E-002,6.2793750520657836E+000,3.9969417779500305E-002,2.0038951919810208E+002,-6.1879672180736844E-001,-1.2775628613942271E+000
6.02,3.4563879464628230E-002,6.2801224475641391E+000,3.4563879464628230E-002,2.0445506886651918E+002,-6.1189151430833721E-001,-1.2583469080812926E+000
6.04,2.9544502692328396E-002,6.2807653973644291E+000,2.9544502692328396E-002,2.0860281219954237E+002,-6.0474058844727330E-001,-1.2390256795868648E+000
6.06,2.4913295146385551E-002,6.2813116440279755E+000,2.4913295146385551E-002,2.1283440095705319E+002,-5.9734682371428849E-001,-1.2196069425749523E+000
6.08,2.0672109248069472E-002,6.2817689687960652E+000,2.0672109248069472E-002,2.1715152021076227E+002,-5.8971319635113284E-001,-1.2000985019503254E+000
6.1,1.6822641415191110E-002,6.2821451884775614E+000,1.6822641415191110E-002,2.2155588901995858E+002,-5.8184277816827945E-001,-1.1805081977517404E+000
6.12,1.3366431383558038E-002,6.2824481523222762E+000,1.3366431383558038E-002,2.2604926112091721E+002,-5.7373873532363173E-001,-1.1608439020308119E+000
6.14,1.0304861591100738E-002,6.2826857388813826E+000,1.0304861591100738E-002,2.3063342563024020E+002,-5.6540432706334920E-001,-1.1411135157177896E+000
6.16,7.6391566249158121E-003,6.2828658528560943E+000,7.6391566249158121E-003,2.3531020776241030E+002,-5.5684290442529494E-001,-1.1213249654754964E+000
6.18,5.3703827314474685E-003,6.2829964219358923E+000,5.3703827314474685E-003,2.4008146956184402E+002,-5.4805790890562589E-001,-1.1014862005426900E+000
6.2,3.4994473900031844E-003,6.2830853936275570E+000,3.4994473900031844E-003,2.4494911064973419E+002,-5.3905287108906419E-001,-1.0816051895681222E+000
6.22,2.0270989497740617E-003,6.2831407320762658E+000,2.0270989497740617E-003,2.4991506898598070E+002,-5.2983140924339867E-001,-1.0616899174365622E+000
6.24,9.5392633050514421E-004,6.2831704148800522E+000,9.5392633050514421E-004,2.5498132164651244E+002,-5.2039722787878229E-001,-1.0417483820880604E+000
6.26,2.8035878693536168E-004,6.2831824298988579E+000,2.8035878693536168E-004,2.6014988561630872E+002,-5.1075411627240241E-001,-1.0217885913317308E+000
6.28,6.6657371013615266E-006,6.2831847720595055E+000,6.6657371013615266E-006,2.6542281859843808E+002,-5.0090594695911983E-001,-1.0018185596553315E+000
6.3,1.3295665457388540E-004,6.2831854401578333E+000,1.3295665457388540E-004,2.7080221983943460E+002,-4.9085667418868090E-001,-9.8184630503192616E-001
6.32,6.5918102466980093E-004,6.2831924336592797E+000,6.5918102466980093E-004,2.7629023097134092E+002,-4.8061033235012052E-001,-9.6187984572490148E-001
6.34,1.5851283646573006E-003,6.2832137494992084E+000,1.5851283646573006E-003,2.8188903687075413E+002,-4.7017103436399343E-001,-9.4192719709263473E-001
6.36,2.9104283079461894E-003,6.2832573788842367E+000,2.9104283079461894E-003,2.8760086653521489E+002,-4.5954297004307398E-001,-9.2199636839408472E-001
6.38,4.6345507522295819E-003,6.2833313040958672E+000,4.6345507522295819E-003,2.9342799397729033E+002,-4.4873040442218631E-001,-9.0209535959659282E-001
6.4,6.7568060715177576E-003,6.2834434952976679E+000,6.7568060715177576E-003,2.9937273913670555E+002,-4.3773767605783354E-001,-8.8223215818717549E-001
6.42,9.2763453919793588E-003,6.2836019073473217E+000,9.2763453919793588E-003,3.0543746881088646E+002,-4.2656919529830811E-001,-8.6241473598858620E-001
6.44,1.2192160931479611E-002,6.2838144766147934E+000,1.2192160931479611E-002,3.1162459760428663E+002,-4.1522944252497834E-001,-8.4265104598142715E-001
6.46,1.5503086402679736E-002,6.2840891178078797E+000,1.5503086402679736E-002,3.1793658889687390E+002,-4.0372296636545646E-001,-8.2294901913358354E-001
6.48,1.9207797479536340E-002,6.2844337208064402E+000,1.9207797479536340E-002,3.2437595583216267E+002,-3.9205438187936437E-001,-8.0331656123825579E-001
6.5,2.3304812327014167E-002,6.2848561475065328E+000,2.3304812327014167E-002,3.3094526232518632E+002,-3.8022836871742538E-001,-7.8376154976185564E-001
6.52,2.7792492193800346E-002,6.2853642286757854E+000,2.7792492193800346E-002,3.3764712409080988E+002,-3.6824966925462083E-001,-7.6429183070303264E-001
6.54,3.2669042067783108E-002,6.2859657608211723E+000,3.2669042067783108E-002,3.4448420969279420E+002,-3.5612308669815923E-001,-7.4491521546409245E-001
6.56,3.7932511394032663E-002,6.2866685030705263E+000,3.7932511394032663E-002,3.5145924161402604E+002,-3.4385348317101716E-001,-7.2563947773605775E-001
6.58,4.3580794854997162E-002,6.2874801740689898E+000,4.3580794854997162E-002,3.5857499734834386E+002,-3.3144577777182022E-001,-7.0647235039862832E-001
6.6,4.9611633212601661E-002,6.2884084488916523E+000,4.9611633212601661E-002,3.6583431051439175E+002,-3.1890494461184227E-001,-6.8742152243627674E-001
6.62,5.6022614211913221E-002,6.2894609559736336E+000,5.6022614211913221E-002,3.7324007199194608E+002,-3.0623601082990998E-001,-6.6849463587172364E-001
6.64,6.2811173546010721E-002,6.2906452740588028E+000,6.2811173546010721E-002,3.8079523108116672E+002,-2.9344405458600764E-001,-6.4969928271801658E-001
6.66,6.9974595881673415E-002,6.2919689291683927E+000,6.9974595881673415E-002,3.8850279668523518E+002,-2.8053420303438759E-001,-6.3104300195043916E-001
6.68,7.7510015945478086E-002,6.2934393915906721E+000,7.7510015945478086E-002,3.9636583851684964E+002,-2.6751163027699826E-001,-6.1253327649946510E-001
6.7,8.5414419669870151E-002,6.2950640728929486E+000,8.5414419669870151E-002,4.0438748832905856E+002,-2.5438155529804984E-001,-5.9417753026596021E-001
6.72,9.3684645398750446E-002,6.2968503229570345E+000,9.3684645398750446E-002,4.1257094117092191E+002,-2.4114923988054587E-001,-5.7598312515983263E-001
6.74,1.0231738515209568E-001,6.2988054270393938E+000,1.0231738515209568E-001,4.2091945666850188E+002,-2.2781998650561591E-001,-5.5795735816331815E-001
6.76,1.1130918594910616E-001,6.3009366028571296E+000,1.1130918594910616E-001,4.2943636033169048E+002,-2.1439913623549015E-001,-5.4010745842007712E-001
6.78,1.2065645118935214E-001,6.3032509977009985E+000,1.2065645118935214E-001,4.3812504488739756E+002,-2.0089206658096470E-001,-5.2244058435127227E-001
6.8,1.3035544209136610E-001,6.3057556855765924E+000,1.3035544209136610E-001,4.4698897163962829E+002,-1.8730418935421328E-001,-5.0496382079978352E-001
6.82,1.4040227918810530E-001,6.3084576643748269E+000,1.4040227918810530E-001,4.5603167185699243E+002,-1.7364094850780382E-001,-4.8768417620370380E-001
6.84,1.5079294387868725E-001,6.3113638530728817E+000,1.5079294387868725E-001,4.6525674818819869E+002,-1.5990781796078690E-001,-4.7060857980025200E-001
6.86,1.6152328003577587E-001,6.3144810889666934E+000,1.6152328003577587E-001,4.7466787610609782E+002,-1.4611029941272677E-001,-4.5374387886122036E-001
6.88,1.7258899566797767E-001,6.3178161249361375E+000,1.7258899566797767E-001,4.8426880538084839E+002,-1.3225392014655052E-001,-4.3709683596106952E-001
6.9,1.8398566463658061E-001,6.3213756267439623E+000,1.8398566463658061E-001,4.9406336158279476E+002,-1.1834423082109574E-001,-4.2067412627876294E-001
6.92,1.9570872842595086E-001,6.3251661703695765E+000,1.9570872842595086E-001,5.0405544761565426E+002,-1.0438680325424161E-001,-4.0448233493442487E-001
6.94,2.0775349796687806E-001,6.3291942393787366E+000,2.0775349796687806E-001,5.1424904528062382E+002,-9.0387228197510161E-002,-3.8852795436188919E-001
6.96,2.2011515551214073E-001,6.3334662223302169E+000,2.2011515551214073E-001,5.2464821687203209E+002,-7.6351113103030124E-002,-3.7281738171819162E-001
6.98,2.3278875656354048E-001,6.3379884102204693E+000,2.3278875656354048E-001,5.3525710680516931E+002,-6.2284079883757747E-002,-3.5735691633104655E-001
7,2.4576923184963598E-001,6.3427669939673006E+000,2.4576923184963598E-001,5.4607994327694803E+002,-4.8191762667851169E-002,-3.4215275718532895E-001
7.02,2.5905138935338340E-001,6.3478080619335975E+000,2.5905138935338340E-001,5.5712103996005135E+002,-3.4079805548098474E-002,-3.2721100044957091E-001
7.04,2.7262991638887446E-001,6.3531175974920551E+000,2.7262991638887446E-001,5.6838479773124743E+002,-1.9953860327300371E-002,-3.1253763704346582E-001
7.06,2.8649938172633937E-001,6.3587014766319161E+000,2.8649938172633937E-001,5.7987570643455922E+002,-5.8195842605106261E-003,-2.9813855024735131E-001
7.08,3.0065423776456701E-001,6.3645654656086448E+000,3.0065423776456701E-001,5.9159834667999087E+002,8.3173622049614523E-003,-2.8401951335463499E-001
7.1,3.1508882274987093E-001,6.3707152186375016E+000,3.1508882274987093E-001,6.0355739167852562E+002,2.2451317690881482E-002,-2.7018618736809891E-001
7.12,3.2979736304071566E-001,6.3771562756319451E+000,3.2979736304071566E-001,6.1575760911413363E+002,3.6576622149847728E-002,-2.5664411874101123E-001
7.14,3.4477397541709592E-001,6.3838940599877265E+000,3.4477397541709592E-001,6.2820386305352690E+002,5.0687619126570431E-002,-2.4339873716394611E-001
7.16,3.6001266943374699E-001,6.3909338764136105E+000,3.6001266943374699E-001,6.4090111589443165E+002,6.4778658017766999E-002,-2.3045535339820383E-001
7.18,3.7550734981624190E-001,6.3982809088095589E+000,3.7550734981624190E-001,6.5385443035314677E+002,7.8844096329768409E-002,-2.1781915715669586E-001
7.2,3.9125181889902055E-001,6.4059402181932432E+000,3.9125181889902055E-001,6.6706897149218594E+002,9.2878301932932228E-002,-2.0549521503314677E-001
7.22,4.0723977910437331E-001,6.4139167406757016E+000,4.0723977910437331E-001,6.8055000878881287E+002,1.0687565531196036E-001,-1.9348846848044315E-001
7.24,4.2346483546138808E-001,6.4222152854869643E+000,4.2346483546138808E-001,6.9430291824528740E+002,1.2083055181121952E-001,-1.8180373183893936E-001
7.26,4.3992049816385320E-001,6.4308405330524225E+000,4.3992049816385320E-001,7.0833318454167249E+002,1.3473740387416594E-001,-1.7044569041551161E-001
7.28,4.5660018516609341E-001,6.4397970331207235E+000,4.5660018516609341E-001,7.2264640323205538E+002,1.4859064327597754E-001,-1.5941889861412878E-001
7.3,4.7349722481570089E-001,6.4490892029439273E+000,4.7349722481570089E-001,7.3724828298505997E+002,1.6238472334849952E-001,-1.4872777811869242E-001
7.32,4.9060485852210672E-001,6.4587213255106697E+000,4.9060485852210672E-001,7.5214464786954466E+002,1.7611412119661243E-001,-1.3837661612887228E-001
7.34,5.0791624345992692E-001,6.4686975478330204E+000,5.0791624345992692E-001,7.6734143968639626E+002,1.8977333990513578E-001,-1.2836956364964575E-001
7.36,5.2542445530600190E-001,6.4790218792877372E+000,5.2542445530600190E-001,7.8284472034735109E+002,2.0335691073538265E-001,-1.1871063383522679E-001
7.38,5.4312249100903254E-001,6.4896981900125601E+000,5.4312249100903254E-001,7.9866067430179100E+002,2.1685939531048695E-001,-1.0940370038804895E-001
7.4,5.6100327159070840E-001,6.5007302093582213E+000,5.6100327159070840E-001,8.1479561101248350E+002,2.3027538778862747E-001,-1.0045249601344394E-001
7.42,5.7905964497720441E-001,6.5121215243967434E+000,5.7905964497720441E-001,8.3125596748125247E+002,2.4359951702327962E-001,-9.1860610930635772E-002
7.44,5.9728438885991431E-001,6.5238755784866651E+000,5.9728438885991431E-001,8.4804831082558746E+002,2.5682644870962851E-001,-8.3631491440647743E-002
7.46,6.1567021358427809E-001,6.5359956698957378E+000,6.1567021358427809E-001,8.6517934090722031E+002,2.6995088751628615E-001,-7.5768438551696293E-002
7.48,6.3420976506554694E-001,6.5484849504816696E+000,6.3420976506554694E-001,8.8265589301371733E+002,2.8296757920145660E-001,-6.8274606662624637E-002
7.5,6.5289562773031962E-001,6.5613464244314139E+000,6.5289562773031962E-001,9.0048494059415395E+002,2.9587131271270495E-001,-6.1153002304900950E-002
7.52,6.7172032748267141E-001,6.5745829470595440E+000,6.7172032748267141E-001,9.1867359804997056E+002,3.0865692226948627E-001,-5.4406482943690215E-002
7.54,6.9067633469369427E-001,6.5881972236661683E+000,6.9067633469369427E-001,9.3722912358211511E+002,3.2131928942760463E-001,-4.8037755838476415E-002
7.56,7.0975606721324713E-001,6.6021918084548332E+000,7.0975606721324713E-001,9.5615892209561446E+002,3.3385334512477155E-001,-4.2049376963695317E-002
7.58,7.2895189340271505E-001,6.6165691035108862E+000,7.2895189340271505E-001,9.7547054816272794E+002,3.4625407170644806E-001,-3.6443749989809981E-002
7.6,7.4825613518756295E-001,6.6313313578406694E+000,7.4825613518756295E-001,9.9517170904587419E+002,3.5851650493115822E-001,-3.1223125325237577E-002
7.62,7.6766107112846349E-001,6.6464806664719509E+000,7.6766107112846349E-001,1.0152702677815264E+003,3.7063573595447113E-001,-2.6389599219512339E-002
7.64,7.8715893950976967E-001,6.6620189696159340E+000,7.8715893950976967E-001,1.0357742463263191E+003,3.8260691329085800E-001,-2.1945112928044741E-002
7.66,8.0674194144409661E-001,6.6779480518912058E+000,8.0674194144409661E-001,1.0566918287666092E+003,3.9442524475263802E-001,-1.7891451938811864E-002
7.68,8.2640224399177409E-001,6.6942695416099118E+000,8.2640224399177409E-001,1.0780313645927854E+003,4.0608599936523720E-001,-1.4230245261290908E-002
7.7,8.4613198329391681E-001,6.7109849101264523E+000,8.4613198329391681E-001,1.0998013720396200E+003,4.1758450925799406E-001,-1.0962964777919748E-002
7.72,8.6592326771786354E-001,6.7280954712489578E+000,8.6592326771786354E-001,1.1220105414940090E+003,4.2891617152975431E-001,-8.0909246583458216E-003
7.74,8.8576818101372512E-001,6.7456023807137893E+000,8.8576818101372512E-001,1.1446677389714489E+003,4.4007645008850815E-001,-5.6152808366995433E-003
7.76,9.0565878548077816E-001,6.7635066357232514E+000,9.0565878548077816E-001,1.1677820096626492E+003,4.5106087746433393E-001,-3.5370305521011391E-003
7.78,9.2558712514244090E-001,6.7818090745467350E+000,9.2558712514244090E-001,1.1913625815516864E+003,4.6186505659492200E-001,-1.8570119525875839E-003
7.8,9.4554522892855586E-001,6.8005103761854082E+000,9.4554522892855586E-001,1.2154188691071508E+003,4.7248466258296451E-001,-5.7590376261745790E-004
7.82,9.6552511386371320E-001,6.8196110601006321E+000,9.6552511386371320E-001,1.2399604770477576E+003,4.8291544442470757E-001,3.0577498571132677E-004
7.84,9.8551878826033379E-001,6.8391114860061846E+000,9.8551878826033379E-001,1.2649972041839230E+003,4.9315322670897338E-001,7.8766515762235256E-004
7.86,1.0055182549152379E+000,6.8590118537243718E+000,1.0055182549152379E+000,1.2905390473368459E+003,5.0319391128597257E-001,8.6956765671664105E-004
7.88,1.0255155143084191E+000,6.8793122031061156E+000,1.0255155143084191E+000,1.3165962053366511E+003,5.1303347890523965E-001,5.5144350206903781E-004
7.9,1.0455025678027481E+000,6.9000124140149994E+000,1.0455025678027481E+000,1.3431790831011988E+003,5.2266799082203230E-001,-1.6658615867426452E-004
7.92,1.0654714208433158E+000,6.9211122063753292E+000,1.0654714208433158E+000,1.3702982957971810E+003,5.3209359037155768E-001,-1.2842401001913473E-003
7.94,1.0854140861551547E+000,6.9426111402841579E+000,1.0854140861551547E+000,1.3979646730851755E+003,5.4130650451038942E-001,-2.8010771343666141E-003
7.96,1.1053225869380388E+000,6.9645086161872429E+000,1.1053225869380388E+000,1.4261892634503431E+003,5.5030304532446250E-001,-4.7164962891041995E-003
7.98,1.1251889600570975E+000,6.9868038751188530E+000,1.1251889600570975E+000,1.4549833386205069E+003,5.5907961150303920E-001,-7.0297370510096213E-003
8,1.1450052592279645E+000,7.0094959990053542E+000,1.1450052592279645E+000,1.4843583980733665E+003,5.6763268977805836E-001,-9.7398796718378700E-003
8.02,1.1647635581951685E+000,7.0325839110323995E+000,1.1647635581951685E+000,1.5143261736346381E+003,5.7595885632828558E-001,-1.2845845538587697E-002
8.04,1.1844559539025803E+000,7.0560663760757016E+000,1.1844559539025803E+000,1.5448986341690622E+003,5.8405477814773299E-001,-1.6346397607104879E-002
8.06,1.2040745696544795E+000,7.0799420011950058E+000,1.2040745696544795E+000,1.5760879903659222E+003,5.9191721437773548E-001,-2.0240140898998837E-002
8.08,1.2236115582661420E+000,7.1042092361912772E+000,1.2236115582661420E+000,1.6079066996212171E+003,5.9954301760221740E-001,-2.4525523061698196E-002
8.1,1.2430591052026143E+000,7.1288663742267442E+000,1.2430591052026143E+000,1.6403674710183302E+003,6.0692913510559732E-001,-2.9200834991410241E-002
8.12,1.2624094317044181E+000,7.1539115525076200E+000,1.2624094317044181E+000,1.6734832704091916E+003,6.1407261009283476E-001,-3.4264211518738596E-002
8.14,1.2816547978989541E+000,7.1793427530291929E+000,1.2816547978989541E+000,1.7072673255979801E+003,6.2097058287112916E-001,-3.9713632156685441E-002
8.16,1.3007875058963452E+000,7.2051578033830044E+000,1.3007875058963452E+000,1.7417331316294196E+003,6.2762029199279779E-001,-4.5546921910739391E-002
8.18,1.3197999028684919E+000,7.2313543776257792E+000,1.3197999028684919E+000,1.7768944561837973E+003,6.3401907535887714E-001,-5.1761752150727536E-002
8.2,1.3386843841101015E+000,7.2579299972097724E+000,1.3386843841101015E+000,1.8127653450808457E+003,6.4016437128300563E-001,-5.8355641544080239E-002
8.22,1.3574333960804665E+000,7.2848820319741581E+000,1.3574333960804665E+000,1.8493601278946940E+003,6.4605371951515789E-001,-6.5325957050140993E-002
8.24,1.3760394394247828E+000,7.3122077011970559E+000,1.3760394394247828E+000,1.8866934236821332E+003,6.5168476222482652E-001,-7.2669914975119543E-002
8.26,1.3944950719737894E+000,7.3399040747077837E+000,1.3944950719737894E+000,1.9247801468264779E+003,6.5705524494325507E-001,-8.0384582087268841E-002
8.28,1.4127929117205382E+000,7.3679680740588900E+000,1.4127929117205382E+000,1.9636355129993617E+003,6.6216301746434170E-001,-8.8466876791844618E-002
8.3,1.4309256397730983E+000,7.3963964737574841E+000,1.4309256397730983E+000,2.0032750452428500E+003,6.6700603470386000E-001,-9.6913570365368740E-002
8.32,1.4488860032820161E+000,7.4251859025553992E+000,1.4488860032820161E+000,2.0437145801742961E+003,6.7158235751664674E-001,-1.0572128824871330E-001
8.34,1.4666668183413567E+000,7.4543328447976389E+000,1.4666668183413567E+000,2.0849702743164248E+003,6.7589015347143144E-001,-1.1488651139848394E-001
8.36,1.4842609728621694E+000,7.4838336418285962E+000,1.4842609728621694E+000,2.1270586105551643E+003,6.7992769758300020E-001,-1.2440557769615945E-001
8.38,1.5016614294172321E+000,7.5136844934554681E+000,1.5016614294172321E+000,2.1699964047278145E+003,6.8369337300139377E-001,-1.3427468341443516E-001
8.4,1.5188612280559264E+000,7.5438814594682801E+000,1.5188612280559264E+000,2.2138008123441869E+003,6.8718567165787237E-001,-1.4448988474017166E-001
8.42,1.5358534890881232E+000,7.5744204612159187E+000,1.5358534890881232E+000,2.2584893354433766E+003,6.9040319486738277E-001,-1.5504709935334771E-001
8.44,1.5526314158359709E+000,7.6052972832375376E+000,1.5526314158359709E+000,2.3040798295889467E+003,6.9334465388728794E-001,-1.6594210806138532E-001
8.46,1.5691882973524731E+000,7.6365075749486842E+000,1.5691882973524731E+000,2.3505905110052868E+003,6.9600887043213422E-001,-1.7717055648819435E-001
8.48,1.5855175111057780E+000,7.6680468523814760E+000,1.5855175111057780E+000,2.3980399638580056E+003,6.9839477714425591E-001,-1.8872795681725607E-001
8.5,1.6016125256281051E+000,7.6999104999781238E+000,1.6016125256281051E+000,2.4464471476812755E+003,7.0050141802001697E-001,-2.0060968958806091E-001
8.52,1.6174669031282423E+000,7.7320937724371079E+000,1.6174669031282423E+000,2.4958314049550886E+003,7.0232794879153237E-001,-2.1281100554516708E-001
8.54,1.6330743020665786E+000,7.7645917966112137E+000,1.6330743020665786E+000,2.5462124688354497E+003,7.0387363726370711E-001,-2.2532702753915368E-001
8.56,1.6484284796916344E+000,7.7973995734567474E+000,1.6484284796916344E+000,2.5976104710406084E+003,7.0513786360646069E-001,-2.3815275247870227E-001
8.58,1.6635232945370793E+000,7.8305119800330711E+000,1.6635232945370793E+000,2.6500459498964606E+003,7.0612012060201956E-001,-2.5128305333302936E-001
8.6,1.6783527088782368E+000,7.8639237715517183E+000,1.6783527088782368E+000,2.7035398585443563E+003,7.0682001384717974E-001,-2.6471268118386670E-001
8.62,1.6929107911470933E+000,7.8976295834742327E+000,1.6929107911470933E+000,2.7581135733145761E+003,7.0723726191045766E-001,-2.7843626732616744E-001
8.64,1.7071917183048462E+000,7.9316239336579253E+000,1.7071917183048462E+000,2.8137889022688328E+003,7.0737169644406284E-001,-2.9244832541670984E-001
8.66,1.7211897781710419E+000,7.9659012245486425E+000,1.7211897781710419E+000,2.8705880939152071E+003,7.0722326225065479E-001,-3.0674325366972244E-001
8.68,1.7348993717083738E+000,8.0004557454197212E+000,1.7348993717083738E+000,2.9285338460990015E+003,7.0679201730484931E-001,-3.2131533709866533E-001
8.7,1.7483150152622178E+000,8.0352816746562059E+000,1.7483150152622178E+000,2.9876493150730616E+003,7.0607813272947018E-001,-3.3615874980326799E-001
8.72,1.7614313427540254E+000,8.0703730820834139E+000,1.7614313427540254E+000,3.0479581247512051E+003,7.0508189272655364E-001,-3.5126755730090919E-001
8.74,1.7742431078276821E+000,8.1057239313389182E+000,1.7742431078276821E+000,3.1094843761484244E+003,7.0380369446313429E-001,-3.6663571890140401E-001
8.76,1.7867451859479797E+000,8.1413280822870266E+000,1.7867451859479797E+000,3.1722526570116747E+003,7.0224404791185735E-001,-3.8225709012425557E-001
8.78,1.7989325764503619E+000,8.1771792934747509E+000,1.7989325764503619E+000,3.2362880516450609E+003,7.0040357564647882E-001,-3.9812542515739491E-001
8.8,1.8108004045411248E+000,8.2132712246282917E+000,1.8108004045411248E+000,3.3016161509333774E+003,6.9828301259233916E-001,-4.1423437935643737E-001
8.82,1.8223439232472669E+000,8.2495974391890741E+000,1.8223439232472669E+000,3.3682630625679867E+003,6.9588320573190554E-001,-4.3057751178344672E-001
8.84,1.8335585153152179E+000,8.2861514068882940E+000,1.8335585153152179E+000,3.4362554214791344E+003,6.9320511376550520E-001,-4.4714828778419802E-001
8.86,1.8444396950576762E+000,8.3229265063589235E+000,1.8444396950576762E+000,3.5056204004788642E+003,6.9024980672738112E-001,-4.6394008160290412E-001
8.88,1.8549831101478254E+000,8.3599160277841609E+000,1.8549831101478254E+000,3.5763857211187938E+003,6.8701846555722479E-001,-4.8094617903336589E-001
8.9,1.8651845433602059E+000,8.3971131755813033E+000,1.8651845433602059E+000,3.6485796647670832E+003,6.8351238162735906E-001,-4.9815978010547834E-001
8.92,1.8750399142575509E+000,8.4345110711198519E+000,1.8750399142575509E+000,3.7222310839090251E+003,6.7973295622575658E-001,-5.1557400180602908E-001
8.94,1.8845452808229048E+000,8.4721027554729016E+000,1.8845452808229048E+000,3.7973694136757667E+003,6.7568169999510330E-001,-5.3318188083268947E-001
8.96,1.8936968410363779E+000,8.5098811922005861E+000,1.8936968410363779E+000,3.8740246836057941E+003,6.7136023232813102E-001,-5.5097637638010644E-001
8.98,1.9024909343959033E+000,8.5478392701646015E+000,1.9024909343959033E+000,3.9522275296438456E+003,6.6677028071945910E-001,-5.6895037295697493E-001
9,1.9109240433813901E+000,8.5859698063725229E+000,1.9109240433813901E+000,4.0320092063820757E+003,6.6191368007420481E-001,-5.8709668323297060E-001
9.02,1.9189927948616849E+000,8.6242655488509428E+000,1.9189927948616849E+000,4.1134015995483514E+003,6.5679237197363927E-001,-6.0540805091439620E-001
9.04,1.9266939614437770E+000,8.6627191795461478E+000,1.9266939614437770E+000,4.1964372387466710E+003,6.5140840389818422E-001,-6.2387715364739837E-001
9.06,1.9340244627637142E+000,8.7013233172512301E+000,1.9340244627637142E+000,4.2811493104548135E+003,6.4576392840805452E-001,-6.4249660594759517E-001
9.08,1.9409813667187077E+000,8.7400705205584952E+000,1.9409813667187077E+000,4.3675716712843696E+003,6.3986120228188326E-001,-6.6125896215493163E-001
9.1,1.9475618906399335E+000,8.7789532908359149E+000,1.9475618906399335E+000,4.4557388615085201E+003,6.3370258561366233E-001,-6.8015671941259870E-001
9.12,1.9537634024055612E+000,8.8179640752264774E+000,1.9537634024055612E+000,4.5456861188629018E+003,6.2729054086837210E-001,-6.9918232066880737E-001
9.14,1.9595834214935703E+000,8.8570952696692391E+000,1.9595834214935703E+000,4.6374493926251334E+003,6.2062763189666492E-001,-7.1832815770023084E-001
9.16,1.9650196199739258E+000,8.8963392219408277E+000,1.9650196199739258E+000,4.7310653579785749E+003,6.1371652290900847E-001,-7.3758657415589934E-001
9.18,1.9700698234397165E+000,8.9356882347162561E+000,1.9700698234397165E+000,4.8265714306661157E+003,6.0655997740968859E-001,-7.5694986862032976E-001
9.2,1.9747320118768912E+000,8.9751345686477269E+000,1.9747320118768912E+000,4.9240057819398016E+003,5.9916085709110789E-001,-7.7641029769466618E-001
9.22,1.9790043204722370E+000,9.0146704454602862E+000,1.9790043204722370E+000,5.0234073538122984E+003,5.9152212068881271E-001,-7.9596007909460231E-001
9.24,1.9828850403592790E+000,9.0542880510630113E+000,1.9828850403592790E+000,5.1248158746162935E+003,5.8364682279771285E-001,-8.1559139476384324E-001
9.26,1.9863726193018048E+000,9.0939795386745619E+000,1.9863726193018048E+000,5.2282718748780317E+003,5.7553811264996479E-001,-8.3529639400186495E-001
9.28,1.9894656623147373E+000,9.1337370319617754E+000,1.9894656623147373E+000,5.3338167035113584E+003,5.6719923285500817E-001,-8.5506719660471076E-001
9.3,1.9921629322221115E+000,9.1735526281900999E+000,1.9921629322221115E+000,5.4414925443387128E+003,5.5863351810225725E-001,-8.7489589601758744E-001
9.32,1.9944633501519280E+000,9.2134184013845761E+000,1.9944633501519280E+000,5.5513424329456911E+003,5.4984439382697026E-001,-8.9477456249797827E-001
9.34,1.9963659959676865E+000,9.2533264055001503E+000,1.9963659959676865E+000,5.6634102738759248E+003,5.4083537483982480E-001,-9.1469524628802745E-001
9.36,1.9978701086364294E+000,9.2932686775999311E+000,1.9978701086364294E+000,5.7777408581731197E+003,5.3161006392075205E-001,-9.3464998079491568E-001
9.38,1.9989750865331433E+000,9.3332372410403117E+000,1.9989750865331433E+000,5.8943798812772911E+003,5.2217215037758946E-001,-9.5463078577795424E-001
9.4,1.9996804876814021E+000,9.3732241086614856E+000,1.9996804876814021E+000,6.0133739612823356E+003,5.1252540857012907E-001,-9.7462967054113381E-001
9.42,1.9999860299301520E+000,9.4132212859822317E+000,1.9999860299301520E+000,6.1347706575622369E+003,5.0267369640015136E-001,-9.9463863712983935E-001
9.44,1.9998915910665678E+000,9.4532207743975807E+000,1.9998915910665678E+000,6.2586184897733683E+003,4.9262095376804965E-001,-1.0146496835304575E+000
9.46,1.9993972088649350E+000,9.4932145743781611E+000,1.9993972088649350E+000,6.3849669572404482E+003,4.8237120099666131E-001,-1.0346548068716013E+000
9.48,1.9985030810715432E+000,9.5331946886698855E+000,1.9985030810715432E+000,6.5138665587339374E+003,4.7192853722293421E-001,-1.0546460066256633E+000
9.5,1.9972095653255875E+000,9.5731531254927731E+000,1.9972095653255875E+000,6.6453688126467614E+003,4.6129713875807754E-001,-1.0746152878094215E+000
9.52,1.9955171790161201E+000,9.6130819017375355E+000,1.9955171790161201E+000,6.7795262775784231E+003,4.5048125741684508E-001,-1.0945546641824191E+000
