"time","TAmb","TDif","TRes","_block_jacobian_check","_block_jacobian_check_tol","_block_solver_experimental_mode","_block_solver_profiling","_cs_experimental_mode","_cs_rel_tol","_cs_solver","_cs_step_size","_enforce_bounds","_events_default_tol","_events_tol_factor","_iteration_variable_scaling","_le_sparse_jacobian_threshold","_log_level","_nle_active_bounds_mode","_nle_brent_ignore_error","_nle_jacobian_calculation_mode","_nle_jacobian_finite_difference_delta","_nle_jacobian_update_mode","_nle_solver_check_jac_cond","_nle_solver_default_tol","_nle_solver_exit_criterion","_nle_solver_max_iter","_nle_solver_max_iter_no_jacobian","_nle_solver_max_residual_scaling_factor","_nle_solver_min_residual_scaling_factor","_nle_solver_min_tol","_nle_solver_regularization_tolerance","_nle_solver_step_limit_factor","_nle_solver_tol_factor","_nle_solver_use_last_integrator_step","_nle_solver_use_nominals_as_fallback","_rescale_after_singular_jac","_rescale_each_step","_residual_equation_scaling","_runtime_log_to_file","_time_events_default_tol","_use_Brent_in_1d","_use_jacobian_equilibration","_use_newton_for_brent","constantVoltage.V","constantVoltage.i","constantVoltage.n.i","constantVoltage.n.v","constantVoltage.p.i","constantVoltage.p.v","constantVoltage.v","fixedTemperature.T","fixedTemperature.port.Q_flow","fixedTemperature.port.T","ground.p.i","ground.p.v","heatCapacitor.C","heatCapacitor.T","der(heatCapacitor.T)","heatCapacitor.der_T","heatCapacitor.port.Q_flow","heatCapacitor.port.T","heatingResistor.LossPower","heatingResistor.R","heatingResistor.R_ref","heatingResistor.T","heatingResistor.T_heatPort","heatingResistor.T_ref","heatingResistor.alpha","heatingResistor.heatPort.Q_flow","heatingResistor.heatPort.T","heatingResistor.i","heatingResistor.n.i","heatingResistor.n.v","heatingResistor.p.i","heatingResistor.p.v","heatingResistor.useHeatPort","heatingResistor.v","idealSwitch.Goff","idealSwitch.LossPower","idealSwitch.Ron","idealSwitch.T","idealSwitch.T_heatPort","idealSwitch.control","idealSwitch.i","idealSwitch.n.i","idealSwitch.n.v","idealSwitch.off","idealSwitch.p.i","idealSwitch.p.v","idealSwitch.s","idealSwitch.unitCurrent","idealSwitch.unitVoltage","idealSwitch.useHeatPort","idealSwitch.v","logicalNot.u","logicalNot.y","onOffController.bandwidth","onOffController.pre_y_start","onOffController.reference","onOffController.u","onOffController.y","ramp.duration","ramp.height","ramp.offset","ramp.startTime","ramp.y","temperatureSensor.T","temperatureSensor.port.Q_flow","temperatureSensor.port.T","thermalConductor.G","thermalConductor.Q_flow","thermalConductor.dT","thermalConductor.port_a.Q_flow","thermalConductor.port_a.T","thermalConductor.port_b.Q_flow","thermalConductor.port_b.T"
4.78,2.9314999999999998E+002,2.0000000000000000E+000,3.0878977147715079E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.4221096309835306E-001,9.4221096309835306E-001,0.0000000000000000E+000,-9.4221096309835306E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.5639771477150817E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0878977147715079E+002,7.8581236056534598E+000,7.8581236056534598E+000,7.8581236056534598E+000,3.0878977147715079E+002,9.4221007533685412E+000,1.0613324371652972E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0878977147715079E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.4221007533685412E+000,3.0878977147715079E+002,9.4221096309835306E-001,-9.4221096309835306E-001,0.0000000000000000E+000,9.4221096309835306E-001,9.9999905778903688E+000,1,9.9999905778903688E+000,1.0000000000000001E-005,8.8776149900068922E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.4221096309835306E-001,-9.4221096309835306E-001,9.9999905778903688E+000,0,9.4221096309835306E-001,1.0000000000000000E+001,9.4221096309835306E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.4221096311741803E-006,1,0,2.0000000000000000E+000,0,3.6583333333333499E+001,3.5639771477150816E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.6583333333333499E+001,3.5639771477150816E+001,0.0000000000000000E+000,3.0878977147715079E+002,1.0000000000000001E-001,1.5639771477150817E+000,1.5639771477150816E+001,1.5639771477150817E+000,3.0878977147715079E+002,-1.5639771477150817E+000,2.9314999999999998E+002
4.8,2.9314999999999998E+002,2.0000000000000000E+000,3.0894673284821994E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.4166483174815052E-001,9.4166483174815052E-001,0.0000000000000000E+000,-9.4166483174815052E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.5796732848219961E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0894673284821994E+002,7.8369661653329574E+000,7.8369661653329574E+000,7.8369661653329574E+000,3.0894673284821994E+002,9.4166394501549533E+000,1.0619479719538038E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0894673284821994E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.4166394501549533E+000,3.0894673284821994E+002,9.4166483174815052E-001,-9.4166483174815052E-001,0.0000000000000000E+000,9.4166483174815052E-001,9.9999905833516838E+000,1,9.9999905833516838E+000,1.0000000000000001E-005,8.8673265523232646E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.4166483174815052E-001,-9.4166483174815052E-001,9.9999905833516838E+000,0,9.4166483174815052E-001,1.0000000000000000E+001,9.4166483174815052E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.4166483162183567E-006,1,0,2.0000000000000000E+000,0,3.6666666666666863E+001,3.5796732848219960E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.6666666666666863E+001,3.5796732848219960E+001,0.0000000000000000E+000,3.0894673284821994E+002,1.0000000000000001E-001,1.5796732848219961E+000,1.5796732848219960E+001,1.5796732848219961E+000,3.0894673284821994E+002,-1.5796732848219961E+000,2.9314999999999998E+002
4.82,2.9314999999999998E+002,2.0000000000000000E+000,3.0910327167182669E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.4112080079640636E-001,9.4112080079640636E-001,0.0000000000000000E+000,-9.4112080079640636E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.5953271671826714E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0910327167182669E+002,7.8158719836977744E+000,7.8158719836977744E+000,7.8158719836977744E+000,3.0910327167182669E+002,9.4111991508804458E+000,1.0625618496934381E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0910327167182669E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.4111991508804458E+000,3.0910327167182669E+002,9.4112080079640636E-001,-9.4112080079640636E-001,0.0000000000000000E+000,9.4112080079640636E-001,9.9999905887919915E+000,1,9.9999905887919915E+000,1.0000000000000001E-005,8.8570836173820310E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.4112080079640636E-001,-9.4112080079640636E-001,9.9999905887919915E+000,0,9.4112080079640636E-001,1.0000000000000000E+001,9.4112080079640636E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.4112080084585159E-006,1,0,2.0000000000000000E+000,0,3.6750000000000220E+001,3.5953271671826712E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.6750000000000220E+001,3.5953271671826712E+001,0.0000000000000000E+000,3.0910327167182669E+002,1.0000000000000001E-001,1.5953271671826714E+000,1.5953271671826712E+001,1.5953271671826714E+000,3.0910327167182669E+002,-1.5953271671826714E+000,2.9314999999999998E+002
4.84,2.9314999999999998E+002,2.0000000000000000E+000,3.0925938921093950E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.4057885967935084E-001,9.4057885967935084E-001,0.0000000000000000E+000,-9.4057885967935084E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.6109389210939526E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0925938921093950E+002,7.7948408288136442E+000,7.7948408288136442E+000,7.7948408288136442E+000,3.0925938921093950E+002,9.4057797499075964E+000,1.0631740753370178E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0925938921093950E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.4057797499075964E+000,3.0925938921093950E+002,9.4057885967935084E-001,-9.4057885967935084E-001,0.0000000000000000E+000,9.4057885967935084E-001,9.9999905942114040E+000,1,9.9999905942114040E+000,1.0000000000000001E-005,8.8468859119958399E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.4057885967935084E-001,-9.4057885967935084E-001,9.9999905942114040E+000,0,9.4057885967935084E-001,1.0000000000000000E+001,9.4057885967935084E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.4057885959841769E-006,1,0,2.0000000000000000E+000,0,3.6833333333333584E+001,3.6109389210939526E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.6833333333333584E+001,3.6109389210939526E+001,0.0000000000000000E+000,3.0925938921093950E+002,1.0000000000000001E-001,1.6109389210939526E+000,1.6109389210939526E+001,1.6109389210939526E+000,3.0925938921093950E+002,-1.6109389210939526E+000,2.9314999999999998E+002
4.86,2.9314999999999998E+002,2.0000000000000000E+000,3.0941508672389909E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.4003899790318812E-001,9.4003899790318812E-001,0.0000000000000000E+000,-9.4003899790318812E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.6265086723899118E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0941508672389909E+002,7.7738724699087935E+000,7.7738724699087935E+000,7.7738724699087935E+000,3.0941508672389909E+002,9.4003811422987056E+000,1.0637846538192122E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0941508672389909E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.4003811422987056E+000,3.0941508672389909E+002,9.4003899790318812E-001,-9.4003899790318812E-001,0.0000000000000000E+000,9.4003899790318812E-001,9.9999905996100207E+000,1,9.9999905996100207E+000,1.0000000000000001E-005,8.8367331760585390E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.4003899790318812E-001,-9.4003899790318812E-001,9.9999905996100207E+000,0,9.4003899790318812E-001,1.0000000000000000E+001,9.4003899790318812E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.4003899793193568E-006,1,0,2.0000000000000000E+000,0,3.6916666666666949E+001,3.6265086723899117E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.6916666666666949E+001,3.6265086723899117E+001,0.0000000000000000E+000,3.0941508672389909E+002,1.0000000000000001E-001,1.6265086723899118E+000,1.6265086723899117E+001,1.6265086723899118E+000,3.0941508672389909E+002,-1.6265086723899118E+000,2.9314999999999998E+002
4.88,2.9314999999999998E+002,2.0000000000000000E+000,3.0957036546444186E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.3950120504350887E-001,9.3950120504350887E-001,0.0000000000000000E+000,-9.3950120504350887E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.6420365464441886E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0957036546444186E+002,7.7529666773657571E+000,7.7529666773657571E+000,7.7529666773657571E+000,3.0957036546444186E+002,9.3950032238099457E+000,1.0643935900566348E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0957036546444186E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.3950032238099457E+000,3.0957036546444186E+002,9.3950120504350887E-001,-9.3950120504350887E-001,0.0000000000000000E+000,9.3950120504350887E-001,9.9999906049879499E+000,1,9.9999906049879499E+000,1.0000000000000001E-005,8.8266251424731452E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.3950120504350887E-001,-9.3950120504350887E-001,9.9999906049879499E+000,0,9.3950120504350887E-001,1.0000000000000000E+001,9.3950120504350887E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.3950120501062884E-006,1,0,2.0000000000000000E+000,0,3.7000000000000306E+001,3.6420365464441886E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.7000000000000306E+001,3.6420365464441886E+001,0.0000000000000000E+000,3.0957036546444186E+002,1.0000000000000001E-001,1.6420365464441886E+000,1.6420365464441886E+001,1.6420365464441886E+000,3.0957036546444186E+002,-1.6420365464441886E+000,2.9314999999999998E+002
4.9,2.9314999999999998E+002,2.0000000000000000E+000,3.0972522668172252E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.3896547074471015E-001,9.3896547074471015E-001,0.0000000000000000E+000,-9.3896547074471015E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.6575226681722541E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0972522668172252E+002,7.7321232227132963E+000,7.7321232227132963E+000,7.7321232227132963E+000,3.0972522668172252E+002,9.3896458908855500E+000,1.0650008889479315E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0972522668172252E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.3896458908855500E+000,3.0972522668172252E+002,9.3896547074471015E-001,-9.3896547074471015E-001,0.0000000000000000E+000,9.3896547074471015E-001,9.9999906103452929E+000,1,9.9999906103452929E+000,1.0000000000000001E-005,8.8165615521755161E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.3896547074471015E-001,-9.3896547074471015E-001,9.9999906103452929E+000,0,9.3896547074471015E-001,1.0000000000000000E+001,9.3896547074471015E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.3896547070926317E-006,1,0,2.0000000000000000E+000,0,3.7083333333333670E+001,3.6575226681722540E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.7083333333333670E+001,3.6575226681722540E+001,0.0000000000000000E+000,3.0972522668172252E+002,1.0000000000000001E-001,1.6575226681722541E+000,1.6575226681722540E+001,1.6575226681722541E+000,3.0972522668172252E+002,-1.6575226681722541E+000,2.9314999999999998E+002
4.92,2.9314999999999998E+002,2.0000000000000000E+000,3.0987967162033743E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.3843178471941902E-001,9.3843178471941902E-001,0.0000000000000000E+000,-9.3843178471941902E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.6729671620337456E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0987967162033743E+002,7.7113418786182981E+000,7.7113418786182981E+000,7.7113418786182981E+000,3.0987967162033743E+002,9.3843090406520435E+000,1.0656065553738722E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0987967162033743E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.3843090406520435E+000,3.0987967162033743E+002,9.3843178471941902E-001,-9.3843178471941902E-001,0.0000000000000000E+000,9.3843178471941902E-001,9.9999906156821528E+000,1,9.9999906156821528E+000,1.0000000000000001E-005,8.8065421457688232E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.3843178471941902E-001,-9.3843178471941902E-001,9.9999906156821528E+000,0,9.3843178471941902E-001,1.0000000000000000E+001,9.3843178471941902E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.3843178472496902E-006,1,0,2.0000000000000000E+000,0,3.7166666666667027E+001,3.6729671620337456E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.7166666666667027E+001,3.6729671620337456E+001,0.0000000000000000E+000,3.0987967162033743E+002,1.0000000000000001E-001,1.6729671620337456E+000,1.6729671620337456E+001,1.6729671620337456E+000,3.0987967162033743E+002,-1.6729671620337456E+000,2.9314999999999998E+002
4.94,2.9314999999999998E+002,2.0000000000000000E+000,3.1003370152034705E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.3790013674792350E-001,9.3790013674792350E-001,0.0000000000000000E+000,-9.3790013674792350E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.6883701520347074E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.1003370152034705E+002,7.6906224188778634E+000,7.6906224188778634E+000,7.6906224188778634E+000,3.1003370152034705E+002,9.3789925709125708E+000,1.0662105941974396E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.1003370152034705E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.3789925709125708E+000,3.1003370152034705E+002,9.3790013674792350E-001,-9.3790013674792350E-001,0.0000000000000000E+000,9.3790013674792350E-001,9.9999906209986342E+000,1,9.9999906209986342E+000,1.0000000000000001E-005,8.7965666635169049E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.3790013674792350E-001,-9.3790013674792350E-001,9.9999906209986342E+000,0,9.3790013674792350E-001,1.0000000000000000E+001,9.3790013674792350E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.3790013657724103E-006,1,0,2.0000000000000000E+000,0,3.7250000000000391E+001,3.6883701520347074E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.7250000000000391E+001,3.6883701520347074E+001,0.0000000000000000E+000,3.1003370152034705E+002,1.0000000000000001E-001,1.6883701520347074E+000,1.6883701520347074E+001,1.6883701520347074E+000,3.1003370152034705E+002,-1.6883701520347074E+000,2.9314999999999998E+002
4.96,2.9314999999999998E+002,2.0000000000000000E+000,3.1018731761729811E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.3737051667761162E-001,9.3737051667761162E-001,0.0000000000000000E+000,-9.3737051667761162E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.7037317617298129E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.1018731761729811E+002,7.6699646184114485E+000,7.6699646184114485E+000,7.6699646184114485E+000,3.1018731761729811E+002,9.3736963801412614E+000,1.0668130102639141E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.1018731761729811E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.3736963801412614E+000,3.1018731761729811E+002,9.3737051667761162E-001,-9.3737051667761162E-001,0.0000000000000000E+000,9.3737051667761162E-001,9.9999906262948333E+000,1,9.9999906262948333E+000,1.0000000000000001E-005,8.7866348553283487E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.3737051667761162E-001,-9.3737051667761162E-001,9.9999906262948333E+000,0,9.3737051667761162E-001,1.0000000000000000E+001,9.3737051667761162E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.3737051667375226E-006,1,0,2.0000000000000000E+000,0,3.7333333333333748E+001,3.7037317617298129E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.7333333333333748E+001,3.7037317617298129E+001,0.0000000000000000E+000,3.1018731761729811E+002,1.0000000000000001E-001,1.7037317617298129E+000,1.7037317617298129E+001,1.7037317617298129E+000,3.1018731761729811E+002,-1.7037317617298129E+000,2.9314999999999998E+002
4.98,2.9314999999999998E+002,2.0000000000000000E+000,3.1034052114224670E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.3684291442240930E-001,9.3684291442240930E-001,0.0000000000000000E+000,-9.3684291442240930E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,1.7190521142246724E+000,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.1034052114224670E+002,7.6493682532529590E+000,7.6493682532529590E+000,7.6493682532529590E+000,3.1034052114224670E+002,9.3684203674776310E+000,1.0674138084009675E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.1034052114224670E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.3684203674776310E+000,3.1034052114224670E+002,9.3684291442240930E-001,-9.3684291442240930E-001,0.0000000000000000E+000,9.3684291442240930E-001,9.9999906315708564E+000,1,9.9999906315708564E+000,1.0000000000000001E-005,8.7767464624159749E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.3684291442240930E-001,-9.3684291442240930E-001,9.9999906315708564E+000,0,9.3684291442240930E-001,1.0000000000000000E+001,9.3684291442240930E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.3684291435636169E-006,1,0,2.0000000000000000E+000,0,3.7416666666667112E+001,3.7190521142246723E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,3.7416666666667112E+001,3.7190521142246723E+001,0.0000000000000000E+000,3.1034052114224670E+002,1.0000000000000001E-001,1.7190521142246724E+000,1.7190521142246723E+001,1.7190521142246724E+000,3.1034052114224670E+002,-1.7190521142246724E+000,2.9314999999999998E+002
