"time","TAmb","TDif","TRes","_block_jacobian_check","_block_jacobian_check_tol","_block_solver_experimental_mode","_block_solver_profiling","_cs_experimental_mode","_cs_rel_tol","_cs_solver","_cs_step_size","_enforce_bounds","_events_default_tol","_events_tol_factor","_iteration_variable_scaling","_le_sparse_jacobian_threshold","_log_level","_nle_active_bounds_mode","_nle_brent_ignore_error","_nle_jacobian_calculation_mode","_nle_jacobian_finite_difference_delta","_nle_jacobian_update_mode","_nle_solver_check_jac_cond","_nle_solver_default_tol","_nle_solver_exit_criterion","_nle_solver_max_iter","_nle_solver_max_iter_no_jacobian","_nle_solver_max_residual_scaling_factor","_nle_solver_min_residual_scaling_factor","_nle_solver_min_tol","_nle_solver_regularization_tolerance","_nle_solver_step_limit_factor","_nle_solver_tol_factor","_nle_solver_use_last_integrator_step","_nle_solver_use_nominals_as_fallback","_rescale_after_singular_jac","_rescale_each_step","_residual_equation_scaling","_runtime_log_to_file","_time_events_default_tol","_use_Brent_in_1d","_use_jacobian_equilibration","_use_newton_for_brent","constantVoltage.V","constantVoltage.i","constantVoltage.n.i","constantVoltage.n.v","constantVoltage.p.i","constantVoltage.p.v","constantVoltage.v","fixedTemperature.T","fixedTemperature.port.Q_flow","fixedTemperature.port.T","ground.p.i","ground.p.v","heatCapacitor.C","heatCapacitor.T","der(heatCapacitor.T)","heatCapacitor.der_T","heatCapacitor.port.Q_flow","heatCapacitor.port.T","heatingResistor.LossPower","heatingResistor.R","heatingResistor.R_ref","heatingResistor.T","heatingResistor.T_heatPort","heatingResistor.T_ref","heatingResistor.alpha","heatingResistor.heatPort.Q_flow","heatingResistor.heatPort.T","heatingResistor.i","heatingResistor.n.i","heatingResistor.n.v","heatingResistor.p.i","heatingResistor.p.v","heatingResistor.useHeatPort","heatingResistor.v","idealSwitch.Goff","idealSwitch.LossPower","idealSwitch.Ron","idealSwitch.T","idealSwitch.T_heatPort","idealSwitch.control","idealSwitch.i","idealSwitch.n.i","idealSwitch.n.v","idealSwitch.off","idealSwitch.p.i","idealSwitch.p.v","idealSwitch.s","idealSwitch.unitCurrent","idealSwitch.unitVoltage","idealSwitch.useHeatPort","idealSwitch.v","logicalNot.u","logicalNot.y","onOffController.bandwidth","onOffController.pre_y_start","onOffController.reference","onOffController.u","onOffController.y","ramp.duration","ramp.height","ramp.offset","ramp.startTime","ramp.y","temperatureSensor.T","temperatureSensor.port.Q_flow","temperatureSensor.port.T","thermalConductor.G","thermalConductor.Q_flow","thermalConductor.dT","thermalConductor.port_a.Q_flow","thermalConductor.port_a.T","thermalConductor.port_b.Q_flow","thermalConductor.port_b.T"
2.341,2.9314999999999998E+002,2.0000000000000000E+000,2.9896066372211402E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7771980271920522E-001,9.7771980271920522E-001,0.0000000000000000E+000,-9.7771980271920522E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,5.8106637221140434E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,2.9896066372211402E+002,9.1961220956205221E+000,9.1961220956205221E+000,9.1961220956205221E+000,2.9896066372211402E+002,9.7771884678319267E+000,1.0227869165573100E+001,1.0000000000000000E+001,2.9314999999999998E+002,2.9896066372211402E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7771884678319267E+000,2.9896066372211402E+002,9.7771980271920522E-001,-9.7771980271920522E-001,0.0000000000000000E+000,9.7771980271920522E-001,9.9999902228019728E+000,1,9.9999902228019728E+000,1.0000000000000001E-005,9.5593601262950579E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7771980271920522E-001,-9.7771980271920522E-001,9.9999902228019728E+000,0,9.7771980271920522E-001,1.0000000000000000E+001,9.7771980271920522E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7771980271943448E-006,1,0,2.0000000000000000E+000,0,2.6420833333333178E+001,2.5810663722114043E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.6420833333333178E+001,2.5810663722114043E+001,0.0000000000000000E+000,2.9896066372211402E+002,1.0000000000000001E-001,5.8106637221140434E-001,5.8106637221140431E+000,5.8106637221140434E-001,2.9896066372211402E+002,-5.8106637221140434E-001,2.9314999999999998E+002
2.361,2.9314999999999998E+002,2.0000000000000000E+000,2.9914434616496726E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7703170434097109E-001,9.7703170434097109E-001,0.0000000000000000E+000,-9.7703170434097109E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,5.9943461649672825E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,2.9914434616496726E+002,9.1708728810034703E+000,9.1708728810034703E+000,9.1708728810034703E+000,2.9914434616496726E+002,9.7703074975001982E+000,1.0235072398626169E+001,1.0000000000000000E+001,2.9314999999999998E+002,2.9914434616496726E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7703074975001982E+000,2.9914434616496726E+002,9.7703170434097109E-001,-9.7703170434097109E-001,0.0000000000000000E+000,9.7703170434097109E-001,9.9999902296829575E+000,1,9.9999902296829575E+000,1.0000000000000001E-005,9.5459095120082748E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7703170434097109E-001,-9.7703170434097109E-001,9.9999902296829575E+000,0,9.7703170434097109E-001,1.0000000000000000E+001,9.7703170434097109E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7703170425234021E-006,1,0,2.0000000000000000E+000,0,2.6504166666666499E+001,2.5994346164967283E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.6504166666666499E+001,2.5994346164967283E+001,0.0000000000000000E+000,2.9914434616496726E+002,1.0000000000000001E-001,5.9943461649672825E-001,5.9943461649672827E+000,5.9943461649672825E-001,2.9914434616496726E+002,-5.9943461649672825E-001,2.9314999999999998E+002
2.381,2.9314999999999998E+002,2.0000000000000000E+000,2.9932752437409266E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7634645876499293E-001,9.7634645876499293E-001,0.0000000000000000E+000,-9.7634645876499293E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,6.1775243740926844E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,2.9932752437409266E+002,9.1457026177165837E+000,9.1457026177165837E+000,9.1457026177165837E+000,2.9932752437409266E+002,9.7634550551258528E+000,1.0242255857807557E+001,1.0000000000000000E+001,2.9314999999999998E+002,2.9932752437409266E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7634550551258528E+000,2.9932752437409266E+002,9.7634645876499293E-001,-9.7634645876499293E-001,0.0000000000000000E+000,9.7634645876499293E-001,9.9999902365354121E+000,1,9.9999902365354121E+000,1.0000000000000001E-005,9.5325240756927679E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7634645876499293E-001,-9.7634645876499293E-001,9.9999902365354121E+000,0,9.7634645876499293E-001,1.0000000000000000E+001,9.7634645876499293E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7634645879196569E-006,1,0,2.0000000000000000E+000,0,2.6587499999999824E+001,2.6177524374092684E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.6587499999999824E+001,2.6177524374092684E+001,0.0000000000000000E+000,2.9932752437409266E+002,1.0000000000000001E-001,6.1775243740926844E-001,6.1775243740926840E+000,6.1775243740926844E-001,2.9932752437409266E+002,-6.1775243740926844E-001,2.9314999999999998E+002
2.401,2.9314999999999998E+002,2.0000000000000000E+000,2.9951019992551136E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7566405014360680E-001,9.7566405014360680E-001,0.0000000000000000E+000,-9.7566405014360680E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,6.3601999255113817E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,2.9951019992551136E+002,9.1206109896815430E+000,9.1206109896815430E+000,9.1206109896815430E+000,2.9951019992551136E+002,9.7566309822326804E+000,1.0249419604922014E+001,1.0000000000000000E+001,2.9314999999999998E+002,2.9951019992551136E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7566309822326804E+000,2.9951019992551136E+002,9.7566405014360680E-001,-9.7566405014360680E-001,0.0000000000000000E+000,9.7566405014360680E-001,9.9999902433594983E+000,1,9.9999902433594983E+000,1.0000000000000001E-005,9.5192033877175682E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7566405014360680E-001,-9.7566405014360680E-001,9.9999902433594983E+000,0,9.7566405014360680E-001,1.0000000000000000E+001,9.7566405014360680E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7566405017346369E-006,1,0,2.0000000000000000E+000,0,2.6670833333333150E+001,2.6360199925511381E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.6670833333333150E+001,2.6360199925511381E+001,0.0000000000000000E+000,2.9951019992551136E+002,1.0000000000000001E-001,6.3601999255113817E-001,6.3601999255113810E+000,6.3601999255113817E-001,2.9951019992551136E+002,-6.3601999255113817E-001,2.9314999999999998E+002
2.421,2.9314999999999998E+002,2.0000000000000000E+000,2.9969237438893947E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7498446274618600E-001,9.7498446274618600E-001,0.0000000000000000E+000,-9.7498446274618600E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,6.5423743889394936E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,2.9969237438893947E+002,9.0955976826208857E+000,9.0955976826208857E+000,9.0955976826208857E+000,2.9969237438893947E+002,9.7498351215148347E+000,1.0256563701527039E+001,1.0000000000000000E+001,2.9314999999999998E+002,2.9969237438893947E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7498351215148347E+000,2.9969237438893947E+002,9.7498446274618600E-001,-9.7498446274618600E-001,0.0000000000000000E+000,9.7498446274618600E-001,9.9999902501553724E+000,1,9.9999902501553724E+000,1.0000000000000001E-005,9.5059470261470907E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7498446274618600E-001,-9.7498446274618600E-001,9.9999902501553724E+000,0,9.7498446274618600E-001,1.0000000000000000E+001,9.7498446274618600E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7498446276489403E-006,1,0,2.0000000000000000E+000,0,2.6754166666666475E+001,2.6542374388939493E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.6754166666666475E+001,2.6542374388939493E+001,0.0000000000000000E+000,2.9969237438893947E+002,1.0000000000000001E-001,6.5423743889394936E-001,6.5423743889394927E+000,6.5423743889394936E-001,2.9969237438893947E+002,-6.5423743889394936E-001,2.9314999999999998E+002
2.441,2.9314999999999998E+002,2.0000000000000000E+000,2.9987404932782516E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7430768095804132E-001,9.7430768095804132E-001,0.0000000000000000E+000,-9.7430768095804132E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,6.7240493278251856E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,2.9987404932782516E+002,9.0706623840433238E+000,9.0706623840433238E+000,9.0706623840433238E+000,2.9987404932782516E+002,9.7430673168258419E+000,1.0263688208934321E+001,1.0000000000000000E+001,2.9314999999999998E+002,2.9987404932782516E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7430673168258419E+000,2.9987404932782516E+002,9.7430768095804132E-001,-9.7430768095804132E-001,0.0000000000000000E+000,9.7430768095804132E-001,9.9999902569231907E+000,1,9.9999902569231907E+000,1.0000000000000001E-005,9.4927545715072114E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7430768095804132E-001,-9.7430768095804132E-001,9.9999902569231907E+000,0,9.7430768095804132E-001,1.0000000000000000E+001,9.7430768095804132E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7430768093431652E-006,1,0,2.0000000000000000E+000,0,2.6837499999999796E+001,2.6724049327825185E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.6837499999999796E+001,2.6724049327825185E+001,0.0000000000000000E+000,2.9987404932782516E+002,1.0000000000000001E-001,6.7240493278251856E-001,6.7240493278251847E+000,6.7240493278251856E-001,2.9987404932782516E+002,-6.7240493278251856E-001,2.9314999999999998E+002
2.461,2.9314999999999998E+002,2.0000000000000000E+000,3.0005522629938309E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7363368927934157E-001,9.7363368927934157E-001,0.0000000000000000E+000,-9.7363368927934157E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,6.9052262993831171E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0005522629938309E+002,9.0458047832294959E+000,9.0458047832294959E+000,9.0458047832294959E+000,3.0005522629938309E+002,9.7363274131678068E+000,1.0270793188211103E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0005522629938309E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7363274131678068E+000,3.0005522629938309E+002,9.7363368927934157E-001,-9.7363368927934157E-001,0.0000000000000000E+000,9.7363368927934157E-001,9.9999902636631077E+000,1,9.9999902636631077E+000,1.0000000000000001E-005,9.4796256084915540E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7363368927934157E-001,-9.7363368927934157E-001,9.9999902636631077E+000,0,9.7363368927934157E-001,1.0000000000000000E+001,9.7363368927934157E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7363368922742666E-006,1,0,2.0000000000000000E+000,0,2.6920833333333121E+001,2.6905226299383116E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.6920833333333121E+001,2.6905226299383116E+001,0.0000000000000000E+000,3.0005522629938309E+002,1.0000000000000001E-001,6.9052262993831171E-001,6.9052262993831164E+000,6.9052262993831171E-001,3.0005522629938309E+002,-6.9052262993831171E-001,2.9314999999999998E+002
2.481,2.9314999999999998E+002,2.0000000000000000E+000,3.0023590685463057E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7296247232404043E-001,9.7296247232404043E-001,0.0000000000000000E+000,-9.7296247232404043E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,7.0859068546305937E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0023590685463057E+002,9.0210245712176178E+000,9.0210245712176178E+000,9.0210245712176178E+000,3.0023590685463057E+002,9.7296152566806775E+000,1.0277878700181592E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0023590685463057E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7296152566806775E+000,3.0023590685463057E+002,9.7296247232404043E-001,-9.7296247232404043E-001,0.0000000000000000E+000,9.7296247232404043E-001,9.9999902703752763E+000,1,9.9999902703752763E+000,1.0000000000000001E-005,9.4665597259324770E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7296247232404043E-001,-9.7296247232404043E-001,9.9999902703752763E+000,0,9.7296247232404043E-001,1.0000000000000000E+001,9.7296247232404043E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7296247236755562E-006,1,0,2.0000000000000000E+000,0,2.7004166666666446E+001,2.7085906854630593E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.7004166666666446E+001,2.7085906854630593E+001,0.0000000000000000E+000,3.0023590685463057E+002,1.0000000000000001E-001,7.0859068546305937E-001,7.0859068546305934E+000,7.0859068546305937E-001,3.0023590685463057E+002,-7.0859068546305937E-001,2.9314999999999998E+002
2.501,2.9314999999999998E+002,2.0000000000000000E+000,3.0041609253842222E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7229401481881794E-001,9.7229401481881794E-001,0.0000000000000000E+000,-9.7229401481881794E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,7.2660925384222430E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0041609253842222E+002,8.9963214407894423E+000,8.9963214407894423E+000,8.9963214407894423E+000,3.0041609253842222E+002,9.7229306946316658E+000,1.0284944805428324E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0041609253842222E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7229306946316658E+000,3.0041609253842222E+002,9.7229401481881794E-001,-9.7229401481881794E-001,0.0000000000000000E+000,9.7229401481881794E-001,9.9999902770598510E+000,1,9.9999902770598510E+000,1.0000000000000001E-005,9.4535565133181648E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7229401481881794E-001,-9.7229401481881794E-001,9.9999902770598510E+000,0,9.7229401481881794E-001,1.0000000000000000E+001,9.7229401481881794E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7229401490039891E-006,1,0,2.0000000000000000E+000,0,2.7087499999999771E+001,2.7266092538422242E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.7087499999999771E+001,2.7266092538422242E+001,0.0000000000000000E+000,3.0041609253842222E+002,1.0000000000000001E-001,7.2660925384222430E-001,7.2660925384222423E+000,7.2660925384222430E-001,3.0041609253842222E+002,-7.2660925384222430E-001,2.9314999999999998E+002
2.521,2.9314999999999998E+002,2.0000000000000000E+000,3.0059578488948466E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7162830160203539E-001,9.7162830160203539E-001,0.0000000000000000E+000,-9.7162830160203539E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,7.4457848894846856E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0059578488948466E+002,8.9716950864563216E+000,8.9716950864563216E+000,8.9716950864563216E+000,3.0059578488948466E+002,9.7162735754047898E+000,1.0291991564293516E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0059578488948466E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7162735754047898E+000,3.0059578488948466E+002,9.7162830160203539E-001,-9.7162830160203539E-001,0.0000000000000000E+000,9.7162830160203539E-001,9.9999902837169845E+000,1,9.9999902837169845E+000,1.0000000000000001E-005,9.4406155642280467E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7162830160203539E-001,-9.7162830160203539E-001,9.9999902837169845E+000,0,9.7162830160203539E-001,1.0000000000000000E+001,9.7162830160203539E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7162830154928770E-006,1,0,2.0000000000000000E+000,0,2.7170833333333093E+001,2.7445784889484685E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.7170833333333093E+001,2.7445784889484685E+001,0.0000000000000000E+000,3.0059578488948466E+002,1.0000000000000001E-001,7.4457848894846856E-001,7.4457848894846848E+000,7.4457848894846856E-001,3.0059578488948466E+002,-7.4457848894846856E-001,2.9314999999999998E+002
2.541,2.9314999999999998E+002,2.0000000000000000E+000,3.0077498544045108E+002,0,9.9999999999999995E-007,0,0,0,9.9999999999999995E-007,0,1.0000000000000000E-003,1,1.0000000000000000E-010,1.0000000000000000E-004,1,-1,3,0,0,0,1.4901161193847660E-008,2,0,1.0000000000000000E-010,3,100,10,1.0000000000000000E+010,1.0000000000000000E-010,9.9999999999999998E-013,-1.0000000000000000E+000,1.0000000000000000E+001,1.0000000000000000E-004,1,1,1,0,1,0,2.2204460492503131E-014,1,0,1,1.0000000000000000E+001,-9.7096531762269800E-001,9.7096531762269800E-001,0.0000000000000000E+000,-9.7096531762269800E-001,1.0000000000000000E+001,1.0000000000000000E+001,2.9314999999999998E+002,7.6249854404510986E-001,2.9314999999999998E+002,0.0000000000000000E+000,0.0000000000000000E+000,1.0000000000000000E+000,3.0077498544045108E+002,8.9471452044453894E+000,8.9471452044453894E+000,8.9471452044453894E+000,3.0077498544045108E+002,9.7096437484904996E+000,1.0299019036880434E+001,1.0000000000000000E+001,2.9314999999999998E+002,3.0077498544045108E+002,2.9314999999999998E+002,3.9215686274509803E-003,-9.7096437484904996E+000,3.0077498544045108E+002,9.7096531762269800E-001,-9.7096531762269800E-001,0.0000000000000000E+000,9.7096531762269800E-001,9.9999902903468243E+000,1,9.9999902903468243E+000,1.0000000000000001E-005,9.4277364797542568E-006,1.0000000000000001E-005,2.9314999999999998E+002,2.9314999999999998E+002,0,9.7096531762269800E-001,-9.7096531762269800E-001,9.9999902903468243E+000,0,9.7096531762269800E-001,1.0000000000000000E+001,9.7096531762269800E-001,1.0000000000000000E+000,1.0000000000000000E+000,0,9.7096531757046023E-006,1,0,2.0000000000000000E+000,0,2.7254166666666418E+001,2.7624985440451098E+001,1,6.0000000000000000E+000,2.5000000000000000E+001,2.5000000000000000E+001,2.0000000000000000E+000,2.7254166666666418E+001,2.7624985440451098E+001,0.0000000000000000E+000,3.0077498544045108E+002,1.0000000000000001E-001,7.6249854404510986E-001,7.6249854404510984E+000,7.6249854404510986E-001,3.0077498544045108E+002,-7.6249854404510986E-001,2.9314999999999998E+002
