"time","uDC","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uAC[3]","Losses"
0,5.6568542494923804E+002,-0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,4.8000000000000011E+002
0.0002,5.5900845240167757E+002,6.1466535092559615E-002,-1.0482841458342929E+000,9.8681761074173324E-001,3.1223797902232684E+002,-5.6300936148562027E+002,2.5077138246329349E+002,7.8942286454603561E+002
0.0004,5.5236835229029555E+002,1.2274589589433216E-001,-6.7338012915901517E+000,6.6110553956958196E+000,3.3956330151907582E+002,-5.5638058439804627E+002,2.1681728287897036E+002,7.9929783781785511E+002
0.0006,5.4583176225882812E+002,1.8354083472227600E-001,-1.5960197741810275E+001,1.5776656907087999E+001,3.6670170884112133E+002,-5.4986239941931535E+002,1.8316069057819411E+002,8.2783434021207188E+002
0.0008,5.3942005523052148E+002,2.4361142172740102E-001,-2.4850075922787646E+001,2.4606464501060245E+001,3.9354004511052221E+002,-5.4346842488246534E+002,1.4992837977194304E+002,8.5940123248576481E+002
0.001,5.3310322195698336E+002,3.0272058574643879E-001,-2.9589943635712082E+001,2.9287223049965643E+001,4.1994095666307209E+002,-5.3716102485942224E+002,1.1722006819635021E+002,8.7793673222307234E+002
0.0012002,5.2679505125899448E+002,3.6069228969005707E-001,-2.6520599973482625E+001,2.6159907683792568E+001,4.4576966025345826E+002,-5.3084667012493037E+002,8.5077009871472143E+001,8.6768713616155412E+002
0.0014002,5.2038107302547166E+002,4.1718195621742460E-001,-1.2251205311355184E+001,1.1834023355137759E+001,4.7079324143395985E+002,-5.2440410946895588E+002,5.3610868034996031E+001,8.1455302058361110E+002
0.0016002,5.1374353016242731E+002,4.4999101314923123E-001,-9.2364724147000743E-001,4.7365622832077620E-001,4.8386767755913473E+002,-4.9570028514490730E+002,1.1832607585772536E+001,7.4416126182350308E+002
0.0018002,5.0706942801854234E+002,4.9155886931940596E-001,-9.3571243517284708E-001,4.4415356585344112E-001,5.0131457331155673E+002,-4.7761192157857425E+002,-2.3702651732982446E+001,7.3657624208855214E+002
0.0020002,5.0041064681223622E+002,6.4593238369396646E+000,-6.8578367085265874E+000,3.9851287158692322E-001,5.0442295513917981E+002,-4.5146811261928809E+002,-5.2954842519891713E+001,7.3415745130300900E+002
0.0022002,4.9402873326118913E+002,4.3898855637026614E+001,-4.4240378987187881E+001,3.4152335016126995E-001,4.9811587635120384E+002,-4.1981978401774131E+002,-7.8296092333462525E+001,8.5061812889105158E+002
0.0024002,4.8835471288744867E+002,1.1190627760670827E+002,-1.1218946359880798E+002,2.8318599209970585E-001,4.9257782369611772E+002,-3.8788204949076635E+002,-1.0469577420535140E+002,1.1115759566536215E+003
0.0026002,4.8376277362278302E+002,2.0536115390291658E+002,-2.0558488493121928E+002,2.2373102830269576E-001,4.8817274372609984E+002,-3.5595199787980016E+002,-1.3222074584629971E+002,1.5183571164347456E+003
0.0028002,4.8055458101186258E+002,3.1852922418570108E+002,-3.1869261728605102E+002,1.6339310034995880E-001,4.8519083310792024E+002,-3.2429204842540798E+002,-1.6089878468251226E+002,2.0700689505703858E+003
0.003,4.7895278443684663E+002,4.4507428969295330E+002,-4.4517676125235431E+002,1.0247155940099718E-001,4.8384206869293882E+002,-2.9315686528269651E+002,-1.9068520341024234E+002,2.7574265997793250E+003
0.0032,4.7909098355902631E+002,5.7873294892434660E+002,-5.7877403383441288E+002,4.1084910066235408E-002,4.8424752320327843E+002,-2.6266623717719142E+002,-2.2158128602608696E+002,3.5615001862774006E+003
