"Time [s]","heatCapacitor.T [K]","TAmb [K]","TDif [K]","TRes [K]"
1.9237353479231,298.4199472401,293.15,2,298.4199472401
1.9247353479231,298.419420271826,293.15,2,298.419420271826
1.9257353479231,298.418893356247,293.15,2,298.418893356247
1.9267353479231,298.418366493356,293.15,2,298.418366493356
1.9277353479231,298.417839683149,293.15,2,298.417839683149
1.9287353479231,298.417312925621,293.15,2,298.417312925621
1.9297353479231,298.416786220766,293.15,2,298.416786220766
1.9307353479231,298.416259568578,293.15,2,298.416259568578
1.9317353479231,298.415732969054,293.15,2,298.415732969054
1.9327353479231,298.415206422186,293.15,2,298.415206422186
1.9337353479231,298.414679927971,293.15,2,298.414679927971
1.9347353479231,298.414153486402,293.15,2,298.414153486402
1.9357353479231,298.413627097475,293.15,2,298.413627097475
1.9367353479231,298.413100761184,293.15,2,298.413100761184
1.9377353479231,298.412574477524,293.15,2,298.412574477524
1.9387353479231,298.41204824649,293.15,2,298.41204824649
1.9397353479231,298.411522068076,293.15,2,298.411522068076
1.9407353479231,298.410995942278,293.15,2,298.410995942278
1.9417353479231,298.410469869089,293.15,2,298.410469869089
1.9427353479231,298.409943848506,293.15,2,298.409943848506
1.9437353479231,298.409417880521,293.15,2,298.409417880521
1.9447353479231,298.408891965131,293.15,2,298.408891965131
1.9457353479231,298.40836610233,293.15,2,298.40836610233
1.9467353479231,298.407840292112,293.15,2,298.407840292112
1.9477353479231,298.407314534473,293.15,2,298.407314534473
1.9487353479231,298.406788829406,293.15,2,298.406788829406
1.9497353479231,298.406263176908,293.15,2,298.406263176908
1.9507353479231,298.405737576972,293.15,2,298.405737576972
1.9517353479231,298.405212029594,293.15,2,298.405212029594
1.9527353479231,298.404686534768,293.15,2,298.404686534768
1.9537353479231,298.404161092489,293.15,2,298.404161092489
1.9547353479231,298.403635702751,293.15,2,298.403635702751
1.9557353479231,298.403110365549,293.15,2,298.403110365549
1.9567353479231,298.402585080879,293.15,2,298.402585080879
1.9577353479231,298.402059848735,293.15,2,298.402059848735
1.9587353479231,298.401534669111,293.15,2,298.401534669111
1.9597353479231,298.401009542002,293.15,2,298.401009542002
1.9607353479231,298.400484467404,293.15,2,298.400484467404
1.9617353479231,298.39995944531,293.15,2,298.39995944531
1.9627353479231,298.399434475716,293.15,2,298.399434475716
1.9637353479231,298.398909558617,293.15,2,298.398909558617
1.9647353479231,298.398384694006,293.15,2,298.398384694006
1.9657353479231,298.397859881879,293.15,2,298.397859881879
1.9667353479231,298.397335122231,293.15,2,298.397335122231
1.9677353479231,298.396810415056,293.15,2,298.396810415056
1.9687353479231,298.39628576035,293.15,2,298.39628576035
1.9697353479231,298.395761158106,293.15,2,298.395761158106
1.9707353479231,298.395236608319,293.15,2,298.395236608319
1.9717353479231,298.394712110985,293.15,2,298.394712110985
1.9727353479231,298.394187666099,293.15,2,298.394187666099
1.9737353479231,298.393663273654,293.15,2,298.393663273654
1.97473534792309,298.393138933645,293.15,2,298.393138933645
1.97573534792309,298.392614646068,293.15,2,298.392614646068
1.97673534792309,298.392090410918,293.15,2,298.392090410918
1.97773534792309,298.391566228188,293.15,2,298.391566228188
1.97873534792309,298.391042097873,293.15,2,298.391042097873
1.97973534792309,298.39051801997,293.15,2,298.39051801997
1.98073534792309,298.389993994471,293.15,2,298.389993994471
1.98173534792309,298.389470021372,293.15,2,298.389470021372
1.98273534792309,298.388946100668,293.15,2,298.388946100668
1.98373534792309,298.388422232353,293.15,2,298.388422232353
1.98473534792309,298.387898416423,293.15,2,298.387898416423
1.98573534792309,298.387374652872,293.15,2,298.387374652872
1.98673534792309,298.386850941694,293.15,2,298.386850941694
1.98773534792309,298.386327282885,293.15,2,298.386327282885
1.98873534792309,298.385803676439,293.15,2,298.385803676439
1.98973534792309,298.385280122351,293.15,2,298.385280122351
1.99073534792309,298.384756620616,293.15,2,298.384756620616
1.99173534792309,298.384233171228,293.15,2,298.384233171228
1.99273534792309,298.383709774183,293.15,2,298.383709774183
1.99373534792309,298.383186429475,293.15,2,298.383186429475
1.99473534792309,298.382663137099,293.15,2,298.382663137099
1.99573534792309,298.382139897049,293.15,2,298.382139897049
1.99673534792309,298.381616709321,293.15,2,298.381616709321
1.99773534792309,298.381093573909,293.15,2,298.381093573909
1.99873534792309,298.380570490807,293.15,2,298.380570490807
1.99973534792309,298.380047460012,293.15,2,298.380047460012
1.99999,298.379914277489,293.15,2,298.379914277489
2,298.379909047578,293.15,2,298.379909047578
2.00005,298.379882898169,293.15,2,298.379882898169
2.0003,298.379752152756,293.15,2,298.379752152756
2.0013,298.37922920379,293.15,2,298.37922920379
2.0023,298.378706307117,293.15,2,298.378706307117
2.0033,298.37818346273,293.15,2,298.37818346273
2.0043,298.377660670626,293.15,2,298.377660670626
2.0053,298.377137930798,293.15,2,298.377137930798
2.0063,298.376615243241,293.15,2,298.376615243241
2.0073,298.37609260795,293.15,2,298.37609260795
2.0083,298.375570024921,293.15,2,298.375570024921
2.0093,298.375047494147,293.15,2,298.375047494147
2.0103,298.374525015623,293.15,2,298.374525015623
2.0113,298.374002589345,293.15,2,298.374002589345
2.0123,298.373480215307,293.15,2,298.373480215307
2.0133,298.372957893503,293.15,2,298.372957893503
2.0143,298.37243562393,293.15,2,298.37243562393
2.0153,298.37191340658,293.15,2,298.37191340658
2.0163,298.37139124145,293.15,2,298.37139124145
2.0173,298.370869128533,293.15,2,298.370869128533
2.0183,298.370347067825,293.15,2,298.370347067825
2.0193,298.369825059321,293.15,2,298.369825059321
2.0203,298.369303103015,293.15,2,298.369303103015
2.0213,298.368781198902,293.15,2,298.368781198902
2.0223,298.368259346977,293.15,2,298.368259346977
2.0233,298.367737547234,293.15,2,298.367737547234
2.0243,298.367215799669,293.15,2,298.367215799669
2.0253,298.366694104275,293.15,2,298.366694104275
2.0263,298.366172461049,293.15,2,298.366172461049
2.0273,298.365650869985,293.15,2,298.365650869985
2.0283,298.365129331077,293.15,2,298.365129331077
2.0293,298.36460784432,293.15,2,298.36460784432
2.0303,298.364086409709,293.15,2,298.364086409709
2.0313,298.363565027239,293.15,2,298.363565027239
2.0323,298.363043696905,293.15,2,298.363043696905
2.0333,298.362522418702,293.15,2,298.362522418702
2.0343,298.362001192623,293.15,2,298.362001192623
2.0353,298.361480018664,293.15,2,298.361480018664
2.0363,298.360958896821,293.15,2,298.360958896821
2.0373,298.360437827087,293.15,2,298.360437827087
2.0383,298.359916809457,293.15,2,298.359916809457
2.0393,298.359395843926,293.15,2,298.359395843926
2.0403,298.358874930489,293.15,2,298.358874930489
2.0413,298.358354069141,293.15,2,298.358354069141
2.0423,298.357833259877,293.15,2,298.357833259877
2.0433,298.357312502691,293.15,2,298.357312502691
2.04429999999999,298.356791797578,293.15,2,298.356791797578
2.04529999999999,298.356271144533,293.15,2,298.356271144533
2.04629999999999,298.35575054355,293.15,2,298.35575054355
2.04729999999999,298.355229994626,293.15,2,298.355229994626
2.04829999999999,298.354709497753,293.15,2,298.354709497753
2.04929999999999,298.354189052927,293.15,2,298.354189052927
2.05029999999999,298.353668660144,293.15,2,298.353668660144
2.05129999999999,298.353148319397,293.15,2,298.353148319397
2.05229999999999,298.352628030681,293.15,2,298.352628030681
2.05329999999999,298.352107793992,293.15,2,298.352107793992
2.05429999999999,298.351587609324,293.15,2,298.351587609324
