"time","room.RAT","room.energy","wall.Tisurf","wall.Tosurf","der(room.RAT)","der(room.energy)","der(wall.Tisurf)","der(wall.Tosurf)","OAT","RAT","fanspeed","room.DT","room.EWT","room.Qin","room.Qout","room.SAT","room.fs","room.mdota","room.mdotw","room.vo","valveopen","wall.C","wall.R","room.Awall","room.LWT","room.RATinit","room.cAir","room.cWater","room.eps","room.hAir","room.mdotat","room.mdotwt","room.rohAir","room.vAir","wall.TisurfInit","wall.TosurfInit","wall.aWall","wall.cWall","wall.hi","wall.ho","wall.lWall","wall.lambda_Wall","wall.rhoWall","room.Tisurf","room.fanspeed","room.valveopen","wall.OAT","wall.RAT","wall.lambdaOut"
0.277,1.6000000345686946E+001,1.3455551901171839E-001,1.5999753348732831E+001,9.9967995527739877E+000,1.1667321160903073E-006,4.8575999300329625E-001,-8.9061881623325799E-004,-1.1551746414533751E-002,0.0000000000000000E+000,1.6000000345686946E+001,0.0000000000000000E+000,4.2648072401580078E-001,2.8381727026948184E+001,4.8575999300329625E-001,5.9279268987495470E-002,2.5600000207412169E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999753348732831E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000345686946E+001,1.1920000000000000E-001
0.2775,1.6000000346270312E+001,1.3479839900822005E-001,1.5999752903423422E+001,9.9967937769007804E+000,1.1664393549224320E-006,4.8575999299148898E-001,-8.9061946845956188E-004,-1.1551738434707250E-002,0.0000000000000000E+000,1.6000000346270312E+001,0.0000000000000000E+000,4.2637370973795818E-001,2.8381727027230593E+001,4.8575999299148898E-001,5.9386283253530792E-002,2.5600000207762189E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999752903423422E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000346270312E+001,1.1920000000000000E-001
0.278,1.6000000346853533E+001,1.3504127900471580E-001,1.5999752458113688E+001,9.9967880010315628E+000,1.1661465936367673E-006,4.8575999297968453E-001,-8.9062012068516982E-004,-1.1551730454886354E-002,0.0000000000000000E+000,1.6000000346853533E+001,0.0000000000000000E+000,4.2626669541705953E-001,2.8381727027512923E+001,4.8575999297968453E-001,5.9493297562625003E-002,2.5600000208112125E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999752458113688E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000346853533E+001,1.1920000000000000E-001
0.2785,1.6000000347436607E+001,1.3528415900120563E-001,1.5999752012803627E+001,9.9967822251663350E+000,1.1658538322321475E-006,4.8575999296788314E-001,-8.9062077291008105E-004,-1.1551722475071066E-002,0.0000000000000000E+000,1.6000000347436607E+001,0.0000000000000000E+000,4.2615968105267871E-001,2.8381727027795190E+001,4.8575999296788314E-001,5.9600311915204429E-002,2.5600000208461967E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999752012803627E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000347436607E+001,1.1920000000000000E-001
0.279,1.6000000348019533E+001,1.3552703899768959E-001,1.5999751567493242E+001,9.9967764493050968E+000,1.1655610707120717E-006,4.8575999295608474E-001,-8.9062142513429720E-004,-1.1551714495261389E-002,0.0000000000000000E+000,1.6000000348019533E+001,0.0000000000000000E+000,4.2605266664609465E-001,2.8381727028077378E+001,4.8575999295608474E-001,5.9707326309990094E-002,2.5600000208811721E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999751567493242E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000348019533E+001,1.1920000000000000E-001
0.2795,1.6000000348602313E+001,1.3576991899416763E-001,1.5999751122182529E+001,9.9967706734478483E+000,1.1652683090730401E-006,4.8575999294428923E-001,-8.9062207735781664E-004,-1.1551706515457311E-002,0.0000000000000000E+000,1.6000000348602313E+001,0.0000000000000000E+000,4.2594565219602826E-001,2.8381727028359499E+001,4.8575999294428923E-001,5.9814340748260975E-002,2.5600000209161390E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999751122182529E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000348602313E+001,1.1920000000000000E-001
0.28,1.6000000349184948E+001,1.3601279899063978E-001,1.5999750676871491E+001,9.9967648975945913E+000,1.1649755473162198E-006,4.8575999293249672E-001,-8.9062272958063981E-004,-1.1551698535658841E-002,0.0000000000000000E+000,1.6000000349184948E+001,0.0000000000000000E+000,4.2583863770290598E-001,2.8381727028641549E+001,4.8575999293249672E-001,5.9921355229590745E-002,2.5600000209510970E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999750676871491E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000349184948E+001,1.1920000000000000E-001
0.2805,1.6000000349767436E+001,1.3625567898710603E-001,1.5999750231560126E+001,9.9967591217453240E+000,1.1646827854404440E-006,4.8575999292070710E-001,-8.9062338180276605E-004,-1.1551690555865983E-002,0.0000000000000000E+000,1.6000000349767436E+001,0.0000000000000000E+000,4.2573162316630137E-001,2.8381727028923532E+001,4.8575999292070710E-001,6.0028369754405730E-002,2.5600000209860461E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999750231560126E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000349767436E+001,1.1920000000000000E-001
0.281,1.6000000350349779E+001,1.3649855898356639E-001,1.5999749786248435E+001,9.9967533459000464E+000,1.1643900234457129E-006,4.8575999290892052E-001,-8.9062403402419537E-004,-1.1551682576078727E-002,0.0000000000000000E+000,1.6000000350349779E+001,0.0000000000000000E+000,4.2562460858621459E-001,2.8381727029205440E+001,4.8575999290892052E-001,6.0135384322705931E-002,2.5600000210209870E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999749786248435E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000350349779E+001,1.1920000000000000E-001
0.2815,1.6000000350931973E+001,1.3674143898002084E-001,1.5999749340936418E+001,9.9967475700587585E+000,1.1640972613355255E-006,4.8575999289713689E-001,-8.9062468624492993E-004,-1.1551674596297081E-002,0.0000000000000000E+000,1.6000000350931973E+001,0.0000000000000000E+000,4.2551759396392452E-001,2.8381727029487280E+001,4.8575999289713689E-001,6.0242398933212371E-002,2.5600000210559188E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999749340936418E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000350931973E+001,1.1920000000000000E-001
0.282,1.6000000351514021E+001,1.3698431897646940E-001,1.5999748895624075E+001,9.9967417942214603E+000,1.1638044991063830E-006,4.8575999288535626E-001,-8.9062533846496767E-004,-1.1551666616521036E-002,0.0000000000000000E+000,1.6000000351514021E+001,0.0000000000000000E+000,4.2541057929815224E-001,2.8381727029769042E+001,4.8575999288535626E-001,6.0349413587204026E-002,2.5600000210908416E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999748895624075E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000351514021E+001,1.1920000000000000E-001
0.2825,1.6000000352095924E+001,1.3722719897291208E-001,1.5999748450311406E+001,9.9967360183881517E+000,1.1635117367594514E-006,4.8575999287357857E-001,-8.9062599068430914E-004,-1.1551658636750600E-002,0.0000000000000000E+000,1.6000000352095924E+001,0.0000000000000000E+000,4.2530356458932400E-001,2.8381727030050740E+001,4.8575999287357857E-001,6.0456428284254571E-002,2.5600000211257559E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999748450311406E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000352095924E+001,1.1920000000000000E-001
0.283,1.6000000352677681E+001,1.3747007896934887E-001,1.5999748004998411E+001,9.9967302425588329E+000,1.1632189742935646E-006,4.8575999286180382E-001,-8.9062664290295412E-004,-1.1551650656985770E-002,0.0000000000000000E+000,1.6000000352677681E+001,0.0000000000000000E+000,4.2519654983701349E-001,2.8381727030332364E+001,4.8575999286180382E-001,6.0563443024790331E-002,2.5600000211606613E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999748004998411E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000352677681E+001,1.1920000000000000E-001
0.2835,1.6000000353259292E+001,1.3771295896577979E-001,1.5999747559685089E+001,9.9967244667335038E+000,1.1629262117087222E-006,4.8575999285003202E-001,-8.9062729512090217E-004,-1.1551642677226547E-002,0.0000000000000000E+000,1.6000000353259292E+001,0.0000000000000000E+000,4.2508953504122071E-001,2.8381727030613916E+001,4.8575999285003202E-001,6.0670457808811307E-002,2.5600000211955575E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999747559685089E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000353259292E+001,1.1920000000000000E-001
0.284,1.6000000353840754E+001,1.3795583896220481E-001,1.5999747114371441E+001,9.9967186909121644E+000,1.1626334490084237E-006,4.8575999283826321E-001,-8.9062794733815514E-004,-1.1551634697472926E-002,0.0000000000000000E+000,1.6000000353840754E+001,0.0000000000000000E+000,4.2498252020322469E-001,2.8381727030895401E+001,4.8575999283826321E-001,6.0777472635038521E-002,2.5600000212304458E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999747114371441E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000353840754E+001,1.1920000000000000E-001
0.2845,1.6000000354422070E+001,1.3819871895862396E-001,1.5999746669057467E+001,9.9967129150948164E+000,1.1623406861891698E-006,4.8575999282649740E-001,-8.9062859955471108E-004,-1.1551626717724920E-002,0.0000000000000000E+000,1.6000000354422070E+001,0.0000000000000000E+000,4.2487550532174645E-001,2.8381727031176816E+001,4.8575999282649740E-001,6.0884487504750950E-002,2.5600000212653242E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999746669057467E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000354422070E+001,1.1920000000000000E-001
0.285,1.6000000355003241E+001,1.3844159895503722E-001,1.5999746223743168E+001,9.9967071392814582E+000,1.1620479232521269E-006,4.8575999281473448E-001,-8.9062925177057107E-004,-1.1551618737982513E-002,0.0000000000000000E+000,1.6000000355003241E+001,0.0000000000000000E+000,4.2476849039721221E-001,2.8381727031458155E+001,4.8575999281473448E-001,6.0991502417522270E-002,2.5600000213001948E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999746223743168E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000355003241E+001,1.1920000000000000E-001
0.2855,1.6000000355584266E+001,1.3868447895144459E-001,1.5999745778428542E+001,9.9967013634720896E+000,1.1617551601961288E-006,4.8575999280297455E-001,-8.9062990398573424E-004,-1.1551610758245720E-002,0.0000000000000000E+000,1.6000000355584266E+001,0.0000000000000000E+000,4.2466147542919574E-001,2.8381727031739427E+001,4.8575999280297455E-001,6.1098517373778805E-002,2.5600000213350558E+001,1.0000000000000000E-004,5.0000000000000002E-005,1.0000000000000001E-005,1.0000000000000000E-004,0.0000000000000000E+000,1.6067263679999998E+006,4.1946308724832215E-003,6.0000000000000000E+001,4.0000000000000000E+001,1.6000000000000000E+001,1.0120000000000000E+003,4.1810000000000000E+003,4.0000000000000002E-001,4.0000000000000000E+000,5.0000000000000000E-001,1.0000000000000001E-001,1.2040000000000000E+000,3.0000000000000000E+002,1.6000000000000000E+001,1.0000000000000000E+001,6.0000000000000000E+001,1.3607100000000000E+003,8.3300000000000001E+000,3.3329999999999998E+001,2.9999999999999999E-002,1.1920000000000000E-001,1.3120000000000000E+003,1.5999745778428542E+001,0.0000000000000000E+000,0.0000000000000000E+000,0.0000000000000000E+000,1.6000000355584266E+001,1.1920000000000000E-001
