"time","revolute1.w","revolute2.w"
2.784,6.5853580170343110E-002,-1.2071225439735274E+000
2.79,1.8543851911397427E-001,-1.2667737844493110E+000
2.796,3.0540067987641328E-001,-1.3261315829813067E+000
2.802,4.2569757860536450E-001,-1.3847614347111381E+000
2.808,5.4629083907601161E-001,-1.4422312057670699E+000
2.814,6.6714582056692029E-001,-1.4981112025495826E+000
2.82,7.8823119095858973E-001,-1.5519741754425616E+000
2.826,9.0951843329848991E-001,-1.6033952574434904E+000
2.832,1.0309812740189326E+000,-1.6519518403842490E+000
2.838,1.1525950209899296E+000,-1.6972233937603960E+000
2.844,1.2743357996447739E+000,-1.7387912336596369E+000
2.85,1.3961796755459848E+000,-1.7762382518334461E+000
2.856,1.5181016519873280E+000,-1.8091486175385749E+000
2.862,1.6400745315884171E+000,-1.8371074673314476E+000
2.868,1.7620676313783814E+000,-1.8597006004667020E+000
2.874,1.8840453416434702E+000,-1.8765141998632149E+000
2.88,2.0059655199026021E+000,-1.8871346006808907E+000
2.886,2.1277777128603415E+000,-1.8911481303142854E+000
2.892,2.2494212011660526E+000,-1.8881410449594629E+000
2.898,2.3708228643889910E+000,-1.8776995887414767E+000
2.904,2.4918948669164394E+000,-1.8594102015832090E+000
2.91,2.6125321696129613E+000,-1.8328599014218230E+000
2.916,2.7326098771563290E+000,-1.7976368648970606E+000
2.922,2.8519804370905644E+000,-1.7533312280988624E+000
2.928,2.9704707138866202E+000,-1.6995361252205272E+000
2.934,3.0878789697196942E+000,-1.6358489778712795E+000
2.94,3.2039717932520917E+000,-1.5618730412227104E+000
2.946,3.3184810283799062E+000,-1.4772192049809474E+000
2.952,3.4311007665044713E+000,-1.3815080373034851E+000
2.958,3.5414844781687247E+000,-1.2743720481689085E+000
2.964,3.6492423724765728E+000,-1.1554581353604760E+000
2.97,3.7539390850764001E+000,-1.0244301611996407E+000
2.976,3.8550918069715254E+000,-8.8097159158581873E-001
2.982,3.9521689761927643E+000,-7.2478811095528151E-001
2.988,4.0445896614363690E+000,-5.5561010772576014E-001
2.994,4.1317237699779588E+000,-3.7319490497322289E-001
3,4.2128932101950873E+000,-1.7732859094985887E-001
