"time","Resistor_1.R","Resistor_1.v","Triphasic_Rectifier_1.I1.v","Triphasic_Rectifier_1.I2.v","Triphasic_Rectifier_1.I3.v"
0.0054,1.0000000000000000E+000,4.8976642012466658E+002,3.0961977100000001E+002,-1.8015644460000004E+002,-1.2946332639999994E+002
0.0055,1.0000000000000000E+000,4.9656806528972282E+002,3.0854767210000000E+002,-1.8803032470000008E+002,-1.2051734739999993E+002
0.0056,1.0000000000000000E+000,5.0287965775598002E+002,3.0717107389999995E+002,-1.9571864160000015E+002,-1.1145243229999984E+002
0.0057,1.0000000000000000E+000,5.0869496874801564E+002,3.0549133499999999E+002,-2.0321380780000013E+002,-1.0227752709999984E+002
0.0058,1.0000000000000000E+000,5.1400825928061079E+002,3.0351011299999999E+002,-2.1050842660000015E+002,-9.3001686389999847E+001
0.0059,1.0000000000000000E+000,5.1881428555864352E+002,3.0122936309999994E+002,-2.1759529890000019E+002,-8.3634064209999764E+001
0.006,1.0000000000000000E+000,5.2310830477697107E+002,2.9865133619999995E+002,-2.2446743090000021E+002,-7.4183905309999744E+001
0.0061,1.0000000000000000E+000,5.2688607942034469E+002,2.9577857659999995E+002,-2.3111804070000017E+002,-6.4660535839999753E+001
0.0062,1.0000000000000000E+000,5.3014388096333641E+002,2.9261391909999986E+002,-2.3754056490000016E+002,-5.5073354239999752E+001
0.0063,1.0000000000000000E+000,5.3287849457024413E+002,2.8916048709999990E+002,-2.4372866520000022E+002,-4.5431821879999674E+001
0.0064,1.0000000000000000E+000,5.3508722149504285E+002,2.8542168859999987E+002,-2.4967623480000023E+002,-3.5745453799999666E+001
0.0065,1.0000000000000000E+000,5.3676788178133290E+002,2.8140121329999982E+002,-2.5537740400000018E+002,-2.6023809279999657E+001
0.0066,1.0000000000000000E+000,5.3791881706228173E+002,2.7710302899999976E+002,-2.6082654660000020E+002,-1.6276482389999579E+001
0.0067,1.0000000000000000E+000,5.3853889146060806E+002,2.7253137749999979E+002,-2.6601828490000025E+002,-6.5130925839995761E+000
0.0068,1.0000000000000000E+000,5.3862749298855078E+002,2.6769077039999979E+002,-2.7094749530000018E+002,3.2567248600004235E+000
0.0069,1.0000000000000000E+000,5.3818453404786237E+002,2.6258598479999966E+002,-2.7560931310000024E+002,1.3023328310000506E+001
0.007,1.0000000000000000E+000,5.3721045212979300E+002,2.5722205859999968E+002,-2.7999913790000022E+002,2.2777079310000506E+001
0.0071,1.0000000000000000E+000,5.3570620831512065E+002,2.5160428529999967E+002,-2.8411263730000024E+002,3.2508352080000506E+001
0.0072,1.0000000000000000E+000,5.3367328707415527E+002,2.4573820879999968E+002,-2.8794575190000018E+002,4.2207543030000501E+001
0.0073,1.0000000000000000E+000,5.3111369476676919E+002,2.3962961849999959E+002,-2.9149469870000024E+002,5.1865080230000579E+001
0.0074,1.0000000000000000E+000,5.2802995744244072E+002,2.3328454269999961E+002,-2.9475597550000015E+002,6.1471432860000583E+001
0.0075,1.0000000000000000E+000,5.2442511814030820E+002,2.2670924309999961E+002,-2.9772636370000015E+002,7.1017120600000581E+001
0.0076,1.0000000000000000E+000,5.2030273468921393E+002,2.1991020889999950E+002,-3.0040293200000019E+002,8.0492723030000647E+001
0.0077,1.0000000000000000E+000,5.1566687520779431E+002,2.1289414989999949E+002,-3.0278303880000010E+002,8.9888888850000640E+001
0.0078,1.0000000000000000E+000,5.1052211480454577E+002,2.0566799009999949E+002,-3.0486433530000011E+002,9.9196345190000642E+001
0.0079,1.0000000000000000E+000,5.0487353067792287E+002,1.9823886079999943E+002,-3.0664476750000011E+002,1.0840590670000071E+002
0.008,1.0000000000000000E+000,4.9872669741643233E+002,1.9061409369999947E+002,-3.0812257840000012E+002,1.1750848470000062E+002
