"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6"
0.22,2.4102551427169612E-002,4.8205102854339224E-002,1.7703770020644374E-003,2.4102551427169612E-002,2.4420444176315143E-001,2.2425479185304922E-002,2.0748406943440229E-002
0.24,2.8662025973366204E-002,5.7324051946732409E-002,2.2973736715637080E-003,2.8662025973366204E-002,2.6880688937289388E-001,2.6496249207844595E-002,2.4330472442322983E-002
0.26,3.3610022758173666E-002,6.7220045516347332E-002,2.9194482236572237E-003,3.3610022758173666E-002,2.9381031742590408E-001,3.0871072250673988E-002,2.8132121743174310E-002
0.28,3.8944562648850482E-002,7.7889125297700965E-002,3.6443515701552638E-003,3.8944562648850482E-002,3.1921499725753205E-001,3.5541967932100953E-002,3.2139373215351423E-002
0.3,4.4663511900566638E-002,8.9327023801133276E-002,4.4797934927213769E-003,4.4663511900566638E-002,3.4502124722346145E-001,4.0500960817710555E-002,3.6338409734854471E-002
0.32,5.0764583009873077E-002,1.0152916601974615E-001,5.4334395590625133E-003,5.0764583009873077E-002,3.7122943676446674E-001,4.5740081167495457E-002,4.0715579325117830E-002
0.34,5.7245335629672614E-002,1.1449067125934523E-001,6.5129080568041460E-003,5.7245335629672614E-002,3.9783999053542224E-001,5.1251365729082080E-002,4.5257395828491538E-002
0.36,6.4103177545326212E-002,1.2820635509065242E-001,7.7257669462768002E-003,6.4103177545326212E-002,4.2485339259862365E-001,5.7026858575777314E-002,4.9950539606228403E-002
0.38,7.1335365711504284E-002,1.4267073142300857E-001,9.0795308334328216E-003,7.1335365711504284E-002,4.5227019068148944E-001,6.3058611988161664E-002,5.4781858264819031E-002
0.4,7.8939007349368248E-002,1.5787801469873650E-001,1.0581657964104194E-002,7.8939007349368248E-002,4.8009100049871878E-001,6.9338687377956024E-002,5.9738367406543792E-002
0.42,8.6911061103643494E-002,1.7382212220728699E-001,1.2239547240803641E-002,8.6911061103643494E-002,5.0831651013899570E-001,7.5859156252890303E-002,6.4807251402137098E-002
0.44,9.5248338259120949E-002,1.9049667651824190E-001,1.4060535263262277E-002,9.5248338259120949E-002,5.3694748451633700E-001,8.2612101221303871E-002,6.9975864183486794E-002
0.46,1.0394750401610062E-001,2.0789500803220123E-001,1.6051893393887535E-002,1.0394750401610062E-001,5.6598476988619262E-001,8.9589617035209332E-002,7.5231730054318047E-002
0.48,1.1300507882426705E-001,2.2601015764853410E-001,1.8220824849315153E-002,1.1300507882426705E-001,5.9542929842642511E-001,9.6783811670552666E-002,8.0562544516838280E-002
0.5,1.2241743977446304E-001,2.4483487954892608E-001,2.0574461819218556E-002,1.2241743977446304E-001,6.2528209288329850E-001,1.0418680744340517E-001,8.5956175112347280E-002
0.52,1.3218082204780499E-001,2.6436164409560997E-001,2.3119862613528094E-002,1.3218082204780499E-001,6.5554427128263071E-001,1.1179074216082432E-001,9.1400662273843664E-002
0.54,1.4229132042156023E-001,2.8458264084312046E-001,2.5864008839201168E-002,1.4229132042156023E-001,6.8621705170626934E-001,1.1958777030512338E-001,9.6884220188686546E-002
0.56,1.5274489083118412E-001,3.0548978166236823E-001,2.8813802607672533E-002,1.5274489083118412E-001,7.1730175713407229E-001,1.2757006425029144E-001,1.0239523766939877E-001
0.58,1.6353735198789188E-001,3.2707470397578375E-001,3.1976063774101761E-002,1.6353735198789188E-001,7.4879982035158832E-001,1.3572981550930910E-001,1.0792227903072633E-001
0.6,1.7466438705111842E-001,3.4932877410223684E-001,3.5357527209522101E-002,1.7466438705111842E-001,7.8071278892364648E-001,1.4405923601110712E-001,1.1345408497109588E-001
0.62,1.8612154535519690E-001,3.7224309071039380E-001,3.8964840106981855E-002,1.8612154535519690E-001,8.1304233023408767E-001,1.5255055940591880E-001,1.1897957345664074E-001
0.64,1.9790424418956579E-001,3.9580848837913157E-001,4.2804559322755814E-002,1.9790424418956579E-001,8.4579023659188379E-001,1.6119604239777996E-001,1.2448784060599416E-001
0.66,2.1000777063179188E-001,4.2001554126358376E-001,4.6883148753690131E-002,2.1000777063179188E-001,8.7895843040391075E-001,1.6998796610293401E-001,1.2996816157407617E-001
0.68,2.2242728343267651E-001,4.4485456686535302E-001,5.1206976751729805E-002,2.2242728343267651E-001,9.1254896941466557E-001,1.7891863743290343E-001,1.3540999143313037E-001
0.7,2.3515781495269061E-001,4.7031562990538123E-001,5.5782313576662787E-002,2.3515781495269061E-001,9.4656405201323057E-001,1.8798039050099205E-001,1.4080296604929354E-001
0.72,2.4819427314896431E-001,4.9638854629792861E-001,6.0615328888099687E-002,2.4819427314896431E-001,9.8100602260781833E-001,1.9716558805098808E-001,1.4613690295301190E-001
0.74,2.6153144361203629E-001,5.2306288722407257E-001,6.5712089277692162E-002,2.6153144361203629E-001,1.0158773770682468E+000,2.0646662290684070E-001,1.5140180220164520E-001
0.76,2.7516399165154776E-001,5.5032798330309551E-001,7.1078555842577176E-002,2.7516399165154776E-001,1.0511807682367205E+000,2.1587591944208870E-001,1.5658784723262970E-001
0.78,2.8908646443004793E-001,5.7817292886009586E-001,7.6720581801017623E-002,2.8908646443004793E-001,1.0869190115073177E+000,2.2538593506782392E-001,1.6168540570560000E-001
0.8,3.0329329314405584E-001,6.0658658628811168E-001,8.2643910151193031E-002,3.0329329314405584E-001,1.1230950904746071E+000,2.3498916173797746E-001,1.6668503033189919E-001
0.82,3.1777879525150776E-001,6.3555759050301552E-001,8.8854171374076876E-002,3.1777879525150776E-001,1.1597121626518458E+000,2.4467812747072179E-001,1.7157745968993596E-001
0.84,3.3253717674469813E-001,6.6507435348939625E-001,9.5356881181319283E-002,3.3253717674469813E-001,1.1967735652592362E+000,2.5444539788478765E-001,1.7635361902487734E-001
0.86,3.4756253446780550E-001,6.9512506893561099E-001,1.0215743830903591E-001,3.4756253446780550E-001,1.2342828210827452E+000,2.6428357774950023E-001,1.8100462103119516E-001
0.88,3.6284885847807608E-001,7.2569771695615215E-001,1.0926112235838545E-001,3.6284885847807608E-001,1.2722436444040222E+000,2.7418531254734513E-001,1.8552176661661440E-001
0.9,3.7839003444972058E-001,7.5678006889944116E-001,1.1667309168379957E-001,3.7839003444972058E-001,1.3106599470019784E+000,2.8414329004788080E-001,1.8989654564604119E-001
0.92,3.9417984611956336E-001,7.8835969223912672E-001,1.2439838132970996E-001,3.9417984611956336E-001,1.3495358442266225E+000,2.9415024189182110E-001,1.9412063766407900E-001
0.94,4.1021197777346452E-001,8.2042395554692904E-001,1.3244190101659764E-001,4.1021197777346452E-001,1.3888756611457778E+000,3.0419894518411772E-001,1.9818591259477109E-001
0.96,4.2648001677252134E-001,8.5296003354504268E-001,1.4080843317717026E-001,4.2648001677252134E-001,1.4286839387653407E+000,3.1428222409487977E-001,2.0208443141723836E-001
0.98,4.4297745611803857E-001,8.8595491223607714E-001,1.4950263104345277E-001,4.4297745611803857E-001,1.4689654403237715E+000,3.2439295146697494E-001,2.0580844681591148E-001
1,4.5969769705424085E-001,9.1939539410848170E-001,1.5852901678555661E-001,4.5969769705424085E-001,1.5097251576615460E+000,3.3452405042916372E-001,2.0935040380408676E-001
1.021,4.7663405170768730E-001,9.5326810341537460E-001,1.6789197970287209E-001,4.7663405170768730E-001,1.5509683176663271E+000,3.4466849601362720E-001,2.1270294031956724E-001
1.041,4.9377974576233163E-001,9.8755949152466327E-001,1.7759577446840699E-001,4.9377974576233163E-001,1.5927003887946589E+000,3.5481931677675532E-001,2.1585888779117920E-001
1.061,5.1112792116915806E-001,1.0000000000000000E+000,1.8764451942697422E-001,5.1112792116915806E-001,1.6349270876710171E+000,3.6496959642207227E-001,2.1881127167498665E-001
1.081,5.2867163888930990E-001,1.0000000000000000E+000,1.9804219494790873E-001,5.2867163888930990E-001,1.6776543857650923E+000,3.7511247542418330E-001,2.2155331195905684E-001
1.101,5.4640388166961218E-001,1.0000000000000000E+000,2.0879264183297286E-001,5.4640388166961218E-001,1.7208885161482201E+000,3.8524115265263625E-001,2.2407842363566041E-001
1.121,5.6431755684937956E-001,1.0000000000000000E+000,2.1989955978008688E-001,5.6431755684937956E-001,1.7646359803299143E+000,3.9534888699460091E-001,2.2638021713982234E-001
1.141,5.8240549919738582E-001,1.0000000000000000E+000,2.3136650590349911E-001,5.8240549919738582E-001,1.8089035551755008E+000,4.0542899897527751E-001,2.2845249875316917E-001
1.161,6.0066047377786125E-001,1.0000000000000000E+000,2.4319689331098765E-001,6.0066047377786125E-001,1.8536982999058909E+000,4.1547487237495595E-001,2.3028927097205057E-001
1.181,6.1907517884437013E-001,1.0000000000000000E+000,2.5539398973866279E-001,6.1907517884437013E-001,1.8990275631805813E+000,4.2547995584165726E-001,2.3188473283894431E-001
1.201,6.3764224876041187E-001,1.0000000000000000E+000,2.6796091624391616E-001,6.3764224876041187E-001,1.9448989902650082E+000,4.3543776449829841E-001,2.3323328023618486E-001
1.221,6.5635425694557770E-001,1.0000000000000000E+000,2.8090064595703934E-001,6.5635425694557770E-001,1.9913205302834331E+000,4.4534188154333282E-001,2.3432950614108791E-001
1.241,6.7520371884608366E-001,1.0000000000000000E+000,2.9421600289201139E-001,6.7520371884608366E-001,2.0383004435585805E+000,4.5518595984382859E-001,2.3516820084157350E-001
1.261,6.9418309492849228E-001,1.0000000000000000E+000,3.0790966081693100E-001,6.9418309492849228E-001,2.0858473090393055E+000,4.6496372351995763E-001,2.3574435211142286E-001
1.281,7.1328479369542575E-001,1.0000000000000000E+000,3.2198414218454474E-001,7.1328479369542575E-001,2.1339700318176069E+000,4.7466896951988097E-001,2.3605314534433608E-001
1.301,7.3250117472206311E-001,1.0000000000000000E+000,3.3644181712329968E-001,7.3250117472206311E-001,2.1826778507363627E+000,4.8429556918402544E-001,2.3608996364598764E-001
1.321,7.5182455171220874E-001,1.0000000000000000E+000,3.5128490248932365E-001,7.5182455171220874E-001,2.2319803460892111E+000,4.9383746979775939E-001,2.3585038788330992E-001
1.341,7.7124719557270816E-001,1.0000000000000000E+000,3.6651546097971238E-001,7.7124719557270816E-001,2.2818874474140554E+000,5.0328869613148730E-001,2.3533019669026639E-001
1.361,7.9076133750498223E-001,1.0000000000000000E+000,3.8213540030747795E-001,7.9076133750498223E-001,2.3324094413817278E+000,5.1264335196719446E-001,2.3452536642940652E-001
1.381,8.1035917211244324E-001,1.0000000000000000E+000,3.9814647243848927E-001,8.1035917211244324E-001,2.3835569797813978E+000,5.2189562161048564E-001,2.3343207110852787E-001
1.401,8.3003286052254921E-001,1.0000000000000000E+000,4.1455027289070895E-001,8.3003286052254921E-001,2.4353410876043760E+000,5.3103977138717529E-001,2.3204668225180125E-001
1.421,8.4977453352224830E-001,1.0000000000000000E+000,4.3134824009600736E-001,8.4977453352224830E-001,2.4877731712280120E+000,5.4007015112349732E-001,2.3036576872474623E-001
1.441,8.6957629470555953E-001,1.0000000000000000E+000,4.4854165482480929E-001,8.6957629470555953E-001,2.5408650267014550E+000,5.4898119560901859E-001,2.2838609651247754E-001
1.461,8.8943022363202950E-001,1.0000000000000000E+000,4.6613163967380256E-001,8.8943022363202950E-001,2.5946288481351010E+000,5.5776742604135099E-001,2.2610462845067242E-001
1.481,9.0932837899480312E-001,1.0000000000000000E+000,4.8411915861691440E-001,9.0932837899480312E-001,2.6490772361956130E+000,5.6642345145177253E-001,2.2351852390874200E-001
1.501,9.2926280179704046E-001,1.0000000000000000E+000,5.0250501661973490E-001,9.2926280179704046E-001,2.7042232067084684E+000,5.7494397011088061E-001,2.2062513842472070E-001
1.521,9.4922551853540948E-001,1.0000000000000000E+000,5.2128985931754135E-001,9.4922551853540948E-001,2.7600801993700452E+000,5.8332377091341403E-001,2.1742202329141852E-001
1.541,9.6920854438938076E-001,1.0000000000000000E+000,5.4047417275705278E-001,9.6920854438938076E-001,2.8166620865713368E+000,5.9155773474139739E-001,2.1390692509341391E-001
1.561,9.8920388641504953E-001,1.0000000000000000E+000,5.6005828320201767E-001,9.8920388641504953E-001,2.8739831823354374E+000,5.9964083580477268E-001,2.1007778519449566E-001
1.581,1.0092035467422067E+000,1.0000000000000000E+000,5.8004235700271289E-001,1.0092035467422067E+000,2.9320582513710276E+000,6.0756814295869921E-001,2.0593273917519167E-001
1.601,1.0291995257733797E+000,1.0000000000000000E+000,6.0042640052940599E-001,1.0291995257733797E+000,2.9909025182441371E+000,6.1533482099671832E-001,2.0147011622005695E-001
1.621,1.0491838253835657E+000,1.0000000000000000E+000,6.2121026016980663E-001,1.0491838253835657E+000,3.0505316766705661E+000,6.2293613191899366E-001,1.9668843845442169E-001
1.641,1.0691484521193744E+000,1.0000000000000000E+000,6.4239362239051012E-001,1.0691484521193744E+000,3.1109618989313805E+000,6.3036743617485302E-001,1.9158642023033179E-001
1.661,1.0890854203963027E+000,1.0000000000000000E+000,6.6397601386240612E-001,1.0890854203963027E+000,3.1722098454140104E+000,6.3762419387887448E-001,1.8616296736144622E-001
1.681,1.1089867556928630E+000,1.0000000000000000E+000,6.8595680165000406E-001,1.1089867556928630E+000,3.2342926742815274E+000,6.4470196599977392E-001,1.8041717630668475E-001
1.701,1.1288444977402841E+000,1.0000000000000000E+000,7.0833519346459917E-001,1.1288444977402841E+000,3.2972280512727714E+000,6.5159641552136771E-001,1.7434833330245125E-001
1.721,1.1486507037065132E+000,1.0000000000000000E+000,7.3111023798117702E-001,1.1486507037065132E+000,3.3610341596360751E+000,6.5830330857490071E-001,1.6795591344328809E-001
1.741,1.1683974513732431E+000,1.0000000000000000E+000,7.5428082521893114E-001,1.1683974513732431E+000,3.4257297101994046E+000,6.6481851554204530E-001,1.6123957971084724E-001
1.761,1.1880768423046939E+000,1.0000000000000000E+000,7.7784568698524026E-001,1.1880768423046939E+000,3.4913339515798376E+000,6.7113801212789392E-001,1.5419918195109372E-001
1.781,1.2076810050068809E+000,1.0000000000000000E+000,8.0180339738292883E-001,1.2076810050068809E+000,3.5578666805353607E+000,6.7725788040328472E-001,1.4683475579968819E-001
1.801,1.2272020980761089E+000,1.0000000000000000E+000,8.2615237338060654E-001,1.2272020980761089E+000,3.6253482524620759E+000,6.8317430981581695E-001,1.3914652155552465E-001
1.821,1.2466323133354280E+000,1.0000000000000000E+000,8.5089087544585995E-001,1.2466323133354280E+000,3.6937995920399773E+000,6.8888359816892786E-001,1.3113488300242726E-001
1.841,1.2659638789578005E+000,1.0000000000000000E+000,8.7601700824104201E-001,1.2659638789578005E+000,3.7632422040305613E+000,6.9438215256842239E-001,1.2280042617904396E-001
1.861,1.2851890625747282E+000,1.0000000000000000E+000,9.0152872138138229E-001,1.2851890625747282E+000,3.8336981842296094E+000,6.9966649033586426E-001,1.1414391809700020E-001
1.881,1.3043001743690965E+000,1.0000000000000000E+000,9.2742381025511311E-001,1.3043001743690965E+000,3.9051902305785959E+000,7.0473323988825087E-001,1.0516630540740524E-001
1.901,1.3232895701509992E+000,1.0000000000000000E+000,9.5369991690528522E-001,1.3232895701509992E+000,3.9777416544382489E+000,7.0957914158341817E-001,9.5868713015836993E-002
1.921,1.3421496544153122E+000,1.0000000000000000E+000,9.8035453097291880E-001,1.3421496544153122E+000,4.0513763920278949E+000,7.1420104853063282E-001,8.6252442645953220E-002
1.941,1.3608728833797943E+000,1.0000000000000000E+000,1.0073849907011139E+000,1.3608728833797943E+000,4.1261190160343268E+000,7.1859592736585309E-001,7.6318971351911791E-002
1.961,1.3794517680024991E+000,1.0000000000000000E+000,1.0347884839997175E+000,1.3794517680024991E+000,4.2019947473940125E+000,7.2276085899115305E-001,6.6069949979806863E-002
1.981,1.3978788769772930E+000,1.0000000000000000E+000,1.0625620495701218E+000,1.3978788769772930E+000,4.2790294672525864E+000,7.2669303927782491E-001,5.5507201578356757E-002
2.001,1.4161468397062773E+000,1.0000000000000000E+000,1.0907025780897450E+000,1.4161468397062773E+000,4.3572497291056553E+000,7.3038977973269359E-001,4.4632719759109762E-002
2.021,1.4342483492479303E+000,1.0000000000000000E+000,1.1192068134557183E+000,1.4342483492479303E+000,4.4366827711250583E+000,7.3384850812719360E-001,3.3448667006456878E-002
2.041,1.4521761652397855E+000,1.0000000000000000E+000,1.1480713540872836E+000,1.4521761652397855E+000,4.5173565286748349E+000,7.3706676908877922E-001,2.1957372937773112E-002
2.061,1.4699231167944804E+000,1.0000000000000000E+000,1.1772926542863804E+000,1.4699231167944804E+000,4.5992996470212546E+000,7.4004222465425529E-001,1.0161332514030397E-002
2.081,1.4874821053680158E+000,1.0000000000000000E+000,1.2068670256558784E+000,1.4874821053680158E+000,4.6825414942413772E+000,7.4277265478463650E-001,-1.9367957987428408E-003
2.101,1.5048461075990793E+000,1.0000000000000000E+000,1.2367906385748861E+000,1.5048461075990793E+000,4.7671121743347360E+000,7.4525595784116105E-001,-1.4334191916757333E-002
2.121,1.5220081781182957E+000,1.0000000000000000E+000,1.2670595237305491E+000,1.5220081781182957E+000,4.8530425405428330E+000,7.4749015102210381E-001,-2.7027876074088075E-002
2.141,1.5389614523262816E+000,1.0000000000000000E+000,1.2976695737057218E+000,1.5389614523262816E+000,4.9403642088812685E+000,7.4947337076005138E-001,-4.0014710806178577E-002
2.161,1.5556991491393941E+000,1.0000000000000000E+000,1.3286165446218796E+000,1.5556991491393941E+000,5.0291095718894381E+000,7.5120387307932357E-001,-5.3291402980746860E-002
2.181,1.5722145737020747E+000,1.0000000000000000E+000,1.3598960578366137E+000,1.5722145737020747E+000,5.1193118126028665E+000,7.5268003391324190E-001,-6.6854505875590720E-002
2.201,1.5885011200647008E+000,1.0000000000000000E+000,1.3915036016950295E+000,1.5885011200647008E+000,5.2110049187533436E+000,7.5390034938096662E-001,-8.0700421302767444E-002
2.221,1.6045522738258786E+000,1.0000000000000000E+000,1.4234345333343492E+000,1.6045522738258786E+000,5.3042236972021879E+000,7.5486343602364248E-001,-9.4825401778593443E-002
2.241,1.6203616147381159E+000,1.0000000000000000E+000,1.4556840805409939E+000,1.6203616147381159E+000,5.3990037886120712E+000,7.5556803099961212E-001,-1.0922555273889167E-001
2.261,1.6359228192758366E+000,1.0000000000000000E+000,1.4882473436594059E+000,1.6359228192758366E+000,5.4953816823629689E+000,7.5601299223847607E-001,-1.2389683479888436E-001
2.281,1.6512296631647054E+000,1.0000000000000000E+000,1.5211192975518459E+000,1.6512296631647054E+000,5.5933947317179467E+000,7.5619729855379791E-001,-1.3883506605710927E-001
2.301,1.6662760238712553E+000,1.0000000000000000E+000,1.5542947936083809E+000,1.6662760238712553E+000,5.6930811692446168E+000,7.5612004971427060E-001,-1.5403592444271363E-001
2.321,1.6810558830518187E+000,1.0000000000000000E+000,1.5877685618062589E+000,1.6810558830518187E+000,5.7944801224982427E+000,7.5578046647318109E-001,-1.6949495010545623E-001
2.341,1.6955633289597862E+000,1.0000000000000000E+000,1.6215352128178488E+000,1.6955633289597862E+000,5.8976316299726088E+000,7.5517789055603024E-001,-1.8520754784772531E-001
2.361,1.7097925588102243E+000,1.0000000000000000E+000,1.6555892401662988E+000,1.7097925588102243E+000,6.0025766573249211E+000,7.5431178460618176E-001,-2.0116898959786034E-001
2.381,1.7237378811009134E+000,1.0000000000000000E+000,1.6899250224280542E+000,1.7237378811009134E+000,6.1093571138811331E+000,7.5318173208843553E-001,-2.1737441692404191E-001
2.401,1.7373937178888725E+000,1.0000000000000000E+000,1.7245368254813516E+000,1.7373937178888725E+000,6.2180158694282710E+000,7.5178743715043972E-001,-2.3381884358799254E-001
2.421,1.7507546070214617E+000,1.0000000000000000E+000,1.7594188047997907E+000,1.7507546070214617E+000,6.3285967713004423E+000,7.5012872444187428E-001,-2.5049715813771256E-001
2.441,1.7638152043211706E+000,1.0000000000000000E+000,1.7945650077900683E+000,1.7638152043211706E+000,6.4411446617654047E+000,7.4820553889135910E-001,-2.6740412653845191E-001
2.461,1.7765702857232186E+000,1.0000000000000000E+000,1.8299693761729348E+000,1.7765702857232186E+000,6.5557053957187046E+000,7.4601794544105882E-001,-2.8453439484110066E-001
2.481,1.7890147493651103E+000,1.0000000000000000E+000,1.8656257484064258E+000,1.7890147493651103E+000,6.6723258586925569E+000,7.4356612873897432E-001,-3.0188249188716143E-001
2.501,1.8011436176273130E+000,1.0000000000000000E+000,1.9015278621503970E+000,1.8011436176273130E+000,6.7910539851868119E+000,7.4085039278893305E-001,-3.1944283204944657E-001
2.521,1.8129520391242375E+000,1.0000000000000000E+000,1.9376693567713761E+000,1.8129520391242375E+000,6.9119387773295031E+000,7.3787116055830626E-001,-3.3720971800762489E-001
2.541,1.8244352906447292E+000,1.0000000000000000E+000,1.9740437758867317E+000,1.8244352906447292E+000,7.0350303238746514E+000,7.3462897354350243E-001,-3.5517734355772379E-001
2.561,1.8355887790412873E+000,1.0000000000000000E+000,2.0106445699471402E+000,1.8355887790412873E+000,7.1603798195451631E+000,7.3112449129330492E-001,-3.7333979645467685E-001
2.581,1.8464080430672645E+000,1.0000000000000000E+000,2.0474650988563190E+000,1.8464080430672645E+000,7.2880395847288408E+000,7.2735849089013915E-001,-3.9169106128698572E-001
2.601,1.8568887551613054E+000,1.0000000000000000E+000,2.0844986346269745E+000,1.8568887551613054E+000,7.4180630855356959E+000,7.2333186638937652E-001,-4.1022502238255198E-001
2.621,1.8670267231783135E+000,1.0000000000000000E+000,2.1217383640719096E+000,1.8670267231783135E+000,7.5505049542249294E+000,7.1904562821679774E-001,-4.2893546674471750E-001
2.641,1.8768178920662530E+000,1.0000000000000000E+000,2.1591773915292065E+000,1.8768178920662530E+000,7.6854210100101472E+000,7.1450090252436027E-001,-4.4781608701753184E-001
2.661,1.8862583454881159E+000,1.0000000000000000E+000,2.1968087416203992E+000,1.8862583454881159E+000,7.8228682802515461E+000,7.0969893050443000E-001,-4.6686048447925510E-001
2.681,1.8953443073884044E+000,1.0000000000000000E+000,2.2346253620405325E+000,1.8953443073884044E+000,7.9629050220439961E+000,7.0464106766265822E-001,-4.8606217206308733E-001
2.701,1.9040721435035028E+000,1.0000000000000000E+000,2.2726201263789907E+000,1.9040721435035028E+000,8.1055907442101578E+000,6.9932878304970225E-001,-5.0541457740409779E-001
