"time","Out1","Out2","Out3[1]","Out3[2]","Out4","Out5","Out6"
5.56,2.5029842171518174E-001,0.0000000000000000E+000,6.2217760558725290E+000,2.5029842171518174E-001,1.2920564456751080E+002,-7.0381444317029496E-001,-1.6579273080557706E+000
5.58,2.3721371833550250E-001,0.0000000000000000E+000,6.2266506730901963E+000,2.3721371833550250E-001,1.3183104882667485E+002,-7.0283220917740663E-001,-1.6428781366903147E+000
5.6,2.2443411929814144E-001,0.0000000000000000E+000,6.2312666386619133E+000,2.2443411929814144E-001,1.3450975103352761E+002,-7.0156734264584275E-001,-1.6275688045898258E+000
5.62,2.1196473627232112E-001,0.0000000000000000E+000,6.2356301059963331E+000,2.1196473627232112E-001,1.3724282166280545E+002,-7.0002037938606876E-001,-1.6120054950444573E+000
5.64,1.9981055684499563E-001,0.0000000000000000E+000,6.2397473294980381E+000,1.9981055684499563E-001,1.4003135271225122E+002,-6.9819196745180234E-001,-1.5961944917485993E+000
5.66,1.8797644252588233E-001,0.0000000000000000E+000,6.2436246620658604E+000,1.8797644252588233E-001,1.4287645813993439E+002,-6.9608286689251653E-001,-1.5801421763109142E+000
5.68,1.7646712680292281E-001,0.0000000000000000E+000,6.2472685525518070E+000,1.7646712680292281E-001,1.4577927431044583E+002,-6.9369394946091412E-001,-1.5638550257247499E+000
5.7,1.6528721324895074E-001,0.0000000000000000E+000,6.2506855431816044E+000,1.6528721324895074E-001,1.4874096045014494E+002,-6.9102619827549472E-001,-1.5473396097999390E+000
5.72,1.5444117368032417E-001,0.0000000000000000E+000,6.2538822669378966E+000,1.5444117368032417E-001,1.5176269911164093E+002,-6.8808070743835414E-001,-1.5306025885570311E+000
5.74,1.4393334636825864E-001,0.0000000000000000E+000,6.2568654449071408E+000,1.4393334636825864E-001,1.5484569664769413E+002,-6.8485868160837349E-001,-1.5136507095850043E+000
5.76,1.3376793430357645E-001,0.0000000000000000E+000,6.2596418835912608E+000,1.3376793430357645E-001,1.5799118369472623E+002,-6.8136143552997275E-001,-1.4964908053635209E+000
5.78,1.2394900351556649E-001,0.0000000000000000E+000,6.2622184721851406E+000,1.2394900351556649E-001,1.6120041566613270E+002,-6.7759039351762174E-001,-1.4791297905508087E+000
5.8,1.1448048144562661E-001,0.0000000000000000E+000,6.2646021798210310E+000,1.1448048144562661E-001,1.6447467325559407E+002,-6.7354708889631854E-001,-1.4615746592382624E+000
5.82,1.0536615537633952E-001,0.0000000000000000E+000,6.2668000527809991E+000,1.0536615537633952E-001,1.6781526295058706E+002,-6.6923316339826378E-001,-1.4438324821728661E+000
5.84,9.6609670916610185E-002,0.0000000000000000E+000,6.2688192116785011E+000,9.6609670916610185E-002,1.7122351755630058E+002,-6.6465036651597598E-001,-1.4259104039485611E+000
5.86,8.8214530543470948E-002,0.0000000000000000E+000,6.2706668486102357E+000,8.8214530543470948E-002,1.7470079673016562E+002,-6.5980055481210942E-001,-1.4078156401676889E+000
5.88,8.0184092201137341E-002,0.0000000000000000E+000,6.2723502242794034E+000,8.0184092201137341E-002,1.7824848752721203E+002,-6.5468569118625697E-001,-1.3895554745736503E+000
5.9,7.2521567957875219E-002,0.0000000000000000E+000,6.2738766650915174E+000,7.2521567957875219E-002,1.8186800495647012E+002,-6.4930784409903186E-001,-1.3711372561559378E+000
5.92,6.5230022721216266E-002,0.0000000000000000E+000,6.2752535602239430E+000,6.5230022721216266E-002,1.8556079254863891E+002,-6.4366918675374507E-001,-1.3525683962287052E+000
5.94,5.8312373012035824E-002,0.0000000000000000E+000,6.2764883586703215E+000,5.8312373012035824E-002,1.8932832293524714E+002,-6.3777199623600767E-001,-1.3338563654840501E+000
5.96,5.1771385797983481E-002,0.0000000000000000E+000,6.2775885662610760E+000,5.1771385797983481E-002,1.9317209843953864E+002,-6.3161865261160610E-001,-1.3150086910211944E+000
5.98,4.5609677386732841E-002,0.0000000000000000E+000,6.2785617426611751E+000,4.5609677386732841E-002,1.9709365167931711E+002,-6.2521163798301582E-001,-1.2960329533527633E+000
6,3.9829712379493405E-002,0.0000000000000000E+000,6.2794154983463724E+000,3.9829712379493405E-002,2.0109454618199089E+002,-6.1855353550493164E-001,-1.2769367833893555E+000
6.02,3.4433802685202887E-002,0.0000000000000000E+000,6.2801574915591134E+000,3.4433802685202887E-002,2.0517637701206309E+002,-6.1164702835921514E-001,-1.2577278594036319E+000
6.04,2.9424106595794506E-002,0.0000000000000000E+000,6.2807954252453433E+000,2.9424106595794506E-002,2.0934077141131723E+002,-6.0449489868966899E-001,-1.2384139039751312E+000
6.06,2.4802627922908951E-002,0.0000000000000000E+000,6.2813370439734291E+000,2.4802627922908951E-002,2.1358938945195339E+002,-5.9710002649707083E-001,-1.2190026809170491E+000
6.08,2.0571215196396504E-002,0.0000000000000000E+000,6.2817901308364394E+000,2.0571215196396504E-002,2.1792392470293541E+002,-5.8946538849490848E-001,-1.1995019921862120E+000
6.1,1.6731560924929667E-002,0.0000000000000000E+000,6.2821625043390066E+000,1.6731560924929667E-002,2.2234610490981498E+002,-5.8159405692628041E-001,-1.1799196747774892E+000
6.12,1.3285200919022336E-002,0.0000000000000000E+000,6.2824620152700312E+000,1.3285200919022336E-002,2.2685769268830310E+002,-5.7348919834243550E-001,-1.1602635976038917E+000
6.14,1.0233513676726005E-002,0.0000000000000000E+000,6.2826965435624702E+000,1.0233513676726005E-002,2.3146048623186584E+002,-5.6515407234344395E-001,-1.1405416583636123E+000
6.16,7.5777198322489869E-003,0.0000000000000000E+000,6.2828739951414718E+000,7.5777198322489869E-003,2.3615632003362634E+002,-5.5659203028150750E-001,-1.1207617803952625E+000
6.18,5.3188816677189436E-003,0.0000000000000000E+000,6.2830022987621073E+000,5.3188816677189436E-003,2.4094706562286029E+002,-5.4780651392742807E-001,-1.1009319095225736E+000
6.2,3.4579026882842544E-003,0.0000000000000000E+000,6.2830894028379758E+000,3.4579026882842544E-003,2.4583463231637941E+002,-5.3880105410077339E-001,-1.0810600108898294E+000
6.22,1.9955272607239715E-003,0.0000000000000000E+000,6.2831432722619454E+000,1.9955272607239715E-003,2.5082096798510139E+002,-5.2957926926428789E-001,-1.0611540657892982E+000
6.24,9.3234031571103981E-004,0.0000000000000000E+000,6.2831718852203009E+000,9.3234031571103981E-004,2.5590805983611239E+002,-5.2014486408311611E-001,-1.0412220684819418E+000
6.26,2.6876711384782765E-004,0.0000000000000000E+000,6.2831832300015780E+000,2.6876711384782765E-004,2.6109793521053365E+002,-5.1050162794941567E-001,-1.0212720230126775E+000
6.28,5.0730755675555466E-006,0.0000000000000000E+000,6.2831853018013515E+000,5.0730755675555466E-006,2.6639266239751009E+002,-5.0065343347295366E-001,-1.0013119400214732E+000
6.3,1.4136367496966201E-004,2.8673809566260396E-004,6.2831860995242668E+000,1.4136367496966201E-004,2.7179435146464533E+002,-4.9060423493829186E-001,-9.8134983355155170E-001
6.32,6.7758439763156999E-004,1.3591795409864198E-003,6.2831936225845819E+000,6.7758439763156999E-004,2.7730515510521423E+002,-4.8035806672918152E-001,-9.6139371785599292E-001
6.34,1.6135207624137290E-003,3.2310522705507375E-003,6.2832158677065104E+000,1.6135207624137290E-003,2.8292726950249050E+002,-4.6991904172079874E-001,-9.4145160420400953E-001
6.36,2.9487984072492112E-003,5.9016075602217020E-003,6.2832608257256375E+000,2.9487984072492112E-003,2.8866293521153341E+002,-4.5929134964046747E-001,-9.2153149768818254E-001
6.38,4.6828832388835472E-003,9.3697772234903748E-003,6.2833364783926902E+000,4.6828832388835472E-003,2.9451443805878597E+002,-4.4847925539752714E-001,-9.0164139403393606E-001
6.4,6.8150816465049058E-003,1.3634174038733092E-002,6.2834507951809488E+000,6.8150816465049058E-003,3.0048411005984235E+002,-4.3748709738301572E-001,-8.8178927641253457E-001
6.42,9.3445407791791727E-003,1.8693092304081626E-002,6.2836117300985581E+000,9.3445407791791727E-003,3.0657433035574979E+002,-4.2631928573985028E-001,-8.6198311225887803E-001
6.44,1.2270248886978939E-002,2.4544508519681159E-002,6.2838272185070352E+000,1.2270248886978939E-002,3.1278752616822004E+002,-4.1498030060419933E-001,-8.4223085009537590E-001
6.46,1.5591035725670027E-002,3.1186082197063335E-002,6.2841051739472249E+000,1.5591035725670027E-002,3.1912617377412886E+002,-4.0347469031875244E-001,-8.2254041636317321E-001
6.48,1.9305573024793507E-002,3.8615156795310294E-002,6.2844534849739953E+000,1.9305573024793507E-002,3.2559279949969329E+002,-3.9180706961860390E-001,-8.0291971226199965E-001
6.5,2.3412375018956252E-002,4.6828760783635785E-002,6.2848800120009161E+000,2.3412375018956252E-002,3.3218998073472244E+002,-3.7998211779047819E-001,-7.8337661059991093E-001
6.52,2.7909799042117208E-002,5.5823608829957697E-002,6.2853925841562006E+000,2.7909799042117208E-002,3.3892034696734623E+002,-3.6800457680603532E-001,-7.6391895265418630E-001
6.54,3.2796046184631986E-002,6.5596103114987245E-002,6.2859989961511573E+000,3.2796046184631986E-002,3.4578658083963427E+002,-3.5587924943000515E-001,-7.4455454504464069E-001
6.56,3.8069162012792652E-002,7.6142334771308579E-002,6.2867070051624108E+000,3.8069162012792652E-002,3.5279141922452573E+002,-3.4361099730390876E-001,-7.2529115662060861E-001
6.58,4.3727037350575239E-002,8.7458085446873751E-002,6.2875243277291339E+000,4.3727037350575239E-002,3.5993765432449982E+002,-3.3120473900613578E-001,-7.0613651536284527E-001
6.6,4.9767409123281939E-002,9.9538828992287151E-002,6.2884586366665340E+000,4.9767409123281939E-002,3.6722813479242399E+002,-3.1866544808915526E-001,-6.8709830530159088E-001
6.62,5.6187861262740904E-002,1.1237973327120508E-001,6.2895175579968310E+000,5.6187861262740904E-002,3.7466576687502743E+002,-3.0599815109464690E-001,-6.6818416345203324E-001
6.64,6.2985825673701229E-002,1.2597566209312572E-001,6.2907086678989472E+000,6.2985825673701229E-002,3.8225351557945498E+002,-2.9320792554734859E-001,-6.4940167676839700E-001
6.66,7.0158583261036855E-002,1.4032117726779697E-001,6.2920394896781406E+000,7.0158583261036855E-002,3.8999440586336766E+002,-2.8029989792842425E-001,-6.3075837911788390E-001
6.68,7.7703265017348325E-002,1.5541054078041991E-001,6.2935174907567797E+000,7.7703265017348325E-002,3.9789152384906242E+002,-2.6727924162916444E-001,-6.1226174827567581E-001
6.7,8.5616853170527543E-002,1.7123771708677835E-001,6.2951500796874766E+000,8.5616853170527543E-002,4.0594801806209705E+002,-2.5415117488583994E-001,-5.9391920294220601E-001
6.72,9.3896182390826338E-002,1.8779637552737594E-001,6.2969446031897647E+000,9.3896182390826338E-002,4.1416710069491251E+002,-2.4092095869653593E-001,-5.7573809978389667E-001
6.74,1.0253794105694618E-001,2.0507989285961561E-001,6.2989083432115054E+000,1.0253794105694618E-001,4.2255204889595751E+002,-2.2759389472080155E-001,-5.5772573049854779E-001
6.76,1.1153867258064253E-001,2.2308135590700831E-001,6.3010485140162107E+000,1.1153867258064253E-001,4.3110620608482913E+002,-2.1417532316295668E-001,-5.3988931890655434E-001
6.78,1.2089477678931405E-001,2.4179356432435137E-001,6.3033722592974302E+000,1.2089477678931405E-001,4.3983298329395325E+002,-2.0067062063990412E-001,-5.2223601806912079E-001
6.8,1.3060251136602369E-001,2.6120903347777064E-001,6.3058866493213710E+000,1.3060251136602369E-001,4.4873586053734061E+002,-1.8708519803430157E-001,-5.0477290743462533E-001
6.82,1.4065799334637549E-001,2.8131999743847425E-001,6.3085986780988854E+000,1.4065799334637549E-001,4.5781838820696339E+002,-1.7342449833395343E-001,-4.8750699001428088E-001
6.84,1.5105720067164860E-001,3.0211841208902046E-001,6.3115152605879592E+000,1.5105720067164860E-001,4.6708418849731038E+002,-1.5969399445828839E-001,-4.7044518958822390E-001
6.86,1.6179597379756716E-001,3.2359595834085758E-001,6.3146432299278210E+000,1.6179597379756716E-001,4.7653695685868769E+002,-1.4589918707279340E-001,-4.5359434794315245E-001
6.88,1.7287001735806257E-001,3.4574404546184839E-001,6.3179893347057776E+000,1.7287001735806257E-001,4.8618046347984483E+002,-1.3204560239227978E-001,-4.3696122214262056E-001
6.9,1.8427490188336251E-001,3.6855381451244829E-001,6.3215602362578691E+000,1.8427490188336251E-001,4.9601855480051830E+002,-1.1813878997386131E-001,-4.2055248183108362E-001
6.92,1.9600606557172001E-001,3.9201614188916328E-001,6.3253625060044225E+000,1.9600606557172001E-001,5.0605515505449478E+002,-1.0418432050052880E-001,-4.0437470657277613E-001
6.94,2.0805881611407315E-001,4.1612164297386955E-001,6.3294026228215721E+000,2.0805881611407315E-001,5.1629426784381008E+002,-9.0187783556208503E-002,-3.8843438322648871E-001
6.96,2.2042833257090622E-001,4.4086067588753569E-001,6.3336869704497962E+000,2.2042833257090622E-001,5.2673997774471184E+002,-7.6154785393196187E-002,-3.7273790335729717E-001
6.98,2.3310966730056110E-001,4.6622334534684545E-001,6.3382218349405033E+000,2.3310966730056110E-001,5.3739645194602599E+002,-6.2090946692860673E-002,-3.5729156068628104E-001
7,2.4609774793822820E-001,4.9219950662217965E-001,6.3430134021416986E+000,2.4609774793822820E-001,5.4826794192058139E+002,-4.8001900320513984E-002,-3.4210154857925479E-001
7.02,2.5938737942482454E-001,5.1877876959537239E-001,6.3480677552237257E+000,2.5938737942482454E-001,5.5935878513035868E+002,-3.3893289075347423E-002,-3.2717395757551804E-001
7.04,2.7297324608494822E-001,5.4595050291561975E-001,6.3533908722460781E+000,2.7297324608494822E-001,5.7067340676604431E+002,-1.9770763436334590E-002,-3.1251477295761604E-001
7.06,2.8684991375307761E-001,5.7370383825187854E-001,6.3589886237662583E+000,2.8684991375307761E-001,5.8221632152168274E+002,-5.6399793050042812E-003,-2.9812987236308480E-001
7.08,3.0101183194716524E-001,6.0202767464005380E-001,6.3648667704916315E+000,3.0101183194716524E-001,5.9399213540513631E+002,8.4934042540128155E-003,-2.8402502343913827E-001
7.1,3.1545333608875653E-001,6.3091068292323638E-001,6.3710309609752169E+000,3.1545333608875653E-001,6.0600554758507394E+002,2.2623727273758630E-002,-2.7020588154123798E-001
7.12,3.3016864976874571E-001,6.6034131028321474E-001,6.3774867293563480E+000,3.3016864976874571E-001,6.1826135227522650E+002,3.6745331146138191E-002,-2.5667798747646797E-001
7.14,3.4515188705786232E-001,6.9030778486144795E-001,6.3842394931470841E+000,3.4515188705786232E-001,6.3076444065666021E+002,5.0852560882620364E-002,-2.4344676529262027E-001
7.16,3.6039705486096452E-001,7.2079812046765235E-001,6.3912945510652808E+000,3.6039705486096452E-001,6.4351980283883563E+002,6.4939767373543733E-002,-2.3051752011387577E-001
7.18,3.7589805531419729E-001,7.5180012137411789E-001,6.3986570809151750E+000,3.7589805531419729E-001,6.5653252986023415E+002,7.9001309645122642E-002,-2.1789543602395073E-001
7.2,3.9164868822405663E-001,7.8330138719383657E-001,6.4063321375163289E+000,3.9164868822405663E-001,6.6980781572935177E+002,9.3031557113249869E-002,-2.0558557399755559E-001
7.22,4.0764265354738421E-001,8.1528931784049175E-001,6.4143246506817722E+000,4.0764265354738421E-001,6.8335095950687355E+002,1.0702489183319319E-001,-1.9359286988099650E-001
7.24,4.2387355391130072E-001,8.4775111856832475E-001,6.4226394232461406E+000,4.2387355391130072E-001,6.9716736742986006E+002,1.2097571074428523E-001,-1.8192213242272889E-001
7.26,4.4033489717206969E-001,8.8067380508986270E-001,6.4312811291446073E+000,4.4033489717206969E-001,7.1126255507879432E+002,1.3487842790870752E-001,-1.7057804135465326E-001
7.28,4.5702009901186846E-001,9.1404420876946024E-001,6.4402543115433710E+000,4.5702009901186846E-001,7.2564214958835385E+002,1.4872747674347259E-001,-1.5956514552492190E-001
7.3,4.7392248557242755E-001,9.4784898189057842E-001,6.4495633810224504E+000,4.7392248557242755E-001,7.4031189190279031E+002,1.6251731224471033E-001,-1.4888786108300550E-001
7.32,4.9103529612448482E-001,9.8207460299469296E-001,6.4592126138115100E+000,4.9103529612448482E-001,7.5527763907681742E+002,1.7624241320336786E-001,-1.3855046971774770E-001
7.34,5.0835168577198730E-001,1.0000000000000000E+000,6.4692061500794251E+000,5.0835168577198730E-001,7.7054536662292537E+002,1.8989728441143602E-001,-1.2855711694911379E-001
7.36,5.2586472818995811E-001,1.0000000000000000E+000,6.4795479922782713E+000,5.2586472818995811E-001,7.8612117090605943E+002,2.0347645885781898E-001,-1.1891181047431856E-001
7.38,5.4356741839493405E-001,1.0000000000000000E+000,6.4902420035423951E+000,5.4356741839493405E-001,8.0201127158661870E+002,2.1697449991296783E-001,-1.0961841856899682E-001
7.4,5.6145267554686595E-001,1.0000000000000000E+000,6.5012919061432131E+000,5.6145267554686595E-001,8.1822201411274966E+002,2.3038600350140348E-001,-1.0068066854405738E-001
7.42,5.7951334578135993E-001,1.0000000000000000E+000,6.5127012800003516E+000,5.7951334578135993E-001,8.3475987226293182E+002,2.4370560026125923E-001,-9.2102145258839835E-002
7.44,5.9774220507112785E-001,1.0000000000000000E+000,6.5244735612497271E+000,5.9774220507112785E-001,8.5163145073986800E+002,2.5692795768997806E-001,-8.3886289691170179E-002
7.46,6.1613196211550214E-001,1.0000000000000000E+000,6.5366120408691399E+000,6.1613196211550214E-001,8.6884348781671804E+002,2.7004778227530590E-001,-7.6036397564888725E-002
7.48,6.3467526125685847E-001,1.0000000000000000E+000,6.5491198633619216E+000,6.3467526125685847E-001,8.8640285803673009E+002,2.8305982161072779E-001,-6.8555618035401278E-002
7.5,6.5336468542278103E-001,1.0000000000000000E+000,6.5620000254991817E+000,6.5336468542278103E-001,9.0431657496734954E+002,2.9595886649449960E-001,-6.1446952433780233E-002
7.52,6.7219275909279241E-001,1.0000000000000000E+000,6.5752553751211353E+000,6.7219275909279241E-001,9.2259179400990467E+002,3.0873975301143541E-001,-5.4713253069919920E-002
7.54,6.9115195128846230E-001,1.0000000000000000E+000,6.5888886099980066E+000,6.9115195128846230E-001,9.4123581526599219E+002,3.2139736459661722E-001,-4.8357222095226193E-002
7.56,7.1023467858569822E-001,1.0000000000000000E+000,6.6029022767509558E+000,7.1023467858569822E-001,9.6025608646170588E+002,3.3392663408020007E-001,-4.2381410425296473E-002
7.58,7.2943330814801421E-001,1.0000000000000000E+000,6.6172987698334635E+000,7.2943330814801421E-001,9.7966020593087853E+002,3.4632254571249477E-001,-3.6788216723023071E-002
7.6,7.4874016077956373E-001,1.0000000000000000E+000,6.6320803305735856E+000,7.4874016077956373E-001,9.9945592565852735E+002,3.5858013716851755E-001,-3.1579886442527016E-002
7.62,7.6814751399671544E-001,1.0000000000000000E+000,6.6472490462774481E+000,7.6814751399671544E-001,1.0196511543857189E+003,3.7069450153120337E-001,-2.6758510934307145E-002
7.64,7.8764760511694376E-001,1.0000000000000000E+000,6.6628068493943520E+000,7.8764760511694376E-001,1.0402539607770952E+003,3.8266078925248964E-001,-2.2326026611962924E-002
7.66,8.0723263436379833E-001,1.0000000000000000E+000,6.6787555167438226E+000,8.0723263436379833E-001,1.0612725766523249E+003,3.9447421009148542E-001,-1.8284214180825931E-002
7.68,8.2689476798671058E-001,1.0000000000000000E+000,6.6950966688049043E+000,8.2689476798671058E-001,1.0827154002827708E+003,4.0613003502894951E-001,-1.4634697928810059E-002
7.7,8.4662614139438974E-001,1.0000000000000000E+000,6.7118317690679872E+000,8.4662614139438974E-001,1.1045909997546919E+003,4.1762359815731182E-001,-1.1378945079764557E-002
7.72,8.6641886230055409E-001,1.0000000000000000E+000,6.7289621234494348E+000,8.6641886230055409E-001,1.1269081164003237E+003,4.2895029854548083E-001,-8.5182652095909250E-003
7.74,8.8626501388074075E-001,1.0000000000000000E+000,6.7464888797692337E+000,8.8626501388074075E-001,1.1496756682982059E+003,4.4010560207769106E-001,-6.0538097253571288E-003
7.76,9.0615665793892930E-001,1.0000000000000000E+000,6.7644130272918792E+000,9.0615665793892930E-001,1.1729027538441585E+003,4.5108504326565418E-001,-3.9865714076194325E-003
7.78,9.2608583808271494E-001,1.0000000000000000E+000,6.7827353963306853E+000,9.2608583808271494E-001,1.1965986553943326E+003,4.6188422703328852E-001,-2.3173840161363479E-003
7.8,9.4604458290575899E-001,1.0000000000000000E+000,6.8014566579156668E+000,9.4604458290575899E-001,1.2207728429817905E+003,4.7249883047331254E-001,-1.0469219591323631E-003
7.82,9.6602490917624528E-001,1.0000000000000000E+000,6.8205773235251410E+000,9.6602490917624528E-001,1.2454349781081016E+003,4.8292460457499875E-001,-1.7570002624622827E-004
7.84,9.8601882503006644E-001,1.0000000000000000E+000,6.8400977448811409E+000,9.8601882503006644E-001,1.2705949176114702E+003,4.9315737592239722E-001,2.9592681472956350E-004
7.86,1.0060183331674628E+000,1.0000000000000000E+000,6.8600181138087288E+000,1.0060183331674628E+000,1.2962627176129388E+003,5.0319304836234791E-001,3.6776355723444620E-004
7.88,1.0260154340518362E+000,1.0000000000000000E+000,6.8803384621592718E+000,1.0260154340518362E+000,1.3224486375422459E+003,5.1302760464161490E-001,3.9775231395089428E-005
7.9,1.0460021291094572E+000,1.0000000000000000E+000,6.9010586617977019E+000,1.0460021291094572E+000,1.3491631442449470E+003,5.2265710801248688E-001,-6.8791308448190591E-004
7.92,1.0659704239287886E+000,1.0000000000000000E+000,6.9221784246537652E+000,1.0659704239287886E+000,1.3764169161724408E+003,5.3207770380620145E-001,-1.8150163163840327E-003
7.94,1.0859123314581429E+000,1.0000000000000000E+000,6.9436973028372497E+000,1.0859123314581429E+000,1.4042208476565725E+003,5.4128562097356236E-001,-3.3410895110164152E-003
7.96,1.1058198752003969E+000,1.0000000000000000E+000,6.9656146888171335E+000,1.1058198752003969E+000,1.4325860532705296E+003,5.5027717359213457E-001,-5.2655280161260087E-003
7.98,1.1256850924034840E+000,1.0000000000000000E+000,6.9879298156645895E+000,1.1256850924034840E+000,1.4615238722777649E+003,5.5904876233941259E-001,-7.5875677246571849E-003
8,1.1455000372453892E+000,1.0000000000000000E+000,7.0106417573597462E+000,1.1455000372453892E+000,1.4910458731707313E+003,5.6759687593137309E-001,-1.0306285382641334E-002
8.02,1.1652567840123713E+000,1.0000000000000000E+000,7.0337494291620848E+000,1.1652567840123713E+000,1.5211638583012411E+003,5.7591809252583548E-001,-1.3420598960698693E-002
8.04,1.1849474302691434E+000,1.0000000000000000E+000,7.0572515880443190E+000,1.1849474302691434E+000,1.5518898686042994E+003,5.8400908109006844E-001,-1.6929268089004856E-002
8.06,1.2045641000197413E+000,1.0000000000000000E+000,7.0811468331895915E+000,1.2045641000197413E+000,1.5832361884173029E+003,5.9186660273209635E-001,-2.0830894555546986E-002
8.08,1.2240989468578169E+000,1.0000000000000000E+000,7.1054336065517800E+000,1.2240989468578169E+000,1.6152153503965269E+003,5.9948751199517036E-001,-2.5123922867474335E-002
8.1,1.2435441571050958E+000,1.0000000000000000E+000,7.1301101934786955E+000,1.2435441571050958E+000,1.6478401405328714E+003,6.0686875811488872E-001,-2.9806640875316592E-002
8.12,1.2628919529367453E+000,1.0000000000000000E+000,7.1551747233979199E+000,1.2628919529367453E+000,1.6811236032688660E+003,6.1400738623846052E-001,-3.4877180459822688E-002
8.14,1.2821345954924002E+000,1.0000000000000000E+000,7.1806251705650137E+000,1.2821345954924002E+000,1.7150790467189840E+003,6.2090053860562600E-001,-4.0333518281146397E-002
8.16,1.3012643879716030E+000,1.0000000000000000E+000,7.2064593548737799E+000,1.3012643879716030E+000,1.7497200479953508E+003,6.2754545569076159E-001,-4.6173476590077978E-002
8.18,1.3202736787124227E+000,1.0000000000000000E+000,7.2326749427282850E+000,1.3202736787124227E+000,1.7850604586409738E+003,6.3393947730570999E-001,-5.2394724101000656E-002
8.2,1.3391548642520166E+000,1.0000000000000000E+000,7.2592694479762585E+000,1.3391548642520166E+000,1.8211144101726743E+003,6.4008004366289639E-001,-5.8994776926221792E-002
8.22,1.3579003923679147E+000,1.0000000000000000E+000,7.2862402329035287E+000,1.3579003923679147E+000,1.8578963197359265E+003,6.4596469639830345E-001,-6.5970999571305811E-002
8.24,1.3765027650988080E+000,1.0000000000000000E+000,7.3135845092890657E+000,1.3765027650988080E+000,1.8954208958738745E+003,6.5159107955389650E-001,-7.3320605991012866E-002
8.26,1.3949545417436320E+000,1.0000000000000000E+000,7.3412993395202388E+000,1.3949545417436320E+000,1.9337031444128288E+003,6.5695694051910503E-001,-8.1040660705419931E-002
8.28,1.4132483418377495E+000,1.0000000000000000E+000,7.3693816377678178E+000,1.4132483418377495E+000,1.9727583744665981E+003,6.6206013093098393E-001,-8.9128079975779539E-002
8.3,1.4313768481050368E+000,1.0000000000000000E+000,7.3978281712202669E+000,1.4313768481050368E+000,2.0126022045620546E+003,6.6689860753269414E-001,-9.7579633039646452E-002
8.32,1.4493328093846973E+000,1.0000000000000000E+000,7.4266355613768233E+000,1.4493328093846973E+000,2.0532505688883884E+003,6.7147043298995834E-001,-1.0639194340477853E-001
8.34,1.4671090435316287E+000,1.0000000000000000E+000,7.4558002853988556E+000,1.4671090435316287E+000,2.0947197236725442E+003,6.7577377666516569E-001,-1.1556149020129503E-001
8.36,1.4846984402891856E+000,1.0000000000000000E+000,7.4853186775189489E+000,1.4846984402891856E+000,2.1370262536833889E+003,6.7980691534881543E-001,-1.2508460959155232E-001
8.38,1.5020939641331870E+000,1.0000000000000000E+000,7.5151869305071655E+000,1.5020939641331870E+000,2.1801870788672209E+003,6.8356823394800514E-001,-1.3495749623717423E-001
8.4,1.5192886570860324E+000,1.0000000000000000E+000,7.5454010971938850E+000,1.5192886570860324E+000,2.2242194611172645E+003,6.8705622613169048E-001,-1.4517620482264892E-001
8.42,1.5362756414998004E+000,1.0000000000000000E+000,7.5759570920486210E+000,1.5362756414998004E+000,2.2691410111798596E+003,6.9026949493245593E-001,-1.5573665163488604E-001
8.44,1.5530481228072157E+000,1.0000000000000000E+000,7.6068506928141755E+000,1.5530481228072157E+000,2.3149696957001111E+003,6.9320675330455606E-001,-1.6663461619810094E-001
8.46,1.5695993922393852E+000,1.0000000000000000E+000,7.6380775421954876E+000,1.5695993922393852E+000,2.3617238444098184E+003,6.9586682463800442E-001,-1.7786574296337376E-001
8.48,1.5859228295092167E+000,1.0000000000000000E+000,7.6696331496024950E+000,1.5859228295092167E+000,2.4094221574605476E+003,6.9824864322850322E-001,-1.8942554305220771E-001
8.5,1.6020119054594453E+000,1.0000000000000000E+000,7.7015128929463073E+000,1.6020119054594453E+000,2.4580837129047959E+003,7.0035125470302650E-001,-2.0130939605338971E-001
8.52,1.6178601846742091E+000,1.0000000000000000E+000,7.7337120204879817E+000,1.6178601846742091E+000,2.5077279743282284E+003,7.0217381640088605E-001,-2.1351255187243445E-001
8.54,1.6334613280531296E+000,1.0000000000000000E+000,7.7662256527391547E+000,1.6334613280531296E+000,2.5583747986360454E+003,7.0371559771012593E-001,-2.2603013263287530E-001
8.56,1.6488090953468679E+000,1.0000000000000000E+000,7.7990487844137704E+000,1.6488090953468679E+000,2.6100444439965904E+003,7.0497598035911357E-001,-2.3885713462863822E-001
8.58,1.6638973476531405E+000,1.0000000000000000E+000,7.8321762864301334E+000,1.6638973476531405E+000,2.6627575779453828E+003,7.0595445866320816E-001,-2.5198843032672169E-001
8.6,1.6787200498721990E+000,1.0000000000000000E+000,7.8656029079624679E+000,1.6787200498721990E+000,2.7165352856528093E+003,7.0665063972640796E-001,-2.6541877041938056E-001
8.62,1.6932712731207893E+000,1.0000000000000000E+000,7.8993232785411802E+000,1.6932712731207893E+000,2.7713990783587892E+003,7.0706424359789688E-001,-2.7914278592499275E-001
8.64,1.7075451971036253E+000,1.0000000000000000E+000,7.9333319102009741E+000,1.7075451971036253E+000,2.8273709019777766E+003,7.0719510338342584E-001,-2.9315499033677095E-001
8.66,1.7215361124414306E+000,1.0000000000000000E+000,7.9676231996759661E+000,1.7215361124414306E+000,2.8844731458775518E+003,7.0704316531148470E-001,-3.0744978181845861E-001
