"time","outputs[1]","outputs[2]"
8.34,5.0000000000000000E+01,5.0862669005056603E+01
8.36,5.0000000000000000E+01,5.0801002273188260E+01
8.38,5.0000000000000000E+01,5.0739458757686862E+01
8.4,5.0000000000000000E+01,5.0678038212353272E+01
8.42,5.0000000000000000E+01,5.0616740391480846E+01
8.44,5.0000000000000000E+01,5.0555565049853783E+01
8.46,5.0000000000000000E+01,5.0494511942745930E+01
8.48,5.0000000000000000E+01,5.0433580825920558E+01
8.5,5.0000000000000000E+01,5.0372771455628708E+01
8.52,5.0000000000000000E+01,5.0312083588608289E+01
8.54,5.0000000000000000E+01,5.0251516982083672E+01
8.56,5.0000000000000000E+01,5.0191071393764105E+01
8.58,5.0000000000000000E+01,5.0130746581842857E+01
8.6,5.0000000000000000E+01,5.0070542304996650E+01
8.62,5.0000000000000000E+01,5.0010458322384295E+01
8.64,5.0000000000000000E+01,4.9950494393645556E+01
8.66,5.0000000000000000E+01,4.9890650278900637E+01
8.68,5.0000000000000000E+01,4.9830925738749215E+01
8.7,5.0000000000000000E+01,4.9771320534269023E+01
8.72,5.0000000000000000E+01,4.9711834427015390E+01
8.74,5.0000000000000000E+01,4.9652467179019993E+01
8.76,5.0000000000000000E+01,4.9593218552789835E+01
8.78,5.0000000000000000E+01,4.9534088311306959E+01
8.8,5.0000000000000000E+01,4.9475076218026459E+01
8.82,5.0000000000000000E+01,4.9416182036876364E+01
8.84,5.0000000000000000E+01,4.9357405532256166E+01
8.86,5.0000000000000000E+01,4.9298746469036359E+01
8.88,5.0000000000000000E+01,4.9240204612557307E+01
8.9,5.0000000000000000E+01,4.9181779728627816E+01
8.92,5.0000000000000000E+01,4.9123471583525031E+01
8.94,5.0000000000000000E+01,4.9065279943992948E+01
8.96,5.0000000000000000E+01,4.9007204577241566E+01
8.98,5.0000000000000000E+01,4.9101738470235091E+01
9,5.0000000000000000E+01,4.9222896304968856E+01
9.02,5.0000000000000000E+01,4.9343735730995547E+01
9.04,5.0000000000000000E+01,4.9464257649781075E+01
9.06,5.0000000000000000E+01,4.9584462959831285E+01
9.08,5.0000000000000000E+01,4.9704352556704123E+01
9.1,5.0000000000000000E+01,4.9823927333022198E+01
9.12,5.0000000000000000E+01,4.9943188178484831E+01
9.14,5.0000000000000000E+01,5.0062135979880736E+01
9.16,5.0000000000000000E+01,5.0180771621099723E+01
9.18,5.0000000000000000E+01,5.0299095983145378E+01
9.2,5.0000000000000000E+01,5.0417109944146318E+01
9.22,5.0000000000000000E+01,5.0534814379368868E+01
9.24,5.0000000000000000E+01,5.0652210161228709E+01
9.26,5.0000000000000000E+01,5.0769298159302764E+01
9.28,5.0000000000000000E+01,5.0886079240340678E+01
9.3,5.0000000000000000E+01,5.1002554268276924E+01
9.32,5.0000000000000000E+01,5.0940608031505917E+01
9.34,5.0000000000000000E+01,5.0878785569580714E+01
9.36,5.0000000000000000E+01,5.0817086635186570E+01
9.38,5.0000000000000000E+01,5.0755510981503164E+01
9.4,5.0000000000000000E+01,5.0694058362203066E+01
9.42,5.0000000000000000E+01,5.0632728531451164E+01
9.44,5.0000000000000000E+01,5.0571521243903419E+01
9.46,5.0000000000000000E+01,5.0510436254706235E+01
9.48,5.0000000000000000E+01,5.0449473319495041E+01
9.5,5.0000000000000000E+01,5.0388632194393665E+01
9.52,5.0000000000000000E+01,5.0327912636013309E+01
9.54,5.0000000000000000E+01,5.0267314401451245E+01
9.56,5.0000000000000000E+01,5.0206837248290071E+01
9.58,5.0000000000000000E+01,5.0146480934597264E+01
9.6,5.0000000000000000E+01,5.0086245218923011E+01
9.62,5.0000000000000000E+01,5.0026129860300443E+01
9.64,5.0000000000000000E+01,4.9966134618243984E+01
9.66,5.0000000000000000E+01,4.9906259252748782E+01
9.68,5.0000000000000000E+01,4.9846503524289062E+01
9.7,5.0000000000000000E+01,4.9786867193817898E+01
9.72,5.0000000000000000E+01,4.9727350022766245E+01
9.74,5.0000000000000000E+01,4.9667951773041409E+01
9.76,5.0000000000000000E+01,4.9608672207026416E+01
9.78,5.0000000000000000E+01,4.9549511087579504E+01
9.8,5.0000000000000000E+01,4.9490468178032188E+01
9.821,5.0000000000000000E+01,4.9428600087976690E+01
9.841,5.0000000000000000E+01,4.9369798770834507E+01
9.861,5.0000000000000000E+01,4.9311114944670635E+01
9.881,5.0000000000000000E+01,4.9252548374726246E+01
9.901,5.0000000000000000E+01,4.9194098826711468E+01
9.921,5.0000000000000000E+01,4.9135766066804877E+01
