"time","q@INJ01","volume@INJ01","maxTimeStep","tolerance","fixedh","errCtrl","writeLevel","extraDisconPrints","runStats","runType","theSolverType","fixedorder"
0.00314,-9.8415335877150146E-009,-5.1472223003284394E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00317,-9.8412262899190022E-009,-5.1964290403530424E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.0032,-9.8409329602046339E-009,-5.2456342753884368E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00324,-9.8406047102861563E-009,-5.3112392050866464E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00327,-9.8404161411840598E-009,-5.3604416381277742E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.0033,-9.8402694763268724E-009,-5.4096432664831895E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00333,-9.8401647157145956E-009,-5.4588443174173255E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00336,-9.8400809072247759E-009,-5.5080449030305236E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.0034,-9.8399621785308633E-009,-5.5736450278777187E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00343,-9.8398434498369475E-009,-5.6228445029804265E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00346,-9.8396758328573063E-009,-5.6720432240005998E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00349,-9.8394523435511170E-009,-5.7212409394861052E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00352,-9.8391659978775584E-009,-5.7704374330568281E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00356,-9.8387399713876318E-009,-5.8360305164241679E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00359,-9.8383837853058892E-009,-5.8852233465136570E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00362,-9.8380345832649612E-009,-5.9344143403161257E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00365,-9.8377133173873081E-009,-5.9836034991437084E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00368,-9.8374339557545624E-009,-6.0327911841849104E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00372,-9.8371545941218084E-009,-6.0983729372671364E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00375,-9.8370218973462567E-009,-6.1475582797820645E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00378,-9.8369380888564304E-009,-6.1967431294497045E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00381,-9.8368961846115213E-009,-6.2459276960683376E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00384,-9.8368752324890627E-009,-6.2951121150346264E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00388,-9.8368403122849715E-009,-6.3606911945997949E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00391,-9.8367844399584234E-009,-6.4098752654261749E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00394,-9.8366726953053238E-009,-6.4590589272264377E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00397,-9.8364911102440402E-009,-6.5082418644668580E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.004,-9.8362327007337531E-009,-6.5574237056507867E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00404,-9.8357577859580831E-009,-6.6229970170311050E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00407,-9.8353038233048701E-009,-6.6721744635005707E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.0041,-9.8347870042842645E-009,-6.7213494384581907E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00413,-9.8342003448554899E-009,-6.7705216336656768E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00417,-9.8333692439980591E-009,-6.8360798018913652E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.0042,-9.8326917920386203E-009,-6.8852446087527413E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00423,-9.8320003719975508E-009,-6.9344059908724948E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00426,-9.8313019679156617E-009,-6.9835638731350268E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00429,-9.8306035638337461E-009,-7.0327182432931943E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00433,-9.8296956385272919E-009,-7.0982520598386249E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00436,-9.8290740588943980E-009,-7.1473986336397779E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00439,-9.8285083515880556E-009,-7.1965422777189605E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00442,-9.8280543889348144E-009,-7.2456834081236051E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
0.00445,-9.8277051868938583E-009,-7.2948225665012421E-013,1.0000000000000000E+030,1.0000000000000001E-005,1.0000000000000000E-003,0,0,0,0,8,0,1
